model,h,sample,n,headline_mse,other_mse,core_difference_mse,cross_term
STABLE_LOCAL_CORE_R14B,12,origins_2024plus,19,0.5008184517484121,0.6869694577779185,0.06706666868462725,-0.25321767471413353
STATE_FAST_R15,1,full,88,0.742244228771149,0.6663334683705837,0.03425078807617241,0.04165997232439314
STATE_FAST_R15,1,origins_2024plus,30,0.11040901719563437,0.0972913728246651,0.008706618166995412,0.004411026203973874
STATE_FAST_R15,2,full,86,1.5144127655008894,1.3043223100143864,0.11393475348110468,0.09615570200539875
STATE_FAST_R15,2,origins_2024plus,29,0.19515659179666567,0.14542230689889626,0.019888639108573695,0.0298456457891957
STATE_FAST_R15,3,full,84,2.1292091551195247,1.7116709337051728,0.23606003658393912,0.18147818483041286
STATE_FAST_R15,3,origins_2024plus,28,0.26809335166932363,0.206818146919102,0.025819965630448048,0.03545523911977361
STATE_FAST_R15,4,full,83,2.933499542298538,2.288044617343408,0.41793571358692,0.22751921136821007
STATE_FAST_R15,4,origins_2024plus,27,0.22026498485269383,0.17639477603403578,0.028676802297359878,0.015193406521298213
STATE_FAST_R15,5,full,82,3.9727458003778016,3.0241847892541065,0.6895665443887471,0.2589944667349476
STATE_FAST_R15,5,origins_2024plus,26,0.23585788968363713,0.18968917022361848,0.04026494217017067,0.0059037772898479605
STATE_FAST_R15,6,full,81,5.245448169950793,3.8001048496731658,1.078456184422373,0.3668871358552539
STATE_FAST_R15,6,origins_2024plus,25,0.2870649049142476,0.25097239693153606,0.04657515777666287,-0.01048264979395136
STATE_FAST_R15,7,full,80,7.018639648129275,4.741002600519488,1.5966493606066534,0.6809876870031315
STATE_FAST_R15,7,origins_2024plus,24,0.38613328557865323,0.3402781871372927,0.06120359415571347,-0.01534849571435295
STATE_FAST_R15,8,full,79,9.416017310472204,5.7974149231078265,2.2421739272316774,1.3764284601327013
STATE_FAST_R15,8,origins_2024plus,23,0.46352331960597754,0.39844070854299696,0.07547755396824493,-0.010394942905264467
STATE_FAST_R15,9,full,78,12.591545020307812,7.247752929794166,3.018055664543303,2.325736425970343
STATE_FAST_R15,9,origins_2024plus,22,0.5137123907844994,0.4199963300216789,0.08431784686731074,0.009398213895509773
STATE_FAST_R15,10,full,77,16.267695796047878,8.88921970399636,3.9129426280338255,3.4655334640176894
STATE_FAST_R15,10,origins_2024plus,21,0.6294083854098808,0.5459937876813551,0.0830652963165442,0.0003493014119814003
STATE_FAST_R15,11,full,76,20.208658510495194,10.723635412469603,4.954977024546966,4.530046073478626
STATE_FAST_R15,11,origins_2024plus,20,0.6839746124695885,0.6347589290898179,0.08103237351317384,-0.031816690133403394
STATE_FAST_R15,12,full,75,23.711759555277578,11.939747162765151,6.249902267829632,5.522110124682792
STATE_FAST_R15,12,origins_2024plus,19,0.7361020242617443,0.6869694577779185,0.10496353705488186,-0.05583097057105603
