origin,as_of,feature,reference,last_publication,units,value
2025-01,2025-02-05 23:59:00,ulc_gap,2024Q3,2024-12-14T00:00:00,"quarterly real-cost gap, log points",-3.5550057084138302
2025-01,2025-02-05 23:59:00,tightening,2024-12,2025-02-01T00:00:00,"negative unemployment change12, pp",0.19999999999999973
2025-01,2025-02-05 23:59:00,import_gap,2024-11,2025-01-14T00:00:00,"relative price gap, log points",-0.4590163006688499
2025-01,2025-02-05 23:59:00,ppi_gap,2024-12,2025-01-26T00:00:00,"relative price gap, log points",-3.4972450964289123
2025-01,2025-02-05 23:59:00,fx_news,2025-01,2025-02-01T00:00:00,FX log change since import reference,-0.5548524063538692
2025-02,2025-03-04 23:59:00,ulc_gap,2024Q3,2024-12-14T00:00:00,"quarterly real-cost gap, log points",-3.5587516348853683
2025-02,2025-03-04 23:59:00,tightening,2025-01,2025-03-04T00:00:00,"negative unemployment change12, pp",0.5
2025-02,2025-03-04 23:59:00,import_gap,2024-12,2025-02-14T00:00:00,"relative price gap, log points",-0.35991317496569053
2025-02,2025-03-04 23:59:00,ppi_gap,2025-01,2025-02-26T00:00:00,"relative price gap, log points",-2.5087268812683874
2025-02,2025-03-04 23:59:00,fx_news,2025-02,2025-03-01T00:00:00,FX log change since import reference,-0.2429650887536982
2025-03,2025-04-03 23:59:00,ulc_gap,2024Q4,2025-03-16T00:00:00,"quarterly real-cost gap, log points",3.93106342899614
2025-03,2025-04-03 23:59:00,tightening,2025-02,2025-04-01T00:00:00,"negative unemployment change12, pp",-0.09999999999999964
2025-03,2025-04-03 23:59:00,import_gap,2025-01,2025-03-17T00:00:00,"relative price gap, log points",0.10075134305643374
2025-03,2025-04-03 23:59:00,ppi_gap,2025-02,2025-03-26T00:00:00,"relative price gap, log points",-2.6951518540471966
2025-03,2025-04-03 23:59:00,fx_news,2025-03,2025-04-01T00:00:00,FX log change since import reference,-0.6339102260162379
2025-04,2025-05-05 23:59:00,ulc_gap,2024Q4,2025-03-16T00:00:00,"quarterly real-cost gap, log points",3.928750073986862
2025-04,2025-05-05 23:59:00,tightening,2025-03,2025-05-02T00:00:00,"negative unemployment change12, pp",0.19999999999999973
2025-04,2025-05-05 23:59:00,import_gap,2025-02,2025-04-14T00:00:00,"relative price gap, log points",-0.5587081763145321
2025-04,2025-05-05 23:59:00,ppi_gap,2025-03,2025-04-26T00:00:00,"relative price gap, log points",-3.296166440188756
2025-04,2025-05-05 23:59:00,fx_news,2025-04,2025-05-01T00:00:00,FX log change since import reference,-0.14366671798243802
2025-05,2025-06-03 23:59:00,ulc_gap,2024Q4,2025-03-16T00:00:00,"quarterly real-cost gap, log points",3.936634793490043
2025-05,2025-06-03 23:59:00,tightening,2025-04,2025-06-01T00:00:00,"negative unemployment change12, pp",0.0
2025-05,2025-06-03 23:59:00,import_gap,2025-03,2025-05-15T00:00:00,"relative price gap, log points",-1.8349490597552496
2025-05,2025-06-03 23:59:00,ppi_gap,2025-04,2025-05-26T00:00:00,"relative price gap, log points",-3.323499422496525
2025-05,2025-06-03 23:59:00,fx_news,2025-05,2025-06-01T00:00:00,FX log change since import reference,-0.32047457625002174
2025-06,2025-07-03 23:59:00,ulc_gap,2025Q1,2025-06-14T00:00:00,"quarterly real-cost gap, log points",6.177974868637307
2025-06,2025-07-03 23:59:00,tightening,2025-05,2025-07-02T00:00:00,"negative unemployment change12, pp",0.0
2025-06,2025-07-03 23:59:00,import_gap,2025-04,2025-06-14T00:00:00,"relative price gap, log points",-2.9870142856473123
2025-06,2025-07-03 23:59:00,ppi_gap,2025-05,2025-06-26T00:00:00,"relative price gap, log points",-3.5163770618236754
2025-06,2025-07-03 23:59:00,fx_news,2025-06,2025-07-01T00:00:00,FX log change since import reference,-0.9388986838759864
2025-07,2025-08-04 23:59:00,ulc_gap,2025Q1,2025-06-14T00:00:00,"quarterly real-cost gap, log points",6.178522142408667
2025-07,2025-08-04 23:59:00,tightening,2025-06,2025-08-01T00:00:00,"negative unemployment change12, pp",-0.2999999999999998
2025-07,2025-08-04 23:59:00,import_gap,2025-05,2025-07-15T00:00:00,"relative price gap, log points",-3.780238554864912
2025-07,2025-08-04 23:59:00,ppi_gap,2025-06,2025-07-26T00:00:00,"relative price gap, log points",-3.562893718353962
2025-07,2025-08-04 23:59:00,fx_news,2025-07,2025-08-01T00:00:00,FX log change since import reference,-1.2028884848123946
2025-08,2025-09-03 23:59:00,ulc_gap,2025Q1,2025-06-14T00:00:00,"quarterly real-cost gap, log points",6.178522142408724
2025-08,2025-09-03 23:59:00,tightening,2025-07,2025-09-01T00:00:00,"negative unemployment change12, pp",-0.19999999999999973
2025-08,2025-09-03 23:59:00,import_gap,2025-06,2025-08-14T00:00:00,"relative price gap, log points",-4.329938212523793
2025-08,2025-09-03 23:59:00,ppi_gap,2025-07,2025-08-26T00:00:00,"relative price gap, log points",-3.662569707114301
2025-08,2025-09-03 23:59:00,fx_news,2025-08,2025-09-01T00:00:00,FX log change since import reference,-1.1718804913162488
2025-09,2025-10-05 23:59:00,ulc_gap,2025Q2,2025-09-13T00:00:00,"quarterly real-cost gap, log points",2.940248845673352
2025-09,2025-10-05 23:59:00,tightening,2025-08,2025-10-02T00:00:00,"negative unemployment change12, pp",-0.3999999999999999
2025-09,2025-10-05 23:59:00,import_gap,2025-07,2025-09-14T00:00:00,"relative price gap, log points",-5.250462994742726
2025-09,2025-10-05 23:59:00,ppi_gap,2025-08,2025-09-26T00:00:00,"relative price gap, log points",-4.3512720559483
2025-09,2025-10-05 23:59:00,fx_news,2025-09,2025-10-01T00:00:00,FX log change since import reference,-1.1353548405122906
2025-10,2025-11-04 23:59:00,ulc_gap,2025Q2,2025-09-13T00:00:00,"quarterly real-cost gap, log points",2.9504831894941503
2025-10,2025-11-04 23:59:00,tightening,2025-09,2025-11-01T00:00:00,"negative unemployment change12, pp",-0.20000000000000018
2025-10,2025-11-04 23:59:00,import_gap,2025-08,2025-10-15T00:00:00,"relative price gap, log points",-6.1253971109574685
2025-10,2025-11-04 23:59:00,ppi_gap,2025-09,2025-10-26T00:00:00,"relative price gap, log points",-4.360841163237694
2025-10,2025-11-04 23:59:00,fx_news,2025-10,2025-11-01T00:00:00,FX log change since import reference,-0.8273310624226208
2025-11,2025-12-03 23:59:00,ulc_gap,2025Q2,2025-09-13T00:00:00,"quarterly real-cost gap, log points",2.950476954926046
2025-11,2025-12-03 23:59:00,tightening,2025-10,2025-12-02T00:00:00,"negative unemployment change12, pp",-0.6000000000000001
2025-11,2025-12-03 23:59:00,import_gap,2025-09,2025-11-14T00:00:00,"relative price gap, log points",-6.673589841143851
2025-11,2025-12-03 23:59:00,ppi_gap,2025-10,2025-11-26T00:00:00,"relative price gap, log points",-4.565193788224235
2025-11,2025-12-03 23:59:00,fx_news,2025-11,2025-12-01T00:00:00,FX log change since import reference,-0.4445732428303357
2025-12,2026-01-06 23:59:00,ulc_gap,2025Q3,2025-12-14T00:00:00,"quarterly real-cost gap, log points",-2.6065054723325147
2025-12,2026-01-06 23:59:00,tightening,2025-11,2026-01-01T00:00:00,"negative unemployment change12, pp",-0.30000000000000027
2025-12,2026-01-06 23:59:00,import_gap,2025-10,2025-12-15T00:00:00,"relative price gap, log points",-7.1398781636391675
2025-12,2026-01-06 23:59:00,ppi_gap,2025-11,2025-12-26T00:00:00,"relative price gap, log points",-4.321772892577371
2025-12,2026-01-06 23:59:00,fx_news,2025-12,2026-01-01T00:00:00,FX log change since import reference,-0.22645403398450764
2026-01,2026-02-04 23:59:00,ulc_gap,2025Q3,2025-12-14T00:00:00,"quarterly real-cost gap, log points",-2.5990372556552757
2026-01,2026-02-04 23:59:00,tightening,2025-12,2026-02-01T00:00:00,"negative unemployment change12, pp",-0.6000000000000001
2026-01,2026-02-04 23:59:00,import_gap,2025-11,2026-01-14T00:00:00,"relative price gap, log points",-7.043627256319425
2026-01,2026-02-04 23:59:00,ppi_gap,2025-12,2026-01-26T00:00:00,"relative price gap, log points",-4.985404222861121
2026-01,2026-02-04 23:59:00,fx_news,2026-01,2026-02-01T00:00:00,FX log change since import reference,0.1648872956948139
2026-02,2026-03-03 23:59:00,ulc_gap,2025Q3,2025-12-14T00:00:00,"quarterly real-cost gap, log points",-2.606218988552314
2026-02,2026-03-03 23:59:00,tightening,2025-12,2026-02-01T00:00:00,"negative unemployment change12, pp",-0.6000000000000001
2026-02,2026-03-03 23:59:00,import_gap,2025-12,2026-02-14T00:00:00,"relative price gap, log points",-7.253329997694429
2026-02,2026-03-03 23:59:00,ppi_gap,2026-01,2026-02-26T00:00:00,"relative price gap, log points",-4.981357820145092
2026-02,2026-03-03 23:59:00,fx_news,2026-02,2026-03-01T00:00:00,FX log change since import reference,0.0
2026-03,2026-04-06 23:59:00,ulc_gap,2025Q4,2026-03-16T00:00:00,"quarterly real-cost gap, log points",4.931356701616323
2026-03,2026-04-06 23:59:00,tightening,2026-02,2026-04-01T00:00:00,"negative unemployment change12, pp",-0.40000000000000036
2026-03,2026-04-06 23:59:00,import_gap,2026-01,2026-03-17T00:00:00,"relative price gap, log points",-6.833975018238888
2026-03,2026-04-06 23:59:00,ppi_gap,2026-02,2026-03-26T00:00:00,"relative price gap, log points",-5.06338435964426
2026-03,2026-04-06 23:59:00,fx_news,2026-03,2026-04-01T00:00:00,FX log change since import reference,0.6486597996537845
2026-04,2026-05-05 23:59:00,ulc_gap,2025Q4,2026-03-16T00:00:00,"quarterly real-cost gap, log points",4.9259956666288645
2026-04,2026-05-05 23:59:00,tightening,2026-03,2026-05-02T00:00:00,"negative unemployment change12, pp",-0.5
2026-04,2026-05-05 23:59:00,import_gap,2026-02,2026-04-14T00:00:00,"relative price gap, log points",-7.219340519213414
2026-04,2026-05-05 23:59:00,ppi_gap,2026-03,2026-04-26T00:00:00,"relative price gap, log points",-2.7077687419659924
2026-04,2026-05-05 23:59:00,fx_news,2026-04,2026-05-01T00:00:00,FX log change since import reference,0.5016251627050452
2026-05,2026-06-03 23:59:00,ulc_gap,2025Q4,2026-03-16T00:00:00,"quarterly real-cost gap, log points",4.926510943234234
2026-05,2026-06-03 23:59:00,tightening,2026-04,2026-06-01T00:00:00,"negative unemployment change12, pp",-0.3999999999999999
2026-05,2026-06-03 23:59:00,import_gap,2026-03,2026-05-15T00:00:00,"relative price gap, log points",-5.1474210978331385
2026-05,2026-06-03 23:59:00,ppi_gap,2026-04,2026-05-26T00:00:00,"relative price gap, log points",-1.0398819029103379
2026-05,2026-06-03 23:59:00,fx_news,2026-05,2026-06-01T00:00:00,FX log change since import reference,-0.5087190458316204
2026-06,2026-07-06 23:59:00,ulc_gap,2026Q1,2026-06-14T00:00:00,"quarterly real-cost gap, log points",7.773615966377292
2026-06,2026-07-06 23:59:00,tightening,2026-05,2026-07-02T00:00:00,"negative unemployment change12, pp",0.0
2026-06,2026-07-06 23:59:00,import_gap,2026-04,2026-06-14T00:00:00,"relative price gap, log points",-2.660112511509766
2026-06,2026-07-06 23:59:00,ppi_gap,2026-05,2026-06-26T00:00:00,"relative price gap, log points",-0.7346065160937769
2026-06,2026-07-06 23:59:00,fx_news,2026-06,2026-07-01T00:00:00,FX log change since import reference,-0.7079384192987358
2026-07,2026-08-04 23:59:00,ulc_gap,2026Q1,2026-06-14T00:00:00,"quarterly real-cost gap, log points",7.771841864931616
2026-07,2026-08-04 23:59:00,tightening,2026-06,2026-08-01T00:00:00,"negative unemployment change12, pp",-0.30000000000000027
2026-07,2026-08-04 23:59:00,import_gap,2026-05,2026-07-15T00:00:00,"relative price gap, log points",-2.091961115890779
2026-07,2026-08-04 23:59:00,ppi_gap,2026-06,2026-07-26T00:00:00,"relative price gap, log points",-1.5863368691584583
2026-07,2026-08-04 23:59:00,fx_news,2026-07,2026-08-01T00:00:00,FX log change since import reference,-0.4245415769929044
