origin,event_id,as_of,legal_known,treatment_known,national_candidate_eligible,reason,event_effective_from,h_effective
2019-02,CAP23_FIXED,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,47
2019-02,ERU2020_ELECTRICITY,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,11
2019-02,ERU2020_GAS,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,11
2019-02,ERU2021_ELECTRICITY,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,23
2019-02,ERU2021_GAS,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,23
2019-02,ERU2022_ELECTRICITY,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,35
2019-02,ERU2022_GAS,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,35
2019-02,ERU2023_ELECTRICITY,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,47
2019-02,ERU2023_GAS,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,47
2019-02,ERU2024_ELECTRICITY,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,59
2019-02,ERU2024_GAS,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,59
2019-02,ERU2025_ELECTRICITY,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,71
2019-02,ERU2025_GAS,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,71
2019-02,ERU2026_ELECTRICITY,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,83
2019-02,ERU2026_GAS,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,83
2019-02,POZE24_CAPACITY,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,59
2019-02,POZE24_CEILING,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,59
2019-02,POZE26_ADOPT,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,83
2019-02,ERU26_FINAL_AVG,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,83
2019-02,CEZ26_D02,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,83
2019-02,CEZ26_GAS,2019-03-10T22:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,83
2019-03,VAT21_START,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-11,32
2019-03,VAT21_EXPIRY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,34
2019-03,POZE22_ANNOUNCE,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,43
2019-03,POZE23_ADOPT,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,46
2019-03,POZE24_EXPIRY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,58
2019-03,SAVING22_LOW,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,43
2019-03,SAVING22_HIGH,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,43
2019-03,SAVING22_EXPIRY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,46
2019-03,SAVING23_CANCEL,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,46
2019-03,CAP23_ELECTRICITY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,46
2019-03,CAP24_EXPIRY_ELECTRICITY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,58
2019-03,CAP23_GAS,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,46
2019-03,CAP24_EXPIRY_GAS,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,58
2019-03,CAP23_FIXED,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,46
2019-03,ERU2020_ELECTRICITY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,10
2019-03,ERU2020_GAS,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,10
2019-03,ERU2021_ELECTRICITY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,22
2019-03,ERU2021_GAS,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,22
2019-03,ERU2022_ELECTRICITY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,34
2019-03,ERU2022_GAS,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,34
2019-03,ERU2023_ELECTRICITY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,46
2019-03,ERU2023_GAS,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,46
2019-03,ERU2024_ELECTRICITY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,58
2019-03,ERU2024_GAS,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,58
2019-03,ERU2025_ELECTRICITY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,70
2019-03,ERU2025_GAS,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,70
2019-03,ERU2026_ELECTRICITY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,82
2019-03,ERU2026_GAS,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,82
2019-03,POZE24_CAPACITY,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,58
2019-03,POZE24_CEILING,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,58
2019-03,POZE26_ADOPT,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,82
2019-03,ERU26_FINAL_AVG,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,82
2019-03,CEZ26_D02,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,82
2019-03,CEZ26_GAS,2019-04-09T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,82
2019-04,VAT21_START,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-11,31
2019-04,VAT21_EXPIRY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,33
2019-04,POZE22_ANNOUNCE,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,42
2019-04,POZE23_ADOPT,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,45
2019-04,POZE24_EXPIRY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,57
2019-04,SAVING22_LOW,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,42
2019-04,SAVING22_HIGH,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,42
2019-04,SAVING22_EXPIRY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,45
2019-04,SAVING23_CANCEL,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,45
2019-04,CAP23_ELECTRICITY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,45
2019-04,CAP24_EXPIRY_ELECTRICITY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,57
2019-04,CAP23_GAS,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,45
2019-04,CAP24_EXPIRY_GAS,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,57
2019-04,CAP23_FIXED,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,45
2019-04,ERU2020_ELECTRICITY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,9
2019-04,ERU2020_GAS,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,9
2019-04,ERU2021_ELECTRICITY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,21
2019-04,ERU2021_GAS,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,21
2019-04,ERU2022_ELECTRICITY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,33
2019-04,ERU2022_GAS,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,33
2019-04,ERU2023_ELECTRICITY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,45
2019-04,ERU2023_GAS,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,45
2019-04,ERU2024_ELECTRICITY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,57
2019-04,ERU2024_GAS,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,57
2019-04,ERU2025_ELECTRICITY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,69
2019-04,ERU2025_GAS,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,69
2019-04,ERU2026_ELECTRICITY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,81
2019-04,ERU2026_GAS,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,81
2019-04,POZE24_CAPACITY,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,57
2019-04,POZE24_CEILING,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,57
2019-04,POZE26_ADOPT,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,81
2019-04,ERU26_FINAL_AVG,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,81
2019-04,CEZ26_D02,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,81
2019-04,CEZ26_GAS,2019-05-12T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,81
2019-05,VAT21_START,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-11,30
2019-05,VAT21_EXPIRY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,32
2019-05,POZE22_ANNOUNCE,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,41
2019-05,POZE23_ADOPT,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,44
2019-05,POZE24_EXPIRY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,56
2019-05,SAVING22_LOW,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,41
2019-05,SAVING22_HIGH,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,41
2019-05,SAVING22_EXPIRY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,44
2019-05,SAVING23_CANCEL,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,44
2019-05,CAP23_ELECTRICITY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,44
2019-05,CAP24_EXPIRY_ELECTRICITY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,56
2019-05,CAP23_GAS,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,44
2019-05,CAP24_EXPIRY_GAS,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,56
2019-05,CAP23_FIXED,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,44
2019-05,ERU2020_ELECTRICITY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,8
2019-05,ERU2020_GAS,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,8
2019-05,ERU2021_ELECTRICITY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,20
2019-05,ERU2021_GAS,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,20
2019-05,ERU2022_ELECTRICITY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,32
2019-05,ERU2022_GAS,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,32
2019-05,ERU2023_ELECTRICITY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,44
2019-05,ERU2023_GAS,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,44
2019-05,ERU2024_ELECTRICITY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,56
2019-05,ERU2024_GAS,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,56
2019-05,ERU2025_ELECTRICITY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,68
2019-05,ERU2025_GAS,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,68
2019-05,ERU2026_ELECTRICITY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,80
2019-05,ERU2026_GAS,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,80
2019-05,POZE24_CAPACITY,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,56
2019-05,POZE24_CEILING,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,56
2019-05,POZE26_ADOPT,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,80
2019-05,ERU26_FINAL_AVG,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,80
2019-05,CEZ26_D02,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,80
2019-05,CEZ26_GAS,2019-06-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,80
2019-06,VAT21_START,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-11,29
2019-06,VAT21_EXPIRY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,31
2019-06,POZE22_ANNOUNCE,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,40
2019-06,POZE23_ADOPT,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,43
2019-06,POZE24_EXPIRY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,55
2019-06,SAVING22_LOW,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,40
2019-06,SAVING22_HIGH,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,40
2019-06,SAVING22_EXPIRY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,43
2019-06,SAVING23_CANCEL,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,43
2019-06,CAP23_ELECTRICITY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,43
2019-06,CAP24_EXPIRY_ELECTRICITY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,55
2019-06,CAP23_GAS,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,43
2019-06,CAP24_EXPIRY_GAS,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,55
2019-06,CAP23_FIXED,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,43
2019-06,ERU2020_ELECTRICITY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,7
2019-06,ERU2020_GAS,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2020-01,7
2019-06,ERU2021_ELECTRICITY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,19
2019-06,ERU2021_GAS,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-01,19
2019-06,ERU2022_ELECTRICITY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,31
2019-06,ERU2022_GAS,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,31
2019-06,ERU2023_ELECTRICITY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,43
2019-06,ERU2023_GAS,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,43
2019-06,ERU2024_ELECTRICITY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,55
2019-06,ERU2024_GAS,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,55
2019-06,ERU2025_ELECTRICITY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,67
2019-06,ERU2025_GAS,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2025-01,67
2019-06,ERU2026_ELECTRICITY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,79
2019-06,ERU2026_GAS,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,79
2019-06,POZE24_CAPACITY,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,55
2019-06,POZE24_CEILING,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,55
2019-06,POZE26_ADOPT,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,79
2019-06,ERU26_FINAL_AVG,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,79
2019-06,CEZ26_D02,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,79
2019-06,CEZ26_GAS,2019-07-10T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2026-01,79
2019-07,VAT21_START,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2021-11,28
2019-07,VAT21_EXPIRY,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-01,30
2019-07,POZE22_ANNOUNCE,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,39
2019-07,POZE23_ADOPT,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,42
2019-07,POZE24_EXPIRY,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,54
2019-07,SAVING22_LOW,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,39
2019-07,SAVING22_HIGH,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2022-10,39
2019-07,SAVING22_EXPIRY,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,42
2019-07,SAVING23_CANCEL,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,42
2019-07,CAP23_ELECTRICITY,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,42
2019-07,CAP24_EXPIRY_ELECTRICITY,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2024-01,54
2019-07,CAP23_GAS,2019-08-11T21:59:00+00:00,False,False,False,"missing:CPI_treatment,national_exposure,baseline_energy_subpath",2023-01,42
