week,petrol95,diesel,origin,model
2020-02-03,31.896247169836087,31.464984124673318,2019-02,FUEL_ANNUAL_R17
2020-02-10,31.890280998970034,31.456940834222948,2019-02,FUEL_ANNUAL_R17
2020-02-17,31.884177876942168,31.448856365871972,2019-02,FUEL_ANNUAL_R17
2020-02-24,31.877951310667566,31.440734628034193,2019-02,FUEL_ANNUAL_R17
2019-02-04,30.168910079999993,30.866910719999996,2019-02,FUEL_ANNUAL_LOW_R17
2019-02-11,30.064061400000032,30.94403556000003,2019-02,FUEL_ANNUAL_LOW_R17
2019-02-18,29.992947400000023,30.83691370000003,2019-02,FUEL_ANNUAL_LOW_R17
2019-02-25,30.098921429999997,30.99498072,2019-02,FUEL_ANNUAL_LOW_R17
2019-03-04,30.289698802044075,31.1626004612363,2019-02,FUEL_ANNUAL_LOW_R17
2019-03-11,30.463782787444202,31.275293979700738,2019-02,FUEL_ANNUAL_LOW_R17
2019-03-18,30.641854023680995,31.3723958118644,2019-02,FUEL_ANNUAL_LOW_R17
2019-03-25,30.79772751587144,31.43754960096856,2019-02,FUEL_ANNUAL_LOW_R17
2019-04-01,30.919862121319206,31.467294490196288,2019-02,FUEL_ANNUAL_LOW_R17
2019-04-08,31.016906035219954,31.474931753200508,2019-02,FUEL_ANNUAL_LOW_R17
2019-04-15,31.094619005509454,31.46842720753996,2019-02,FUEL_ANNUAL_LOW_R17
2019-04-22,31.15693465385656,31.452585490946316,2019-02,FUEL_ANNUAL_LOW_R17
2019-04-29,31.206621528751906,31.430335419921327,2019-02,FUEL_ANNUAL_LOW_R17
2019-05-06,31.24569549757927,31.403490086197827,2019-02,FUEL_ANNUAL_LOW_R17
2019-05-13,31.27567794727745,31.3731965560647,2019-02,FUEL_ANNUAL_LOW_R17
2019-05-20,31.297758283365017,31.340202126609494,2019-02,FUEL_ANNUAL_LOW_R17
2019-05-27,31.31289694910971,31.305012151766157,2019-02,FUEL_ANNUAL_LOW_R17
2019-06-03,31.321891404114897,31.267983762099266,2019-02,FUEL_ANNUAL_LOW_R17
2019-06-10,31.32541897034399,31.229381669861446,2019-02,FUEL_ANNUAL_LOW_R17
2019-06-17,31.32406517217342,31.189411537338636,2019-02,FUEL_ANNUAL_LOW_R17
2019-06-24,31.318342926899383,31.14824005632308,2019-02,FUEL_ANNUAL_LOW_R17
2019-07-01,31.308705916754338,31.10600714623231,2019-02,FUEL_ANNUAL_LOW_R17
2019-07-08,31.295558218592873,31.062833468264145,2019-02,FUEL_ANNUAL_LOW_R17
2019-07-15,31.279261489443186,31.01882514695819,2019-02,FUEL_ANNUAL_LOW_R17
2019-07-22,31.260140523427243,30.974076818709616,2019-02,FUEL_ANNUAL_LOW_R17
2019-07-29,31.238487695700577,30.92867367059163,2019-02,FUEL_ANNUAL_LOW_R17
2019-08-05,31.214566622465515,30.88269286315623,2019-02,FUEL_ANNUAL_LOW_R17
2019-08-12,31.18861524969803,30.836204571400295,2019-02,FUEL_ANNUAL_LOW_R17
2019-08-19,31.160848510335178,30.78927278372577,2019-02,FUEL_ANNUAL_LOW_R17
2019-08-26,31.13146064378971,30.741955942853053,2019-02,FUEL_ANNUAL_LOW_R17
2019-09-02,31.10062724256637,30.69430747952661,2019-02,FUEL_ANNUAL_LOW_R17
2019-09-09,31.068507072118926,30.646376270182753,2019-02,FUEL_ANNUAL_LOW_R17
2019-09-16,31.03524369798089,30.598207038035294,2019-02,FUEL_ANNUAL_LOW_R17
2019-09-23,31.000966946192797,30.549840710028803,2019-02,FUEL_ANNUAL_LOW_R17
2019-09-30,30.965794217621887,30.501314737891345,2019-02,FUEL_ANNUAL_LOW_R17
2019-10-07,30.929831672986307,30.45266338895509,2019-02,FUEL_ANNUAL_LOW_R17
2019-10-14,30.89317530266952,30.403918010832463,2019-02,FUEL_ANNUAL_LOW_R17
2019-10-21,30.855911893374532,30.35510727304112,2019-02,FUEL_ANNUAL_LOW_R17
2019-10-28,30.818119902092153,30.306257388028172,2019-02,FUEL_ANNUAL_LOW_R17
2019-11-04,30.77987024659668,30.257392313613025,2019-02,FUEL_ANNUAL_LOW_R17
2019-11-11,30.74122702064369,30.208533938566777,2019-02,FUEL_ANNUAL_LOW_R17
2019-11-18,30.70224814116746,30.159702252825152,2019-02,FUEL_ANNUAL_LOW_R17
2019-11-25,30.66298593402074,30.11091550366185,2019-02,FUEL_ANNUAL_LOW_R17
2019-12-02,30.623487664140818,30.062190339012467,2019-02,FUEL_ANNUAL_LOW_R17
2019-12-09,30.58379601544397,30.013541939025025,2019-02,FUEL_ANNUAL_LOW_R17
2019-12-16,30.54394952523335,29.96498413681548,2019-02,FUEL_ANNUAL_LOW_R17
2019-12-23,30.50398297744298,29.916529529320343,2019-02,FUEL_ANNUAL_LOW_R17
2019-12-30,30.463927758625108,29.86818957906239,2019-02,FUEL_ANNUAL_LOW_R17
2020-01-06,30.423812180215,29.819974707576424,2019-02,FUEL_ANNUAL_LOW_R17
2020-01-13,30.38366177027,29.77189438117972,2019-02,FUEL_ANNUAL_LOW_R17
2020-01-20,30.34349953757585,29.723957189715055,2019-02,FUEL_ANNUAL_LOW_R17
2020-01-27,30.30334621073829,29.67617091884233,2019-02,FUEL_ANNUAL_LOW_R17
2020-02-03,30.263220454629707,29.62854261640755,2019-02,FUEL_ANNUAL_LOW_R17
2020-02-10,30.223139066335552,29.58107865337415,2019-02,FUEL_ANNUAL_LOW_R17
2020-02-17,30.183117152542387,29.533784779762254,2019-02,FUEL_ANNUAL_LOW_R17
2020-02-24,30.14316829012501,29.486666176004636,2019-02,FUEL_ANNUAL_LOW_R17
2019-02-04,30.168910079999993,30.866910719999996,2019-02,FUEL_ANNUAL_HIGH_R17
2019-02-11,30.064061400000032,30.94403556000003,2019-02,FUEL_ANNUAL_HIGH_R17
2019-02-18,29.992947400000023,30.83691370000003,2019-02,FUEL_ANNUAL_HIGH_R17
2019-02-25,30.098921429999997,30.99498072,2019-02,FUEL_ANNUAL_HIGH_R17
2019-03-04,30.289698802044075,31.1626004612363,2019-02,FUEL_ANNUAL_HIGH_R17
2019-03-11,30.463782787444202,31.275293979700738,2019-02,FUEL_ANNUAL_HIGH_R17
2019-03-18,30.64564486267615,31.37756017888925,2019-02,FUEL_ANNUAL_HIGH_R17
2019-03-25,30.820416207167774,31.4648292255541,2019-02,FUEL_ANNUAL_HIGH_R17
2019-04-01,30.97855424773163,31.53471071932802,2019-02,FUEL_ANNUAL_HIGH_R17
2019-04-08,31.122717231049208,31.59394555915903,2019-02,FUEL_ANNUAL_HIGH_R17
2019-04-15,31.254901777403717,31.64655026156205,2019-02,FUEL_ANNUAL_HIGH_R17
2019-04-22,31.376661787105007,31.694928928850885,2019-02,FUEL_ANNUAL_HIGH_R17
2019-04-29,31.489247057402075,31.74053046377401,2019-02,FUEL_ANNUAL_HIGH_R17
2019-05-06,31.59369191582264,31.784237081650538,2019-02,FUEL_ANNUAL_HIGH_R17
2019-05-13,31.69087265224124,31.826594046888218,2019-02,FUEL_ANNUAL_HIGH_R17
2019-05-20,31.78154539820035,31.867945583844595,2019-02,FUEL_ANNUAL_HIGH_R17
2019-05-27,31.8663716850359,31.90851533797143,2019-02,FUEL_ANNUAL_HIGH_R17
2019-06-03,31.945936176836558,31.948454062234948,2019-02,FUEL_ANNUAL_HIGH_R17
2019-06-10,32.02075937947461,31.987867927050313,2019-02,FUEL_ANNUAL_HIGH_R17
2019-06-17,32.09130707637079,32.02683537085624,2019-02,FUEL_ANNUAL_HIGH_R17
2019-06-24,32.15799758990673,32.06541716994544,2019-02,FUEL_ANNUAL_HIGH_R17
2019-07-01,32.221207562607454,32.10366249266967,2019-02,FUEL_ANNUAL_HIGH_R17
2019-07-08,32.281276700387714,32.14161257251015,2019-02,FUEL_ANNUAL_HIGH_R17
2019-07-15,32.338511763110894,32.17930296642811,2019-02,FUEL_ANNUAL_HIGH_R17
2019-07-22,32.39318998943225,32.21676497013027,2019-02,FUEL_ANNUAL_HIGH_R17
2019-07-29,32.44556208109264,32.254026528581846,2019-02,FUEL_ANNUAL_HIGH_R17
2019-08-05,32.49585483268551,32.29111284220856,2019-02,FUEL_ANNUAL_HIGH_R17
2019-08-12,32.544273467886384,32.328046787713554,2019-02,FUEL_ANNUAL_HIGH_R17
2019-08-19,32.59100372690756,32.36484922423229,2019-02,FUEL_ANNUAL_HIGH_R17
2019-08-26,32.63621373923517,32.40153922703118,2019-02,FUEL_ANNUAL_HIGH_R17
2019-09-02,32.680055708478505,32.43813427407213,2019-02,FUEL_ANNUAL_HIGH_R17
2019-09-09,32.722667431144245,32.47465040075842,2019-02,FUEL_ANNUAL_HIGH_R17
2019-09-16,32.76417366755032,32.51110233223589,2019-02,FUEL_ANNUAL_HIGH_R17
2019-09-23,32.80468738042062,32.54750359908621,2019-02,FUEL_ANNUAL_HIGH_R17
2019-09-30,32.84431085464364,32.583866640135106,2019-02,FUEL_ANNUAL_HIGH_R17
2019-10-07,32.8831367100376,32.62020289482649,2019-02,FUEL_ANNUAL_HIGH_R17
2019-10-14,32.92124881761903,32.656522886841884,2019-02,FUEL_ANNUAL_HIGH_R17
2019-10-21,32.958723128738185,32.692836300169105,2019-02,FUEL_ANNUAL_HIGH_R17
2019-10-28,32.99562842547225,32.72915204852661,2019-02,FUEL_ANNUAL_HIGH_R17
2019-11-04,33.032026999819394,32.7654783388576,2019-02,FUEL_ANNUAL_HIGH_R17
2019-11-11,33.06797526848926,32.80182272947998,2019-02,FUEL_ANNUAL_HIGH_R17
2019-11-18,33.10352432942202,32.83819218338929,2019-02,FUEL_ANNUAL_HIGH_R17
2019-11-25,33.13872046557418,32.87459311714633,2019-02,FUEL_ANNUAL_HIGH_R17
2019-12-02,33.17360560097777,32.91103144573209,2019-02,FUEL_ANNUAL_HIGH_R17
2019-12-09,33.2082177136001,32.94751262371213,2019-02,FUEL_ANNUAL_HIGH_R17
2019-12-16,33.24259120909972,32.98404168302007,2019-02,FUEL_ANNUAL_HIGH_R17
2019-12-23,33.27675725918466,33.0206232676412,2019-02,FUEL_ANNUAL_HIGH_R17
2019-12-30,33.31074410792672,33.057261665452614,2019-02,FUEL_ANNUAL_HIGH_R17
2020-01-06,33.34457734906743,33.093960837454105,2019-02,FUEL_ANNUAL_HIGH_R17
2020-01-13,33.37828017706338,33.13072444460456,2019-02,FUEL_ANNUAL_HIGH_R17
2020-01-20,33.411873614358115,33.16755587246017,2019-02,FUEL_ANNUAL_HIGH_R17
2020-01-27,33.44537671713204,33.20445825379504,2019-02,FUEL_ANNUAL_HIGH_R17
2020-02-03,33.478806761568684,33.24143448936935,2019-02,FUEL_ANNUAL_HIGH_R17
2020-02-10,33.51217941248235,33.27848726699707,2019-02,FUEL_ANNUAL_HIGH_R17
2020-02-17,33.54550887597746,33.31561907905235,2019-02,FUEL_ANNUAL_HIGH_R17
2020-02-24,33.57880803765198,33.352832238542604,2019-02,FUEL_ANNUAL_HIGH_R17
2019-03-04,30.19896028000002,31.124903220000014,2019-03,FUEL_SPOT_ECM_R17
2019-03-11,30.288960480000032,31.246955520000036,2019-03,FUEL_SPOT_ECM_R17
2019-03-18,30.42694095999998,31.452093279999975,2019-03,FUEL_SPOT_ECM_R17
2019-03-25,30.607101389999976,31.464876089999972,2019-03,FUEL_SPOT_ECM_R17
2019-04-01,31.071965160000026,31.510927980000023,2019-03,FUEL_SPOT_ECM_R17
2019-04-08,31.418321850778266,31.584194240833245,2019-03,FUEL_SPOT_ECM_R17
2019-04-15,31.643988933100534,31.628238045887596,2019-03,FUEL_SPOT_ECM_R17
2019-04-22,31.784364638727514,31.64857060286446,2019-03,FUEL_SPOT_ECM_R17
2019-04-29,31.881501971564298,31.666620195646587,2019-03,FUEL_SPOT_ECM_R17
2019-05-06,31.95100508449724,31.683705502281047,2019-03,FUEL_SPOT_ECM_R17
2019-05-13,32.002016721570094,31.699684596789098,2019-03,FUEL_SPOT_ECM_R17
2019-05-20,32.040495417270186,31.714515754096723,2019-03,FUEL_SPOT_ECM_R17
2019-05-27,32.07034152519549,31.728214220957785,2019-03,FUEL_SPOT_ECM_R17
2019-06-03,32.09412331916081,31.740826333674597,2019-03,FUEL_SPOT_ECM_R17
2019-06-10,32.11354538079764,31.75241412278375,2019-03,FUEL_SPOT_ECM_R17
2019-06-17,32.129750899194114,31.763046249192385,2019-03,FUEL_SPOT_ECM_R17
2019-06-24,32.14351691671943,31.772792755170318,2019-03,FUEL_SPOT_ECM_R17
2019-07-01,32.15538055815156,31.781722106791126,2019-03,FUEL_SPOT_ECM_R17
2019-07-08,32.16572075273165,31.789899606233117,2019-03,FUEL_SPOT_ECM_R17
2019-07-15,32.17481124343523,31.797386616969455,2019-03,FUEL_SPOT_ECM_R17
2019-07-22,32.18285506261628,31.804240265738834,2019-03,FUEL_SPOT_ECM_R17
2019-07-29,32.19000703533572,31.810513418929265,2019-03,FUEL_SPOT_ECM_R17
2019-08-05,32.19638854059982,31.816254811954924,2019-03,FUEL_SPOT_ECM_R17
2019-08-12,32.202097258653126,31.82150925916405,2019-03,FUEL_SPOT_ECM_R17
2019-08-19,32.20721366449415,31.8263179013935,2019-03,FUEL_SPOT_ECM_R17
2019-08-26,32.21180540392089,31.830718466125358,2019-03,FUEL_SPOT_ECM_R17
2019-09-02,32.21593028626814,31.834745525932995,2019-03,FUEL_SPOT_ECM_R17
2019-09-09,32.219638368713404,31.83843074733539,2019-03,FUEL_SPOT_ECM_R17
2019-09-16,32.22297343979891,31.841803126009147,2019-03,FUEL_SPOT_ECM_R17
2019-09-23,32.225974101911696,31.84488920656779,2019-03,FUEL_SPOT_ECM_R17
2019-09-30,32.228674582794284,31.847713286431354,2019-03,FUEL_SPOT_ECM_R17
2019-10-07,32.23110536113634,31.85029760405391,2019-03,FUEL_SPOT_ECM_R17
2019-10-14,32.233293662168556,31.85266251218031,2019-03,FUEL_SPOT_ECM_R17
2019-10-21,32.235263860301515,31.85482663700542,2019-03,FUEL_SPOT_ECM_R17
2019-10-28,32.23703781358964,31.856807024191518,2019-03,FUEL_SPOT_ECM_R17
2019-11-04,32.23863514680839,31.858619272713323,2019-03,FUEL_SPOT_ECM_R17
2019-11-11,32.24007349470311,31.86027765747566,2019-03,FUEL_SPOT_ECM_R17
2019-11-18,32.24136871352424,31.86179524160321,2019-03,FUEL_SPOT_ECM_R17
2019-11-25,32.242535066678975,31.863183979246646,2019-03,FUEL_SPOT_ECM_R17
2019-12-02,32.24358538879753,31.864454809690628,2019-03,FUEL_SPOT_ECM_R17
2019-12-09,32.24453123147123,31.86561774349021,2019-03,FUEL_SPOT_ECM_R17
2019-12-16,32.24538299320103,31.866681941305192,2019-03,FUEL_SPOT_ECM_R17
2019-12-23,32.246150035587384,31.867655786047983,2019-03,FUEL_SPOT_ECM_R17
2019-12-30,32.24684078742701,31.868546948910048,2019-03,FUEL_SPOT_ECM_R17
2020-01-06,32.24746283811046,31.869362449784994,2019-03,FUEL_SPOT_ECM_R17
2020-01-13,32.248023021507834,31.870108712563123,2019-03,FUEL_SPOT_ECM_R17
2020-01-20,32.248527491368,31.870791615732198,2019-03,FUEL_SPOT_ECM_R17
2020-01-27,32.24898178912653,31.8714165386827,2019-03,FUEL_SPOT_ECM_R17
2020-02-03,32.24939090491021,31.871988404081915,2019-03,FUEL_SPOT_ECM_R17
2020-02-10,32.24975933243604,31.872511716650607,2019-03,FUEL_SPOT_ECM_R17
2020-02-17,32.250091118425615,31.872990598647522,2019-03,FUEL_SPOT_ECM_R17
2020-02-24,32.25038990708907,31.873428822341317,2019-03,FUEL_SPOT_ECM_R17
2020-03-02,32.25065898017475,31.873829839725513,2019-03,FUEL_SPOT_ECM_R17
2020-03-09,32.25090129302914,31.874196809710636,2019-03,FUEL_SPOT_ECM_R17
2020-03-16,32.251119507066285,31.874532623007685,2019-03,FUEL_SPOT_ECM_R17
2020-03-23,32.25131601900527,31.874839924898946,2019-03,FUEL_SPOT_ECM_R17
2020-03-30,32.25149298719815,31.87512113607551,2019-03,FUEL_SPOT_ECM_R17
2019-03-04,30.19896028000002,31.124903220000014,2019-03,FUEL_ANNUAL_R17
2019-03-11,30.288960480000032,31.246955520000036,2019-03,FUEL_ANNUAL_R17
2019-03-18,30.42694095999998,31.452093279999975,2019-03,FUEL_ANNUAL_R17
2019-03-25,30.607101389999976,31.464876089999972,2019-03,FUEL_ANNUAL_R17
2019-04-01,31.071965160000026,31.510927980000023,2019-03,FUEL_ANNUAL_R17
2019-04-08,31.418321850778266,31.584194240833245,2019-03,FUEL_ANNUAL_R17
2019-04-15,31.643941713990998,31.628175797604275,2019-03,FUEL_ANNUAL_R17
2019-04-22,31.784022375837562,31.64815478504796,2019-03,FUEL_ANNUAL_R17
2019-04-29,31.880448513090418,31.66540731170815,2019-03,FUEL_ANNUAL_R17
2019-05-06,31.948953608724235,31.681399811407715,2019-03,FUEL_ANNUAL_R17
2019-05-13,31.998772173751473,31.696088919082847,2019-03,FUEL_ANNUAL_R17
2019-05-20,32.035922895143976,31.709494183024425,2019-03,FUEL_ANNUAL_R17
2019-05-27,32.06434580915787,31.72166939268548,2019-03,FUEL_ANNUAL_R17
2019-06-03,32.08663559240535,31.732685530544213,2019-03,FUEL_ANNUAL_R17
2019-06-10,32.104514590664174,31.742620741378964,2019-03,FUEL_ANNUAL_R17
2019-06-17,32.11913811682193,31.751554529201634,2019-03,FUEL_ANNUAL_R17
2019-06-24,32.1312916357681,31.75956449313008,2019-03,FUEL_ANNUAL_R17
2019-07-01,32.14151824945304,31.76672458064302,2019-03,FUEL_ANNUAL_R17
2019-07-08,32.1502012341067,31.77310424086661,2019-03,FUEL_ANNUAL_R17
2019-07-15,32.15761758011605,31.77876810537951,2019-03,FUEL_ANNUAL_R17
2019-07-22,32.16397281441176,31.783775972280946,2019-03,FUEL_ANNUAL_R17
2019-07-29,32.16942373160027,31.78818295899631,2019-03,FUEL_ANNUAL_R17
2019-08-05,32.17409330594174,31.79203974356298,2019-03,FUEL_ANNUAL_R17
2019-08-12,32.178080539339454,31.795392846922567,2019-03,FUEL_ANNUAL_R17
2019-08-19,32.18146702295615,31.798284928516814,2019-03,FUEL_ANNUAL_R17
2019-08-26,32.18432136003971,31.800755079377137,2019-03,FUEL_ANNUAL_R17
2019-09-02,32.18670219141615,31.802839104022333,2019-03,FUEL_ANNUAL_R17
