threshold,clock,report_date,origin,as_of_utc,model,quarter,actual_turn,model_turn,cnb_turn,model_hit,cnb_hit,model_false_call,fully_future,actual_before,actual_centre,actual_after,model_before,model_centre,model_after,cnb_before,cnb_centre,cnb_after
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,COMBO_ALL_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.064634065228075,12.806337637319196,8.958494321878844,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,COMBO_CORE_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.45364527267776,13.422036698978827,13.350897511118482,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,COMBO_CORE_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.422036698978827,13.350897511118482,9.467258746150828,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,COMBO_FOOD_FUEL_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.36936018913299,12.952090511283195,12.661499089712745,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,COMBO_FOOD_FUEL_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,12.952090511283195,12.661499089712745,8.764694042082379,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,CORE_FAST_H0_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.408924178784355,13.19078088195656,13.006767942842814,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,CORE_FAST_H0_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.19078088195656,13.006767942842814,9.007033093026221,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,CORE_NEWS_H0_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.448146610884494,13.399162225834528,13.464200559494776,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,CORE_NEWS_H0_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.399162225834528,13.464200559494776,9.750203587379682,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,CORE_NEWS_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.496756483412478,13.594961553893391,13.81438387308795,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,CORE_NEWS_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.594961553893391,13.81438387308795,10.246792271785088,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,CORE_ROBUST_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.477348479353717,13.5046052714881,13.636043952635392,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,CORE_ROBUST_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.5046052714881,13.636043952635392,9.97934417011103,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,DAMPED_P95_Q001_R16,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.479570183323666,13.514306881809238,13.654016947776284,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,DAMPED_P95_Q001_R16,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.514306881809238,13.654016947776284,10.00480803857838,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_ASYMMETRIC_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.424027364964976,13.24750834373108,13.121523827261862,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_ASYMMETRIC_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.24750834373108,13.121523827261862,9.307279921346664,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_HALF_CORRECTION_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.519195128007237,13.64998787528874,13.901891077431456,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_HALF_CORRECTION_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,13.64998787528874,13.901891077431456,10.376732510235763,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_OWN_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.391093539664936,13.14123412575348,12.94199109806946,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_OWN_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.14123412575348,12.94199109806946,9.086454581994674,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_PERSISTENCE_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.6148686849024,14.055739665650131,14.691478577794138,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_PERSISTENCE_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,14.055739665650131,14.691478577794138,11.462153810662322,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_SEASONAL_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.345622828858447,12.984994943960832,12.810417363548869,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_SEASONAL_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,12.984994943960832,12.810417363548869,8.857622497914052,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_SYMMETRIC_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.414444942885508,13.195832720566882,13.006867358407249,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FOOD_SYMMETRIC_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.195832720566882,13.006867358407249,9.140102386302678,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FUEL_ANNUAL_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.394967750333649,13.065251812682613,12.859604170996649,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FUEL_ANNUAL_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.065251812682613,12.859604170996649,8.896864709978376,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FUEL_SPOT_ECM_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.396815145198834,13.081033354434627,12.893590813856475,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,FUEL_SPOT_ECM_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.081033354434627,12.893590813856475,8.947021051956417,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,INDEPENDENT_BRIDGE,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.642448199420956,13.715528158580971,13.036585820345673,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,INDEPENDENT_BRIDGE,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.715528158580971,13.036585820345673,8.377556386951762,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,MONTHLY_AR_CORE_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.442231422956011,13.372692535337023,13.120505786279136,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,MONTHLY_AR_CORE_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.372692535337023,13.120505786279136,9.030561743496255,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,MONTHLY_BOTH_CORE_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.459144094195052,13.444909993127784,13.23766518046962,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,MONTHLY_BOTH_CORE_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.444909993127784,13.23766518046962,9.18488293989015,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,MONTHLY_DOMESTIC_CORE_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.439148542015564,13.35658379086429,13.094867003093604,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,MONTHLY_DOMESTIC_CORE_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.35658379086429,13.094867003093604,9.04025413934029,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,MONTHLY_IMPORTED_CORE_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.466120726667882,13.514594781876555,13.33738650905576,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,MONTHLY_IMPORTED_CORE_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.514594781876555,13.33738650905576,9.372404721350245,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,MONTHLY_OWN_CORE_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.439577860359572,13.357042824927944,13.114352776377125,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,MONTHLY_OWN_CORE_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.357042824927944,13.114352776377125,9.083256803272612,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,PATH_COMPONENT_HALF_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.41149745592106,13.186872682572067,13.005777224728831,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,PATH_COMPONENT_HALF_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.186872682572067,13.005777224728831,9.115527036391295,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,PATH_COMPONENT_SELECT_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.425780609826612,13.248031606009896,13.105602602540172,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,PATH_COMPONENT_SELECT_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.248031606009896,13.105602602540172,9.194087109675849,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,PATH_FAST_CURRENT_HALF_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.423034069701933,13.249654068775612,13.11340028183452,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,PATH_FAST_CURRENT_HALF_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.249654068775612,13.11340028183452,9.157366581439751,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,PATH_POOL_R17,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.44142414982948,13.330665922396564,13.271385545627098,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,PATH_POOL_R17,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.330665922396564,13.271385545627098,9.397538016685688,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,RF_RESIDUAL_R15,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.527220081072466,13.64036508396687,13.834803422218435,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,RF_RESIDUAL_R15,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.64036508396687,13.834803422218435,10.346126397788526,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,STABLE_LOCAL_CORE_R14B,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.406004973826269,13.190115395388665,13.02136653593553,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,STABLE_LOCAL_CORE_R14B,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.190115395388665,13.02136653593553,9.04216611313534,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,STABLE_PIPELINE_R14B,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.390134862971216,13.164099614677134,12.509335514434232,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,STABLE_PIPELINE_R14B,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.164099614677134,12.509335514434232,7.870436009390865,13.8649926,12.749894,7.85719611
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,STATE_FAST_R15,2022Q3,1,0,0,False,False,False,True,15.77230851609123,17.578003612072624,15.699043922150208,13.440064793966108,13.30921695087846,13.20549841961262,14.5366564687991,13.8649926,12.749894
0.25,report,2022-05-12,2022-04,2022-05-09 21:59:00+00:00,STATE_FAST_R15,2022Q4,-1,0,0,False,False,False,True,17.578003612072624,15.699043922150208,16.393468660721574,13.30921695087846,13.20549841961262,9.272676304246366,13.8649926,12.749894,7.85719611
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,COMBO_ALL_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.92363763168983,19.255157347928563,15.86324085449374,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,COMBO_ALL_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,19.255157347928563,15.86324085449374,13.4815926112439,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,COMBO_CORE_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.726187671893165,18.729143773341917,15.588393035244366,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,COMBO_CORE_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.729143773341917,15.588393035244366,13.116569801685884,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,COMBO_FOOD_FUEL_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.840769447217735,18.83067465908491,15.105763625376602,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,COMBO_FOOD_FUEL_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.83067465908491,15.105763625376602,12.331312251861752,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,CORE_FAST_H0_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.743759436636783,18.69110980659161,15.459959456060153,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,CORE_FAST_H0_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.69110980659161,15.459959456060153,12.81913956001572,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,CORE_NEWS_H0_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.792624679775923,18.99507547449546,16.167779029390488,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,CORE_NEWS_H0_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.99507547449546,16.167779029390488,14.0526783688807,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,CORE_NEWS_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.7038042440926,18.63759470651227,15.552773055691668,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,CORE_NEWS_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.63759470651227,15.552773055691668,13.17474368578076,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,CORE_ROBUST_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.676601068741856,18.506400170333432,15.295023239636995,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,CORE_ROBUST_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.506400170333432,15.295023239636995,12.773956408118607,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,DAMPED_P95_Q001_R16,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.67785477016437,18.51165371623364,15.303819882303394,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,DAMPED_P95_Q001_R16,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.51165371623364,15.303819882303394,12.785569905405248,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_ASYMMETRIC_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.94923815117616,19.27738973124754,15.83864494679743,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_ASYMMETRIC_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,19.27738973124754,15.83864494679743,13.309076427460107,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_HALF_CORRECTION_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.985077680138797,19.624840112502596,16.851334488911288,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_HALF_CORRECTION_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,19.624840112502596,16.851334488911288,14.843840708641546,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_OWN_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.907179684299628,19.04935431491941,15.383576877998712,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_OWN_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,19.04935431491941,15.383576877998712,12.672523193724883,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_PERSISTENCE_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,18.02102061081055,19.97605536997207,17.882086188560965,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_PERSISTENCE_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,19.97605536997207,17.882086188560965,16.413941867735407,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_SEASONAL_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.494684734060396,17.846653762716752,14.243996446967536,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_SEASONAL_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,17.846653762716752,14.243996446967536,11.314980164505576,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_SYMMETRIC_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.935343475106592,19.165905517658278,15.57154824533608,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FOOD_SYMMETRIC_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,19.165905517658278,15.57154824533608,12.89531639622023,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FUEL_ANNUAL_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.54901977135518,17.972484737685438,14.369206286172448,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FUEL_ANNUAL_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,17.972484737685438,14.369206286172448,11.409421928653936,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FUEL_SPOT_ECM_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.558793688608148,18.06442746830841,14.557970713208691,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,FUEL_SPOT_ECM_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.06442746830841,14.557970713208691,11.689960454828372,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,INDEPENDENT_BRIDGE,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,18.180564815955147,20.32595152421116,18.192778347157727,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,INDEPENDENT_BRIDGE,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,20.32595152421116,18.192778347157727,16.85520519196354,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,MONTHLY_AR_CORE_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.652158036461174,18.432368987687624,14.988573028508474,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,MONTHLY_AR_CORE_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.432368987687624,14.988573028508474,12.20188665169379,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,MONTHLY_BOTH_CORE_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.659775445125835,18.46369259343942,15.011544204240613,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,MONTHLY_BOTH_CORE_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.46369259343942,15.011544204240613,12.187423866864624,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,MONTHLY_DOMESTIC_CORE_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.652142733878943,18.430060911757057,14.964399123170017,19.4927708743343,19.6557739,16.1682854
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,MONTHLY_DOMESTIC_CORE_R17,2023Q1,1,0,0,False,False,False,True,15.699043922150208,16.393468660721574,11.15840613352934,18.430060911757057,14.964399123170017,12.094357904897336,19.6557739,16.1682854,11.4594623
0.25,report,2022-08-11,2022-07,2022-08-09 21:59:00+00:00,MONTHLY_IMPORTED_CORE_R17,2022Q4,-1,1,0,False,False,True,True,17.578003612072624,15.699043922150208,16.393468660721574,17.66143116000562,18.47884735179285,15.029285204351972,19.4927708743343,19.6557739,16.1682854
