origin,model,status
2020-10,CORE_PANEL_SHRINK_R25,estimated
2020-10,CORE_PANEL_STATE_R25,estimated
2020-10,CORE_OWN_SHRINK_R25,estimated
2020-10,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2020-11,CORE_PANEL_SHRINK_R25,estimated
2020-11,CORE_PANEL_STATE_R25,estimated
2020-11,CORE_OWN_SHRINK_R25,estimated
2020-11,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2020-12,CORE_PANEL_SHRINK_R25,estimated
2020-12,CORE_PANEL_STATE_R25,estimated
2020-12,CORE_OWN_SHRINK_R25,estimated
2020-12,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-01,CORE_PANEL_SHRINK_R25,estimated
2021-01,CORE_PANEL_STATE_R25,estimated
2021-01,CORE_OWN_SHRINK_R25,estimated
2021-01,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-02,CORE_PANEL_SHRINK_R25,estimated
2021-02,CORE_PANEL_STATE_R25,estimated
2021-02,CORE_OWN_SHRINK_R25,estimated
2021-02,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-03,CORE_PANEL_SHRINK_R25,estimated
2021-03,CORE_PANEL_STATE_R25,estimated
2021-03,CORE_OWN_SHRINK_R25,estimated
2021-03,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-04,CORE_PANEL_SHRINK_R25,estimated
2021-04,CORE_PANEL_STATE_R25,estimated
2021-04,CORE_OWN_SHRINK_R25,estimated
2021-04,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-05,CORE_PANEL_SHRINK_R25,estimated
2021-05,CORE_PANEL_STATE_R25,estimated
2021-05,CORE_OWN_SHRINK_R25,estimated
2021-05,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-06,CORE_PANEL_SHRINK_R25,estimated
2021-06,CORE_PANEL_STATE_R25,estimated
2021-06,CORE_OWN_SHRINK_R25,estimated
2021-06,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-07,CORE_PANEL_SHRINK_R25,estimated
2021-07,CORE_PANEL_STATE_R25,estimated
2021-07,CORE_OWN_SHRINK_R25,estimated
2021-07,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-08,CORE_PANEL_SHRINK_R25,estimated
2021-08,CORE_PANEL_STATE_R25,estimated
2021-08,CORE_OWN_SHRINK_R25,estimated
2021-08,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-09,CORE_PANEL_SHRINK_R25,estimated
2021-09,CORE_PANEL_STATE_R25,estimated
2021-09,CORE_OWN_SHRINK_R25,estimated
2021-09,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-10,CORE_PANEL_SHRINK_R25,estimated
2021-10,CORE_PANEL_STATE_R25,estimated
2021-10,CORE_OWN_SHRINK_R25,estimated
2021-10,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-11,CORE_PANEL_SHRINK_R25,estimated
2021-11,CORE_PANEL_STATE_R25,estimated
2021-11,CORE_OWN_SHRINK_R25,estimated
2021-11,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2021-12,CORE_PANEL_SHRINK_R25,estimated
2021-12,CORE_PANEL_STATE_R25,estimated
2021-12,CORE_OWN_SHRINK_R25,estimated
2021-12,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-01,CORE_PANEL_SHRINK_R25,estimated
2022-01,CORE_PANEL_STATE_R25,estimated
2022-01,CORE_OWN_SHRINK_R25,estimated
2022-01,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-02,CORE_PANEL_SHRINK_R25,estimated
2022-02,CORE_PANEL_STATE_R25,estimated
2022-02,CORE_OWN_SHRINK_R25,estimated
2022-02,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-03,CORE_PANEL_SHRINK_R25,estimated
2022-03,CORE_PANEL_STATE_R25,estimated
2022-03,CORE_OWN_SHRINK_R25,estimated
2022-03,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-04,CORE_PANEL_SHRINK_R25,estimated
2022-04,CORE_PANEL_STATE_R25,estimated
2022-04,CORE_OWN_SHRINK_R25,estimated
2022-04,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-05,CORE_PANEL_SHRINK_R25,estimated
2022-05,CORE_PANEL_STATE_R25,estimated
2022-05,CORE_OWN_SHRINK_R25,estimated
2022-05,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-06,CORE_PANEL_SHRINK_R25,estimated
2022-06,CORE_PANEL_STATE_R25,estimated
2022-06,CORE_OWN_SHRINK_R25,estimated
2022-06,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-07,CORE_PANEL_SHRINK_R25,estimated
2022-07,CORE_PANEL_STATE_R25,estimated
2022-07,CORE_OWN_SHRINK_R25,estimated
2022-07,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-08,CORE_PANEL_SHRINK_R25,estimated
2022-08,CORE_PANEL_STATE_R25,estimated
2022-08,CORE_OWN_SHRINK_R25,estimated
2022-08,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-09,CORE_PANEL_SHRINK_R25,estimated
2022-09,CORE_PANEL_STATE_R25,estimated
2022-09,CORE_OWN_SHRINK_R25,estimated
2022-09,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-10,CORE_PANEL_SHRINK_R25,estimated
2022-10,CORE_PANEL_STATE_R25,estimated
2022-10,CORE_OWN_SHRINK_R25,estimated
2022-10,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-11,CORE_PANEL_SHRINK_R25,estimated
2022-11,CORE_PANEL_STATE_R25,estimated
2022-11,CORE_OWN_SHRINK_R25,estimated
2022-11,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2022-12,CORE_PANEL_SHRINK_R25,estimated
2022-12,CORE_PANEL_STATE_R25,estimated
2022-12,CORE_OWN_SHRINK_R25,estimated
2022-12,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-01,CORE_PANEL_SHRINK_R25,estimated
2023-01,CORE_PANEL_STATE_R25,estimated
2023-01,CORE_OWN_SHRINK_R25,estimated
2023-01,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-02,CORE_PANEL_SHRINK_R25,estimated
2023-02,CORE_PANEL_STATE_R25,estimated
2023-02,CORE_OWN_SHRINK_R25,estimated
2023-02,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-03,CORE_PANEL_SHRINK_R25,estimated
2023-03,CORE_PANEL_STATE_R25,estimated
2023-03,CORE_OWN_SHRINK_R25,estimated
2023-03,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-04,CORE_PANEL_SHRINK_R25,estimated
2023-04,CORE_PANEL_STATE_R25,estimated
2023-04,CORE_OWN_SHRINK_R25,estimated
2023-04,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-05,CORE_PANEL_SHRINK_R25,estimated
2023-05,CORE_PANEL_STATE_R25,estimated
2023-05,CORE_OWN_SHRINK_R25,estimated
2023-05,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-06,CORE_PANEL_SHRINK_R25,estimated
2023-06,CORE_PANEL_STATE_R25,estimated
2023-06,CORE_OWN_SHRINK_R25,estimated
2023-06,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-07,CORE_PANEL_SHRINK_R25,estimated
2023-07,CORE_PANEL_STATE_R25,estimated
2023-07,CORE_OWN_SHRINK_R25,estimated
2023-07,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-08,CORE_PANEL_SHRINK_R25,estimated
2023-08,CORE_PANEL_STATE_R25,estimated
2023-08,CORE_OWN_SHRINK_R25,estimated
2023-08,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-09,CORE_PANEL_SHRINK_R25,estimated
2023-09,CORE_PANEL_STATE_R25,estimated
2023-09,CORE_OWN_SHRINK_R25,estimated
2023-09,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-10,CORE_PANEL_SHRINK_R25,estimated
2023-10,CORE_PANEL_STATE_R25,estimated
2023-10,CORE_OWN_SHRINK_R25,estimated
2023-10,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-11,CORE_PANEL_SHRINK_R25,estimated
2023-11,CORE_PANEL_STATE_R25,estimated
2023-11,CORE_OWN_SHRINK_R25,estimated
2023-11,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2023-12,CORE_PANEL_SHRINK_R25,estimated
2023-12,CORE_PANEL_STATE_R25,estimated
2023-12,CORE_OWN_SHRINK_R25,estimated
2023-12,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-01,CORE_PANEL_SHRINK_R25,estimated
2024-01,CORE_PANEL_STATE_R25,estimated
2024-01,CORE_OWN_SHRINK_R25,estimated
2024-01,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-02,CORE_PANEL_SHRINK_R25,estimated
2024-02,CORE_PANEL_STATE_R25,estimated
2024-02,CORE_OWN_SHRINK_R25,estimated
2024-02,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-03,CORE_PANEL_SHRINK_R25,estimated
2024-03,CORE_PANEL_STATE_R25,estimated
2024-03,CORE_OWN_SHRINK_R25,estimated
2024-03,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-04,CORE_PANEL_SHRINK_R25,estimated
2024-04,CORE_PANEL_STATE_R25,estimated
2024-04,CORE_OWN_SHRINK_R25,estimated
2024-04,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-05,CORE_PANEL_SHRINK_R25,estimated
2024-05,CORE_PANEL_STATE_R25,estimated
2024-05,CORE_OWN_SHRINK_R25,estimated
2024-05,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-06,CORE_PANEL_SHRINK_R25,estimated
2024-06,CORE_PANEL_STATE_R25,estimated
2024-06,CORE_OWN_SHRINK_R25,estimated
2024-06,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-07,CORE_PANEL_SHRINK_R25,estimated
2024-07,CORE_PANEL_STATE_R25,estimated
2024-07,CORE_OWN_SHRINK_R25,estimated
2024-07,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-08,CORE_PANEL_SHRINK_R25,estimated
2024-08,CORE_PANEL_STATE_R25,estimated
2024-08,CORE_OWN_SHRINK_R25,estimated
2024-08,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-09,CORE_PANEL_SHRINK_R25,estimated
2024-09,CORE_PANEL_STATE_R25,estimated
2024-09,CORE_OWN_SHRINK_R25,estimated
2024-09,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-10,CORE_PANEL_SHRINK_R25,estimated
2024-10,CORE_PANEL_STATE_R25,estimated
2024-10,CORE_OWN_SHRINK_R25,estimated
2024-10,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-11,CORE_PANEL_SHRINK_R25,estimated
2024-11,CORE_PANEL_STATE_R25,estimated
2024-11,CORE_OWN_SHRINK_R25,estimated
2024-11,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2024-12,CORE_PANEL_SHRINK_R25,estimated
2024-12,CORE_PANEL_STATE_R25,estimated
2024-12,CORE_OWN_SHRINK_R25,estimated
2024-12,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-01,CORE_PANEL_SHRINK_R25,estimated
2025-01,CORE_PANEL_STATE_R25,estimated
2025-01,CORE_OWN_SHRINK_R25,estimated
2025-01,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-02,CORE_PANEL_SHRINK_R25,estimated
2025-02,CORE_PANEL_STATE_R25,estimated
2025-02,CORE_OWN_SHRINK_R25,estimated
2025-02,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-03,CORE_PANEL_SHRINK_R25,estimated
2025-03,CORE_PANEL_STATE_R25,estimated
2025-03,CORE_OWN_SHRINK_R25,estimated
2025-03,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-04,CORE_PANEL_SHRINK_R25,estimated
2025-04,CORE_PANEL_STATE_R25,estimated
2025-04,CORE_OWN_SHRINK_R25,estimated
2025-04,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-05,CORE_PANEL_SHRINK_R25,estimated
2025-05,CORE_PANEL_STATE_R25,estimated
2025-05,CORE_OWN_SHRINK_R25,estimated
2025-05,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-06,CORE_PANEL_SHRINK_R25,estimated
2025-06,CORE_PANEL_STATE_R25,estimated
2025-06,CORE_OWN_SHRINK_R25,estimated
2025-06,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-07,CORE_PANEL_SHRINK_R25,estimated
2025-07,CORE_PANEL_STATE_R25,estimated
2025-07,CORE_OWN_SHRINK_R25,estimated
2025-07,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-08,CORE_PANEL_SHRINK_R25,estimated
2025-08,CORE_PANEL_STATE_R25,estimated
2025-08,CORE_OWN_SHRINK_R25,estimated
2025-08,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-09,CORE_PANEL_SHRINK_R25,estimated
2025-09,CORE_PANEL_STATE_R25,estimated
2025-09,CORE_OWN_SHRINK_R25,estimated
2025-09,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-10,CORE_PANEL_SHRINK_R25,estimated
2025-10,CORE_PANEL_STATE_R25,estimated
2025-10,CORE_OWN_SHRINK_R25,estimated
2025-10,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-11,CORE_PANEL_SHRINK_R25,estimated
2025-11,CORE_PANEL_STATE_R25,estimated
2025-11,CORE_OWN_SHRINK_R25,estimated
2025-11,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2025-12,CORE_PANEL_SHRINK_R25,estimated
2025-12,CORE_PANEL_STATE_R25,estimated
2025-12,CORE_OWN_SHRINK_R25,estimated
2025-12,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2026-01,CORE_PANEL_SHRINK_R25,estimated
2026-01,CORE_PANEL_STATE_R25,estimated
2026-01,CORE_OWN_SHRINK_R25,estimated
2026-01,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2026-02,CORE_PANEL_SHRINK_R25,estimated
2026-02,CORE_PANEL_STATE_R25,estimated
2026-02,CORE_OWN_SHRINK_R25,estimated
2026-02,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2026-03,CORE_PANEL_SHRINK_R25,estimated
2026-03,CORE_PANEL_STATE_R25,estimated
2026-03,CORE_OWN_SHRINK_R25,estimated
2026-03,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2026-04,CORE_PANEL_SHRINK_R25,estimated
2026-04,CORE_PANEL_STATE_R25,estimated
2026-04,CORE_OWN_SHRINK_R25,estimated
2026-04,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2026-05,CORE_PANEL_SHRINK_R25,estimated
2026-05,CORE_PANEL_STATE_R25,estimated
2026-05,CORE_OWN_SHRINK_R25,estimated
2026-05,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2026-06,CORE_PANEL_SHRINK_R25,estimated
2026-06,CORE_PANEL_STATE_R25,estimated
2026-06,CORE_OWN_SHRINK_R25,estimated
2026-06,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
2026-07,CORE_PANEL_SHRINK_R25,estimated
2026-07,CORE_PANEL_STATE_R25,estimated
2026-07,CORE_OWN_SHRINK_R25,estimated
2026-07,CORE_PANEL_SHRINK_FOODNORM_R25,estimated
