origin,h,target,as_of_utc,model,mm_forecast,contribution_core,contribution_food,contribution_alcohol_tobacco,contribution_administered,contribution_fuel,contribution_wedge,yy_exante,status,value_core,value_food,value_fuel,value_administered,value_alcohol_tobacco,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core
2026-07,1,2026-08,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,0.2333082511777069,0.09585500359601538,-0.10766828034130882,0.018522421906986303,0.008948809780134336,0.20994129776670903,0.007708998469170667,1.7133391944915592,estimated,0.177859007410488,-0.6386620122703531,6.853947466606769,0.05,0.22350959028201067,0.007708998469170667,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,2,2026-09,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,-0.43607710505634706,-0.312160366173948,-0.1588861948288668,0.036596633233260144,0.02684642934040301,0.0,-0.028473606627195412,1.8566728473931808,estimated,-0.5792137165273739,-0.9424742049349045,0.0,0.15000000000000002,0.441610634977587,-0.028473606627195412,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,3,2026-10,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,0.3113351851141456,0.26337484289276725,0.07283534333797628,0.011494558542197678,-0.008948809780134336,0.0,-0.0274207498786612,1.6501560240059905,estimated,0.48869215352831147,0.4320415148563199,0.0,-0.05,0.1387045432363333,-0.0274207498786612,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,4,2026-11,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,-0.0012974824163991781,0.015649754799275953,-0.024782192830763487,-0.005139468970304256,0.008948809780134336,0.0,0.004025614805258276,1.9754722118608108,estimated,0.029038127905640677,-0.1470019312242591,0.0,0.05,-0.062017840301247865,0.004025614805258276,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,5,2026-12,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,-0.0976592770807228,0.04847488974926768,-0.08542220027823157,-0.059562173762270416,0.0,0.0,-0.0011497927894885101,2.138450413473539,estimated,0.08994518232427447,-0.5067036842170606,0.0,0.0,-0.7187352237608671,-0.0011497927894885101,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,6,2027-01,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,1.0440106705495917,0.27828866924967516,0.38635394597841444,0.2795888306661416,0.11633452714174637,0.0,-0.016555302486385832,2.3474945763460533,estimated,0.5163647658387895,2.2917574963115266,0.0,0.65,3.3737912516745685,-0.016555302486385832,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,7,2027-02,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,0.1771645871723383,0.21267861180713016,-0.03258365454304331,-0.03259694268202019,0.008948809780134336,0.0,0.02071776281013727,2.594373602882844,estimated,0.39462527123653557,-0.1932783017580896,0.0,0.05,-0.39334647163805725,0.02071776281013727,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,8,2027-03,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,0.00920257794927819,-0.030989625617224514,-0.007281303663047706,0.05068234157316755,0.017897619560268672,0.0,-0.02110645390388581,2.016761952099997,estimated,-0.05750126592798233,-0.043190919690108354,0.0,0.1,0.6115825163921406,-0.02110645390388581,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,9,2027-04,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,0.22304522690706488,0.15136408882422622,0.04290360943613729,0.011196495739878465,0.017897619560268672,0.0,-0.00031658665344573767,1.791324370094527,estimated,0.2808561429858307,0.25449376036548355,0.0,0.1,0.13510782704234856,-0.00031658665344573767,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,10,2027-05,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,0.34152966763178716,0.1186010140252074,0.138223841710636,0.05944188058388438,0.035795239120537344,0.0,-0.010532307808477949,1.945404717746085,estimated,0.2200642412085583,0.8199101593413678,0.0,0.2,0.7172836490613056,-0.010532307808477949,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,11,2027-06,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,0.19032389170401506,0.18181725482480132,-0.02553283148076078,0.020803321576680946,0.017897619560268672,0.0,-0.004661472776975082,2.4630668929145614,estimated,0.3373620078251521,-0.15145453684938343,0.0,0.1,0.2510331481195273,-0.004661472776975082,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
2026-07,12,2027-07,2026-08-04T21:59:00+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,0.4009964092686855,0.4838379128306151,-0.09421842065511173,0.016390202777001293,0.0,0.0,-0.0050132856838191915,2.415454259359038,estimated,0.8977614907438453,-0.5588807208379045,0.0,0.0,0.19778015670536478,-0.0050132856838191915,0.168584131,0.030630713,0.082870815,0.1789761956026867,0.5389381453973132
