a6_number,component,source_id,source_file,period,value,value_kind,availability_rule,available_from_assumed,vintage,frequency,seasonal_adjustment
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-02,104.62,level,t_plus_1d,2022-03-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-03,114.43,level,t_plus_1d,2022-04-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-04,110.91,level,t_plus_1d,2022-05-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-05,97.77,level,t_plus_1d,2022-06-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-06,91.12,level,t_plus_1d,2022-07-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-07,79.91,level,t_plus_1d,2022-08-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-08,83.11,level,t_plus_1d,2022-09-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-09,77.92,level,t_plus_1d,2022-10-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-10,77.21,level,t_plus_1d,2022-11-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-11,81.93,level,t_plus_1d,2022-12-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2022-12,85.93,level,t_plus_1d,2023-01-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-01,90.3,level,t_plus_1d,2023-02-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-02,87.51,level,t_plus_1d,2023-03-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-03,83.64,level,t_plus_1d,2023-04-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-04,83.86,level,t_plus_1d,2023-05-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-05,79.21,level,t_plus_1d,2023-06-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-06,78.34,level,t_plus_1d,2023-07-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-07,78.54,level,t_plus_1d,2023-08-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-08,77.21,level,t_plus_1d,2023-09-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-09,77.46,level,t_plus_1d,2023-10-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-10,75.81,level,t_plus_1d,2023-11-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-11,76.62,level,t_plus_1d,2023-12-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2023-12,76.91,level,t_plus_1d,2024-01-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-01,76.88,level,t_plus_1d,2024-02-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-02,76.3,level,t_plus_1d,2024-03-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-03,79.14,level,t_plus_1d,2024-04-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-04,87.33,level,t_plus_1d,2024-05-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-05,92.78,level,t_plus_1d,2024-06-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-06,88.34,level,t_plus_1d,2024-07-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-07,84.62,level,t_plus_1d,2024-08-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-08,82.35,level,t_plus_1d,2024-09-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-09,85.26,level,t_plus_1d,2024-10-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-10,89.53,level,t_plus_1d,2024-11-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-11,86.6,level,t_plus_1d,2024-12-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2024-12,85.34,level,t_plus_1d,2025-01-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-01,86.61,level,t_plus_1d,2025-02-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-02,89.91,level,t_plus_1d,2025-03-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-03,93.33,level,t_plus_1d,2025-04-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-04,86.26,level,t_plus_1d,2025-05-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-05,87.3,level,t_plus_1d,2025-06-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-06,90.19,level,t_plus_1d,2025-07-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-07,95.97,level,t_plus_1d,2025-08-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-08,88.37,level,t_plus_1d,2025-09-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-09,90.82,level,t_plus_1d,2025-10-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-10,96.65,level,t_plus_1d,2025-11-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-11,97.04,level,t_plus_1d,2025-12-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2025-12,101.29,level,t_plus_1d,2026-01-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-01,111.19,level,t_plus_1d,2026-02-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-02,109.67,level,t_plus_1d,2026-03-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-03,111.81,level,t_plus_1d,2026-04-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-04,117.78,level,t_plus_1d,2026-05-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-05,122.58,level,t_plus_1d,2026-06-01,"current, downloaded 2026-09-12",M,
62,,cnb_arad:MEDACOMMETXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2026-06,119.51,level,t_plus_1d,2026-07-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-01,41.9,level,t_plus_1d,1999-02-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-02,39.48,level,t_plus_1d,1999-03-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-03,39.26,level,t_plus_1d,1999-04-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-04,38.5,level,t_plus_1d,1999-05-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-05,37.93,level,t_plus_1d,1999-06-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-06,38.18,level,t_plus_1d,1999-07-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-07,35.68,level,t_plus_1d,1999-08-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-08,37.05,level,t_plus_1d,1999-09-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-09,37.32,level,t_plus_1d,1999-10-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-10,37.6,level,t_plus_1d,1999-11-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-11,37.4,level,t_plus_1d,1999-12-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,1999-12,37.47,level,t_plus_1d,2000-01-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-01,38.49,level,t_plus_1d,2000-02-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-02,38.26,level,t_plus_1d,2000-03-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-03,38.95,level,t_plus_1d,2000-04-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-04,38.98,level,t_plus_1d,2000-05-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-05,39.4,level,t_plus_1d,2000-06-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-06,37.99,level,t_plus_1d,2000-07-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-07,36.26,level,t_plus_1d,2000-08-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-08,35.75,level,t_plus_1d,2000-09-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-09,36.97,level,t_plus_1d,2000-10-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-10,37.63,level,t_plus_1d,2000-11-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-11,37.12,level,t_plus_1d,2000-12-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2000-12,38.01,level,t_plus_1d,2001-01-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-01,38.3,level,t_plus_1d,2001-02-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-02,37.49,level,t_plus_1d,2001-03-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-03,36.82,level,t_plus_1d,2001-04-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-04,35.83,level,t_plus_1d,2001-05-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-05,35.87,level,t_plus_1d,2001-06-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-06,35.82,level,t_plus_1d,2001-07-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-07,36.92,level,t_plus_1d,2001-08-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-08,35.95,level,t_plus_1d,2001-09-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-09,34.64,level,t_plus_1d,2001-10-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-10,33.4,level,t_plus_1d,2001-11-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-11,33.86,level,t_plus_1d,2001-12-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2001-12,34.0,level,t_plus_1d,2002-01-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-01,35.06,level,t_plus_1d,2002-02-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-02,34.43,level,t_plus_1d,2002-03-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-03,35.37,level,t_plus_1d,2002-04-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-04,34.8,level,t_plus_1d,2002-05-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-05,34.57,level,t_plus_1d,2002-06-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-06,35.68,level,t_plus_1d,2002-07-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-07,39.17,level,t_plus_1d,2002-08-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-08,40.09,level,t_plus_1d,2002-09-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-09,42.66,level,t_plus_1d,2002-10-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-10,42.08,level,t_plus_1d,2002-11-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-11,42.58,level,t_plus_1d,2002-12-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2002-12,41.95,level,t_plus_1d,2003-01-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-01,42.63,level,t_plus_1d,2003-02-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-02,43.14,level,t_plus_1d,2003-03-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-03,41.29,level,t_plus_1d,2003-04-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-04,42.63,level,t_plus_1d,2003-05-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-05,43.45,level,t_plus_1d,2003-06-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-06,42.18,level,t_plus_1d,2003-07-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-07,41.34,level,t_plus_1d,2003-08-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-08,43.05,level,t_plus_1d,2003-09-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-09,44.97,level,t_plus_1d,2003-10-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-10,47.71,level,t_plus_1d,2003-11-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-11,49.44,level,t_plus_1d,2003-12-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2003-12,50.18,level,t_plus_1d,2004-01-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-01,50.73,level,t_plus_1d,2004-02-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-02,51.52,level,t_plus_1d,2004-03-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-03,55.8,level,t_plus_1d,2004-04-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-04,56.6,level,t_plus_1d,2004-05-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-05,55.33,level,t_plus_1d,2004-06-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-06,53.3,level,t_plus_1d,2004-07-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-07,49.39,level,t_plus_1d,2004-08-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-08,44.4,level,t_plus_1d,2004-09-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-09,43.21,level,t_plus_1d,2004-10-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-10,42.2,level,t_plus_1d,2004-11-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-11,42.76,level,t_plus_1d,2004-12-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2004-12,44.08,level,t_plus_1d,2005-01-01,"current, downloaded 2026-09-12",M,
63,,cnb_arad:MEDACOMFODXXL18INDM,data\paper_replication\official_cnb_arad_20260912\raw\arad_a6_candidates_14codes.json,2005-01,43.81,level,t_plus_1d,2005-02-01,"current, downloaded 2026-09-12",M,
