origin,group,clock,panel_clock,z,z_change3,z_change12,unemployment_change3,ulc_growth12,ip_growth3,cost_26_mean3,cost_45_mean3,cost_47_mean3,fx3,cost_62_mean3
2007-02,goods,2007-03-09 00:00:00,2007-03-09 00:00:00,-2.4292692569044565,0.0,-0.3069056117417892,,,,,0.003248097158225901,0.0,,-0.018620970499768557
2007-03,services,2007-04-09 00:00:00,2007-04-09 00:00:00,2.7615167032973362,0.38986404156573196,0.29225544426018635,-0.7000000000000002,1.5438903151651409,7.5322170431959306,,,,,
2007-03,goods,2007-04-09 00:00:00,2007-04-09 00:00:00,-2.6343975339601955,-0.3075348400247644,-0.5120338887975282,,,,,0.005670448608845764,0.0015576352331307202,,-0.0037379607598827156
2007-04,services,2007-05-09 00:00:00,2007-05-09 00:00:00,2.858745685191255,0.3894844261541053,0.4870930234596509,-0.8999999999999995,1.5438903151651409,5.013903650603247,,,,,
2007-04,goods,2007-05-09 00:00:00,2007-05-09 00:00:00,-2.020270731751945,0.10209291341072246,0.10209291341072246,,,,,0.007273015798213341,0.0038805250051619686,0.9958529068915416,0.0574919049837345
2007-05,services,2007-06-09 00:00:00,2007-06-09 00:00:00,3.149866705937099,0.680605446899949,0.7782140442054946,-0.5999999999999996,1.5438903151651409,4.084880603938568,,,,,
2007-05,goods,2007-06-09 00:00:00,2007-06-09 00:00:00,-1.612938192988363,0.8163310639160934,0.5094254521743042,,,,,0.005211571382467343,0.005803977158940654,0.6051834910659553,0.05604321284060809
2007-06,services,2007-07-09 00:00:00,2007-07-09 00:00:00,2.566774674857779,-0.19474202843955712,0.09751341582062922,-0.39999999999999947,3.156646596783451,-0.5041093409798666,,,,,
2007-06,goods,2007-07-09 00:00:00,2007-07-09 00:00:00,-1.71461588349705,0.9197816504631455,0.4077477616656173,,,,,0.005575597935104426,0.006539928956550867,6.439293542825908e-15,0.01642148978474515
2007-07,services,2007-08-09 00:00:00,2007-08-09 00:00:00,2.7615167032973362,-0.09722898189391893,0.5853675251460668,-0.20000000000000018,3.156646596783451,0.8440862721903473,,,,,
2007-07,goods,2007-08-09 00:00:00,2007-08-09 00:00:00,-1.612938192988363,0.4073325387635818,1.329942876092851,,,,,0.005941927984200272,0.006873095734245105,1.7314920213287366,-0.019608123000445232
2007-08,services,2007-09-09 00:00:00,2007-09-09 00:00:00,2.3716526617316043,-0.7782140442054946,0.0,-0.40000000000000036,3.156646596783451,-1.0664346193134782,,,,,
2007-08,goods,2007-09-09 00:00:00,2007-09-09 00:00:00,-2.224560894731972,-0.6116227017436089,0.5125587848812274,,,,,0.005131342697097215,0.006081506580845719,1.1359724570408023,-0.05290366596106644
2007-09,services,2007-10-09 00:00:00,2007-10-09 00:00:00,1.8821754240587758,-0.6845992507990033,-0.6845992507990033,-0.40000000000000036,2.771876952182813,1.7522620262141198,,,,,
2007-09,goods,2007-10-09 00:00:00,2007-10-09 00:00:00,-2.326862693935431,-0.6122468104383811,0.3075348400247644,,,,,0.0023612849628017094,0.0034110587600097255,-1.3300486680704766,-0.033844012826321546
2007-10,services,2007-11-09 00:00:00,2007-11-09 00:00:00,2.2739486969489424,-0.4875680063483938,-0.19531256208820746,-0.2999999999999998,2.771876952182813,-0.22309616281679007,,,,,
2007-10,goods,2007-11-09 00:00:00,2007-11-09 00:00:00,-1.511363781004817,0.101574411983546,0.9179054758996394,,,,,0.0007843140873422527,0.0011318630003793,-3.464475637214039,-0.02081429749670427
2007-11,services,2007-12-09 00:00:00,2007-12-09 00:00:00,2.3716526617316043,0.0,0.0,-0.09999999999999964,2.771876952182813,0.8328265815836909,,,,,
2007-11,goods,2007-12-09 00:00:00,2007-12-09 00:00:00,-1.2072581234269237,1.0173027713050482,1.2220111334775328,,,,,0.0011730217383985793,0.0011280326614135916,-3.5716799029434476,-0.013035609955705851
2007-12,services,2008-01-09 00:00:00,2008-01-09 00:00:00,2.46926125903715,0.5870858349783741,0.09760859730554561,-0.2999999999999998,2.643325706815543,-0.10316194410469604,,,,,
2007-12,goods,2008-01-09 00:00:00,2008-01-09 00:00:00,-1.106094735942494,1.2207679579929371,1.2207679579929371,,,,,0.003898679921063556,0.004494450112428734,-4.129623766626929,-0.030670610159116762
2008-01,services,2008-02-09 00:00:00,2008-02-09 00:00:00,2.566774674857779,0.2928259779088367,0.09751341582062922,-0.20000000000000018,2.643325706815543,1.5908601253319115,,,,,
2008-01,goods,2008-02-09 00:00:00,2008-02-09 00:00:00,-1.0050335853501442,0.5063301956546729,1.117330059812523,,,,,0.003118931136960453,0.0033727100551950904,-4.726809386036328,-0.029960667515054773
2008-02,services,2008-03-09 00:00:00,2008-03-09 00:00:00,4.018178963283183,1.6465263015515785,1.548917704246033,-0.40000000000000036,2.643325706815543,3.7843253833888673,,,,,
2008-02,goods,2008-03-09 00:00:00,2008-03-09 00:00:00,-1.308523954865547,-0.10126583143862322,1.1207453020389095,,,,,0.008097564189681586,0.002989556660920082,-4.814835963447344,0.02274652560640818
2008-03,services,2008-04-09 00:00:00,2008-04-09 00:00:00,4.497336564273115,2.0280753052359652,1.735819860975779,-0.20000000000000018,2.067613283842722,2.2778227726563944,,,,,
2008-03,goods,2008-04-09 00:00:00,2008-04-09 00:00:00,-1.308523954865547,-0.202429218923053,1.3258735790946485,,,,,0.006144567229612837,0.0003718163612885424,-5.202009514713285,0.06353578425271363
2008-04,services,2008-05-09 00:00:00,2008-05-09 00:00:00,4.783732941416012,2.2169582665582332,1.9249872562247572,-0.5,2.067613283842722,2.809513494171791,,,,,
2008-04,goods,2008-05-09 00:00:00,2008-05-09 00:00:00,-1.4098924379501634,-0.4048588526000192,0.6103782938017814,,,,,0.0076719919003072805,0.002229662716932109,-4.189195836244943,0.04685308041594194
2008-05,services,2008-06-09 00:00:00,2008-06-09 00:00:00,4.8790164169432,0.8608374536600172,1.7291497110061012,-0.2999999999999998,2.067613283842722,-3.4199771985712695,,,,,
2008-05,goods,2008-06-09 00:00:00,2008-06-09 00:00:00,-1.106094735942494,0.202429218923053,0.5068434570458691,,,,,0.0018993403715459323,0.0014847834497935253,-3.850391510690833,0.0016406455706992062
2008-06,services,2008-07-09 00:00:00,2008-07-09 00:00:00,4.9742091894814076,0.47687262520829243,2.4074345146236285,-0.40000000000000036,6.162113410617387,-0.29558337829442793,,,,,
2008-06,goods,2008-07-09 00:00:00,2008-07-09 00:00:00,-1.106094735942494,0.202429218923053,0.608521147554556,,,,-0.004689822807960078,0.004159630457729453,0.005162345067054079,-1.1015683764321327,-0.027846682368608988
2008-07,services,2008-08-09 00:00:00,2008-08-09 00:00:00,5.069311431551812,0.2855784901357996,2.3077947282544757,0.09999999999999964,6.162113410617387,-2.4015524036650264,,,,,
2008-07,goods,2008-08-09 00:00:00,2008-08-09 00:00:00,-1.4098924379501634,0.0,0.20304575503819966,,,,0.005598035410574764,0.005267227730440638,0.006600875765393255,-3.6624664687667425,-0.023105057985241945
2008-08,services,2008-09-09 00:00:00,2008-09-09 00:00:00,5.164323315183845,0.2853068982406448,2.7926706534522405,0.0,6.162113410617387,-0.4340088885346004,,,,,
2008-08,goods,2008-09-09 00:00:00,2008-09-09 00:00:00,-1.4098924379501634,-0.3037977020076694,0.8146684567818085,,,,0.0029098487983312753,0.005261289233753945,0.0069637863437922816,-6.331853717297001,-0.0380171068793335
2008-09,services,2008-10-09 00:00:00,2008-10-09 00:00:00,5.259245011917059,0.28503582243565173,3.3770695878582835,0.0,3.533936644530886,-5.436033558046686,,,,,
2008-09,goods,2008-10-09 00:00:00,2008-10-09 00:00:00,-1.4098924379501634,-0.3037977020076694,0.9169702559852677,,,,-0.001785064495581708,0.004479350720680249,0.004362112414298143,-3.288810905648921,-0.05450793496334416
2008-10,services,2008-11-09 00:00:00,2008-11-09 00:00:00,5.543470688810059,0.4741592572582469,3.2695219918611165,-0.1999999999999993,3.533936644530886,-6.1541100753338664,,,,,
2008-10,goods,2008-11-09 00:00:00,2008-11-09 00:00:00,-1.612938192988363,-0.20304575503819966,-0.101574411983546,,,,-0.00048043138853625576,0.001861162475233454,0.0018106146274539843,0.7498344939998904,-0.14438644957696342
2008-11,services,2008-12-09 00:00:00,2008-12-09 00:00:00,5.354076692802982,0.18975337761913735,2.982424031071378,-0.09999999999999964,3.533936644530886,-3.647753655115069,,,,,
2008-11,goods,2008-12-09 00:00:00,2008-12-09 00:00:00,-2.4292692569044565,-1.019376818954293,-1.2220111334775328,,,,0.006530342813377512,-0.0022446773937814988,-0.0029144083652431854,5.208561928644087,-0.17138097760453816
2008-12,services,2009-01-09 00:00:00,2009-01-09 00:00:00,5.164323315183845,-0.09492169673321449,2.695062056146695,0.3000000000000007,1.7241806434506173,-4.196104730983404,,,,,
2008-12,goods,2009-01-09 00:00:00,2009-01-09 00:00:00,-2.8399474521697976,-1.4300550142196342,-1.7338527162273036,,,,0.01122525610729048,-0.010164536854213738,-0.0121359239255557,3.626911106403898,-0.20253844982024116
2009-01,services,2009-02-09 00:00:00,2009-02-09 00:00:00,4.8790164169432,-0.6644542718668589,2.312241742085421,0.39999999999999947,1.7241806434506173,-6.084761065280491,,,,,
2009-01,goods,2009-02-09 00:00:00,2009-02-09 00:00:00,-3.2523191705560035,-1.6393809775676405,-2.2472855852058595,,,,-0.003074525904072872,-0.014800382105981372,-0.017801782715079224,6.3614511892996966,-0.1054096573695853
2009-02,services,2009-03-09 00:00:00,2009-03-09 00:00:00,3.44014267173324,-1.9139340210697422,-0.5780362915499428,1.0999999999999996,1.7241806434506173,-8.683501889110017,,,,,
2009-02,goods,2009-03-09 00:00:00,2009-03-09 00:00:00,-3.149066709137082,-0.7197974522326254,-1.840542754271535,,,,-0.009411218312397343,-0.007593342777273193,-0.016117060866535898,9.175729527588159,-0.06037998567362882
2009-03,services,2009-04-09 00:00:00,2009-04-09 00:00:00,2.858745685191255,-2.3055776299925896,-1.63859087908186,1.1999999999999993,4.40364678539397,-11.766688832612788,,,,,
2009-03,goods,2009-04-09 00:00:00,2009-04-09 00:00:00,-3.459144476961906,-0.6191970247921086,-2.150620522096359,,,,-0.004453268704661736,-0.00038248235215891196,-0.0068106796057353,12.229529131428585,0.014869636882774687
2009-04,services,2009-05-09 00:00:00,2009-05-09 00:00:00,2.6641930946421177,-2.2148233223010823,-2.1195398467738946,1.1000000000000005,4.40364678539397,-7.766130906734578,,,,,
2009-04,goods,2009-05-09 00:00:00,2009-05-09 00:00:00,-3.3556783528842726,-0.10335918232826913,-1.9457859149341092,,,,0.012763401146763395,0.000775194147824898,-0.005376460643294815,4.211740884347156,0.05051702438942988
2009-05,services,2009-06-09 00:00:00,2009-06-09 00:00:00,2.46926125903715,-0.9708814126960901,-2.40975515790605,1.0,4.40364678539397,-4.174695756821491,,,,,
2009-05,goods,2009-06-09 00:00:00,2009-06-09 00:00:00,-3.666398437159144,-0.5173317280220622,-2.5603037012166503,,,,0.0014628839215362933,-0.004251265354190181,-0.0038625383907960518,-1.5168382200933763,0.076524747612428
2009-06,services,2009-07-09 00:00:00,2009-07-09 00:00:00,2.3716526617316043,-0.4870930234596509,-2.6025565277498033,1.0,3.2661296378497995,0.40508534148631137,,,,,
2009-06,goods,2009-07-09 00:00:00,2009-07-09 00:00:00,-3.562717764315113,-0.10357328735320692,-2.4566230283726194,,,,-0.009204693107188305,-0.006570261021310901,-0.006952743373469812,-6.237868044902118,0.08692876576243158
2009-07,services,2009-08-09 00:00:00,2009-08-09 00:00:00,1.9802627296179713,-0.6839303650241464,-3.089048701933841,0.6999999999999993,3.2661296378497995,0.1856367656797949,,,,,
2009-07,goods,2009-08-09 00:00:00,2009-08-09 00:00:00,-3.459144476961906,-0.10346612407763356,-2.049252039011743,,,,-0.02304067137040514,-0.0027211035463867717,-0.0027211035463867717,-2.5441175774434783,0.058417012250023014
2009-08,services,2009-09-09 00:00:00,2009-09-09 00:00:00,1.6857117066422904,-0.7835495523948595,-3.4786116085415544,0.7000000000000002,3.2661296378497995,0.7298817179360029,,,,,
2009-08,goods,2009-09-09 00:00:00,2009-09-09 00:00:00,-3.666398437159144,0.0,-2.2565059992089807,,,,-0.010060889468525663,-0.00234193000813517,-0.003122583334533265,-3.7037746289603755,0.0967015264526836
2009-09,services,2009-10-09 00:00:00,2009-10-09 00:00:00,1.390290516899142,-0.9813621448324623,-3.8689544950179173,0.8000000000000007,2.7398974188114344,0.340317068344797,,,,,
2009-09,goods,2009-10-09 00:00:00,2009-10-09 00:00:00,-3.666398437159144,-0.10368067284403093,-2.2565059992089807,,,,-0.012781993014912646,-0.000390548765630309,-0.0007815556530846498,-4.158119005891577,0.060310936080777054
2009-10,services,2009-11-09 00:00:00,2009-11-09 00:00:00,1.1928570865273802,-0.7874056430905911,-4.350613602282679,0.8000000000000007,2.7398974188114344,3.841905051460328,,,,,
2009-10,goods,2009-11-09 00:00:00,2009-11-09 00:00:00,-3.562717764315113,-0.10357328735320692,-1.94977957132675,,,,-0.01177443557271726,-0.001957335825740832,-0.002743499712171804,-4.610212450828037,0.05938141827985266
2009-11,services,2009-12-09 00:00:00,2009-12-09 00:00:00,1.1928570865273802,-0.4928546201149102,-4.161219606275602,0.40000000000000036,2.7398974188114344,1.6161390396503075,,,,,
2009-11,goods,2009-12-09 00:00:00,2009-12-09 00:00:00,-2.6343975339601955,1.0320009031989485,-0.205128277055739,,,,-0.014465334814420971,-0.0015704779737732248,-0.0019665740423961964,0.1898379199802187,0.016536403674172934
2009-12,services,2010-01-09 00:00:00,2010-01-09 00:00:00,1.1928570865273802,-0.19743343037176175,-3.971466228656465,0.0,2.2536165022412913,4.2741478504470205,,,,,
2009-12,goods,2010-01-09 00:00:00,2010-01-09 00:00:00,-2.326862693935431,1.339535743223713,0.5130847582343665,,,,-0.001404899793489266,-0.0007824729727682703,-0.001568630345804382,0.6915871841912247,0.046515793601950094
2010-01,services,2010-02-08 23:59:00,2010-02-08 00:00:00,1.1928570865273802,0.0,-3.68615933041582,0.0,2.2536165022412913,-0.9837442629406732,,,,,
2010-01,goods,2010-02-08 23:59:00,2010-02-08 00:00:00,-2.4292692569044565,1.1334485074106566,0.823049913651547,,,,0.0025951482075475354,0.0011757801726561823,0.001178551610769259,2.827606953493832,0.043749358648970116
2010-02,services,2010-03-08 23:59:00,2010-03-08 00:00:00,1.5873349156290149,0.39447782910163465,-1.852807756104225,0.39999999999999947,2.2536165022412913,1.8319269727557868,,,,,
2010-02,goods,2010-03-08 23:59:00,2010-03-08 00:00:00,-2.8399474521697976,-0.2055499182096021,0.30911925696728426,,,,0.01257593374590703,0.003133591428235327,0.0043112495948559966,1.1544806128542653,0.0125794850052842
2010-03,services,2010-04-08 23:59:00,2010-04-08 00:00:00,1.4888612493750655,0.29600416284768527,-1.3698844358161897,0.5,1.4258180627056158,-0.3455150921162126,,,,,
2010-03,goods,2010-04-08 23:59:00,2010-04-08 00:00:00,-3.3556783528842726,-1.0288156589488415,0.10346612407763356,,,,0.01026911946438247,0.0007824729727682703,0.001959637233258723,0.5752578456617355,0.019509668371587335
2010-04,services,2010-05-09 23:59:00,2010-05-09 00:00:00,1.390290516899142,0.19743343037176175,-1.2739025777429758,0.1999999999999993,1.4258180627056158,1.015323869454136,,,,,
2010-04,goods,2010-05-09 23:59:00,2010-05-09 00:00:00,-3.459144476961906,-1.0298752200574497,-0.10346612407763356,,,,0.009273598565132777,0.0007815556530846498,0.001564948101402545,-2.0769500457899763,0.027429381691529937
2010-05,services,2010-06-08 23:59:00,2010-06-08 00:00:00,1.2916225266546328,-0.295712388974382,-1.177638732382517,-0.39999999999999947,1.4258180627056158,1.6813082237161567,,,,,
2010-05,goods,2010-06-08 23:59:00,2010-06-08 00:00:00,-3.2523191705560035,-0.4123717183862059,0.41407926660314054,,,,0.0033210594317972706,0.0019436401035974882,0.0015540043686037563,-3.1995576540681037,0.0029958949598378006
2010-06,services,2010-07-11 23:59:00,2010-07-11 00:00:00,1.2916225266546328,-0.19723872272043264,-1.0800301350769714,-0.5,-1.1635554672747463,3.9541356288770264,,,,,
2010-06,goods,2010-07-11 23:59:00,2010-07-11 00:00:00,-3.3556783528842726,0.0,0.20703941143084048,,,,0.0026590267745874494,0.005041787023585265,0.005810722389557081,-1.2005875978275466,-0.05217619729647124
2010-07,services,2010-08-08 23:59:00,2010-08-08 00:00:00,1.4888612493750655,0.09857073247592352,-0.49140148024290586,-0.39999999999999947,-1.1635554672747463,4.04483175045229,,,,,
2010-07,goods,2010-08-08 23:59:00,2010-08-08 00:00:00,-3.666398437159144,-0.20725396019723785,-0.20725396019723785,,,,0.010541167430128414,0.006570261021310901,0.007334787350344207,0.9353146906648124,-0.060759052578259386
2010-08,services,2010-09-08 23:59:00,2010-09-08 00:00:00,1.5873349156290149,0.295712388974382,-0.09837679101327557,-0.10000000000000053,-1.1635554672747463,2.0415620104478296,,,,,
2010-08,goods,2010-09-08 23:59:00,2010-09-08 00:00:00,-3.666398437159144,-0.41407926660314054,0.0,,,,0.01452131422076762,0.00423652920164989,0.005382662135994032,-0.03160930920466898,0.010644217766457112
2010-09,services,2010-10-10 23:59:00,2010-10-10 00:00:00,1.4888612493750655,0.19723872272043264,0.09857073247592352,-0.3000000000000007,-0.6779686985378803,2.1762797561663616,,,,,
2010-09,goods,2010-10-10 23:59:00,2010-10-10 00:00:00,-3.666398437159144,-0.3107200842748714,0.0,,,,0.007827648868417919,0.0003846894060357542,0.0003838035350138824,-3.4041287414130057,0.05288088412340475
2010-10,services,2010-11-08 23:59:00,2010-11-08 00:00:00,1.4888612493750655,0.0,0.29600416284768527,-0.2999999999999998,-0.6779686985378803,5.057183197220449,,,,,
2010-10,goods,2010-11-08 23:59:00,2010-11-08 00:00:00,-3.562717764315113,0.10368067284403093,0.0,,,,-0.005077188525145584,-0.0003829217346244344,-0.0003820439768743948,-4.478152989388088,0.06636339078039437
2010-11,services,2010-12-08 23:59:00,2010-12-08 00:00:00,1.4888612493750655,-0.09847366625394938,0.29600416284768527,-0.20000000000000018,-0.6779686985378803,5.242703459304134,,,,,
2010-11,goods,2010-12-08 23:59:00,2010-12-08 00:00:00,-3.77018671840115,-0.1037882812420059,-1.1357891844409544,,,,-0.01005984233710326,-0.0003829217346244344,-0.0011461329343441424,-3.126822532620701,0.03851450836305551
2010-12,services,2011-01-09 23:59:00,2011-01-09 00:00:00,1.2916225266546328,-0.19723872272043264,0.09876544012725263,-0.09999999999999964,2.067613283842722,3.9139326656071285,,,,,
2010-12,goods,2011-01-09 23:59:00,2011-01-09 00:00:00,-3.9780870011844565,-0.3116885640253124,-1.6512243072490254,,,,-0.008373782427985735,0.0022988596863534974,0.0026743218903331942,-0.6876493402101677,0.037115601637595454
2011-01,services,2011-02-08 23:59:00,2011-02-08 00:00:00,1.390290516899142,-0.09857073247592352,0.19743343037176175,-0.10000000000000053,2.067613283842722,0.6762316092573921,,,,,
2011-01,goods,2011-02-08 23:59:00,2011-02-08 00:00:00,-3.77018671840115,-0.20746895408603683,-1.3409174614966934,,,,-0.0007029420037845622,0.004566281452720607,0.005685186133533489,2.0636672611162847,0.026358958641246783
2011-02,services,2011-03-08 23:59:00,2011-03-08 00:00:00,0.6975613736425241,-0.7912998757325413,-0.8897735419864907,-0.09999999999999964,2.067613283842722,-1.5267997033267457,,,,,
2011-02,goods,2011-03-08 23:59:00,2011-03-08 00:00:00,-3.2523191705560035,0.5178675478451464,-0.4123717183862059,,,,0.011132620815185379,0.009070854508294998,0.009060580474117508,-0.3144464050873683,0.0432185011881178
2011-03,services,2011-04-10 23:59:00,2011-04-10 00:00:00,0.5982071677547464,-0.6934153588998865,-0.8906540816203191,0.09999999999999964,0.0,0.4190675034314587,,,,,
2011-03,goods,2011-04-10 23:59:00,2011-04-10 00:00:00,-3.045920748470855,0.9321662527136017,0.3097576044134178,,,,0.012810195233388845,0.010153069161569364,0.009009557462639725,-1.4761170032428943,0.0188304161462014
2011-04,services,2011-05-09 23:59:00,2011-05-09 00:00:00,0.5982071677547464,-0.7920833491443956,-0.7920833491443956,-0.09999999999999964,0.0,0.7758651187271115,,,,,
2011-04,goods,2011-05-09 23:59:00,2011-05-09 00:00:00,-2.942881069081214,0.827305649319936,0.5162634078806922,,,,0.009163548553944084,0.009684107531500766,0.008899304983459366,-3.1198930542369747,0.009479391196686096
2011-05,services,2011-06-08 23:59:00,2011-06-08 00:00:00,0.49875415110390736,-0.19880722253861677,-0.7928683755507255,0.0,0.0,0.865190385720698,,,,,
2011-05,goods,2011-06-08 23:59:00,2011-06-08 00:00:00,-2.7371196796131994,0.5151994909428042,0.5151994909428042,,,,0.0013200494172127275,0.0073749320935453016,0.008820801360277445,-0.6483403916873678,-0.02572435151347315
2011-06,services,2011-07-11 23:59:00,2011-07-11 00:00:00,0.49875415110390736,-0.099453016650839,-0.7928683755507255,-0.1999999999999993,-0.1301236357971897,2.6861607408867503,,,,,
2011-06,goods,2011-07-11 23:59:00,2011-07-11 00:00:00,-2.942881069081214,0.10303967938964087,0.4127972838030587,,,,0.0029892233274201128,0.007326302239591816,0.008050153410761022,0.43979601909858135,-0.016488074135862323
2011-07,services,2011-08-08 23:59:00,2011-08-08 00:00:00,0.49875415110390736,-0.099453016650839,-0.9901070982711582,0.0,-0.1301236357971897,2.6861607408867503,,,,,
2011-07,goods,2011-08-08 23:59:00,2011-08-08 00:00:00,-2.7371196796131994,0.2057613894680146,0.9292787575459447,,,,0.0033223901051145535,0.003651004006398987,0.0036390463317828767,-0.43963338882455405,-0.006043734881066243
2011-08,services,2011-09-08 23:59:00,2011-09-08 00:00:00,0.49875415110390736,0.0,-1.0885807645251075,-0.40000000000000036,-0.1301236357971897,1.576678957043377,,,,,
2011-08,goods,2011-09-08 23:59:00,2011-09-08 00:00:00,-2.6343975339601955,0.10272214565300386,1.0320009031989485,,,,-0.001004513719125863,0.0010923002674383397,0.000724637966539691,0.20562599776903154,-0.009814801805452689
2011-09,services,2011-10-09 23:59:00,2011-10-09 00:00:00,0.49875415110390736,0.0,-0.9901070982711582,-0.5,0.5427421735365237,-2.86176700062623,,,,,
2011-09,goods,2011-10-09 23:59:00,2011-10-09 00:00:00,-2.5317807984289877,0.4111002706522262,1.1346176387301563,,,,0.00032483334019261487,-0.0014524351229852073,-0.00036172910042904977,-0.4521546670782445,-0.03220764128315897
2011-10,services,2011-11-08 23:59:00,2011-11-08 00:00:00,0.39920212695374535,-0.09955202415016201,-1.0896591224213201,-0.10000000000000053,0.5427421735365237,-1.5085149398632347,,,,,
2011-10,goods,2011-11-08 23:59:00,2011-11-08 00:00:00,-2.4292692569044565,0.30785042270874285,1.1334485074106566,,,,-0.0020143575460228194,0.0,0.00036172910042904977,1.113807018320089,-0.07540050039433233
