a6_number,column,ticker,statistic,period,value,available_from_assumed,candidate_lane_status,validation_verdicts
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2001-05,10.6,2001-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2001-06,6.8,2001-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2001-07,6.4,2001-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2001-08,15.7,2001-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2001-09,18.1,2001-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2001-10,-2.8,2001-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2001-11,18.7,2001-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2001-12,6.1,2002-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-01,19.6,2002-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-02,19.4,2002-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-03,12.1,2002-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-04,11.5,2002-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-05,5.1,2002-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-06,11.0,2002-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-07,18.0,2002-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-08,11.2,2002-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-09,0.2,2002-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-10,8.2,2002-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-11,3.9,2002-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2002-12,12.9,2003-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-01,-0.2,2003-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-02,8.3,2003-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-03,7.5,2003-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-04,21.7,2003-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-05,12.8,2003-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-06,7.2,2003-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-07,9.0,2003-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-08,9.3,2003-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-09,8.8,2003-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-10,34.7,2003-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-11,11.0,2003-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2003-12,31.5,2004-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-01,25.3,2004-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-02,21.5,2004-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-03,13.7,2004-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-04,15.5,2004-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-05,19.8,2004-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-06,24.3,2004-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-07,20.8,2004-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-08,16.1,2004-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-09,6.8,2004-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-10,12.3,2004-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-11,24.5,2004-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2004-12,24.7,2005-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-01,20.5,2005-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-02,21.2,2005-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-03,12.6,2005-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-04,4.5,2005-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-05,19.8,2005-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-06,13.4,2005-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-07,15.4,2005-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-08,14.7,2005-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-09,23.6,2005-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-10,22.5,2005-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-11,24.4,2005-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2005-12,21.6,2006-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-01,16.6,2006-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-02,25.5,2006-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-03,21.0,2006-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-04,29.5,2006-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-05,24.4,2006-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-06,25.4,2006-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-07,30.5,2006-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-08,28.3,2006-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-09,32.9,2006-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-10,34.2,2006-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-11,36.1,2006-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2006-12,35.5,2007-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-01,30.7,2007-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-02,32.9,2007-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-03,38.0,2007-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-04,29.7,2007-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-05,27.1,2007-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-06,22.7,2007-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-07,29.6,2007-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-08,25.4,2007-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-09,22.6,2007-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-10,17.4,2007-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-11,24.4,2007-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2007-12,34.2,2008-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-01,32.4,2008-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-02,24.3,2008-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-03,19.8,2008-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-04,22.9,2008-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-05,15.6,2008-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-06,16.5,2008-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-07,9.2,2008-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-08,-0.8,2008-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-09,-9.1,2008-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-10,-16.1,2008-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-11,-29.6,2008-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2008-12,-39.6,2009-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-01,-42.3,2009-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-02,-49.7,2009-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-03,-40.4,2009-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-04,-27.1,2009-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-05,-20.7,2009-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-06,-19.5,2009-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-07,-13.7,2009-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-08,-2.1,2009-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-09,6.7,2009-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-10,8.2,2009-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-11,2.0,2009-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2009-12,1.3,2010-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-01,2.7,2010-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-02,4.0,2010-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-03,9.2,2010-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-04,18.3,2010-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-05,22.5,2010-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-06,23.1,2010-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-07,24.7,2010-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-08,19.4,2010-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-09,21.2,2010-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-10,25.1,2010-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-11,22.0,2010-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2010-12,26.1,2011-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-01,24.4,2011-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-02,23.4,2011-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-03,17.4,2011-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-04,10.7,2011-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-05,6.4,2011-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-06,5.8,2011-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-07,6.1,2011-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-08,7.5,2011-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-09,-4.8,2011-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-10,-8.5,2011-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-11,-1.5,2011-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2011-12,0.6,2012-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-01,-0.6,2012-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-02,2.6,2012-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-03,3.4,2012-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-04,0.1,2012-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-05,-0.4,2012-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-06,-2.8,2012-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-07,-7.3,2012-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-08,-10.1,2012-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-09,-10.2,2012-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-10,-7.1,2012-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-11,0.6,2012-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2012-12,-6.1,2013-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-01,-6.2,2013-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-02,-10.3,2013-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-03,-8.3,2013-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-04,-7.2,2013-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-05,-3.0,2013-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-06,1.0,2013-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-07,-6.1,2013-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-08,-0.6,2013-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-09,5.8,2013-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-10,1.0,2013-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-11,7.1,2013-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2013-12,9.5,2014-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-01,3.7,2014-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-02,14.5,2014-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-03,12.9,2014-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-04,11.1,2014-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-05,8.9,2014-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-06,8.3,2014-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-07,9.1,2014-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-08,9.4,2014-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-09,11.0,2014-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-10,13.0,2014-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-11,7.4,2014-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2014-12,8.9,2015-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-01,11.7,2015-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-02,9.5,2015-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-03,7.8,2015-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-04,11.3,2015-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-05,7.5,2015-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-06,6.8,2015-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-07,15.3,2015-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-08,15.8,2015-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-09,9.5,2015-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-10,8.0,2015-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-11,13.7,2015-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2015-12,7.1,2016-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-01,11.8,2016-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-02,9.6,2016-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-03,12.5,2016-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-04,15.9,2016-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-05,17.3,2016-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-06,15.0,2016-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-07,5.8,2016-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-08,3.2,2016-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-09,7.5,2016-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-10,8.8,2016-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-11,5.8,2016-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2016-12,9.6,2017-01-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-01,6.7,2017-02-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-02,6.4,2017-03-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-03,4.9,2017-04-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-04,10.5,2017-05-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-05,7.8,2017-06-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-06,9.9,2017-07-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-07,11.2,2017-08-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-08,6.3,2017-09-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-09,10.9,2017-10-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-10,14.6,2017-11-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-11,13.3,2017-12-01,identical_mirror,identical_SA
1,bbg__production_observed_past3m__as_reported,EUI6CZ Index,as_reported,2017-12,15.7,2018-01-01,identical_mirror,identical_SA
