a6_number,component,source_id,source_file,period,value,value_kind,availability_rule,available_from_assumed,vintage
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2020-07,-0.2999999999999971,mm_change_pct,czso_import_prices_t45,2020-09-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2020-08,-1.0999999999999943,mm_change_pct,czso_import_prices_t45,2020-10-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2020-09,1.9000000000000057,mm_change_pct,czso_import_prices_t45,2020-11-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2020-10,1.5999999999999943,mm_change_pct,czso_import_prices_t45,2020-12-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2020-11,-1.7999999999999972,mm_change_pct,czso_import_prices_t45,2021-01-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2020-12,-0.0999999999999943,mm_change_pct,czso_import_prices_t45,2021-02-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-01,0.2999999999999971,mm_change_pct,czso_import_prices_t45,2021-03-17,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-02,0.4000000000000057,mm_change_pct,czso_import_prices_t45,2021-04-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-03,2.299999999999997,mm_change_pct,czso_import_prices_t45,2021-05-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-04,0.4000000000000057,mm_change_pct,czso_import_prices_t45,2021-06-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-05,0.0999999999999943,mm_change_pct,czso_import_prices_t45,2021-07-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-06,1.2000000000000028,mm_change_pct,czso_import_prices_t45,2021-08-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-07,2.4000000000000057,mm_change_pct,czso_import_prices_t45,2021-09-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-08,0.2999999999999971,mm_change_pct,czso_import_prices_t45,2021-10-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-09,1.4000000000000057,mm_change_pct,czso_import_prices_t45,2021-11-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-10,2.5999999999999943,mm_change_pct,czso_import_prices_t45,2021-12-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-11,0.7999999999999972,mm_change_pct,czso_import_prices_t45,2022-01-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2021-12,0.7999999999999972,mm_change_pct,czso_import_prices_t45,2022-02-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-01,-0.5999999999999943,mm_change_pct,czso_import_prices_t45,2022-03-17,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-02,1.5,mm_change_pct,czso_import_prices_t45,2022-04-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-03,7.0,mm_change_pct,czso_import_prices_t45,2022-05-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-04,-0.2999999999999971,mm_change_pct,czso_import_prices_t45,2022-06-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-05,2.0999999999999943,mm_change_pct,czso_import_prices_t45,2022-07-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-06,1.4000000000000057,mm_change_pct,czso_import_prices_t45,2022-08-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-07,2.700000000000003,mm_change_pct,czso_import_prices_t45,2022-09-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-08,2.5999999999999943,mm_change_pct,czso_import_prices_t45,2022-10-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-09,-2.0,mm_change_pct,czso_import_prices_t45,2022-11-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-10,-2.200000000000003,mm_change_pct,czso_import_prices_t45,2022-12-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-11,-1.7999999999999972,mm_change_pct,czso_import_prices_t45,2023-01-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2022-12,-0.7999999999999972,mm_change_pct,czso_import_prices_t45,2023-02-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-01,-2.0,mm_change_pct,czso_import_prices_t45,2023-03-17,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-02,-1.5,mm_change_pct,czso_import_prices_t45,2023-04-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-03,-0.9000000000000057,mm_change_pct,czso_import_prices_t45,2023-05-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-04,-2.9000000000000057,mm_change_pct,czso_import_prices_t45,2023-06-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-05,-0.7000000000000028,mm_change_pct,czso_import_prices_t45,2023-07-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-06,-0.0999999999999943,mm_change_pct,czso_import_prices_t45,2023-08-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-07,0.0999999999999943,mm_change_pct,czso_import_prices_t45,2023-09-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-08,1.2999999999999972,mm_change_pct,czso_import_prices_t45,2023-10-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-09,2.0,mm_change_pct,czso_import_prices_t45,2023-11-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-10,0.7999999999999972,mm_change_pct,czso_import_prices_t45,2023-12-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-11,-1.0,mm_change_pct,czso_import_prices_t45,2024-01-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2023-12,-1.2000000000000028,mm_change_pct,czso_import_prices_t45,2024-02-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-01,0.2999999999999971,mm_change_pct,czso_import_prices_t45,2024-03-16,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-02,1.2999999999999972,mm_change_pct,czso_import_prices_t45,2024-04-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-03,0.4000000000000057,mm_change_pct,czso_import_prices_t45,2024-05-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-04,0.4000000000000057,mm_change_pct,czso_import_prices_t45,2024-06-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-05,-1.4000000000000057,mm_change_pct,czso_import_prices_t45,2024-07-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-06,0.0999999999999943,mm_change_pct,czso_import_prices_t45,2024-08-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-07,1.7999999999999972,mm_change_pct,czso_import_prices_t45,2024-09-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-08,-0.2999999999999971,mm_change_pct,czso_import_prices_t45,2024-10-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-09,-0.5999999999999943,mm_change_pct,czso_import_prices_t45,2024-11-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-10,1.0,mm_change_pct,czso_import_prices_t45,2024-12-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-11,0.7999999999999972,mm_change_pct,czso_import_prices_t45,2025-01-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2024-12,-0.2000000000000028,mm_change_pct,czso_import_prices_t45,2025-02-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-01,0.5999999999999943,mm_change_pct,czso_import_prices_t45,2025-03-17,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-02,-0.2999999999999971,mm_change_pct,czso_import_prices_t45,2025-04-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-03,-1.0999999999999943,mm_change_pct,czso_import_prices_t45,2025-05-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-04,-1.0999999999999943,mm_change_pct,czso_import_prices_t45,2025-06-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-05,-0.7000000000000028,mm_change_pct,czso_import_prices_t45,2025-07-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-06,-0.4000000000000057,mm_change_pct,czso_import_prices_t45,2025-08-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-07,-0.7000000000000028,mm_change_pct,czso_import_prices_t45,2025-09-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-08,-0.5999999999999943,mm_change_pct,czso_import_prices_t45,2025-10-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-09,-0.5,mm_change_pct,czso_import_prices_t45,2025-11-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-10,-0.4000000000000057,mm_change_pct,czso_import_prices_t45,2025-12-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-11,-0.0999999999999943,mm_change_pct,czso_import_prices_t45,2026-01-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2025-12,-0.2000000000000028,mm_change_pct,czso_import_prices_t45,2026-02-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2026-01,0.4000000000000057,mm_change_pct,czso_import_prices_t45,2026-03-17,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2026-02,-0.0999999999999943,mm_change_pct,czso_import_prices_t45,2026-04-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2026-03,2.5,mm_change_pct,czso_import_prices_t45,2026-05-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2026-04,2.700000000000003,mm_change_pct,czso_import_prices_t45,2026-06-14,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2026-05,0.7000000000000028,mm_change_pct,czso_import_prices_t45,2026-07-15,current
26,,czso:CEN0303:sitc_total:mm_pct,data/research_r14b/imports/imports_monthly_verified.csv,2026-06,-0.2999999999999971,mm_change_pct,czso_import_prices_t45,2026-08-14,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-01,33.7,balance,ec_bcs_next_month,1985-02-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-02,36.9,balance,ec_bcs_next_month,1985-03-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-03,39.0,balance,ec_bcs_next_month,1985-04-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-04,37.7,balance,ec_bcs_next_month,1985-05-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-05,37.8,balance,ec_bcs_next_month,1985-06-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-06,38.5,balance,ec_bcs_next_month,1985-07-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-07,34.4,balance,ec_bcs_next_month,1985-08-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-08,33.8,balance,ec_bcs_next_month,1985-09-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-09,32.1,balance,ec_bcs_next_month,1985-10-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-10,31.7,balance,ec_bcs_next_month,1985-11-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-11,31.8,balance,ec_bcs_next_month,1985-12-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1985-12,32.1,balance,ec_bcs_next_month,1986-01-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-01,28.5,balance,ec_bcs_next_month,1986-02-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-02,27.9,balance,ec_bcs_next_month,1986-03-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-03,25.3,balance,ec_bcs_next_month,1986-04-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-04,27.1,balance,ec_bcs_next_month,1986-05-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-05,25.6,balance,ec_bcs_next_month,1986-06-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-06,21.7,balance,ec_bcs_next_month,1986-07-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-07,20.7,balance,ec_bcs_next_month,1986-08-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-08,19.6,balance,ec_bcs_next_month,1986-09-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-09,18.4,balance,ec_bcs_next_month,1986-10-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-10,15.5,balance,ec_bcs_next_month,1986-11-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-11,18.2,balance,ec_bcs_next_month,1986-12-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1986-12,20.4,balance,ec_bcs_next_month,1987-01-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-01,20.0,balance,ec_bcs_next_month,1987-02-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-02,24.7,balance,ec_bcs_next_month,1987-03-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-03,19.6,balance,ec_bcs_next_month,1987-04-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-04,21.0,balance,ec_bcs_next_month,1987-05-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-05,22.7,balance,ec_bcs_next_month,1987-06-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-06,23.5,balance,ec_bcs_next_month,1987-07-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-07,25.7,balance,ec_bcs_next_month,1987-08-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-08,25.9,balance,ec_bcs_next_month,1987-09-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-09,26.0,balance,ec_bcs_next_month,1987-10-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-10,25.7,balance,ec_bcs_next_month,1987-11-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-11,28.3,balance,ec_bcs_next_month,1987-12-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1987-12,28.6,balance,ec_bcs_next_month,1988-01-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-01,25.3,balance,ec_bcs_next_month,1988-02-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-02,25.1,balance,ec_bcs_next_month,1988-03-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-03,24.9,balance,ec_bcs_next_month,1988-04-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-04,24.5,balance,ec_bcs_next_month,1988-05-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-05,25.5,balance,ec_bcs_next_month,1988-06-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-06,29.0,balance,ec_bcs_next_month,1988-07-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-07,31.5,balance,ec_bcs_next_month,1988-08-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-08,30.1,balance,ec_bcs_next_month,1988-09-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-09,27.8,balance,ec_bcs_next_month,1988-10-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-10,27.3,balance,ec_bcs_next_month,1988-11-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-11,26.7,balance,ec_bcs_next_month,1988-12-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1988-12,31.6,balance,ec_bcs_next_month,1989-01-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-01,32.4,balance,ec_bcs_next_month,1989-02-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-02,34.8,balance,ec_bcs_next_month,1989-03-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-03,38.8,balance,ec_bcs_next_month,1989-04-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-04,38.9,balance,ec_bcs_next_month,1989-05-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-05,38.3,balance,ec_bcs_next_month,1989-06-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-06,34.5,balance,ec_bcs_next_month,1989-07-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-07,33.3,balance,ec_bcs_next_month,1989-08-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-08,33.4,balance,ec_bcs_next_month,1989-09-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-09,31.4,balance,ec_bcs_next_month,1989-10-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-10,34.1,balance,ec_bcs_next_month,1989-11-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-11,36.0,balance,ec_bcs_next_month,1989-12-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1989-12,35.5,balance,ec_bcs_next_month,1990-01-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-01,36.2,balance,ec_bcs_next_month,1990-02-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-02,38.2,balance,ec_bcs_next_month,1990-03-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-03,39.9,balance,ec_bcs_next_month,1990-04-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-04,40.7,balance,ec_bcs_next_month,1990-05-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-05,40.3,balance,ec_bcs_next_month,1990-06-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-06,40.9,balance,ec_bcs_next_month,1990-07-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-07,38.7,balance,ec_bcs_next_month,1990-08-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-08,40.5,balance,ec_bcs_next_month,1990-09-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-09,54.8,balance,ec_bcs_next_month,1990-10-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-10,53.1,balance,ec_bcs_next_month,1990-11-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-11,48.7,balance,ec_bcs_next_month,1990-12-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1990-12,44.8,balance,ec_bcs_next_month,1991-01-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1991-01,56.9,balance,ec_bcs_next_month,1991-02-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1991-02,56.3,balance,ec_bcs_next_month,1991-03-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1991-03,48.0,balance,ec_bcs_next_month,1991-04-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1991-04,42.6,balance,ec_bcs_next_month,1991-05-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1991-05,45.9,balance,ec_bcs_next_month,1991-06-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1991-06,46.4,balance,ec_bcs_next_month,1991-07-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1991-07,46.9,balance,ec_bcs_next_month,1991-08-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1991-08,45.9,balance,ec_bcs_next_month,1991-09-01,current
27,,eurostat:ei_bsco_m:BS-PT-NY:SA:EA20,official_eurostat_20260912/tidy/ei_bsco_m.csv,1991-09,43.5,balance,ec_bcs_next_month,1991-10-01,current
