sample,model,h,n,headline_mse_gain,annual_core_mse_gain,cross_term_gain,reference_annual_core_rmse,candidate_annual_core_rmse,other_rmse
recent_targets,CORE_AGG_CUMULATIVE_LABOUR_R13,3,31,-0.057813702394982944,-0.07746154960261915,0.01964784720763622,0.23062031254999837,0.3614516263115689,0.4651438922648522
recent_targets,CORE_AGG_CUMULATIVE_LABOUR_R13,4,31,-0.21547392873898746,-0.17096517729738706,-0.04450875144160042,0.2766312953340657,0.49748371918645756,0.43468052014031555
recent_targets,CORE_AGG_CUMULATIVE_LABOUR_R13,5,31,-0.5294697442756003,-0.3414673101284955,-0.18800243414710485,0.36572917431128354,0.6893657513039858,0.47696317327363863
recent_targets,CORE_AGG_CUMULATIVE_LABOUR_R13,6,31,-0.8260231496143102,-0.4857889685236947,-0.3402341810906155,0.4565088394553839,0.8331802260163139,0.5307798567364791
recent_targets,CORE_AGG_CUMULATIVE_LABOUR_R13,7,31,-1.1988622808625848,-0.7164784128967707,-0.48238386796581384,0.5233470634101157,0.9951736339336782,0.5829293278189083
recent_targets,CORE_AGG_CUMULATIVE_LABOUR_R13,8,31,-1.8375707074966792,-1.0754989330931843,-0.7620717744034953,0.5972812731366696,1.1967639083515782,0.6315083794285519
recent_targets,CORE_AGG_CUMULATIVE_LABOUR_R13,9,31,-2.625014648569421,-1.5903572841672091,-1.034657364402212,0.7227643232239891,1.4535286550641648,0.7328400059596865
recent_targets,CORE_AGG_CUMULATIVE_LABOUR_R13,10,31,-3.231955472388876,-2.0071471567203742,-1.2248083156685023,0.8424795624336215,1.6483079111133092,0.8745746821027884
recent_targets,CORE_AGG_CUMULATIVE_LABOUR_R13,11,31,-4.154510401993362,-2.6079016473352072,-1.5466087546581557,0.9620294340404894,1.8797346300197462,0.9666944422912157
recent_targets,CORE_AGG_CUMULATIVE_LABOUR_R13,12,30,-5.9391556690258,-3.7374874217240137,-2.201668247301787,1.1386635471865416,2.2436671088678577,0.9574180733249891
recent_targets,CORE_AGG_CUMULATIVE_R13,1,31,0.005331601813561955,-0.0039127826323704,0.009244384445932353,0.12222511620809536,0.1373017176311091,0.3288258131586402
recent_targets,CORE_AGG_CUMULATIVE_R13,2,31,0.023029811873699704,-0.007689956152692061,0.03071976802639176,0.19547341428998183,0.21424241374404585,0.439344726600973
recent_targets,CORE_AGG_CUMULATIVE_R13,3,31,0.022959441710809818,-0.012852292664809816,0.035811734375619644,0.23062031254999837,0.2569786396288002,0.4651438922648522
recent_targets,CORE_AGG_CUMULATIVE_R13,4,31,-0.03174223478105354,-0.03229169073128593,0.0005494559502323848,0.2766312953340657,0.32987355803320917,0.43468052014031555
recent_targets,CORE_AGG_CUMULATIVE_R13,5,31,-0.17131841654341548,-0.0874628066761437,-0.08385560986727178,0.36572917431128354,0.4703409780346136,0.47696317327363863
recent_targets,CORE_AGG_CUMULATIVE_R13,6,31,-0.22424509282630536,-0.06820629587211424,-0.15603879695419112,0.4565088394553839,0.5259340418465187,0.5307798567364791
recent_targets,CORE_AGG_CUMULATIVE_R13,7,31,-0.29041440203966185,-0.08140510463734087,-0.2090092974023209,0.5233470634101157,0.5960681617208996,0.5829293278189083
recent_targets,CORE_AGG_CUMULATIVE_R13,8,31,-0.47514059362184,-0.1321569153930541,-0.3429836782287859,0.5972812731366696,0.6992151561807102,0.6315083794285519
recent_targets,CORE_AGG_CUMULATIVE_R13,9,31,-0.6480720611012959,-0.20015169644143208,-0.4479203646598638,0.7227643232239891,0.8500235075377992,0.7328400059596865
recent_targets,CORE_AGG_CUMULATIVE_R13,10,31,-0.7606805924602834,-0.2570072118916925,-0.5036733805685911,0.8424795624336215,0.983249218158875,0.8745746821027884
recent_targets,CORE_AGG_CUMULATIVE_R13,11,31,-0.7982276930843683,-0.24880614471105655,-0.5494215483733117,0.9620294340404894,1.0836543621798054,0.9666944422912157
recent_targets,CORE_AGG_CUMULATIVE_R13,12,31,-0.823631925457038,-0.11512005224760384,-0.7085118732094343,1.2576331956796574,1.302597906924094,0.9707662292013294
recent_targets,CORE_AGG_MONTHLY_R13,1,31,0.005331601813561955,-0.0039127826323704,0.009244384445932353,0.12222511620809536,0.1373017176311091,0.3288258131586402
recent_targets,CORE_AGG_MONTHLY_R13,2,31,0.022400252445271242,-0.008964506721558239,0.03136475916682948,0.19547341428998183,0.21719659853630563,0.439344726600973
recent_targets,CORE_AGG_MONTHLY_R13,3,31,0.01925455363019526,-0.01622036109439296,0.03547491472458825,0.23062031254999837,0.26345035520008675,0.4651438922648522
recent_targets,CORE_AGG_MONTHLY_R13,4,31,-0.033740471563168756,-0.03424842720551376,0.0005079556423450222,0.2766312953340657,0.33282623208472745,0.43468052014031555
recent_targets,CORE_AGG_MONTHLY_R13,5,31,-0.12567690323682362,-0.050220950084793284,-0.07545595315203033,0.36572917431128354,0.42892747525334224,0.47696317327363863
recent_targets,CORE_AGG_MONTHLY_R13,6,31,-0.21448599789266198,-0.05331305734245323,-0.16117294055020878,0.4565088394553839,0.5115792977079454,0.5307798567364791
recent_targets,CORE_AGG_MONTHLY_R13,7,31,-0.2794341931753554,-0.07250128379517945,-0.20693290938017597,0.5233470634101157,0.5885519795015315,0.5829293278189083
recent_targets,CORE_AGG_MONTHLY_R13,8,31,-0.4534210633251152,-0.12140681953300186,-0.3320142437921133,0.5972812731366696,0.6914851688740422,0.6315083794285519
recent_targets,CORE_AGG_MONTHLY_R13,9,31,-0.6070499951502623,-0.17050677749991217,-0.43654321765035,0.7227643232239891,0.8324031742042693,0.7328400059596865
recent_targets,CORE_AGG_MONTHLY_R13,10,31,-0.6803397100659806,-0.19738648915618903,-0.48295322090979165,0.8424795624336215,0.9524485824833462,0.8745746821027884
recent_targets,CORE_AGG_MONTHLY_R13,11,31,-0.7364956213299767,-0.19897658736572382,-0.5375190339642527,0.9620294340404894,1.0604137019701265,0.9666944422912157
recent_targets,CORE_AGG_MONTHLY_R13,12,31,-0.6497453345869498,0.02821122812270864,-0.6779565627096586,1.2576331956796574,1.246366730442015,0.9707662292013294
recent_targets,CORE_SPLIT_CUMULATIVE_R13,1,31,0.007420653906902949,-0.0008480765401952464,0.008268730447098194,0.12222511620809536,0.12564655018056667,0.3288258131586402
recent_targets,CORE_SPLIT_CUMULATIVE_R13,2,31,0.036549612194086,3.9829021977375026e-05,0.036509783172108616,0.19547341428998183,0.19537150936665643,0.439344726600973
recent_targets,CORE_SPLIT_CUMULATIVE_R13,3,31,0.04615678568514385,-0.0067562722604811816,0.05291305794562505,0.23062031254999837,0.244830555325801,0.4651438922648522
recent_targets,CORE_SPLIT_CUMULATIVE_R13,4,31,0.008216462665751139,-0.0189095205712756,0.027125983237026738,0.2766312953340657,0.30892457676507173,0.43468052014031555
recent_targets,CORE_SPLIT_CUMULATIVE_R13,5,31,-0.07187576304227059,-0.038201996348485895,-0.03367376669378472,0.36572917431128354,0.4146803893251995,0.47696317327363863
recent_targets,CORE_SPLIT_CUMULATIVE_R13,6,31,-0.15414307252422385,-0.049828868873766245,-0.10431420365045757,0.4565088394553839,0.5081625619569663,0.5307798567364791
recent_targets,CORE_SPLIT_CUMULATIVE_R13,7,31,-0.24817757033483398,-0.0744092111691873,-0.17376835916564665,0.5233470634101157,0.5901706193544193,0.5829293278189083
recent_targets,CORE_SPLIT_CUMULATIVE_R13,8,31,-0.44559005426103565,-0.12666207411869515,-0.3189279801423405,0.5972812731366696,0.6952747610538268,0.6315083794285519
recent_targets,CORE_SPLIT_CUMULATIVE_R13,9,31,-0.4788161716349714,-0.1322188602073007,-0.3465973114276707,0.7227643232239891,0.8090779487371608,0.7328400059596865
recent_targets,CORE_SPLIT_CUMULATIVE_R13,10,31,-0.5858011730849296,-0.21324388163641061,-0.372557291448519,0.8424795624336215,0.9607370580729969,0.8745746821027884
recent_targets,CORE_SPLIT_CUMULATIVE_R13,11,31,-0.7189646182756124,-0.2618292522618533,-0.4571353660137593,0.9620294340404894,1.0896466786174854,0.9666944422912157
recent_targets,CORE_SPLIT_CUMULATIVE_R13,12,31,-0.6839390148498651,-0.05712786415964412,-0.6268111506902209,1.2576331956796574,1.2801441790029242,0.9707662292013294
recent_targets,CORE_SPLIT_MONTHLY_R13,1,31,0.007420653906902949,-0.0008480765401952464,0.008268730447098194,0.12222511620809536,0.12564655018056667,0.3288258131586402
recent_targets,CORE_SPLIT_MONTHLY_R13,2,31,0.037299904488557044,0.0002532777300059548,0.03704662675855109,0.19547341428998183,0.19482447988940435,0.439344726600973
recent_targets,CORE_SPLIT_MONTHLY_R13,3,31,0.04795899883697714,-0.002828943244292936,0.05078794208127007,0.23062031254999837,0.23667418913973673,0.4651438922648522
recent_targets,CORE_SPLIT_MONTHLY_R13,4,31,0.007401807711916167,-0.017362465294753247,0.024764273006669422,0.2766312953340657,0.3064104091785335,0.43468052014031555
recent_targets,CORE_SPLIT_MONTHLY_R13,5,31,-0.054568114839038666,-0.02523962828966212,-0.029328486549376552,0.36572917431128354,0.3987448522953937,0.47696317327363863
recent_targets,CORE_SPLIT_MONTHLY_R13,6,31,-0.13049617596632804,-0.02785130710269465,-0.1026448688636334,0.4565088394553839,0.4860572266756211,0.5307798567364791
recent_targets,CORE_SPLIT_MONTHLY_R13,7,31,-0.22087556888949794,-0.0502656760259781,-0.17060989286351988,0.5233470634101157,0.5693485969122694,0.5829293278189083
recent_targets,CORE_SPLIT_MONTHLY_R13,8,31,-0.3947943492359902,-0.08973697868286296,-0.3050573705531273,0.5972812731366696,0.6681930094835052,0.6315083794285519
recent_targets,CORE_SPLIT_MONTHLY_R13,9,31,-0.4292941434196695,-0.09295163500966823,-0.33634250841000124,0.7227643232239891,0.7844360406910809,0.7328400059596865
recent_targets,CORE_SPLIT_MONTHLY_R13,10,31,-0.5241839513260165,-0.16199984761851527,-0.3621841037075012,0.8424795624336215,0.9336871321469852,0.8745746821027884
recent_targets,CORE_SPLIT_MONTHLY_R13,11,31,-0.6719919476750439,-0.21487411109966123,-0.4571178365753826,0.9620294340404894,1.0678833003001431,0.9666944422912157
recent_targets,CORE_SPLIT_MONTHLY_R13,12,31,-0.5921347277978493,0.047901541478215154,-0.6400362692760645,1.2576331956796574,1.2384424546167705,0.9707662292013294
