origin,target,h,model,reference_forecast,candidate_forecast,actual,ex_post_core_replaced,reference_core_error,candidate_core_error,other_error,headline_squared_gain,core_squared_gain,cross_term_gain
2019-02,2019-08,6,CORE_SPLIT_CUMULATIVE_R13,,,2.9272898961284195,,,,,,,
2019-02,2019-08,6,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.9272898961284195,,,,,,,
2019-02,2019-08,6,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.9272898961284195,,,,,,,
2019-02,2019-09,7,CORE_AGG_MONTHLY_R13,,,2.6515151515151705,,,,,,,
2019-02,2019-09,7,CORE_AGG_CUMULATIVE_R13,,,2.6515151515151705,,,,,,,
2019-02,2019-09,7,CORE_SPLIT_MONTHLY_R13,,,2.6515151515151705,,,,,,,
2019-02,2019-09,7,CORE_SPLIT_CUMULATIVE_R13,,,2.6515151515151705,,,,,,,
2019-02,2019-09,7,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.6515151515151705,,,,,,,
2019-02,2019-09,7,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.6515151515151705,,,,,,,
2019-02,2019-10,8,CORE_AGG_MONTHLY_R13,,,2.735849056603792,,,,,,,
2019-02,2019-10,8,CORE_AGG_CUMULATIVE_R13,,,2.735849056603792,,,,,,,
2019-02,2019-10,8,CORE_SPLIT_MONTHLY_R13,,,2.735849056603792,,,,,,,
2019-02,2019-10,8,CORE_SPLIT_CUMULATIVE_R13,,,2.735849056603792,,,,,,,
2019-02,2019-10,8,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.735849056603792,,,,,,,
2019-02,2019-10,8,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.735849056603792,,,,,,,
2019-02,2019-11,9,CORE_AGG_MONTHLY_R13,,,3.116147308781873,,,,,,,
2019-02,2019-11,9,CORE_AGG_CUMULATIVE_R13,,,3.116147308781873,,,,,,,
2019-02,2019-11,9,CORE_SPLIT_MONTHLY_R13,,,3.116147308781873,,,,,,,
2019-02,2019-11,9,CORE_SPLIT_CUMULATIVE_R13,,,3.116147308781873,,,,,,,
2019-02,2019-11,9,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.116147308781873,,,,,,,
2019-02,2019-11,9,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.116147308781873,,,,,,,
2019-02,2019-12,10,CORE_AGG_MONTHLY_R13,,,3.207547169811327,,,,,,,
2019-02,2019-12,10,CORE_AGG_CUMULATIVE_R13,,,3.207547169811327,,,,,,,
2019-02,2019-12,10,CORE_SPLIT_MONTHLY_R13,,,3.207547169811327,,,,,,,
2019-02,2019-12,10,CORE_SPLIT_CUMULATIVE_R13,,,3.207547169811327,,,,,,,
2019-02,2019-12,10,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.207547169811327,,,,,,,
2019-02,2019-12,10,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.207547169811327,,,,,,,
2019-02,2020-01,11,CORE_AGG_MONTHLY_R13,,,3.6414565826330487,,,,,,,
2019-02,2020-01,11,CORE_AGG_CUMULATIVE_R13,,,3.6414565826330487,,,,,,,
2019-02,2020-01,11,CORE_SPLIT_MONTHLY_R13,,,3.6414565826330487,,,,,,,
2019-02,2020-01,11,CORE_SPLIT_CUMULATIVE_R13,,,3.6414565826330487,,,,,,,
2019-02,2020-01,11,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.6414565826330487,,,,,,,
2019-02,2020-01,11,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.6414565826330487,,,,,,,
2019-02,2020-02,12,CORE_AGG_MONTHLY_R13,,,3.7278657968313063,,,,,,,
2019-02,2020-02,12,CORE_AGG_CUMULATIVE_R13,,,3.7278657968313063,,,,,,,
2019-02,2020-02,12,CORE_SPLIT_MONTHLY_R13,,,3.7278657968313063,,,,,,,
2019-02,2020-02,12,CORE_SPLIT_CUMULATIVE_R13,,,3.7278657968313063,,,,,,,
2019-02,2020-02,12,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.7278657968313063,,,,,,,
2019-02,2020-02,12,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.7278657968313063,,,,,,,
2019-03,2019-04,1,CORE_AGG_MONTHLY_R13,2.937094221029207,,2.769818529130847,2.933186618465121,0.003907602564086066,,0.16336808933427394,,,
2019-03,2019-04,1,CORE_AGG_CUMULATIVE_R13,2.937094221029207,,2.769818529130847,2.933186618465121,0.003907602564086066,,0.16336808933427394,,,
2019-03,2019-04,1,CORE_SPLIT_MONTHLY_R13,2.937094221029207,,2.769818529130847,2.933186618465121,0.003907602564086066,,0.16336808933427394,,,
2019-03,2019-04,1,CORE_SPLIT_CUMULATIVE_R13,2.937094221029207,,2.769818529130847,2.933186618465121,0.003907602564086066,,0.16336808933427394,,,
2019-03,2019-04,1,CORE_AGG_CUMULATIVE_LABOUR_R13,2.937094221029207,,2.769818529130847,2.933186618465121,0.003907602564086066,,0.16336808933427394,,,
2019-03,2019-04,1,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,2.937094221029207,,2.769818529130847,2.933186618465121,0.003907602564086066,,0.16336808933427394,,,
2019-03,2019-05,2,CORE_AGG_MONTHLY_R13,,,2.9467680608364977,,,,,,,
2019-03,2019-05,2,CORE_AGG_CUMULATIVE_R13,,,2.9467680608364977,,,,,,,
2019-03,2019-05,2,CORE_SPLIT_MONTHLY_R13,,,2.9467680608364977,,,,,,,
2019-03,2019-05,2,CORE_SPLIT_CUMULATIVE_R13,,,2.9467680608364977,,,,,,,
2019-03,2019-05,2,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.9467680608364977,,,,,,,
2019-03,2019-05,2,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.9467680608364977,,,,,,,
2019-03,2019-06,3,CORE_AGG_MONTHLY_R13,,,2.7462121212121224,,,,,,,
2019-03,2019-06,3,CORE_AGG_CUMULATIVE_R13,,,2.7462121212121224,,,,,,,
2019-03,2019-06,3,CORE_SPLIT_MONTHLY_R13,,,2.7462121212121224,,,,,,,
2019-03,2019-06,3,CORE_SPLIT_CUMULATIVE_R13,,,2.7462121212121224,,,,,,,
2019-03,2019-06,3,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.7462121212121224,,,,,,,
2019-03,2019-06,3,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.7462121212121224,,,,,,,
2019-03,2019-07,4,CORE_AGG_MONTHLY_R13,,,2.9300567107750517,,,,,,,
2019-03,2019-07,4,CORE_AGG_CUMULATIVE_R13,,,2.9300567107750517,,,,,,,
2019-03,2019-07,4,CORE_SPLIT_MONTHLY_R13,,,2.9300567107750517,,,,,,,
2019-03,2019-07,4,CORE_SPLIT_CUMULATIVE_R13,,,2.9300567107750517,,,,,,,
2019-03,2019-07,4,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.9300567107750517,,,,,,,
2019-03,2019-07,4,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.9300567107750517,,,,,,,
2019-03,2019-08,5,CORE_AGG_MONTHLY_R13,,,2.9272898961284195,,,,,,,
2019-03,2019-08,5,CORE_AGG_CUMULATIVE_R13,,,2.9272898961284195,,,,,,,
2019-03,2019-08,5,CORE_SPLIT_MONTHLY_R13,,,2.9272898961284195,,,,,,,
2019-03,2019-08,5,CORE_SPLIT_CUMULATIVE_R13,,,2.9272898961284195,,,,,,,
2019-03,2019-08,5,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.9272898961284195,,,,,,,
2019-03,2019-08,5,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.9272898961284195,,,,,,,
2019-03,2019-09,6,CORE_AGG_MONTHLY_R13,,,2.6515151515151705,,,,,,,
2019-03,2019-09,6,CORE_AGG_CUMULATIVE_R13,,,2.6515151515151705,,,,,,,
2019-03,2019-09,6,CORE_SPLIT_MONTHLY_R13,,,2.6515151515151705,,,,,,,
2019-03,2019-09,6,CORE_SPLIT_CUMULATIVE_R13,,,2.6515151515151705,,,,,,,
2019-03,2019-09,6,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.6515151515151705,,,,,,,
2019-03,2019-09,6,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.6515151515151705,,,,,,,
2019-03,2019-10,7,CORE_AGG_MONTHLY_R13,,,2.735849056603792,,,,,,,
2019-03,2019-10,7,CORE_AGG_CUMULATIVE_R13,,,2.735849056603792,,,,,,,
2019-03,2019-10,7,CORE_SPLIT_MONTHLY_R13,,,2.735849056603792,,,,,,,
2019-03,2019-10,7,CORE_SPLIT_CUMULATIVE_R13,,,2.735849056603792,,,,,,,
2019-03,2019-10,7,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.735849056603792,,,,,,,
2019-03,2019-10,7,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.735849056603792,,,,,,,
2019-03,2019-11,8,CORE_AGG_MONTHLY_R13,,,3.116147308781873,,,,,,,
2019-03,2019-11,8,CORE_AGG_CUMULATIVE_R13,,,3.116147308781873,,,,,,,
2019-03,2019-11,8,CORE_SPLIT_MONTHLY_R13,,,3.116147308781873,,,,,,,
2019-03,2019-11,8,CORE_SPLIT_CUMULATIVE_R13,,,3.116147308781873,,,,,,,
2019-03,2019-11,8,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.116147308781873,,,,,,,
2019-03,2019-11,8,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.116147308781873,,,,,,,
2019-03,2019-12,9,CORE_AGG_MONTHLY_R13,,,3.207547169811327,,,,,,,
2019-03,2019-12,9,CORE_AGG_CUMULATIVE_R13,,,3.207547169811327,,,,,,,
2019-03,2019-12,9,CORE_SPLIT_MONTHLY_R13,,,3.207547169811327,,,,,,,
2019-03,2019-12,9,CORE_SPLIT_CUMULATIVE_R13,,,3.207547169811327,,,,,,,
2019-03,2019-12,9,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.207547169811327,,,,,,,
2019-03,2019-12,9,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.207547169811327,,,,,,,
2019-03,2020-01,10,CORE_AGG_MONTHLY_R13,,,3.6414565826330487,,,,,,,
2019-03,2020-01,10,CORE_AGG_CUMULATIVE_R13,,,3.6414565826330487,,,,,,,
2019-03,2020-01,10,CORE_SPLIT_MONTHLY_R13,,,3.6414565826330487,,,,,,,
2019-03,2020-01,10,CORE_SPLIT_CUMULATIVE_R13,,,3.6414565826330487,,,,,,,
2019-03,2020-01,10,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.6414565826330487,,,,,,,
2019-03,2020-01,10,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.6414565826330487,,,,,,,
2019-03,2020-02,11,CORE_AGG_MONTHLY_R13,,,3.7278657968313063,,,,,,,
2019-03,2020-02,11,CORE_AGG_CUMULATIVE_R13,,,3.7278657968313063,,,,,,,
2019-03,2020-02,11,CORE_SPLIT_MONTHLY_R13,,,3.7278657968313063,,,,,,,
2019-03,2020-02,11,CORE_SPLIT_CUMULATIVE_R13,,,3.7278657968313063,,,,,,,
2019-03,2020-02,11,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.7278657968313063,,,,,,,
2019-03,2020-02,11,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.7278657968313063,,,,,,,
2019-03,2020-03,12,CORE_AGG_MONTHLY_R13,,,3.4418604651162905,,,,,,,
2019-03,2020-03,12,CORE_AGG_CUMULATIVE_R13,,,3.4418604651162905,,,,,,,
2019-03,2020-03,12,CORE_SPLIT_MONTHLY_R13,,,3.4418604651162905,,,,,,,
2019-03,2020-03,12,CORE_SPLIT_CUMULATIVE_R13,,,3.4418604651162905,,,,,,,
2019-03,2020-03,12,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.4418604651162905,,,,,,,
2019-03,2020-03,12,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.4418604651162905,,,,,,,
2019-04,2019-05,1,CORE_AGG_MONTHLY_R13,2.8138474735438552,,2.9467680608364977,2.8451214086183487,-0.0312739350744935,,-0.10164665221814895,,,
2019-04,2019-05,1,CORE_AGG_CUMULATIVE_R13,2.8138474735438552,,2.9467680608364977,2.8451214086183487,-0.0312739350744935,,-0.10164665221814895,,,
2019-04,2019-05,1,CORE_SPLIT_MONTHLY_R13,2.8138474735438552,,2.9467680608364977,2.8451214086183487,-0.0312739350744935,,-0.10164665221814895,,,
2019-04,2019-05,1,CORE_SPLIT_CUMULATIVE_R13,2.8138474735438552,,2.9467680608364977,2.8451214086183487,-0.0312739350744935,,-0.10164665221814895,,,
2019-04,2019-05,1,CORE_AGG_CUMULATIVE_LABOUR_R13,2.8138474735438552,,2.9467680608364977,2.8451214086183487,-0.0312739350744935,,-0.10164665221814895,,,
2019-04,2019-05,1,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,2.8138474735438552,,2.9467680608364977,2.8451214086183487,-0.0312739350744935,,-0.10164665221814895,,,
2019-04,2019-06,2,CORE_AGG_MONTHLY_R13,2.5771319985103007,,2.7462121212121224,2.6895403776874236,-0.11240837917712287,,-0.05667174352469884,,,
2019-04,2019-06,2,CORE_AGG_CUMULATIVE_R13,2.5771319985103007,,2.7462121212121224,2.6895403776874236,-0.11240837917712287,,-0.05667174352469884,,,
2019-04,2019-06,2,CORE_SPLIT_MONTHLY_R13,2.5771319985103007,,2.7462121212121224,2.6895403776874236,-0.11240837917712287,,-0.05667174352469884,,,
2019-04,2019-06,2,CORE_SPLIT_CUMULATIVE_R13,2.5771319985103007,,2.7462121212121224,2.6895403776874236,-0.11240837917712287,,-0.05667174352469884,,,
2019-04,2019-06,2,CORE_AGG_CUMULATIVE_LABOUR_R13,2.5771319985103007,,2.7462121212121224,2.6895403776874236,-0.11240837917712287,,-0.05667174352469884,,,
2019-04,2019-06,2,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,2.5771319985103007,,2.7462121212121224,2.6895403776874236,-0.11240837917712287,,-0.05667174352469884,,,
2019-04,2019-07,3,CORE_AGG_MONTHLY_R13,,,2.9300567107750517,,,,,,,
2019-04,2019-07,3,CORE_AGG_CUMULATIVE_R13,,,2.9300567107750517,,,,,,,
2019-04,2019-07,3,CORE_SPLIT_MONTHLY_R13,,,2.9300567107750517,,,,,,,
2019-04,2019-07,3,CORE_SPLIT_CUMULATIVE_R13,,,2.9300567107750517,,,,,,,
2019-04,2019-07,3,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.9300567107750517,,,,,,,
2019-04,2019-07,3,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.9300567107750517,,,,,,,
2019-04,2019-08,4,CORE_AGG_MONTHLY_R13,,,2.9272898961284195,,,,,,,
2019-04,2019-08,4,CORE_AGG_CUMULATIVE_R13,,,2.9272898961284195,,,,,,,
2019-04,2019-08,4,CORE_SPLIT_MONTHLY_R13,,,2.9272898961284195,,,,,,,
2019-04,2019-08,4,CORE_SPLIT_CUMULATIVE_R13,,,2.9272898961284195,,,,,,,
2019-04,2019-08,4,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.9272898961284195,,,,,,,
2019-04,2019-08,4,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.9272898961284195,,,,,,,
2019-04,2019-09,5,CORE_AGG_MONTHLY_R13,,,2.6515151515151705,,,,,,,
2019-04,2019-09,5,CORE_AGG_CUMULATIVE_R13,,,2.6515151515151705,,,,,,,
2019-04,2019-09,5,CORE_SPLIT_MONTHLY_R13,,,2.6515151515151705,,,,,,,
2019-04,2019-09,5,CORE_SPLIT_CUMULATIVE_R13,,,2.6515151515151705,,,,,,,
2019-04,2019-09,5,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.6515151515151705,,,,,,,
2019-04,2019-09,5,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.6515151515151705,,,,,,,
2019-04,2019-10,6,CORE_AGG_MONTHLY_R13,,,2.735849056603792,,,,,,,
2019-04,2019-10,6,CORE_AGG_CUMULATIVE_R13,,,2.735849056603792,,,,,,,
2019-04,2019-10,6,CORE_SPLIT_MONTHLY_R13,,,2.735849056603792,,,,,,,
2019-04,2019-10,6,CORE_SPLIT_CUMULATIVE_R13,,,2.735849056603792,,,,,,,
2019-04,2019-10,6,CORE_AGG_CUMULATIVE_LABOUR_R13,,,2.735849056603792,,,,,,,
2019-04,2019-10,6,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,2.735849056603792,,,,,,,
2019-04,2019-11,7,CORE_AGG_MONTHLY_R13,,,3.116147308781873,,,,,,,
2019-04,2019-11,7,CORE_AGG_CUMULATIVE_R13,,,3.116147308781873,,,,,,,
2019-04,2019-11,7,CORE_SPLIT_MONTHLY_R13,,,3.116147308781873,,,,,,,
2019-04,2019-11,7,CORE_SPLIT_CUMULATIVE_R13,,,3.116147308781873,,,,,,,
2019-04,2019-11,7,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.116147308781873,,,,,,,
2019-04,2019-11,7,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.116147308781873,,,,,,,
2019-04,2019-12,8,CORE_AGG_MONTHLY_R13,,,3.207547169811327,,,,,,,
2019-04,2019-12,8,CORE_AGG_CUMULATIVE_R13,,,3.207547169811327,,,,,,,
2019-04,2019-12,8,CORE_SPLIT_MONTHLY_R13,,,3.207547169811327,,,,,,,
2019-04,2019-12,8,CORE_SPLIT_CUMULATIVE_R13,,,3.207547169811327,,,,,,,
2019-04,2019-12,8,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.207547169811327,,,,,,,
2019-04,2019-12,8,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.207547169811327,,,,,,,
2019-04,2020-01,9,CORE_AGG_MONTHLY_R13,,,3.6414565826330487,,,,,,,
2019-04,2020-01,9,CORE_AGG_CUMULATIVE_R13,,,3.6414565826330487,,,,,,,
2019-04,2020-01,9,CORE_SPLIT_MONTHLY_R13,,,3.6414565826330487,,,,,,,
2019-04,2020-01,9,CORE_SPLIT_CUMULATIVE_R13,,,3.6414565826330487,,,,,,,
2019-04,2020-01,9,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.6414565826330487,,,,,,,
2019-04,2020-01,9,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.6414565826330487,,,,,,,
2019-04,2020-02,10,CORE_AGG_MONTHLY_R13,,,3.7278657968313063,,,,,,,
2019-04,2020-02,10,CORE_AGG_CUMULATIVE_R13,,,3.7278657968313063,,,,,,,
2019-04,2020-02,10,CORE_SPLIT_MONTHLY_R13,,,3.7278657968313063,,,,,,,
2019-04,2020-02,10,CORE_SPLIT_CUMULATIVE_R13,,,3.7278657968313063,,,,,,,
2019-04,2020-02,10,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.7278657968313063,,,,,,,
2019-04,2020-02,10,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.7278657968313063,,,,,,,
2019-04,2020-03,11,CORE_AGG_MONTHLY_R13,,,3.4418604651162905,,,,,,,
2019-04,2020-03,11,CORE_AGG_CUMULATIVE_R13,,,3.4418604651162905,,,,,,,
2019-04,2020-03,11,CORE_SPLIT_MONTHLY_R13,,,3.4418604651162905,,,,,,,
2019-04,2020-03,11,CORE_SPLIT_CUMULATIVE_R13,,,3.4418604651162905,,,,,,,
2019-04,2020-03,11,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.4418604651162905,,,,,,,
2019-04,2020-03,11,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.4418604651162905,,,,,,,
2019-04,2020-04,12,CORE_AGG_MONTHLY_R13,,,3.159851301115256,,,,,,,
2019-04,2020-04,12,CORE_AGG_CUMULATIVE_R13,,,3.159851301115256,,,,,,,
2019-04,2020-04,12,CORE_SPLIT_MONTHLY_R13,,,3.159851301115256,,,,,,,
2019-04,2020-04,12,CORE_SPLIT_CUMULATIVE_R13,,,3.159851301115256,,,,,,,
2019-04,2020-04,12,CORE_AGG_CUMULATIVE_LABOUR_R13,,,3.159851301115256,,,,,,,
2019-04,2020-04,12,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,,,3.159851301115256,,,,,,,
2019-05,2019-06,1,CORE_AGG_MONTHLY_R13,2.2670581903575258,,2.7462121212121224,2.395008920892872,-0.12795073053534622,,-0.35120320031925045,,,
2019-05,2019-06,1,CORE_AGG_CUMULATIVE_R13,2.2670581903575258,,2.7462121212121224,2.395008920892872,-0.12795073053534622,,-0.35120320031925045,,,
2019-05,2019-06,1,CORE_SPLIT_MONTHLY_R13,2.2670581903575258,,2.7462121212121224,2.395008920892872,-0.12795073053534622,,-0.35120320031925045,,,
2019-05,2019-06,1,CORE_SPLIT_CUMULATIVE_R13,2.2670581903575258,,2.7462121212121224,2.395008920892872,-0.12795073053534622,,-0.35120320031925045,,,
2019-05,2019-06,1,CORE_AGG_CUMULATIVE_LABOUR_R13,2.2670581903575258,,2.7462121212121224,2.395008920892872,-0.12795073053534622,,-0.35120320031925045,,,
2019-05,2019-06,1,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,2.2670581903575258,,2.7462121212121224,2.395008920892872,-0.12795073053534622,,-0.35120320031925045,,,
2019-05,2019-07,2,CORE_AGG_MONTHLY_R13,2.495983292695754,,2.9300567107750517,2.9133112048859053,-0.4173279121901512,,-0.01674550588914636,,,
2019-05,2019-07,2,CORE_AGG_CUMULATIVE_R13,2.495983292695754,,2.9300567107750517,2.9133112048859053,-0.4173279121901512,,-0.01674550588914636,,,
2019-05,2019-07,2,CORE_SPLIT_MONTHLY_R13,2.495983292695754,,2.9300567107750517,2.9133112048859053,-0.4173279121901512,,-0.01674550588914636,,,
2019-05,2019-07,2,CORE_SPLIT_CUMULATIVE_R13,2.495983292695754,,2.9300567107750517,2.9133112048859053,-0.4173279121901512,,-0.01674550588914636,,,
2019-05,2019-07,2,CORE_AGG_CUMULATIVE_LABOUR_R13,2.495983292695754,,2.9300567107750517,2.9133112048859053,-0.4173279121901512,,-0.01674550588914636,,,
2019-05,2019-07,2,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,2.495983292695754,,2.9300567107750517,2.9133112048859053,-0.4173279121901512,,-0.01674550588914636,,,
2019-05,2019-08,3,CORE_AGG_MONTHLY_R13,2.384398102506931,,2.9272898961284195,2.833902281395813,-0.44950417888888206,,-0.09338761473260648,,,
2019-05,2019-08,3,CORE_AGG_CUMULATIVE_R13,2.384398102506931,,2.9272898961284195,2.833902281395813,-0.44950417888888206,,-0.09338761473260648,,,
2019-05,2019-08,3,CORE_SPLIT_MONTHLY_R13,2.384398102506931,,2.9272898961284195,2.833902281395813,-0.44950417888888206,,-0.09338761473260648,,,
2019-05,2019-08,3,CORE_SPLIT_CUMULATIVE_R13,2.384398102506931,,2.9272898961284195,2.833902281395813,-0.44950417888888206,,-0.09338761473260648,,,
2019-05,2019-08,3,CORE_AGG_CUMULATIVE_LABOUR_R13,2.384398102506931,,2.9272898961284195,2.833902281395813,-0.44950417888888206,,-0.09338761473260648,,,
2019-05,2019-08,3,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,2.384398102506931,,2.9272898961284195,2.833902281395813,-0.44950417888888206,,-0.09338761473260648,,,
2019-05,2019-09,4,CORE_AGG_MONTHLY_R13,2.5054975744743095,,2.6515151515151705,2.6993756743166606,-0.19387809984235105,,0.04786052280149011,,,
2019-05,2019-09,4,CORE_AGG_CUMULATIVE_R13,2.5054975744743095,,2.6515151515151705,2.6993756743166606,-0.19387809984235105,,0.04786052280149011,,,
2019-05,2019-09,4,CORE_SPLIT_MONTHLY_R13,2.5054975744743095,,2.6515151515151705,2.6993756743166606,-0.19387809984235105,,0.04786052280149011,,,
2019-05,2019-09,4,CORE_SPLIT_CUMULATIVE_R13,2.5054975744743095,,2.6515151515151705,2.6993756743166606,-0.19387809984235105,,0.04786052280149011,,,
