scope,sample,h,horizon_label,metric,model,n_intended,n_scored,n_missing_forecast,n_fallback,rmse,mae,bias
primary_control_calendar,full,0,pooled_h1_12,cumulative_pct,FOOD_H0_SLOW_R18,36,36,0,36,2.4597601118975785,2.058491026867106,-2.0177805226202548
primary_control_calendar,full,0,pooled_h1_12,cumulative_pct,STATE_FAST_R15,36,36,0,0,2.4597601118975785,2.058491026867106,-2.0177805226202548
common,full,0,pooled_h1_12,cumulative_pct,FOOD_H0_FAST_R18,36,36,0,36,2.4597601118975785,2.058491026867106,-2.0177805226202548
common,full,0,pooled_h1_12,cumulative_pct,FOOD_H0_SELECT_R18,36,36,0,36,2.4597601118975785,2.058491026867106,-2.0177805226202548
common,full,0,pooled_h1_12,cumulative_pct,FOOD_H0_SLOW_R18,36,36,0,36,2.4597601118975785,2.058491026867106,-2.0177805226202548
common,full,0,pooled_h1_12,cumulative_pct,STATE_FAST_R15,36,36,0,0,2.4597601118975785,2.058491026867106,-2.0177805226202548
primary_control_calendar,full,1,h1,mm,FOOD_H0_FAST_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
primary_control_calendar,full,1,h1,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
primary_control_calendar,full,1,h1,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
primary_control_calendar,full,1,h1,mm,STATE_FAST_R15,3,3,0,0,0.9822325031469155,0.764827658729485,-0.44256170297604497
common,full,1,h1,mm,FOOD_H0_FAST_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
common,full,1,h1,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
common,full,1,h1,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
common,full,1,h1,mm,STATE_FAST_R15,3,3,0,0,0.9822325031469155,0.764827658729485,-0.44256170297604497
primary_control_calendar,full,1,h1,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,0.9724347097570163,0.7593990856754714,-0.4358094747021022
primary_control_calendar,full,1,h1,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,0.9724347097570163,0.7593990856754714,-0.4358094747021022
primary_control_calendar,full,1,h1,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,0.9724347097570163,0.7593990856754714,-0.4358094747021022
primary_control_calendar,full,1,h1,cumulative_log,STATE_FAST_R15,3,3,0,0,0.9724347097570163,0.7593990856754714,-0.4358094747021022
common,full,1,h1,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,0.9724347097570163,0.7593990856754714,-0.4358094747021022
common,full,1,h1,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,0.9724347097570163,0.7593990856754714,-0.4358094747021022
common,full,1,h1,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,0.9724347097570163,0.7593990856754714,-0.4358094747021022
common,full,1,h1,cumulative_log,STATE_FAST_R15,3,3,0,0,0.9724347097570163,0.7593990856754714,-0.4358094747021022
primary_control_calendar,full,1,h1,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
primary_control_calendar,full,1,h1,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
primary_control_calendar,full,1,h1,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
primary_control_calendar,full,1,h1,cumulative_pct,STATE_FAST_R15,3,3,0,0,0.9822325031469155,0.764827658729485,-0.44256170297604497
common,full,1,h1,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
common,full,1,h1,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
common,full,1,h1,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,0.9822325031469155,0.764827658729485,-0.44256170297604497
common,full,1,h1,cumulative_pct,STATE_FAST_R15,3,3,0,0,0.9822325031469155,0.764827658729485,-0.44256170297604497
primary_control_calendar,full,2,h2,mm,FOOD_H0_FAST_R18,3,3,0,3,0.9810853543892496,0.787401947274128,-0.49396334854750384
primary_control_calendar,full,2,h2,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.9810853543892496,0.787401947274128,-0.49396334854750384
primary_control_calendar,full,2,h2,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.9810853543892496,0.787401947274128,-0.49396334854750384
primary_control_calendar,full,2,h2,mm,STATE_FAST_R15,3,3,0,0,0.9810853543892496,0.787401947274128,-0.49396334854750384
common,full,2,h2,mm,FOOD_H0_FAST_R18,3,3,0,3,0.9810853543892496,0.787401947274128,-0.49396334854750384
common,full,2,h2,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.9810853543892496,0.787401947274128,-0.49396334854750384
common,full,2,h2,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.9810853543892496,0.787401947274128,-0.49396334854750384
common,full,2,h2,mm,STATE_FAST_R15,3,3,0,0,0.9810853543892496,0.787401947274128,-0.49396334854750384
primary_control_calendar,full,2,h2,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.283589534288782,1.0899169450690327,-0.9227778408201789
primary_control_calendar,full,2,h2,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.283589534288782,1.0899169450690327,-0.9227778408201789
primary_control_calendar,full,2,h2,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.283589534288782,1.0899169450690327,-0.9227778408201789
primary_control_calendar,full,2,h2,cumulative_log,STATE_FAST_R15,3,3,0,0,1.283589534288782,1.0899169450690327,-0.9227778408201788
common,full,2,h2,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.283589534288782,1.0899169450690327,-0.9227778408201789
common,full,2,h2,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.283589534288782,1.0899169450690327,-0.9227778408201789
common,full,2,h2,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.283589534288782,1.0899169450690327,-0.9227778408201789
common,full,2,h2,cumulative_log,STATE_FAST_R15,3,3,0,0,1.283589534288782,1.0899169450690327,-0.9227778408201788
primary_control_calendar,full,2,h2,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.2988413190680261,1.1009256591282384,-0.934665563919459
primary_control_calendar,full,2,h2,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.2988413190680261,1.1009256591282384,-0.934665563919459
primary_control_calendar,full,2,h2,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.2988413190680261,1.1009256591282384,-0.934665563919459
primary_control_calendar,full,2,h2,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.2988413190680261,1.1009256591282384,-0.934665563919459
common,full,2,h2,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.2988413190680261,1.1009256591282384,-0.934665563919459
common,full,2,h2,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.2988413190680261,1.1009256591282384,-0.934665563919459
common,full,2,h2,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.2988413190680261,1.1009256591282384,-0.934665563919459
common,full,2,h2,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.2988413190680261,1.1009256591282384,-0.934665563919459
primary_control_calendar,full,3,h3,mm,FOOD_H0_FAST_R18,3,3,0,3,1.0003913440661758,0.7894644949860381,-0.5193651857311751
primary_control_calendar,full,3,h3,mm,FOOD_H0_SELECT_R18,3,3,0,3,1.0003913440661758,0.7894644949860381,-0.5193651857311751
primary_control_calendar,full,3,h3,mm,FOOD_H0_SLOW_R18,3,3,0,3,1.0003913440661758,0.7894644949860381,-0.5193651857311751
primary_control_calendar,full,3,h3,mm,STATE_FAST_R15,3,3,0,0,1.0003913440661758,0.7894644949860381,-0.5193651857311751
common,full,3,h3,mm,FOOD_H0_FAST_R18,3,3,0,3,1.0003913440661758,0.7894644949860381,-0.5193651857311751
common,full,3,h3,mm,FOOD_H0_SELECT_R18,3,3,0,3,1.0003913440661758,0.7894644949860381,-0.5193651857311751
common,full,3,h3,mm,FOOD_H0_SLOW_R18,3,3,0,3,1.0003913440661758,0.7894644949860381,-0.5193651857311751
common,full,3,h3,mm,STATE_FAST_R15,3,3,0,0,1.0003913440661758,0.7894644949860381,-0.5193651857311751
primary_control_calendar,full,3,h3,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.436143873556704,1.4352651816146629,-1.4352651816146629
primary_control_calendar,full,3,h3,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.436143873556704,1.4352651816146629,-1.4352651816146629
primary_control_calendar,full,3,h3,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.436143873556704,1.4352651816146629,-1.4352651816146629
primary_control_calendar,full,3,h3,cumulative_log,STATE_FAST_R15,3,3,0,0,1.436143873556704,1.4352651816146629,-1.4352651816146629
common,full,3,h3,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.436143873556704,1.4352651816146629,-1.4352651816146629
common,full,3,h3,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.436143873556704,1.4352651816146629,-1.4352651816146629
common,full,3,h3,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.436143873556704,1.4352651816146629,-1.4352651816146629
common,full,3,h3,cumulative_log,STATE_FAST_R15,3,3,0,0,1.436143873556704,1.4352651816146629,-1.4352651816146629
primary_control_calendar,full,3,h3,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.4486125562624363,1.4476532541828344,-1.4476532541828344
primary_control_calendar,full,3,h3,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.4486125562624363,1.4476532541828344,-1.4476532541828344
primary_control_calendar,full,3,h3,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.4486125562624363,1.4476532541828344,-1.4476532541828344
primary_control_calendar,full,3,h3,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.4486125562624363,1.4476532541828344,-1.4476532541828344
common,full,3,h3,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.4486125562624363,1.4476532541828344,-1.4476532541828344
common,full,3,h3,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.4486125562624363,1.4476532541828344,-1.4476532541828344
common,full,3,h3,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.4486125562624363,1.4476532541828344,-1.4476532541828344
common,full,3,h3,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.4486125562624363,1.4476532541828344,-1.4476532541828344
primary_control_calendar,full,4,h4,mm,FOOD_H0_FAST_R18,3,3,0,3,0.34544156572443807,0.34139632427886984,-0.06975190246932696
primary_control_calendar,full,4,h4,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.34544156572443807,0.34139632427886984,-0.06975190246932696
primary_control_calendar,full,4,h4,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.34544156572443807,0.34139632427886984,-0.06975190246932696
primary_control_calendar,full,4,h4,mm,STATE_FAST_R15,3,3,0,0,0.34544156572443807,0.34139632427886984,-0.06975190246932696
common,full,4,h4,mm,FOOD_H0_FAST_R18,3,3,0,3,0.34544156572443807,0.34139632427886984,-0.06975190246932696
common,full,4,h4,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.34544156572443807,0.34139632427886984,-0.06975190246932696
common,full,4,h4,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.34544156572443807,0.34139632427886984,-0.06975190246932696
common,full,4,h4,mm,STATE_FAST_R15,3,3,0,0,0.34544156572443807,0.34139632427886984,-0.06975190246932696
primary_control_calendar,full,4,h4,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.5458262193181649,1.5047114011174616,-1.5047114011174616
primary_control_calendar,full,4,h4,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.5458262193181649,1.5047114011174616,-1.5047114011174616
primary_control_calendar,full,4,h4,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.5458262193181649,1.5047114011174616,-1.5047114011174616
primary_control_calendar,full,4,h4,cumulative_log,STATE_FAST_R15,3,3,0,0,1.5458262193181647,1.5047114011174616,-1.5047114011174616
common,full,4,h4,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.5458262193181649,1.5047114011174616,-1.5047114011174616
common,full,4,h4,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.5458262193181649,1.5047114011174616,-1.5047114011174616
common,full,4,h4,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.5458262193181649,1.5047114011174616,-1.5047114011174616
common,full,4,h4,cumulative_log,STATE_FAST_R15,3,3,0,0,1.5458262193181647,1.5047114011174616,-1.5047114011174616
primary_control_calendar,full,4,h4,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.5563875669809042,1.5149048811685324,-1.5149048811685324
primary_control_calendar,full,4,h4,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.5563875669809042,1.5149048811685324,-1.5149048811685324
primary_control_calendar,full,4,h4,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.5563875669809042,1.5149048811685324,-1.5149048811685324
primary_control_calendar,full,4,h4,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.5563875669809042,1.5149048811685324,-1.5149048811685324
common,full,4,h4,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.5563875669809042,1.5149048811685324,-1.5149048811685324
common,full,4,h4,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.5563875669809042,1.5149048811685324,-1.5149048811685324
common,full,4,h4,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.5563875669809042,1.5149048811685324,-1.5149048811685324
common,full,4,h4,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.5563875669809042,1.5149048811685324,-1.5149048811685324
primary_control_calendar,full,5,h5,mm,FOOD_H0_FAST_R18,3,3,0,3,0.627384781539946,0.5458373776300715,0.3630020489481256
primary_control_calendar,full,5,h5,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.627384781539946,0.5458373776300715,0.3630020489481256
primary_control_calendar,full,5,h5,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.627384781539946,0.5458373776300715,0.3630020489481256
primary_control_calendar,full,5,h5,mm,STATE_FAST_R15,3,3,0,0,0.627384781539946,0.5458373776300715,0.3630020489481256
common,full,5,h5,mm,FOOD_H0_FAST_R18,3,3,0,3,0.627384781539946,0.5458373776300715,0.3630020489481256
common,full,5,h5,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.627384781539946,0.5458373776300715,0.3630020489481256
common,full,5,h5,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.627384781539946,0.5458373776300715,0.3630020489481256
common,full,5,h5,mm,STATE_FAST_R15,3,3,0,0,0.627384781539946,0.5458373776300715,0.3630020489481256
primary_control_calendar,full,5,h5,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.1661869838473533,1.1414194846908259,-1.1414194846908259
primary_control_calendar,full,5,h5,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.1661869838473533,1.1414194846908259,-1.1414194846908259
primary_control_calendar,full,5,h5,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.1661869838473533,1.1414194846908259,-1.1414194846908259
primary_control_calendar,full,5,h5,cumulative_log,STATE_FAST_R15,3,3,0,0,1.1661869838473533,1.1414194846908259,-1.1414194846908259
common,full,5,h5,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.1661869838473533,1.1414194846908259,-1.1414194846908259
common,full,5,h5,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.1661869838473533,1.1414194846908259,-1.1414194846908259
common,full,5,h5,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.1661869838473533,1.1414194846908259,-1.1414194846908259
common,full,5,h5,cumulative_log,STATE_FAST_R15,3,3,0,0,1.1661869838473533,1.1414194846908259,-1.1414194846908259
primary_control_calendar,full,5,h5,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.1703389059310814,1.1456384810975198,-1.1456384810975198
primary_control_calendar,full,5,h5,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.1703389059310814,1.1456384810975198,-1.1456384810975198
primary_control_calendar,full,5,h5,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.1703389059310814,1.1456384810975198,-1.1456384810975198
primary_control_calendar,full,5,h5,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.1703389059310814,1.1456384810975198,-1.1456384810975198
common,full,5,h5,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.1703389059310814,1.1456384810975198,-1.1456384810975198
common,full,5,h5,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.1703389059310814,1.1456384810975198,-1.1456384810975198
common,full,5,h5,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.1703389059310814,1.1456384810975198,-1.1456384810975198
common,full,5,h5,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.1703389059310814,1.1456384810975198,-1.1456384810975198
primary_control_calendar,full,6,h6,mm,FOOD_H0_FAST_R18,3,3,0,3,0.6460100887807072,0.5744016375791959,0.07955180183383705
primary_control_calendar,full,6,h6,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.6460100887807072,0.5744016375791959,0.07955180183383705
primary_control_calendar,full,6,h6,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.6460100887807072,0.5744016375791959,0.07955180183383705
primary_control_calendar,full,6,h6,mm,STATE_FAST_R15,3,3,0,0,0.6460100887807072,0.5744016375791959,0.07955180183383705
common,full,6,h6,mm,FOOD_H0_FAST_R18,3,3,0,3,0.6460100887807072,0.5744016375791959,0.07955180183383705
common,full,6,h6,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.6460100887807072,0.5744016375791959,0.07955180183383705
common,full,6,h6,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.6460100887807072,0.5744016375791959,0.07955180183383705
common,full,6,h6,mm,STATE_FAST_R15,3,3,0,0,0.6460100887807072,0.5744016375791959,0.07955180183383705
primary_control_calendar,full,6,h6,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.1996771958143215,1.0611476224807526,-1.0611476224807526
primary_control_calendar,full,6,h6,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.1996771958143215,1.0611476224807526,-1.0611476224807526
primary_control_calendar,full,6,h6,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.1996771958143215,1.0611476224807526,-1.0611476224807526
primary_control_calendar,full,6,h6,cumulative_log,STATE_FAST_R15,3,3,0,0,1.1996771958143215,1.0611476224807526,-1.0611476224807526
common,full,6,h6,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.1996771958143215,1.0611476224807526,-1.0611476224807526
common,full,6,h6,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.1996771958143215,1.0611476224807526,-1.0611476224807526
common,full,6,h6,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.1996771958143215,1.0611476224807526,-1.0611476224807526
common,full,6,h6,cumulative_log,STATE_FAST_R15,3,3,0,0,1.1996771958143215,1.0611476224807526,-1.0611476224807526
primary_control_calendar,full,6,h6,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.2048904328405645,1.0661682334758098,-1.0661682334758098
primary_control_calendar,full,6,h6,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.2048904328405645,1.0661682334758098,-1.0661682334758098
primary_control_calendar,full,6,h6,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.2048904328405645,1.0661682334758098,-1.0661682334758098
primary_control_calendar,full,6,h6,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.2048904328405645,1.0661682334758098,-1.0661682334758098
common,full,6,h6,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.2048904328405645,1.0661682334758098,-1.0661682334758098
common,full,6,h6,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.2048904328405645,1.0661682334758098,-1.0661682334758098
common,full,6,h6,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.2048904328405645,1.0661682334758098,-1.0661682334758098
common,full,6,h6,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.2048904328405645,1.0661682334758098,-1.0661682334758098
primary_control_calendar,full,7,h7,mm,FOOD_H0_FAST_R18,3,3,0,3,0.8871896692348425,0.8421232377176141,-0.1938622482778486
primary_control_calendar,full,7,h7,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.8871896692348425,0.8421232377176141,-0.1938622482778486
primary_control_calendar,full,7,h7,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.8871896692348425,0.8421232377176141,-0.1938622482778486
primary_control_calendar,full,7,h7,mm,STATE_FAST_R15,3,3,0,0,0.8871896692348425,0.8421232377176141,-0.1938622482778486
common,full,7,h7,mm,FOOD_H0_FAST_R18,3,3,0,3,0.8871896692348425,0.8421232377176141,-0.1938622482778486
common,full,7,h7,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.8871896692348425,0.8421232377176141,-0.1938622482778486
common,full,7,h7,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.8871896692348425,0.8421232377176141,-0.1938622482778486
common,full,7,h7,mm,STATE_FAST_R15,3,3,0,0,0.8871896692348425,0.8421232377176141,-0.1938622482778486
primary_control_calendar,full,7,h7,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.4737274266264573,1.2515318001130893,-1.2515318001130893
primary_control_calendar,full,7,h7,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.4737274266264573,1.2515318001130893,-1.2515318001130893
primary_control_calendar,full,7,h7,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.4737274266264573,1.2515318001130893,-1.2515318001130893
primary_control_calendar,full,7,h7,cumulative_log,STATE_FAST_R15,3,3,0,0,1.473727426626457,1.2515318001130888,-1.2515318001130888
common,full,7,h7,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.4737274266264573,1.2515318001130893,-1.2515318001130893
common,full,7,h7,cumulative_log,FOOD_H0_SELECT_R18,3,3,0,3,1.4737274266264573,1.2515318001130893,-1.2515318001130893
common,full,7,h7,cumulative_log,FOOD_H0_SLOW_R18,3,3,0,3,1.4737274266264573,1.2515318001130893,-1.2515318001130893
common,full,7,h7,cumulative_log,STATE_FAST_R15,3,3,0,0,1.473727426626457,1.2515318001130888,-1.2515318001130888
primary_control_calendar,full,7,h7,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.497039416770023,1.2673138006646183,-1.2673138006646183
primary_control_calendar,full,7,h7,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.497039416770023,1.2673138006646183,-1.2673138006646183
primary_control_calendar,full,7,h7,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.497039416770023,1.2673138006646183,-1.2673138006646183
primary_control_calendar,full,7,h7,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.497039416770023,1.2673138006646183,-1.2673138006646183
common,full,7,h7,cumulative_pct,FOOD_H0_FAST_R18,3,3,0,3,1.497039416770023,1.2673138006646183,-1.2673138006646183
common,full,7,h7,cumulative_pct,FOOD_H0_SELECT_R18,3,3,0,3,1.497039416770023,1.2673138006646183,-1.2673138006646183
common,full,7,h7,cumulative_pct,FOOD_H0_SLOW_R18,3,3,0,3,1.497039416770023,1.2673138006646183,-1.2673138006646183
common,full,7,h7,cumulative_pct,STATE_FAST_R15,3,3,0,0,1.497039416770023,1.2673138006646183,-1.2673138006646183
primary_control_calendar,full,8,h8,mm,FOOD_H0_FAST_R18,3,3,0,3,0.7134207227411634,0.6290149245833968,-0.6290149245833968
primary_control_calendar,full,8,h8,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.7134207227411634,0.6290149245833968,-0.6290149245833968
primary_control_calendar,full,8,h8,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.7134207227411634,0.6290149245833968,-0.6290149245833968
primary_control_calendar,full,8,h8,mm,STATE_FAST_R15,3,3,0,0,0.7134207227411634,0.6290149245833968,-0.6290149245833968
common,full,8,h8,mm,FOOD_H0_FAST_R18,3,3,0,3,0.7134207227411634,0.6290149245833968,-0.6290149245833968
common,full,8,h8,mm,FOOD_H0_SELECT_R18,3,3,0,3,0.7134207227411634,0.6290149245833968,-0.6290149245833968
common,full,8,h8,mm,FOOD_H0_SLOW_R18,3,3,0,3,0.7134207227411634,0.6290149245833968,-0.6290149245833968
common,full,8,h8,mm,STATE_FAST_R15,3,3,0,0,0.7134207227411634,0.6290149245833968,-0.6290149245833968
primary_control_calendar,full,8,h8,cumulative_log,FOOD_H0_FAST_R18,3,3,0,3,1.9828700992577402,1.8766692304070596,-1.8766692304070596
