metric,h,sample,model,n,rmse,mae,bias,rmse_vs_fast_pct
core_cumulative_log,2,full,STABLE_LOCAL_CORE_R14B,86,0.7032430386708078,0.5224411894934649,-0.0081680975333043,23.129335247542194
core_cumulative_log,2,full,DAMPED_P95_Q001_R16,86,0.5868376192092271,0.4437459204065465,-0.0053418052155032,2.7481567226807835
core_cumulative_log,2,full,CORE_PANEL_SHRINK_R25,86,0.7117386705715375,0.5000267919162135,-0.3337405840740938,24.616817456284434
core_cumulative_log,2,full,CORE_PANEL_STATE_R25,86,0.7119885297046741,0.4999949975059147,-0.3339648088808518,24.66056476308576
core_cumulative_log,2,full,CORE_OWN_SHRINK_R25,86,0.5735171914431754,0.4329938344426196,-0.0269411798684781,0.4159112174186852
core_cumulative_log,2,full,CORE_PANEL_SHRINK_FOODNORM_R25,86,0.7117386705715375,0.5000267919162135,-0.3337405840740938,24.616817456284434
core_cumulative_log,2,origins_2019_2021,STATE_FAST_R15,33,0.7083138334799606,0.5589499388190345,-0.2473614455876454,0.0
core_cumulative_log,2,origins_2019_2021,STABLE_LOCAL_CORE_R14B,33,0.8011980546492335,0.633086994593695,-0.356124046727403,13.113427520246335
core_cumulative_log,2,origins_2019_2021,DAMPED_P95_Q001_R16,33,0.7052613789298415,0.5538679697452269,-0.240953244403466,-0.43094662363465375
core_cumulative_log,2,origins_2019_2021,CORE_PANEL_SHRINK_R25,33,0.8926444325529674,0.708507525480161,-0.5462665815322298,26.023859814707674
core_cumulative_log,2,origins_2019_2021,CORE_PANEL_STATE_R25,33,0.8929010934025942,0.7087261473087912,-0.546923348739815,26.060095285129826
core_cumulative_log,2,origins_2019_2021,CORE_OWN_SHRINK_R25,33,0.7184462813941598,0.5646146065093784,-0.2812602927848185,1.4305026155451817
core_cumulative_log,2,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,33,0.8926444325529674,0.708507525480161,-0.5462665815322298,26.023859814707674
core_cumulative_log,2,origins_2022_2023,STATE_FAST_R15,24,0.6318645745524802,0.5373869312080406,0.3264934436318806,0.0
core_cumulative_log,2,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,0.917883609673349,0.821761681414869,0.4947474729322405,45.265876050013176
core_cumulative_log,2,origins_2022_2023,DAMPED_P95_Q001_R16,24,0.6845833477971235,0.5747611128500755,0.4083073648641002,8.343365867912667
core_cumulative_log,2,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,0.8066556302021605,0.5897180777425116,-0.3502283165059055,27.662740196105553
core_cumulative_log,2,origins_2022_2023,CORE_PANEL_STATE_R25,24,0.8072279570010291,0.5900359342145028,-0.351262420988195,27.75331764290638
core_cumulative_log,2,origins_2022_2023,CORE_OWN_SHRINK_R25,24,0.6261481000599127,0.5307121419085598,0.3177233177190472,-0.904699317352331
core_cumulative_log,2,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,0.8066556302021605,0.5897180777425116,-0.3502283165059055,27.662740196105553
core_cumulative_log,2,origins_2024plus,STATE_FAST_R15,29,0.2569718172141548,0.2069149373942162,-0.0119499055790997,0.0
core_cumulative_log,2,origins_2024plus,STABLE_LOCAL_CORE_R14B,29,0.1972058254761122,0.1488203834789372,-0.028424213663229,-23.25780016889358
core_cumulative_log,2,origins_2024plus,DAMPED_P95_Q001_R16,29,0.2596315556089451,0.2100082567230586,-0.0795625841364589,1.0350311655280553
core_cumulative_log,2,origins_2024plus,CORE_PANEL_SHRINK_R25,29,0.2387959993928471,0.1885628240734055,-0.0782556359885087,-7.073078292535229
core_cumulative_log,2,origins_2024plus,CORE_PANEL_STATE_R25,29,0.2383118760513004,0.1879567070058784,-0.0773174121249202,-7.261473793176165
core_cumulative_log,2,origins_2024plus,CORE_OWN_SHRINK_R25,29,0.2521881981656539,0.2023481497051843,-0.022783152829215,-1.8615345061417043
core_cumulative_log,2,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,29,0.2387959993928471,0.1885628240734055,-0.0782556359885087,-7.073078292535229
core_cumulative_log,3,full,STATE_FAST_R15,84,0.8213825884343019,0.6118143485368274,-0.0068412617471639,0.0
core_cumulative_log,3,full,STABLE_LOCAL_CORE_R14B,84,1.0453943968556547,0.7557428280398392,-0.0077609522205629,27.272529461375395
core_cumulative_log,3,full,DAMPED_P95_Q001_R16,84,0.8540597587008443,0.626965564601989,-0.0029138750769927,3.978312996484479
core_cumulative_log,3,full,CORE_PANEL_SHRINK_R25,84,1.036911956660221,0.6721439569034054,-0.5087463308305681,26.239826758046526
core_cumulative_log,3,full,CORE_PANEL_STATE_R25,84,1.037125996404078,0.6728220512671156,-0.5095751073445319,26.265885229077046
core_cumulative_log,3,full,CORE_OWN_SHRINK_R25,84,0.8274078804959824,0.6085201406340977,-0.0375153176275937,0.7335548800913472
core_cumulative_log,3,full,CORE_PANEL_SHRINK_FOODNORM_R25,84,1.036911956660221,0.6721439569034054,-0.5087463308305681,26.239826758046526
core_cumulative_log,3,origins_2019_2021,STATE_FAST_R15,32,1.0096712773052818,0.7680380140221023,-0.3973500769464824,0.0
core_cumulative_log,3,origins_2019_2021,STABLE_LOCAL_CORE_R14B,32,1.159850044466255,0.8694457704481073,-0.5683661726918252,14.874025887097254
core_cumulative_log,3,origins_2019_2021,DAMPED_P95_Q001_R16,32,1.0058095751708818,0.7560871781338917,-0.384642245422024,-0.3824712281314535
core_cumulative_log,3,origins_2019_2021,CORE_PANEL_SHRINK_R25,32,1.3102592018934245,0.9640424126389472,-0.8566043579929046,29.770870118280833
core_cumulative_log,3,origins_2019_2021,CORE_PANEL_STATE_R25,32,1.3104118668434852,0.9655509602388892,-0.8578555184174673,29.78599038103291
core_cumulative_log,3,origins_2019_2021,CORE_OWN_SHRINK_R25,32,1.0314457660086742,0.7785077458195386,-0.4494158064702816,2.1565918723078337
core_cumulative_log,3,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,32,1.3102592018934245,0.9640424126389472,-0.8566043579929046,29.770870118280833
core_cumulative_log,3,origins_2022_2023,STATE_FAST_R15,24,0.9493704396249708,0.8275091847017327,0.521914060240025,0.0
core_cumulative_log,3,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,1.4032185297084572,1.2756074452661412,0.7719855787907397,47.80516341574419
core_cumulative_log,3,origins_2022_2023,DAMPED_P95_Q001_R16,24,1.0464919579720464,0.8852573092540293,0.6524432725000467,10.23009715632619
core_cumulative_log,3,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,1.178511614195786,0.8160181683342449,-0.507421070378483,24.136118527277173
core_cumulative_log,3,origins_2022_2023,CORE_PANEL_STATE_R25,24,1.178883575348034,0.8163087202412075,-0.5081983882060213,24.17529829701961
core_cumulative_log,3,origins_2022_2023,CORE_OWN_SHRINK_R25,24,0.9393959494092272,0.8114043415300328,0.5058092170683252,-1.0506425942315878
core_cumulative_log,3,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,1.178511614195786,0.8160181683342449,-0.507421070378483,24.136118527277173
core_cumulative_log,3,origins_2024plus,STATE_FAST_R15,28,0.293924769947105,0.2483917284123087,-0.0137643203655334,0.0
core_cumulative_log,3,origins_2024plus,STABLE_LOCAL_CORE_R14B,28,0.2310497431386898,0.180198364807845,-0.0354234411202369,-21.39153730382445
core_cumulative_log,3,origins_2024plus,DAMPED_P95_Q001_R16,28,0.3055869713543321,0.2580050822923517,-0.1283875783201335,3.967750458501973
core_cumulative_log,3,origins_2024plus,CORE_PANEL_SHRINK_R25,28,0.2702758816009507,0.2152249691220669,-0.1123302373182568,-8.045898394480389
core_cumulative_log,3,origins_2024plus,CORE_PANEL_STATE_R25,28,0.2705032319041628,0.2152861533215806,-0.1127203968084716,-7.9685485667496225
core_cumulative_log,3,origins_2024plus,CORE_OWN_SHRINK_R25,28,0.2855691986460391,0.2403478482256493,-0.0324786458324523,-2.842758472710405
core_cumulative_log,3,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,28,0.2702758816009507,0.2152249691220669,-0.1123302373182568,-8.045898394480389
core_cumulative_log,4,full,STATE_FAST_R15,83,1.0931906440625303,0.7899394970946951,-0.0106715741174394,0.0
core_cumulative_log,4,full,STABLE_LOCAL_CORE_R14B,83,1.4116737535967532,1.0052808666256507,-0.0067996838326834,29.1333548511421
core_cumulative_log,4,full,DAMPED_P95_Q001_R16,83,1.1486045942699403,0.8174427123474074,-0.0039240853253715,5.069010653208661
core_cumulative_log,4,full,CORE_PANEL_SHRINK_R25,83,1.3739130422165609,0.8751659091449953,-0.6935608166526954,25.67918045024664
core_cumulative_log,4,full,CORE_PANEL_STATE_R25,83,1.374263194570687,0.8771486018009101,-0.6955000584756935,25.711210760424265
core_cumulative_log,4,full,CORE_OWN_SHRINK_R25,83,1.1059858742460833,0.792347493856208,-0.0544314473495893,1.170448197032048
core_cumulative_log,4,full,CORE_PANEL_SHRINK_FOODNORM_R25,83,1.3739130422165609,0.8751659091449953,-0.6935608166526954,25.67918045024664
core_cumulative_log,4,origins_2019_2021,STATE_FAST_R15,32,1.3164640040189486,0.9622613645915064,-0.5773408325406806,0.0
core_cumulative_log,4,origins_2019_2021,STABLE_LOCAL_CORE_R14B,32,1.539912625305936,1.115118014465371,-0.8011035086433065,16.973393925305636
core_cumulative_log,4,origins_2019_2021,DAMPED_P95_Q001_R16,32,1.3130248830538287,0.9436778132294495,-0.5548637389493452,-0.26123927085137666
core_cumulative_log,4,origins_2019_2021,CORE_PANEL_SHRINK_R25,32,1.7541299594481017,1.307500050718049,-1.193754478805957,33.24556950232067
core_cumulative_log,4,origins_2019_2021,CORE_PANEL_STATE_R25,32,1.7545420047831717,1.3103199754019503,-1.1957993738232728,33.27686890236594
core_cumulative_log,4,origins_2019_2021,CORE_OWN_SHRINK_R25,32,1.3577748706418384,0.9920208769139792,-0.6471528693257802,3.1380171806273838
core_cumulative_log,4,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,32,1.7541299594481017,1.307500050718049,-1.193754478805957,33.24556950232067
core_cumulative_log,4,origins_2022_2023,STATE_FAST_R15,24,1.30873346102165,1.168588155710103,0.7736656837534316,0.0
core_cumulative_log,4,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,1.9127708037292928,1.7569305860927695,1.1044176944345871,46.154343928526664
core_cumulative_log,4,origins_2022_2023,DAMPED_P95_Q001_R16,24,1.4583628817164798,1.2427274445815175,0.957325457046824,11.43314701971654
core_cumulative_log,4,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,1.5255575612948238,1.0107751512633183,-0.622535307757627,16.567475863566017
core_cumulative_log,4,origins_2022_2023,CORE_PANEL_STATE_R25,24,1.5254436961039273,1.0116256356428366,-0.6222820000345176,16.558775452497777
core_cumulative_log,4,origins_2022_2023,CORE_OWN_SHRINK_R25,24,1.292291589390011,1.1421989409770872,0.7472764690204158,-1.256319343955925
core_cumulative_log,4,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,1.5255575612948238,1.0107751512633183,-0.622535307757627,16.567475863566017
core_cumulative_log,4,origins_2024plus,STATE_FAST_R15,27,0.3118156151529814,0.2491295872181119,-0.0362522377973353,0.0
core_cumulative_log,4,origins_2024plus,STABLE_LOCAL_CORE_R14B,27,0.2518885078513612,0.2069704222522475,-0.0531513388132225,-19.218764035347967
core_cumulative_log,4,origins_2024plus,DAMPED_P95_Q001_R16,27,0.3489903210554846,0.2897998678346671,-0.2054026075833542,11.922015478366843
core_cumulative_log,4,origins_2024plus,CORE_PANEL_SHRINK_R25,27,0.2953311219191903,0.2422283409532364,-0.1638724842296314,-5.286615689757401
core_cumulative_log,4,origins_2024plus,CORE_PANEL_STATE_R25,27,0.2979495514614792,0.2442251659698167,-0.1676354403818294,-4.4468791868230495
core_cumulative_log,4,origins_2024plus,CORE_OWN_SHRINK_R25,27,0.3013482148097028,0.2447184942728824,-0.0645760580770716,-3.3569198701428493
core_cumulative_log,4,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,27,0.2953311219191903,0.2422283409532364,-0.1638724842296314,-5.286615689757401
core_cumulative_log,5,full,STATE_FAST_R15,82,1.4033850951195137,1.021744861210907,-0.0183482621456704,0.0
core_cumulative_log,5,full,STABLE_LOCAL_CORE_R14B,82,1.8042193274419245,1.2770275097624155,-0.0117767104255826,28.561955924740335
core_cumulative_log,5,full,DAMPED_P95_Q001_R16,82,1.4849579904545676,1.0575055757938605,-0.0081734437035287,5.8125809956750984
core_cumulative_log,5,full,CORE_PANEL_SHRINK_R25,82,1.7301601971391538,1.0946670243582552,-0.8931732783814588,23.28477786717633
core_cumulative_log,5,full,CORE_PANEL_STATE_R25,82,1.7308595064813252,1.0989575241979728,-0.8964941614105948,23.334608048828077
core_cumulative_log,5,full,CORE_OWN_SHRINK_R25,82,1.4220252544296788,1.0241738701200365,-0.0774173541712642,1.3282283939731965
core_cumulative_log,5,full,CORE_PANEL_SHRINK_FOODNORM_R25,82,1.7301601971391538,1.0946670243582552,-0.8931732783814588,23.28477786717633
core_cumulative_log,5,origins_2019_2021,STATE_FAST_R15,32,1.6528018741764217,1.2155172487889814,-0.8131731790892849,0.0
core_cumulative_log,5,origins_2019_2021,STABLE_LOCAL_CORE_R14B,32,1.9522043733497376,1.390456151506376,-1.0882352024534354,18.114845091309316
core_cumulative_log,5,origins_2019_2021,DAMPED_P95_Q001_R16,32,1.648887675111241,1.1985928700416553,-0.7783337993025901,-0.2368220369505014
core_cumulative_log,5,origins_2019_2021,CORE_PANEL_SHRINK_R25,32,2.244226034257629,1.6711380885419926,-1.589190953495444,35.78312496625824
core_cumulative_log,5,origins_2019_2021,CORE_PANEL_STATE_R25,32,2.2451879208933714,1.675096275646116,-1.5922555917762518,35.841322300782785
core_cumulative_log,5,origins_2019_2021,CORE_OWN_SHRINK_R25,32,1.7141207669721894,1.268813379648028,-0.9009661615877051,3.7099965672729107
core_cumulative_log,5,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,32,2.244226034257629,1.6711380885419926,-1.589190953495444,35.78312496625824
core_cumulative_log,5,origins_2022_2023,STATE_FAST_R15,24,1.714787459498628,1.525089619659618,1.0799538788238017,0.0
core_cumulative_log,5,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,2.440802513636707,2.250576382566708,1.4904767839394666,42.33848633056556
core_cumulative_log,5,origins_2022_2023,DAMPED_P95_Q001_R16,24,1.924958647009568,1.630587672029117,1.3206862908603647,12.256398677675783
core_cumulative_log,5,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,1.8393313646254996,1.2159421531446477,-0.6973654639916362,7.262935382282643
core_cumulative_log,5,origins_2022_2023,CORE_PANEL_STATE_R25,24,1.8385376520526224,1.2166577741131366,-0.6953076918219835,7.216649029505762
core_cumulative_log,5,origins_2022_2023,CORE_OWN_SHRINK_R25,24,1.6904509942792758,1.4854663790628362,1.0403306382270203,-1.419211756217753
core_cumulative_log,5,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,1.8393313646254996,1.2159421531446477,-0.6973654639916362,7.262935382282643
core_cumulative_log,5,origins_2024plus,STATE_FAST_R15,26,0.3674299298772971,0.3186298379313899,-0.0539195714176574,0.0
core_cumulative_log,5,origins_2024plus,STABLE_LOCAL_CORE_R14B,26,0.2767488544897269,0.2387625296428104,-0.0736002534975021,-24.679828183254713
core_cumulative_log,5,origins_2024plus,DAMPED_P95_Q001_R16,26,0.433432721734001,0.3548608171178769,-0.2869235302559704,17.963368383937972
core_cumulative_log,5,origins_2024plus,CORE_PANEL_SHRINK_R25,26,0.3452023159486024,0.2732179034062165,-0.2172818146010055,-6.0494837576562155
core_cumulative_log,5,origins_2024plus,CORE_PANEL_STATE_R25,26,0.3523886294395617,0.2812172917247222,-0.2258829882731204,-4.093651391643149
core_cumulative_log,5,origins_2024plus,CORE_OWN_SHRINK_R25,26,0.3514293850400073,0.2972706193691551,-0.0955861995648305,-4.35472005305424
core_cumulative_log,5,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,26,0.3452023159486024,0.2732179034062165,-0.2172818146010055,-6.0494837576562155
core_cumulative_log,6,full,STATE_FAST_R15,81,1.7578133542553755,1.2704829448666362,-0.0165023231484812,0.0
core_cumulative_log,6,full,STABLE_LOCAL_CORE_R14B,81,2.218693102920843,1.551389814414338,-0.011012501583214,26.218924071190706
core_cumulative_log,6,full,DAMPED_P95_Q001_R16,81,1.867288297104576,1.3247815340561138,-0.0023514176078141,6.227904833250908
core_cumulative_log,6,full,CORE_PANEL_SHRINK_R25,81,2.0826033000631288,1.328305703454466,-1.068035636135314,18.47693015993368
core_cumulative_log,6,full,CORE_PANEL_STATE_R25,81,2.08387125369642,1.3340144908178977,-1.0722420250095528,18.549062598239587
core_cumulative_log,6,full,CORE_OWN_SHRINK_R25,81,1.7786395151927012,1.2665806531239188,-0.0904917843801573,1.1847765797721843
core_cumulative_log,6,full,CORE_PANEL_SHRINK_FOODNORM_R25,81,2.0826033000631288,1.328305703454466,-1.068035636135314,18.47693015993368
core_cumulative_log,6,origins_2019_2021,STATE_FAST_R15,32,2.062813194956332,1.5272340786595051,-1.0807529859449645,0.0
core_cumulative_log,6,origins_2019_2021,STABLE_LOCAL_CORE_R14B,32,2.397702743015244,1.6949530379672373,-1.4059565700940326,16.234603738124775
core_cumulative_log,6,origins_2019_2021,DAMPED_P95_Q001_R16,32,2.0530896477632665,1.5044603179129816,-1.0310643940574291,-0.4713731333908511
core_cumulative_log,6,origins_2019_2021,CORE_PANEL_SHRINK_R25,32,2.7679311156152853,2.063821099624485,-1.9961782076326424,34.182344886245495
core_cumulative_log,6,origins_2019_2021,CORE_PANEL_STATE_R25,32,2.7697557634137917,2.068755849202695,-1.9998954700724,34.270799226316996
core_cumulative_log,6,origins_2019_2021,CORE_OWN_SHRINK_R25,32,2.1342941706194787,1.5733264305286483,-1.1812638394880464,3.4652180739351834
core_cumulative_log,6,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,32,2.7679311156152853,2.063821099624485,-1.9961782076326424,34.182344886245495
core_cumulative_log,6,origins_2022_2023,STATE_FAST_R15,24,2.143184564579641,1.9019463070856144,1.446044415366461,0.0
core_cumulative_log,6,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,2.9779349319170496,2.7327513032430413,1.9356105367598917,38.94906584963831
core_cumulative_log,6,origins_2022_2023,DAMPED_P95_Q001_R16,24,2.4252201747960624,2.0377888438061595,1.747392496934113,13.159651057478538
core_cumulative_log,6,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,2.0668403743031334,1.4096390609165563,-0.6704961412560588,-3.5621845891504744
core_cumulative_log,6,origins_2022_2023,CORE_PANEL_STATE_R25,24,2.066049065399393,1.411275654788675,-0.6675845336848246,-3.5991066964117135
core_cumulative_log,6,origins_2022_2023,CORE_OWN_SHRINK_R25,24,2.111275918471572,1.8485200334595704,1.3926181417404166,-1.4888426613098193
core_cumulative_log,6,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,2.0668403743031334,1.4096390609165563,-0.6704961412560588,-3.5621845891504744
core_cumulative_log,6,origins_2024plus,STATE_FAST_R15,25,0.3938743006936503,0.3356366658815446,-0.0583063437433272,0.0
core_cumulative_log,6,origins_2024plus,STABLE_LOCAL_CORE_R14B,25,0.2777697368437639,0.2335218589910712,-0.0942422106987474,-29.477567753320077
core_cumulative_log,6,origins_2024plus,DAMPED_P95_Q001_R16,25,0.5052411534705303,0.4103056733592787,-0.3653529657125569,28.27471926468732
core_cumulative_log,6,origins_2024plus,CORE_PANEL_SHRINK_R25,25,0.3808460374708623,0.3087659731932347,-0.2616510597028182,-3.3077210673161384
core_cumulative_log,6,origins_2024plus,CORE_PANEL_STATE_R25,25,0.390341293660568,0.3193748346734105,-0.2733168070008469,-0.8969884622734514
core_cumulative_log,6,origins_2024plus,CORE_OWN_SHRINK_R25,25,0.3742622083875627,0.3152842529236393,-0.1180890829178104,-4.979276960073009
core_cumulative_log,6,origins_2024plus,CORE_PANEL_SHRINK_FOODNORM_R25,25,0.3808460374708623,0.3087659731932347,-0.2616510597028182,-3.3077210673161384
core_cumulative_log,7,full,STATE_FAST_R15,80,2.14377540493807,1.5750000504306338,-0.0167392036211197,0.0
core_cumulative_log,7,full,STABLE_LOCAL_CORE_R14B,80,2.654255721126553,1.8513725723597545,-0.0100490586363464,23.81221069206316
core_cumulative_log,7,full,DAMPED_P95_Q001_R16,80,2.2844650444362093,1.638401471557642,0.0028478839186714,6.562704244766904
core_cumulative_log,7,full,CORE_PANEL_SHRINK_R25,80,2.4310134465646795,1.5730412146215582,-1.2258008768507105,13.39870030064587
core_cumulative_log,7,full,CORE_PANEL_STATE_R25,80,2.4324787667897003,1.578545629443808,-1.2301684831614268,13.467052620653174
core_cumulative_log,7,full,CORE_OWN_SHRINK_R25,80,2.1660091701727966,1.5670523812232815,-0.1042607273544192,1.0371312770690588
core_cumulative_log,7,full,CORE_PANEL_SHRINK_FOODNORM_R25,80,2.4310134465646795,1.5730412146215582,-1.2258008768507105,13.39870030064587
core_cumulative_log,7,origins_2019_2021,STATE_FAST_R15,32,2.5239444497490098,1.9575192733508977,-1.3785015990999925,0.0
core_cumulative_log,7,origins_2019_2021,STABLE_LOCAL_CORE_R14B,32,2.8731974522292174,2.024662754918583,-1.752920514852693,13.837586739079732
core_cumulative_log,7,origins_2019_2021,DAMPED_P95_Q001_R16,32,2.5048458064016863,1.9088207148816303,-1.3115823731146716,-0.7566982446552184
core_cumulative_log,7,origins_2019_2021,CORE_PANEL_SHRINK_R25,32,3.3094089854520066,2.513624298633699,-2.4131375872098277,31.1205159757421
core_cumulative_log,7,origins_2019_2021,CORE_PANEL_STATE_R25,32,3.311433931830438,2.5189246436237345,-2.417140354703991,31.20074541100695
core_cumulative_log,7,origins_2019_2021,CORE_OWN_SHRINK_R25,32,2.6024124799437502,2.007279179788692,-1.4864672490190776,3.108944422391846
core_cumulative_log,7,origins_2019_2021,CORE_PANEL_SHRINK_FOODNORM_R25,32,3.3094089854520066,2.513624298633699,-2.4131375872098277,31.1205159757421
core_cumulative_log,7,origins_2022_2023,STATE_FAST_R15,24,2.5732198726833517,2.2663543248841878,1.8354254619966583,0.0
core_cumulative_log,7,origins_2022_2023,STABLE_LOCAL_CORE_R14B,24,3.5188808420681807,3.217485540291682,2.403452657142458,36.750103612354536
core_cumulative_log,7,origins_2022_2023,DAMPED_P95_Q001_R16,24,2.944588325095129,2.421687561064699,2.200593537914809,14.432052867076406
core_cumulative_log,7,origins_2022_2023,CORE_PANEL_SHRINK_R25,24,2.217869114180404,1.542912327565495,-0.5784391709356449,-13.809576176340821
core_cumulative_log,7,origins_2022_2023,CORE_PANEL_STATE_R25,24,2.217483451986221,1.5448949894119717,-0.5756243570077915,-13.824563709986004
core_cumulative_log,7,origins_2022_2023,CORE_OWN_SHRINK_R25,24,2.53590864814223,2.198556011063383,1.767627148175854,-1.449981983164672
core_cumulative_log,7,origins_2022_2023,CORE_PANEL_SHRINK_FOODNORM_R25,24,2.217869114180404,1.542912327565495,-0.5784391709356449,-13.809576176340821
core_cumulative_log,7,origins_2024plus,STATE_FAST_R15,24,0.4517248376984056,0.3736201454167289,-0.0532206752670678,0.0
core_cumulative_log,7,origins_2024plus,STABLE_LOCAL_CORE_R14B,24,0.3066555023263622,0.2542060276827227,-0.0997221661266888,-32.11453594431286
