model,clock,report_date,origin,quarter,quarters_ahead,headline_gap,block,model_rate,cnb_rate,model_weight,cnb_weight,contribution_gap
STATE_FAST_R15,report,2022-02-10,2021-12,2022Q3,3,3.3371534970357537,food_alc_tobacco,3.7921281826568634,2.77365156037837,0.264147437,0.2641,0.26915956312835077
STATE_FAST_R15,report,2022-02-10,2021-12,2022Q3,3,3.3371534970357537,fuel,7.594269903684126,7.36372928947784,0.03425181,0.034,0.009750693987460424
STATE_FAST_R15,report,2022-02-10,2021-12,2022Q3,3,3.3371534970357537,administered,19.18397719763087,12.9612181585802,0.13756068406745323,0.1458,0.7492154189195335
STATE_FAST_R15,report,2022-02-10,2021-12,2022Q3,3,3.3371534970357537,unexplained,,,,,0.1785566470862543
STATE_FAST_R15,report,2022-02-10,2021-12,2022Q4,4,4.611719009807939,core,12.344832047099132,6.93116803204767,0.5640400689325469,0.5561,3.1085573761847987
STATE_FAST_R15,report,2022-02-10,2021-12,2022Q4,4,4.611719009807939,food_alc_tobacco,3.75372687249936,1.37673836121703,0.264147437,0.2641,0.6279407313713141
STATE_FAST_R15,report,2022-02-10,2021-12,2022Q4,4,4.611719009807939,fuel,-1.089279641546305,-2.52655885740085,0.03425181,0.034,0.04859320183251676
STATE_FAST_R15,report,2022-02-10,2021-12,2022Q4,4,4.611719009807939,administered,22.02841298167881,15.8064968533374,0.13756068406745323,0.1458,0.7256563174635109
STATE_FAST_R15,report,2022-02-10,2021-12,2022Q4,4,4.611719009807939,unexplained,,,,,0.100971382955799
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q1,5,,core,,4.75475738345501,0.5640400689325469,0.5561,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q1,5,,food_alc_tobacco,,-0.611858818985933,0.264147437,0.2641,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q1,5,,fuel,,-3.16811472941858,0.03425181,0.034,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q1,5,,administered,,3.713277216398,0.13756068406745323,0.1458,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q1,5,,unexplained,,,,,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q2,6,,core,,3.48558610551326,0.5640400689325469,0.5561,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q2,6,,food_alc_tobacco,,-0.621182645495222,0.264147437,0.2641,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q2,6,,fuel,,-4.5214277631617,0.03425181,0.034,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q2,6,,administered,,3.59057319014304,0.13756068406745323,0.1458,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q2,6,,unexplained,,,,,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q3,7,,core,,2.57372889007481,0.5640400689325469,0.5561,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q3,7,,food_alc_tobacco,,0.284565983569784,0.264147437,0.2641,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q3,7,,fuel,,-4.93773832083556,0.03425181,0.034,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q3,7,,administered,,3.54923123001258,0.13756068406745323,0.1458,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q3,7,,unexplained,,,,,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q4,8,,core,,2.04586461621881,0.5640400689325469,0.5561,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q4,8,,food_alc_tobacco,,1.33552006851665,0.264147437,0.2641,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q4,8,,fuel,,-4.65547255442667,0.03425181,0.034,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q4,8,,administered,,3.82354189567109,0.13756068406745323,0.1458,
STATE_FAST_R15,report,2022-02-10,2021-12,2023Q4,8,,unexplained,,,,,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q1,1,1.1537254442610791,core,10.135941871586427,10.1348914129609,0.5640400689325469,0.5561,0.08106423719833877
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q1,1,1.1537254442610791,food_alc_tobacco,4.105290759173084,4.17117083446666,0.264147437,0.2641,-0.017204185207290834
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q1,1,1.1537254442610791,fuel,23.43063133563982,23.8756113658354,0.03425181,0.034,-0.00922925375002237
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q1,1,1.1537254442610791,administered,19.660088963445453,13.4465600296818,0.13756068406745323,0.1458,0.7439468343109372
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q1,1,1.1537254442610791,unexplained,,,,,0.35514781170911636
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q2,2,2.2610265140996137,core,12.500620946075344,10.3538574280021,0.5640400689325469,0.5561,1.293070984412009
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q2,2,2.2610265140996137,food_alc_tobacco,3.96458005533837,4.0107961186659,0.264147437,0.2641,-0.012017594540715715
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q2,2,2.2610265140996137,fuel,13.230046223708106,13.0567214034456,0.03425181,0.034,0.00922450182851714
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q2,2,2.2610265140996137,administered,19.680131829311424,13.4466709191015,0.13756068406745323,0.1458,0.7466877769727405
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q2,2,2.2610265140996137,unexplained,,,,,0.22406084542706317
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q3,3,3.3371534970357537,core,12.654283752396294,9.0038696386971,0.5640400689325469,0.5561,2.130471173914155
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q3,3,3.3371534970357537,food_alc_tobacco,3.7921281826568634,2.77365156037837,0.264147437,0.2641,0.26915956312835077
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q3,3,3.3371534970357537,fuel,7.594269903684126,7.36372928947784,0.03425181,0.034,0.009750693987460424
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q3,3,3.3371534970357537,administered,19.18397719763087,12.9612181585802,0.13756068406745323,0.1458,0.7492154189195335
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q3,3,3.3371534970357537,unexplained,,,,,0.1785566470862543
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q4,4,4.611719009807939,core,12.344832047099132,6.93116803204767,0.5640400689325469,0.5561,3.1085573761847987
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q4,4,4.611719009807939,food_alc_tobacco,3.75372687249936,1.37673836121703,0.264147437,0.2641,0.6279407313713141
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q4,4,4.611719009807939,fuel,-1.089279641546305,-2.52655885740085,0.03425181,0.034,0.04859320183251676
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q4,4,4.611719009807939,administered,22.02841298167881,15.8064968533374,0.13756068406745323,0.1458,0.7256563174635109
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2022Q4,4,4.611719009807939,unexplained,,,,,0.100971382955799
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q1,5,,core,,4.75475738345501,0.5640400689325469,0.5561,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q1,5,,food_alc_tobacco,,-0.611858818985933,0.264147437,0.2641,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q1,5,,fuel,,-3.16811472941858,0.03425181,0.034,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q1,5,,administered,,3.713277216398,0.13756068406745323,0.1458,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q1,5,,unexplained,,,,,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q2,6,,core,,3.48558610551326,0.5640400689325469,0.5561,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q2,6,,food_alc_tobacco,,-0.621182645495222,0.264147437,0.2641,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q2,6,,fuel,,-4.5214277631617,0.03425181,0.034,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q2,6,,administered,,3.59057319014304,0.13756068406745323,0.1458,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q2,6,,unexplained,,,,,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q3,7,,core,,2.57372889007481,0.5640400689325469,0.5561,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q3,7,,food_alc_tobacco,,0.284565983569784,0.264147437,0.2641,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q3,7,,fuel,,-4.93773832083556,0.03425181,0.034,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q3,7,,administered,,3.54923123001258,0.13756068406745323,0.1458,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q3,7,,unexplained,,,,,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q4,8,,core,,2.04586461621881,0.5640400689325469,0.5561,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q4,8,,food_alc_tobacco,,1.33552006851665,0.264147437,0.2641,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q4,8,,fuel,,-4.65547255442667,0.03425181,0.034,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q4,8,,administered,,3.82354189567109,0.13756068406745323,0.1458,
STATE_FAST_R15,cutoff,2022-02-10,2021-12,2023Q4,8,,unexplained,,,,,
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q2,1,-1.0965916748329914,core,13.09162801459547,12.5119983994212,0.5652083420786834,0.5561,0.44157505532222086
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q2,1,-1.0965916748329914,food_alc_tobacco,9.810558462277337,11.0491447004542,0.26502378,0.2641,-0.3180478278062271
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q2,1,-1.0965916748329914,fuel,38.986454906078755,37.4119681684545,0.03177226300000001,0.034,-0.03331901901387835
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q2,1,-1.0965916748329914,administered,22.043931680375277,22.3414806721775,0.1379956149213166,0.1458,-0.21542197448660128
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q2,1,-1.0965916748329914,unexplained,,,,,-0.9713779088485055
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q3,2,-0.5557756491215411,core,13.165818553600936,11.340050120179,0.5652083420786834,0.5561,1.1352286049580123
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q3,2,-0.5557756491215411,food_alc_tobacco,10.292396248144138,11.1092295439488,0.26502378,0.2641,-0.20621776361590083
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q3,2,-0.5557756491215411,fuel,31.787877447359687,32.0403368508659,0.03177226300000001,0.034,-0.07939865046015981
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q3,2,-0.5557756491215411,administered,21.537977508649572,23.8185946729644,0.1379956149213166,0.1458,-0.500604652850626
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q3,2,-0.5557756491215411,unexplained,,,,,-0.9047831871528667
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q4,3,0.4556044196126212,core,12.786205441480623,9.28277463874356,0.5652083420786834,0.5561,2.06471900245141
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q4,3,0.4556044196126212,food_alc_tobacco,10.525862374103902,9.68708994752441,0.26502378,0.2641,0.23124337900359349
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q4,3,0.4556044196126212,fuel,21.151748178586057,20.9038824589909,0.03177226300000001,0.034,-0.03869309756588324
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q4,3,0.4556044196126212,administered,24.438593686050364,28.8871558568496,0.1379956149213166,0.1458,-0.839328560409947
STATE_FAST_R15,report,2022-05-12,2022-04,2022Q4,3,0.4556044196126212,unexplained,,,,,-0.962336303866552
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q1,4,1.4154801942463653,core,12.261528366452877,6.97587375642583,0.5652083420786834,0.5561,3.0510347234051736
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q1,4,1.4154801942463653,food_alc_tobacco,7.762751185833875,5.77087444933777,0.26502378,0.2641,0.5332257203990711
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q1,4,1.4154801942463653,fuel,11.488571625502543,8.97268833562766,0.03177226300000001,0.034,0.05994651576846394
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q1,4,1.4154801942463653,administered,7.000492690667681,13.0395729431619,0.1379956149213166,0.1458,-0.9351324415121365
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q1,4,1.4154801942463653,unexplained,,,,,-1.2935943238142067
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q2,5,,core,,4.19076240198566,0.5652083420786834,0.5561,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q2,5,,food_alc_tobacco,,0.688268151728622,0.26502378,0.2641,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q2,5,,fuel,,0.164115725122271,0.03177226300000001,0.034,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q2,5,,administered,,6.95379852821623,0.1379956149213166,0.1458,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q2,5,,unexplained,,,,,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q3,6,,core,,2.99660904221803,0.5652083420786834,0.5561,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q3,6,,food_alc_tobacco,,0.0044700258964081,0.26502378,0.2641,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q3,6,,fuel,,-2.45737781426455,0.03177226300000001,0.034,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q3,6,,administered,,5.165265712727,0.1379956149213166,0.1458,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q3,6,,unexplained,,,,,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q4,7,,core,,2.31113177654136,0.5652083420786834,0.5561,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q4,7,,food_alc_tobacco,,0.970419921177057,0.26502378,0.2641,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q4,7,,fuel,,-3.2383276306385,0.03177226300000001,0.034,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q4,7,,administered,,4.14437540571488,0.1379956149213166,0.1458,
STATE_FAST_R15,report,2022-05-12,2022-04,2023Q4,7,,unexplained,,,,,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q2,1,-1.910907552385579,core,12.640423304456982,12.5119983994212,0.5652083420786834,0.5561,0.18655038916675348
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q2,1,-1.910907552385579,food_alc_tobacco,7.887138104946693,11.0491447004542,0.26502378,0.2641,-0.8277999614349447
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q2,1,-1.910907552385579,fuel,44.29798582482923,37.4119681684545,0.03177226300000001,0.034,0.1354403382692937
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q2,1,-1.910907552385579,administered,18.26328713654952,22.3414806721775,0.1379956149213166,0.1458,-0.7371343431107573
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q2,1,-1.910907552385579,unexplained,,,,,-0.6679639752759241
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q3,2,-1.4822939805831208,core,12.669625293322829,11.340050120179,0.5652083420786834,0.5561,0.8547760349656066
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q3,2,-1.4822939805831208,food_alc_tobacco,8.013696163868858,11.1092295439488,0.26502378,0.2641,-0.8101274734368542
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q3,2,-1.4822939805831208,fuel,37.11587119483048,32.0403368508659,0.03177226300000001,0.034,0.08988376814683785
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q3,2,-1.4822939805831208,administered,17.773006278952778,23.8185946729644,0.1379956149213166,0.1458,-1.0201541728537005
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q3,2,-1.4822939805831208,unexplained,,,,,-0.5966721374050106
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q4,3,-0.5404512727140798,core,12.250011822411965,9.28277463874356,0.5652083420786834,0.5561,1.7616578959844444
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q4,3,-0.5404512727140798,food_alc_tobacco,8.071958615346572,9.68708994752441,0.26502378,0.2641,-0.4190994708984821
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q4,3,-0.5404512727140798,fuel,26.049738565057652,20.9038824589909,0.03177226300000001,0.034,0.11692714116456393
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q4,3,-0.5404512727140798,administered,20.58376793778937,28.8871558568496,0.1379956149213166,0.1458,-1.3712776099557473
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2022Q4,3,-0.5404512727140798,unexplained,,,,,-0.6286592290088588
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q1,4,0.6463505357504236,core,11.688035402042606,6.97587375642583,0.5652083420786834,0.5561,2.7268917157970547
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q1,4,0.6463505357504236,food_alc_tobacco,5.2705401355392025,5.77087444933777,0.26502378,0.2641,-0.1272694727077932
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q1,4,0.6463505357504236,fuel,15.995893725537092,8.97268833562766,0.03177226300000001,0.034,0.203154338956474
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q1,4,0.6463505357504236,administered,3.685859809640221,13.0395729431619,0.1379956149213166,0.1458,-1.392537244167936
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q1,4,0.6463505357504236,unexplained,,,,,-0.7638888021273762
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q2,5,,core,,4.19076240198566,0.5652083420786834,0.5561,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q2,5,,food_alc_tobacco,,0.688268151728622,0.26502378,0.2641,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q2,5,,fuel,,0.164115725122271,0.03177226300000001,0.034,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q2,5,,administered,,6.95379852821623,0.1379956149213166,0.1458,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q2,5,,unexplained,,,,,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q3,6,,core,,2.99660904221803,0.5652083420786834,0.5561,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q3,6,,food_alc_tobacco,,0.0044700258964081,0.26502378,0.2641,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q3,6,,fuel,,-2.45737781426455,0.03177226300000001,0.034,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q3,6,,administered,,5.165265712727,0.1379956149213166,0.1458,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q3,6,,unexplained,,,,,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q4,7,,core,,2.31113177654136,0.5652083420786834,0.5561,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q4,7,,food_alc_tobacco,,0.970419921177057,0.26502378,0.2641,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q4,7,,fuel,,-3.2383276306385,0.03177226300000001,0.034,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q4,7,,administered,,4.14437540571488,0.1379956149213166,0.1458,
STATE_FAST_R15,cutoff,2022-05-12,2022-03,2023Q4,7,,unexplained,,,,,
STATE_FAST_R15,report,2022-08-11,2022-07,2022Q3,1,-1.8493491238354487,core,14.871186455292978,15.5749564954241,0.5590895189731001,0.5614,-0.4294560946820578
STATE_FAST_R15,report,2022-08-11,2022-07,2022Q3,1,-1.8493491238354487,food_alc_tobacco,15.103912952994806,18.0178984213574,0.26502378,0.265,-0.7718469780660664
STATE_FAST_R15,report,2022-08-11,2022-07,2022Q3,1,-1.8493491238354487,fuel,38.08517654142174,47.3629687692674,0.03177226300000001,0.0315,-0.28188127075644065
STATE_FAST_R15,report,2022-08-11,2022-07,2022Q3,1,-1.8493491238354487,administered,25.713981999232413,30.5324111147404,0.14411443802689977,0.1421,-0.6328995541514146
STATE_FAST_R15,report,2022-08-11,2022-07,2022Q3,1,-1.8493491238354487,unexplained,,,,,0.2667347738205308
STATE_FAST_R15,report,2022-08-11,2022-07,2022Q4,2,-1.349750669573904,core,15.54597205870463,14.8447523521757,0.5590895189731001,0.5614,0.3577460697589885
STATE_FAST_R15,report,2022-08-11,2022-07,2022Q4,2,-1.349750669573904,food_alc_tobacco,16.221444500788383,17.7294962759063,0.26502378,0.265,-0.3992479744560198
STATE_FAST_R15,report,2022-08-11,2022-07,2022Q4,2,-1.349750669573904,fuel,24.863672614148655,35.3654099088464,0.03177226300000001,0.0315,-0.3240352666860328
STATE_FAST_R15,report,2022-08-11,2022-07,2022Q4,2,-1.349750669573904,administered,28.714262383908835,37.2913455577637,0.14411443802689977,0.1421,-1.1609604169442527
STATE_FAST_R15,report,2022-08-11,2022-07,2022Q4,2,-1.349750669573904,unexplained,,,,,0.17674691875341253
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q1,3,-1.3356698102758777,core,16.017893349099708,13.2063350816491,0.5590895189731001,0.5614,1.5413997726727713
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q1,3,-1.3356698102758777,food_alc_tobacco,13.719454672605858,13.1360497669458,0.26502378,0.265,0.15492854863202954
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q1,3,-1.3356698102758777,fuel,14.904429502292315,22.2191993131816,0.03177226300000001,0.0315,-0.2263573243534298
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q1,3,-1.3356698102758777,administered,10.67699403724476,28.8106512745203,0.14411443802689977,0.1421,-2.555284550615246
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q1,3,-1.3356698102758777,unexplained,,,,,-0.25035625661200256
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q2,4,0.510064721094242,core,16.003917293065452,10.2655079577681,0.5590895189731001,0.5614,3.1845662535742303
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q2,4,0.510064721094242,food_alc_tobacco,9.550253804941761,7.12265757276505,0.26502378,0.265,0.6435401065623096
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q2,4,0.510064721094242,fuel,-0.9958681903918558,3.9643493210709,0.03177226300000001,0.0315,-0.1565179896721975
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q2,4,0.510064721094242,administered,3.7729665056907837,22.6183945064117,0.14411443802689977,0.1421,-2.6703349116991597
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q2,4,0.510064721094242,unexplained,,,,,-0.49118873767094096
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q3,5,,core,,6.64963943360259,0.5590895189731001,0.5614,
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q3,5,,food_alc_tobacco,,0.10431820585024,0.26502378,0.265,
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q3,5,,fuel,,-2.94507873652585,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q3,5,,administered,,15.2887379652894,0.14411443802689977,0.1421,
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q3,5,,unexplained,,,,,
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q4,6,,core,,4.37133041849371,0.5590895189731001,0.5614,
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q4,6,,food_alc_tobacco,,-0.732866669949872,0.26502378,0.265,
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q4,6,,fuel,,-5.39518632055367,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q4,6,,administered,,13.097637070657,0.14411443802689977,0.1421,
STATE_FAST_R15,report,2022-08-11,2022-07,2023Q4,6,,unexplained,,,,,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q1,7,,core,,3.02267319649392,0.5590895189731001,0.5614,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q1,7,,food_alc_tobacco,,-0.417430163242893,0.26502378,0.265,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q1,7,,fuel,,-5.85789807460816,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q1,7,,administered,,7.77354355579645,0.14411443802689977,0.1421,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q1,7,,unexplained,,,,,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q2,8,,core,,2.34594415489977,0.5590895189731001,0.5614,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q2,8,,food_alc_tobacco,,0.283302881306202,0.26502378,0.265,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q2,8,,fuel,,-5.64787423333618,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q2,8,,administered,,5.7822888843289,0.14411443802689977,0.1421,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q2,8,,unexplained,,,,,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q3,9,,core,,2.19911608691965,0.5590895189731001,0.5614,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q3,9,,food_alc_tobacco,,0.955187433541904,0.26502378,0.265,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q3,9,,fuel,,-5.06524779055418,0.03177226300000001,0.0315,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q3,9,,administered,,5.92131211247457,0.14411443802689977,0.1421,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q3,9,,unexplained,,,,,
STATE_FAST_R15,report,2022-08-11,2022-07,2024Q4,10,,core,,2.44250637982339,0.5590895189731001,0.5614,
