model,clock,report_date,quarter,next_report,forecast,cnb_current,cnb_next,realised,threshold,deviation,call,forecast_available,next_report_available,next_forecast_available,target_still_future,revision_eligible,revision,revision_direction_agrees,revision_distance_gain,revision_confirmed,abs_error_gain,material_gain,material_loss,joint_success,episode_start,is_baseline,headline_gap,dominant_block,dominant_gap,gap_core,gap_food_alc_tobacco,gap_fuel,gap_administered,gap_unexplained,outcome
CONST_2,cutoff,2025-08-14,2026Q2,2025-11-13,2.0,2.48131069,2.20112771,2.045921946260844,0.3,-0.4813106899999999,True,True,True,True,True,True,-0.2801829799999997,True,0.2801829799999997,True,0.3894667974783123,True,False,True,True,True,,,,,,,,,gain
CONST_2,cutoff,2026-02-12,2026Q3,2026-05-14,2.0,1.47111427,2.34598729,,0.3,0.52888573,True,True,True,True,True,True,0.8748730200000001,True,0.18289844,True,,False,False,False,True,True,,,,,,,,,unmatured
CONST_2,cutoff,2026-02-12,2026Q4,2026-05-14,2.0,1.64784477,2.6040408,,0.3,0.3521552299999999,True,True,True,True,True,True,0.95619603,True,-0.25188557,False,,False,False,False,True,True,,,,,,,,,unmatured
CONST_2,cutoff,2026-05-14,2026Q4,2026-08-13,2.0,2.6040408,2.3887179,,0.3,-0.6040407999999999,True,True,True,True,True,True,-0.2153228999999998,True,0.2153228999999998,True,,False,False,False,True,True,,,,,,,,,unmatured
CONST_2,cutoff,2025-08-14,2027Q1,2025-11-13,2.0,2.51232014,2.53390022,,0.3,-0.5123201399999999,True,True,True,True,True,True,0.0215800800000001,False,-0.0215800800000001,False,,False,False,False,True,True,,,,,,,,,unmatured
CONST_2,cutoff,2026-05-14,2027Q1,2026-08-13,2.0,3.07913181,2.8254517,,0.3,-1.0791318099999998,True,True,True,True,True,True,-0.2536801099999999,True,0.2536801099999999,True,,False,False,False,True,True,,,,,,,,,unmatured
CONST_2,cutoff,2025-08-14,2027Q2,2025-11-13,2.0,2.48846125,2.46729183,,0.3,-0.4884612499999998,True,True,True,True,True,True,-0.0211694199999996,True,0.0211694199999996,False,,False,False,False,True,True,,,,,,,,,unmatured
CONST_2,cutoff,2026-05-14,2027Q2,2026-08-13,2.0,2.42050622,2.42139857,,0.3,-0.42050622,True,True,True,True,True,True,0.0008923499999999,False,-0.0008923499999999,False,,False,False,False,True,True,,,,,,,,,unmatured
CONST_2,cutoff,2025-08-14,2027Q3,2025-11-13,2.0,2.48670568,2.46190771,,0.3,-0.48670568,True,True,True,True,True,True,-0.0247979699999998,True,0.0247979699999998,False,,False,False,False,True,True,,,,,,,,,unmatured
CONST_2,cutoff,2025-08-14,2027Q4,2025-11-13,2.0,2.47457648,2.48082255,,0.3,-0.4745764800000001,True,True,True,True,True,True,0.0062460699999999,False,-0.0062460699999999,False,,False,False,False,True,True,,,,,,,,,unmatured
CONST_2,report,2022-02-10,2022Q3,2022-05-12,2.0,8.17038043,13.8649926,17.578003612072624,0.3,-6.17038043,True,True,True,True,True,True,5.694612170000001,False,-5.694612170000001,False,-6.17038043,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2022-02-10,2022Q4,2022-05-12,2.0,6.62746481,12.749894,15.699043922150208,0.3,-4.62746481,True,True,True,True,True,True,6.122429189999999,False,-6.122429189999999,False,-4.627464810000001,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2022-02-10,2023Q1,2022-05-12,2.0,3.03275659,7.85719611,16.393468660721574,0.3,-1.03275659,True,True,True,True,True,True,4.82443952,False,-4.82443952,False,-1.03275659,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2022-05-12,2023Q2,2022-08-11,2.0,3.78559228,11.4594623,11.15840613352934,0.3,-1.78559228,True,True,True,True,True,True,7.673870020000001,False,-7.673870020000001,False,-1.7855922799999997,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2022-05-12,2023Q3,2022-08-11,2.0,2.66301702,6.2621601,8.048806481176504,0.3,-0.6630170199999998,True,True,True,True,True,True,3.59914308,False,-3.59914308,False,-0.6630170199999998,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2022-08-11,2023Q4,2022-11-10,2.0,4.24365217,4.23164098,7.563594181986673,0.3,-2.24365217,True,True,True,True,True,True,-0.0120111899999999,True,0.0120111899999999,False,-2.24365217,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2022-08-11,2024Q1,2022-11-10,2.0,2.67612758,2.72947414,2.085759093902354,0.3,-0.6761275800000002,True,True,True,True,True,True,0.05334656,False,-0.05334656,False,0.5046093921952925,True,False,False,True,True,,,,,,,,,gain
CONST_2,report,2023-05-11,2024Q1,2023-08-10,2.0,2.50204809,2.54878083,2.085759093902354,0.3,-0.5020480900000002,True,True,True,True,True,True,0.0467327399999999,False,-0.0467327399999999,False,0.3305299021952925,True,False,False,True,True,,,,,,,,,gain
CONST_2,report,2023-08-10,2024Q2,2023-11-09,2.0,2.34805158,2.60050989,2.4619743363836157,0.3,-0.3480515799999999,True,True,True,True,True,True,0.2524583100000002,False,-0.2524583100000002,False,-0.3480515799999999,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2022-08-11,2024Q4,2022-11-10,2.0,2.4643242,2.38947523,2.8836531940027847,0.3,-0.4643242000000001,True,True,True,True,True,True,-0.0748489700000001,True,0.0748489700000001,False,-0.4643242000000001,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2023-11-09,2024Q4,2024-02-15,2.0,2.75147403,2.71600921,2.8836531940027847,0.3,-0.7514740299999998,True,True,True,True,True,True,-0.0354648199999996,True,0.0354648199999996,False,-0.7514740299999998,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2023-08-10,2025Q1,2023-11-09,2.0,1.57384912,1.84748967,2.731002175839953,0.3,0.42615088,True,True,True,True,True,True,0.2736405500000001,True,0.2736405500000001,True,0.42615088,True,False,True,True,True,,,,,,,,,gain
CONST_2,report,2024-05-09,2025Q1,2024-08-08,2.0,2.35125799,2.18682304,2.731002175839953,0.3,-0.3512579900000001,True,True,True,True,True,True,-0.1644349499999999,True,0.1644349499999999,True,-0.3512579900000001,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2023-08-10,2025Q2,2023-11-09,2.0,1.59045157,1.97308566,2.380373322135417,0.3,0.4095484300000001,True,True,True,True,True,True,0.38263409,True,0.38263409,True,0.4095484300000001,True,False,True,True,True,,,,,,,,,gain
CONST_2,report,2024-11-14,2025Q2,2025-02-13,2.0,2.56695573,2.23488009,2.380373322135417,0.3,-0.5669557300000001,True,True,True,True,True,True,-0.3320756400000002,True,0.3320756400000002,True,-0.193790914270834,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2024-11-14,2025Q3,2025-02-13,2.0,2.63406164,2.39037316,2.498824030135406,0.3,-0.6340616400000001,True,True,True,True,True,True,-0.2436884799999998,True,0.2436884799999998,True,-0.3635864202708121,False,True,False,True,True,,,,,,,,,loss
CONST_2,report,2024-11-14,2025Q4,2025-02-13,2.0,2.44980864,2.39852331,2.233358733189064,0.3,-0.4498086400000001,True,True,True,True,True,True,-0.0512853300000002,True,0.0512853300000002,False,-0.0169088263781271,False,False,False,True,True,,,,,,,,,immaterial
CONST_2,report,2025-05-15,2026Q1,2025-08-14,2.0,2.30364068,2.55792051,1.6208666864394388,0.3,-0.30364068,True,True,True,True,True,True,0.2542798300000002,False,-0.2542798300000002,False,0.30364068,True,False,False,True,True,,,,,,,,,gain
CONST_2,report,2025-08-14,2026Q2,2025-11-13,2.0,2.48131069,2.20112771,2.045921946260844,0.3,-0.4813106899999999,True,True,True,True,True,True,-0.2801829799999997,True,0.2801829799999997,True,0.3894667974783123,True,False,True,True,True,,,,,,,,,gain
