model,variable,h,sample,n,mean,median,minimum,maximum,opposite_expected_sign,near_zero
JOINT_IMPORTED_R22,fx,6,origins_2024plus,31,-0.0039299974889655176,-0.0051060045853587,-0.0479778618381054,0.0543803984305784,18,1
JOINT_IMPORTED_R22,fx,12,full,90,-0.05654521561021519,-0.123028278122014,-0.3414477358093613,0.4771136562115061,60,0
JOINT_IMPORTED_R22,fx,12,origins_2024plus,31,-0.16348897358959757,-0.171996476836837,-0.2293345163950422,-0.0557133196390316,31,0
JOINT_LINEAR_R22,brent,3,full,90,-0.04833508396759062,-0.0498764907359924,-0.0909663742761786,-0.0078437877178393,90,0
JOINT_LINEAR_R22,brent,3,origins_2024plus,31,-0.06389985936523832,-0.0607321299301099,-0.0909663742761786,-0.0415042549508758,31,0
JOINT_LINEAR_R22,brent,6,full,90,-0.06949442030049338,-0.0775150417296515,-0.1374961905487596,-0.0126383999672939,90,0
JOINT_LINEAR_R22,brent,6,origins_2024plus,31,-0.09927760250474106,-0.0940142055620014,-0.1374961905487596,-0.0567673432462332,31,0
JOINT_LINEAR_R22,brent,12,full,90,-0.06164152501668561,-0.05295948610196305,-0.1419107446893978,-0.0061400839620381,90,0
JOINT_LINEAR_R22,brent,12,origins_2024plus,31,-0.09959612332781238,-0.0993676812607474,-0.1419107446893978,-0.0392181704011619,31,0
JOINT_LINEAR_R22,fx,3,full,90,0.10195527902538583,0.0958216975039335,0.0071362472315542,0.2849418210113596,0,0
JOINT_LINEAR_R22,fx,3,origins_2024plus,31,0.1012871015255673,0.1025402592447328,0.0714289386845056,0.1466241278050503,0,0
JOINT_LINEAR_R22,fx,6,full,90,0.04781166742514628,0.030780664493431302,-0.1428654236045806,0.3718812531560684,26,4
JOINT_LINEAR_R22,fx,6,origins_2024plus,31,0.019347396504074486,0.0180837768619396,-0.0426691060466772,0.1043100309984172,6,2
JOINT_LINEAR_R22,fx,12,full,90,-0.07559510213916888,-0.1307140803871538,-0.4037932368750004,0.3753188334847354,61,0
JOINT_LINEAR_R22,fx,12,origins_2024plus,31,-0.15346083088188434,-0.1546048413868836,-0.2450971675726979,-0.0675646810533741,31,0
JOINT_LINEAR_R22,ulc,3,full,90,-0.028350895276526393,-0.04298902170982605,-0.0838753037044113,0.0345695409196153,59,0
JOINT_LINEAR_R22,ulc,3,origins_2024plus,31,-0.06374628424183121,-0.063227808434484,-0.0838753037044113,-0.0309855909047705,31,0
JOINT_LINEAR_R22,ulc,6,full,90,-0.08375827261160013,-0.11699608645903735,-0.2269496824513223,0.0704052326798073,59,0
JOINT_LINEAR_R22,ulc,6,origins_2024plus,31,-0.18297379570279027,-0.1790027939994471,-0.2269496824513223,-0.1019133518183103,31,0
JOINT_LINEAR_R22,ulc,12,full,90,-0.18422974375619314,-0.25751814044056887,-0.4911288928131818,0.1248568666936656,59,0
JOINT_LINEAR_R22,ulc,12,origins_2024plus,31,-0.39699983843586983,-0.387673833978896,-0.4911288928131818,-0.2555305274314514,31,0
JOINT_LINEAR_R22,unemployment,3,full,90,-0.017995639652063234,-0.0176255857386642,-0.034811973993476,-0.0025885195395186,0,0
JOINT_LINEAR_R22,unemployment,3,origins_2024plus,31,-0.02106672970366146,-0.0229726616221827,-0.034811973993476,-0.0025885195395186,0,0
JOINT_LINEAR_R22,unemployment,6,full,90,-0.03589835227265739,-0.0394111449840057,-0.0729635343988632,0.0160413201618418,8,0
JOINT_LINEAR_R22,unemployment,6,origins_2024plus,31,-0.029646396702215933,-0.0333808184004659,-0.0729635343988632,0.0160413201618418,8,0
JOINT_LINEAR_R22,unemployment,12,full,90,-0.03431866751639865,-0.06018438234254705,-0.1315638032050542,0.1928916149306464,21,0
JOINT_LINEAR_R22,unemployment,12,origins_2024plus,31,0.04122124077044329,0.0593293945642255,-0.12870200671368,0.1928916149306464,21,0
JOINT_RF_R22,brent,3,full,90,-0.057041684871982225,-0.06245697078789331,-0.1155294042270804,-0.0082829393837933,90,0
JOINT_RF_R22,brent,3,origins_2024plus,31,-0.0811908156056674,-0.080341085221504,-0.1155294042270804,-0.0420994450336184,31,0
JOINT_RF_R22,brent,6,full,90,-0.0783938596948015,-0.07839659195560719,-0.1907215113425045,0.0127065004003732,86,2
JOINT_RF_R22,brent,6,origins_2024plus,31,-0.12648815362910473,-0.1209880090704841,-0.1907215113425045,-0.047053733651386,31,0
JOINT_RF_R22,brent,12,full,90,-0.0619792293184513,-0.0413492048853569,-0.2986744234593629,0.1456727628420444,72,1
JOINT_RF_R22,brent,12,origins_2024plus,31,-0.14012129488336972,-0.1489574447543223,-0.2986744234593629,-0.0119025950665571,31,0
JOINT_RF_R22,fx,3,full,90,0.10366595411570544,0.09621548907943339,0.0235990628496691,0.2854633361667473,0,0
JOINT_RF_R22,fx,3,origins_2024plus,31,0.09751225952317338,0.0962566570172949,0.064545077349966,0.15810100051045,0,0
JOINT_RF_R22,fx,6,full,90,0.024953375112271216,0.00015348029705984992,-0.1680734294245006,0.375927865519861,45,0
JOINT_RF_R22,fx,6,origins_2024plus,31,-0.017400292392772167,-0.0287364771122141,-0.0843718583684939,0.1161355383172779,21,0
JOINT_RF_R22,fx,12,full,90,-0.14931426152308155,-0.19479429149573735,-0.5159813343469756,0.2836077550327228,65,0
JOINT_RF_R22,fx,12,origins_2024plus,31,-0.2583955618517961,-0.2802291834341455,-0.3914567474200143,-0.1097986853554005,31,0
JOINT_RF_R22,ulc,3,full,90,-0.029253317792863158,-0.041877699802913754,-0.0957118792435907,0.0348009495715539,59,0
JOINT_RF_R22,ulc,3,origins_2024plus,31,-0.06344286493871791,-0.0622100903707399,-0.0919345536203361,-0.0289676999665813,31,0
JOINT_RF_R22,ulc,6,full,90,-0.08813563391561367,-0.1111534268757481,-0.2793544650034897,0.0710681994996896,59,0
JOINT_RF_R22,ulc,6,origins_2024plus,31,-0.1827588957265557,-0.178299001502995,-0.2356298178679473,-0.0947372061299151,31,0
JOINT_RF_R22,ulc,12,full,90,-0.20357968092844408,-0.2531588077954522,-0.6679168449458146,0.1583158793250928,59,1
JOINT_RF_R22,ulc,12,origins_2024plus,31,-0.40883405325873823,-0.4135593334132216,-0.5702921751748896,-0.2531465945304174,31,0
JOINT_RF_R22,unemployment,3,full,90,-0.018500496780104108,-0.01850915226634805,-0.0367104193465789,-0.0040662449778871,0,0
JOINT_RF_R22,unemployment,3,origins_2024plus,31,-0.022483701344018926,-0.0237691662884946,-0.0367104193465789,-0.0040662449778871,0,0
JOINT_RF_R22,unemployment,6,full,90,-0.039857546098280516,-0.04168318743379895,-0.0861272081295376,0.0269229800291516,2,0
JOINT_RF_R22,unemployment,6,origins_2024plus,31,-0.03889624391602487,-0.0441500500933631,-0.0861272081295376,0.0269229800291516,2,0
JOINT_RF_R22,unemployment,12,full,90,-0.0338002910614934,-0.0531480772604257,-0.1884745879179347,0.2638170355827034,21,0
JOINT_RF_R22,unemployment,12,origins_2024plus,31,0.045116307853019115,0.0267457256842638,-0.1732353747777584,0.2638170355827034,20,0
