model,variable,h,sample,n,rmse,mae,persistence_rmse,persistence_mae
JOINT_DOMESTIC_R22,ip,5,origins_2024plus,24,1.8612882163501,1.4710252423349,2.786151068187477,2.2056283796376346
JOINT_DOMESTIC_R22,ip,6,full,82,7.24297757910798,3.501264161007462,8.817917389524693,4.722785899012625
JOINT_DOMESTIC_R22,ip,6,origins_2024plus,23,1.8750254450423096,1.4701046006660112,2.5324781756668258,1.9115282089351617
JOINT_DOMESTIC_R22,ip,7,full,81,7.079057862079955,3.452112462957468,8.50154720757176,4.766145603057776
JOINT_DOMESTIC_R22,ip,7,origins_2024plus,22,1.882358514637477,1.483132376757002,2.37233705446854,1.9356551168818548
JOINT_DOMESTIC_R22,ip,8,full,80,7.099959862791149,3.5029447854881313,8.514756527111114,5.027781636531986
JOINT_DOMESTIC_R22,ip,8,origins_2024plus,21,1.8830143393861323,1.4640648616491896,2.6457122997814504,2.414129814035784
JOINT_DOMESTIC_R22,ip,9,full,79,7.231288714855361,3.6093876225122217,8.824235845581818,5.276571682238284
JOINT_DOMESTIC_R22,ip,9,origins_2024plus,20,1.9858257204963843,1.5631177558400906,3.2934336655537773,2.884334759950362
JOINT_DOMESTIC_R22,ip,10,full,78,7.304297120694538,3.543378637197079,9.350330078871556,5.31837451469544
JOINT_DOMESTIC_R22,ip,10,origins_2024plus,19,2.006668407053803,1.5987231900305725,3.490446524760265,2.6533749691780297
JOINT_DOMESTIC_R22,ip,11,full,77,7.184420541758622,3.4880382808692625,9.445046537723085,5.279462748471321
JOINT_DOMESTIC_R22,ip,11,origins_2024plus,18,1.873628487263447,1.4709313551530607,3.4257539752031985,2.572869953722785
JOINT_DOMESTIC_R22,ip,12,full,76,7.107433077174149,3.454107353525753,9.22488213666823,5.104458178649452
JOINT_DOMESTIC_R22,ip,12,origins_2024plus,17,1.8837583826889932,1.4850740000549212,2.7191831768557653,2.0396596733416423
JOINT_DOMESTIC_R22,services,1,full,89,0.575435878450102,0.45319006984629534,0.7656814810575324,0.6161845418852794
JOINT_DOMESTIC_R22,services,1,origins_2024plus,30,0.5139591902063069,0.40480624588410863,0.7378848553844598,0.6223368892362553
JOINT_DOMESTIC_R22,services,2,full,88,0.5703647334271573,0.4454012463154097,0.783504061469725,0.651786507905525
JOINT_DOMESTIC_R22,services,2,origins_2024plus,29,0.5026260416944072,0.39056758743673825,0.8047672755902495,0.6374315501863426
JOINT_DOMESTIC_R22,services,3,full,87,0.5685379952566856,0.44357881519157855,0.7441597564406693,0.6069868381506567
JOINT_DOMESTIC_R22,services,3,origins_2024plus,28,0.4611895807840191,0.3711977692264469,0.6680058896842455,0.585390710104362
JOINT_DOMESTIC_R22,services,4,full,86,0.5773611093589952,0.4426490301581293,0.6829297385138433,0.5621580810275207
JOINT_DOMESTIC_R22,services,4,origins_2024plus,27,0.45772013123889976,0.35168986566778304,0.5855835551311063,0.49446863210077185
JOINT_DOMESTIC_R22,services,5,full,85,0.5915187214689255,0.45665261954724023,0.6879897259872838,0.5261898683873915
JOINT_DOMESTIC_R22,services,5,origins_2024plus,26,0.48939708297592666,0.38215618331744794,0.623875444944992,0.4724935985748843
JOINT_DOMESTIC_R22,services,6,full,84,0.5839523941925339,0.45194461408629527,0.6905149505089743,0.5697031776784828
JOINT_DOMESTIC_R22,services,6,origins_2024plus,25,0.44626606582308237,0.3481430033179552,0.5495830452424831,0.45279975576220216
JOINT_DOMESTIC_R22,services,7,full,83,0.5889763805280454,0.4597348529390847,0.746389660973024,0.6109883647971076
JOINT_DOMESTIC_R22,services,7,origins_2024plus,24,0.4426894351889549,0.34585836652046814,0.6290005097686944,0.5359046986101746
JOINT_DOMESTIC_R22,services,8,full,82,0.5946441666464712,0.4619127743173737,0.782321955777563,0.6245369170792048
JOINT_DOMESTIC_R22,services,8,origins_2024plus,23,0.46415706477402324,0.36216239607088135,0.7199986052555888,0.5436598625700177
JOINT_DOMESTIC_R22,services,9,full,81,0.6114828737250024,0.47675302128770597,0.8396676972786314,0.6905324532721508
JOINT_DOMESTIC_R22,services,9,origins_2024plus,22,0.46320081875578045,0.34866926198671,0.7752640453659561,0.6505236535253552
JOINT_DOMESTIC_R22,services,10,full,80,0.6437598798232533,0.5095775513726591,0.8346138717515442,0.6752712301986936
JOINT_DOMESTIC_R22,services,10,origins_2024plus,21,0.5078547830679926,0.39612014440220994,0.7703232807906096,0.6611775282993813
JOINT_DOMESTIC_R22,services,11,full,79,0.6683196914403651,0.5332594374050379,0.6264121261062519,0.44559582828432565
JOINT_DOMESTIC_R22,services,11,origins_2024plus,20,0.5081387037315509,0.4089978038999672,0.3327993826989483,0.22763539308294695
JOINT_DOMESTIC_R22,services,12,full,78,0.6784849357137205,0.5422766871005404,0.7972941114611888,0.6506761006073338
JOINT_DOMESTIC_R22,services,12,origins_2024plus,19,0.5163877149216174,0.41633218108954123,0.5994487526616091,0.5319917694794372
JOINT_DOMESTIC_R22,ulc,1,full,87,2.1280412877925077,1.631063817597733,2.2231324010057256,1.725351379050528
JOINT_DOMESTIC_R22,ulc,1,origins_2024plus,28,1.1365923149618828,0.9735927287206366,1.2018760164198865,1.025061105897587
JOINT_DOMESTIC_R22,ulc,2,full,86,2.2277245648303223,1.7439343604336999,2.3577271109935403,1.8116125790707713
JOINT_DOMESTIC_R22,ulc,2,origins_2024plus,27,1.2470023692406216,1.036904770926708,1.3247538715092129,1.0504561929565581
JOINT_DOMESTIC_R22,ulc,3,full,85,2.3177438894131406,1.865393430520367,2.4879597803782207,1.8999034543856081
JOINT_DOMESTIC_R22,ulc,3,origins_2024plus,26,1.3370336508637795,1.1153000772698356,1.4336769228344757,1.0683389423008227
JOINT_DOMESTIC_R22,ulc,4,full,84,2.405882403261037,1.9811789991213726,2.639127444755746,2.1115887748474154
JOINT_DOMESTIC_R22,ulc,4,origins_2024plus,25,1.4389603467757612,1.2172305716611043,1.5954496142339747,1.2606589373062067
JOINT_DOMESTIC_R22,ulc,5,full,83,2.497744574488321,2.093773770566307,2.78361189275187,2.3260688423501086
JOINT_DOMESTIC_R22,ulc,5,origins_2024plus,24,1.5365073260146132,1.3381754417996026,1.753945624420784,1.4690055985620394
JOINT_DOMESTIC_R22,ulc,6,full,82,2.5993922186185014,2.1808785741330143,2.9242274983240457,2.5457801310114037
JOINT_DOMESTIC_R22,ulc,6,origins_2024plus,23,1.5854592703224843,1.392111348400215,1.8252782122867697,1.6340617960829378
JOINT_DOMESTIC_R22,ulc,7,full,81,2.6619187553242094,2.2096284217097955,3.1083154692551416,2.669610906357737
JOINT_DOMESTIC_R22,ulc,7,origins_2024plus,22,1.6406999208098372,1.437576274125408,1.9772695611590523,1.6780831268597687
JOINT_DOMESTIC_R22,ulc,8,full,80,2.699560672834439,2.2236301517874337,3.263873030221725,2.7737370254553917
JOINT_DOMESTIC_R22,ulc,8,origins_2024plus,21,1.7151432413027805,1.496228153477814,2.1313358617550597,1.7262969653296314
JOINT_DOMESTIC_R22,ulc,9,full,79,2.691461448237068,2.2190852952605495,3.416021661983543,2.8804992488339995
JOINT_DOMESTIC_R22,ulc,9,origins_2024plus,20,1.715292043691429,1.5097468450684828,2.1934931168360925,1.7242018861161792
JOINT_DOMESTIC_R22,ulc,10,full,78,2.623522929172367,2.1580349021362255,3.390524886136502,2.879599306027312
JOINT_DOMESTIC_R22,ulc,10,origins_2024plus,19,1.7084084238807482,1.5061631288748754,2.1867633674287417,1.8003782021293895
JOINT_DOMESTIC_R22,ulc,11,full,77,2.5661940704285326,2.1110524494927154,3.3775364206360075,2.8909818197718398
JOINT_DOMESTIC_R22,ulc,11,origins_2024plus,18,1.690842512530586,1.4931096891828401,2.1792614942111914,1.8850185532551786
JOINT_DOMESTIC_R22,ulc,12,full,76,2.5254236340329466,2.050152566618211,3.3641540105818146,2.90266387335175
JOINT_DOMESTIC_R22,ulc,12,origins_2024plus,17,1.730770395407093,1.5248760501196883,2.2252515379832043,2.0081884506696506
JOINT_DOMESTIC_R22,unemployment,1,full,89,0.23588327336036433,0.18896024078814697,0.24171670668808728,0.18651685393258424
JOINT_DOMESTIC_R22,unemployment,1,origins_2024plus,30,0.1867720651954952,0.15646713507027724,0.16633299933166196,0.12999999999999998
JOINT_DOMESTIC_R22,unemployment,2,full,88,0.2658631281001654,0.21419551872898673,0.26628760937957835,0.19772727272727272
JOINT_DOMESTIC_R22,unemployment,2,origins_2024plus,29,0.2238797158530976,0.20181375853080913,0.17518463166731774,0.14137931034482756
JOINT_DOMESTIC_R22,unemployment,3,full,87,0.30672574392443225,0.23541072389857448,0.31367308554879414,0.2367816091954023
JOINT_DOMESTIC_R22,unemployment,3,origins_2024plus,28,0.25698418335272694,0.20907055033856384,0.19179602260139358,0.15357142857142853
JOINT_DOMESTIC_R22,unemployment,4,full,86,0.3436427355105694,0.274494329212354,0.3532243506051998,0.26627906976744187
JOINT_DOMESTIC_R22,unemployment,4,origins_2024plus,27,0.30738987041010685,0.26330873921716574,0.22443344307471286,0.17777777777777773
JOINT_DOMESTIC_R22,unemployment,5,full,85,0.3726256345307378,0.2898126451930023,0.37479406109928437,0.28470588235294114
JOINT_DOMESTIC_R22,unemployment,5,origins_2024plus,26,0.33901171394074914,0.2777676051475106,0.22274511131646554,0.18076923076923077
JOINT_DOMESTIC_R22,unemployment,6,full,84,0.41072177569400353,0.32321191301946445,0.41733280085163044,0.31547619047619047
JOINT_DOMESTIC_R22,unemployment,6,origins_2024plus,25,0.3800958690460278,0.32822016450454944,0.26907248094147423,0.22799999999999998
JOINT_DOMESTIC_R22,unemployment,7,full,83,0.43712752158561524,0.33053124261201816,0.4493636732573891,0.3397590361445783
JOINT_DOMESTIC_R22,unemployment,7,origins_2024plus,24,0.403440103293455,0.33771826513833103,0.27763885414929473,0.22083333333333335
JOINT_DOMESTIC_R22,unemployment,8,full,82,0.46314208531824574,0.35993822083141536,0.4752406322449559,0.37073170731707317
JOINT_DOMESTIC_R22,unemployment,8,origins_2024plus,23,0.43321490506297367,0.37287641742695427,0.30288468174337013,0.25652173913043486
JOINT_DOMESTIC_R22,unemployment,9,full,81,0.48455177914420033,0.36651295577911647,0.5035675197166515,0.38765432098765434
JOINT_DOMESTIC_R22,unemployment,9,origins_2024plus,22,0.454527785834527,0.3876984352241477,0.32683050931359187,0.2772727272727273
JOINT_DOMESTIC_R22,unemployment,10,full,80,0.5048002293118456,0.38601963951174045,0.5298584716695582,0.4025
JOINT_DOMESTIC_R22,unemployment,10,origins_2024plus,21,0.4753964006389801,0.41385301319264706,0.3443420226626843,0.29047619047619055
JOINT_DOMESTIC_R22,unemployment,11,full,79,0.5259232508791083,0.4048149290783386,0.560740920342751,0.440506329113924
JOINT_DOMESTIC_R22,unemployment,11,origins_2024plus,20,0.49418850240699597,0.4288494965534074,0.37947331922020555,0.32
JOINT_DOMESTIC_R22,unemployment,12,full,78,0.5418729841137735,0.4145185744737398,0.5706496522745157,0.441025641025641
JOINT_DOMESTIC_R22,unemployment,12,origins_2024plus,19,0.5025438627567301,0.4304198267205185,0.3713418059444766,0.3263157894736843
JOINT_ENET_R22,brent,1,full,90,13.764445733787566,10.057186314584944,13.051865652278485,9.342530900401787
JOINT_ENET_R22,brent,1,origins_2024plus,31,10.094980672859084,7.093091383262957,12.227834894633924,8.220376846886655
JOINT_ENET_R22,brent,2,full,89,14.427976266281606,10.150662359315303,16.826353416571276,11.559069046147672
JOINT_ENET_R22,brent,2,origins_2024plus,30,9.28716939616064,5.953717921536779,14.548681912450913,9.549853029051778
JOINT_ENET_R22,brent,3,full,88,14.127292480155482,10.09681391962573,18.202821389537743,11.908417551083522
JOINT_ENET_R22,brent,3,origins_2024plus,29,9.874663883690278,6.783369014782371,15.265103775438714,8.630982876484175
JOINT_ENET_R22,brent,4,full,87,14.219511070976951,10.094224276700093,17.334146514842264,11.802793739186832
JOINT_ENET_R22,brent,4,origins_2024plus,28,10.286903417483103,6.973397763864677,13.682559918077626,8.800363101048017
JOINT_ENET_R22,brent,5,full,86,14.924102048461867,11.53665376018243,15.480563751541894,10.858155956893858
JOINT_ENET_R22,brent,5,origins_2024plus,27,11.007386104640968,8.048140851673946,13.14514422857256,7.942635508420078
JOINT_ENET_R22,brent,6,full,85,14.37195281174412,10.387908777467263,14.483659997097313,10.730760744131564
JOINT_ENET_R22,brent,6,origins_2024plus,26,10.132170474606696,6.713436563151543,11.047541802889087,7.025432451450796
JOINT_ENET_R22,brent,7,full,84,13.824431113133588,9.900885627614164,14.339254824479212,10.294799012403539
JOINT_ENET_R22,brent,7,origins_2024plus,25,10.24477489394517,6.998803562710324,11.514079881634599,8.057530872606014
JOINT_ENET_R22,brent,8,full,83,14.389218534118802,10.396858221512337,15.263597589775664,10.095521747406218
JOINT_ENET_R22,brent,8,origins_2024plus,24,10.913312164583719,7.077815296798151,10.27897233526148,6.123316119952588
JOINT_ENET_R22,brent,9,full,82,13.92483158925783,10.416097601304225,15.914237336191727,11.151421582529615
JOINT_ENET_R22,brent,9,origins_2024plus,23,10.32634592088749,6.603679083041123,10.304398617271534,6.7354257001059565
JOINT_ENET_R22,brent,10,full,81,15.27624881455789,10.925417393543537,16.54088689269045,11.620614778868642
JOINT_ENET_R22,brent,10,origins_2024plus,22,10.295521790438285,6.277658248772278,12.421209484820944,7.564872022961677
JOINT_ENET_R22,brent,11,full,80,13.872274243193015,9.431854772910304,16.359978036099907,11.556249269981837
JOINT_ENET_R22,brent,11,origins_2024plus,21,10.554085887502673,7.042979471555544,12.63201585948098,8.212341878454794
JOINT_ENET_R22,brent,12,full,79,13.939343801053466,9.61710116551209,15.393638653240425,11.044885589399247
JOINT_ENET_R22,brent,12,origins_2024plus,20,10.763551878680257,6.993821770169615,13.061921088806454,8.905705065702485
JOINT_ENET_R22,core,1,full,89,0.3141885573104595,0.25923644188286227,0.3330115392766863,0.2637273753908791
JOINT_ENET_R22,core,1,origins_2024plus,30,0.23157929811942318,0.18685435890925953,0.23323850236761115,0.1823448304327245
JOINT_ENET_R22,core,2,full,88,0.3944070114665435,0.2920479817689193,0.3362675007406244,0.269765742731601
JOINT_ENET_R22,core,2,origins_2024plus,29,0.2067491014400418,0.16553531622728795,0.21626723428351208,0.17897103116220026
JOINT_ENET_R22,core,3,full,87,0.40151683756381407,0.3112104323252991,0.35288002527409223,0.27484041347060645
JOINT_ENET_R22,core,3,origins_2024plus,28,0.23320691992342463,0.19893166219266575,0.18799774076489903,0.151171414892657
JOINT_ENET_R22,core,4,full,86,0.39933808435961043,0.3091763534996085,0.35510838545817,0.272756766509235
JOINT_ENET_R22,core,4,origins_2024plus,27,0.20166837586831488,0.17521313674617875,0.16886868237477973,0.13612537451035017
JOINT_ENET_R22,core,5,full,85,0.4298180666093024,0.3328058100545757,0.38624070211764616,0.28478180296804
JOINT_ENET_R22,core,5,origins_2024plus,26,0.20374638479612964,0.18343796602747028,0.20010606191609437,0.1482426467618264
JOINT_ENET_R22,core,6,full,84,0.4498264618396835,0.3421516516247948,0.42351768405313023,0.3205523974987545
JOINT_ENET_R22,core,6,origins_2024plus,25,0.21177329874754142,0.18150176157076536,0.18187615577947275,0.1507979418573268
JOINT_ENET_R22,core,7,full,83,0.48147521317095554,0.38073522321708214,0.46092442383098386,0.34693343264576365
JOINT_ENET_R22,core,7,origins_2024plus,24,0.23540412900531796,0.19486218234030242,0.18648573388811923,0.1600547706172883
JOINT_ENET_R22,core,8,full,82,0.5307879619753417,0.4180248334535852,0.4754762228492129,0.37288043761386475
JOINT_ENET_R22,core,8,origins_2024plus,23,0.259393393864909,0.22804323351804456,0.1901844633784337,0.1569833047110797
JOINT_ENET_R22,core,9,full,81,0.509889748924057,0.4006649333314963,0.5044439819061632,0.4020451412219309
JOINT_ENET_R22,core,9,origins_2024plus,22,0.20098287113047808,0.16926932621635668,0.19368695908692246,0.16301596541221242
JOINT_ENET_R22,core,10,full,80,0.5081008194522101,0.38815987279398434,0.5182314810721478,0.38914691338186297
JOINT_ENET_R22,core,10,origins_2024plus,21,0.17738799664527716,0.13609043402334986,0.18052230248162376,0.1410020231734132
JOINT_ENET_R22,core,11,full,79,0.5050024737185063,0.39892127653584886,0.5075507106190856,0.3573352348515681
JOINT_ENET_R22,core,11,origins_2024plus,20,0.21833091423631162,0.17281865854462045,0.12802927497180988,0.09469939585292145
JOINT_ENET_R22,core,12,full,78,0.5216551724994778,0.42040666581859254,0.5561358630583623,0.4127691427785338
JOINT_ENET_R22,core,12,origins_2024plus,19,0.21045216128863903,0.18453874370771833,0.1810876372353985,0.1393062192704262
JOINT_ENET_R22,fx,1,full,90,1.3764839005453227,0.999191349795161,1.5605197307429197,1.0843115706596071
JOINT_ENET_R22,fx,1,origins_2024plus,31,1.1731618860211024,0.9434231148525881,1.2882053882849347,1.0017830461637245
JOINT_ENET_R22,fx,2,full,89,1.4643541019186608,1.1320866216141836,1.8613200478463054,1.2714529389333815
JOINT_ENET_R22,fx,2,origins_2024plus,30,1.1993249922432747,0.979907814962963,1.3788557021003809,0.9465612662798086
JOINT_ENET_R22,fx,3,full,88,1.4008378878305958,1.0781681610783365,1.7368683348093867,1.1977935817353698
JOINT_ENET_R22,fx,3,origins_2024plus,29,1.0879085459170188,0.8503960617886027,1.2982611094930798,0.9927357435660028
JOINT_ENET_R22,fx,4,full,87,1.3691181501124912,1.0173315385918726,1.799702153437005,1.2955640103586432
JOINT_ENET_R22,fx,4,origins_2024plus,28,1.049495164550963,0.788468197458268,1.3968216733829786,1.0554439136686489
JOINT_ENET_R22,fx,5,full,86,1.4276243339377863,1.0314907253959007,1.6952579222876978,1.2113396481066907
JOINT_ENET_R22,fx,5,origins_2024plus,27,0.8053449706853817,0.6039433340651498,1.1419380155985626,0.9003468427493215
JOINT_ENET_R22,fx,6,full,85,1.381980620906869,0.9866055892556377,1.5323380271629279,1.1732297011388952
JOINT_ENET_R22,fx,6,origins_2024plus,26,0.8621466096366653,0.5774448766657124,1.0899913191671278,0.8000186111050518
JOINT_ENET_R22,fx,7,full,84,1.3301301914263364,0.9425824945125024,1.6734521108098246,1.2922759586960986
JOINT_ENET_R22,fx,7,origins_2024plus,25,0.7587082231261496,0.550119828774885,1.228906787255344,1.015796817310927
JOINT_ENET_R22,fx,8,full,83,1.3378836579079378,0.9519805324666042,1.8544780850228142,1.3237241407787466
JOINT_ENET_R22,fx,8,origins_2024plus,24,0.8329204667207009,0.5909382932148187,1.4407767628535337,1.076519492827221
JOINT_ENET_R22,fx,9,full,82,1.3748256251519713,1.0096772373377156,1.741890108250557,1.3311305312238753
JOINT_ENET_R22,fx,9,origins_2024plus,23,0.8841930823581011,0.6855613562721877,1.0779578847624067,0.9057942835761849
JOINT_ENET_R22,fx,10,full,81,1.3820547679031194,1.0002986494095725,1.7946786560931405,1.3501760683336899
JOINT_ENET_R22,fx,10,origins_2024plus,22,0.8034384361700935,0.5897416472881749,1.2045086403349636,0.8757721793272115
JOINT_ENET_R22,fx,11,full,80,1.379489827966459,1.0055000611860128,1.779748275282608,1.3504805107607893
JOINT_ENET_R22,fx,11,origins_2024plus,21,0.7219081987341307,0.5708428592500608,1.2949418098313845,1.104063396717891
JOINT_ENET_R22,fx,12,full,79,1.3990870930174302,1.0294655030992665,1.6312030176743997,1.2068811005545101
JOINT_ENET_R22,fx,12,origins_2024plus,20,0.7858283543097973,0.6067931998329334,1.013949483839125,0.6981848142661082
JOINT_ENET_R22,goods,1,full,89,0.486386385618152,0.3564387325908868,0.514283064530345,0.41767987813750784
JOINT_ENET_R22,goods,1,origins_2024plus,30,0.36529331939456117,0.2698770734006004,0.5605807104758586,0.4716981963363561
JOINT_ENET_R22,goods,2,full,88,0.5043372160442433,0.37949893628691633,0.5426692728371484,0.4418805329942993
JOINT_ENET_R22,goods,2,origins_2024plus,29,0.4140088322217246,0.3255010996910937,0.5729386069178345,0.48761392236464274
JOINT_ENET_R22,goods,3,full,87,0.47722400888084077,0.37061906898424485,0.4924991174208621,0.39611812087359005
JOINT_ENET_R22,goods,3,origins_2024plus,28,0.3823510347987732,0.2943491741225066,0.4746819129372872,0.38788382916037273
JOINT_ENET_R22,goods,4,full,86,0.5023331686029626,0.4012920447052865,0.5200507700883868,0.39952815167585715
JOINT_ENET_R22,goods,4,origins_2024plus,27,0.3789353789212064,0.289974525136495,0.5233517517780321,0.4324989009196186
JOINT_ENET_R22,goods,5,full,85,0.5232631850451274,0.416712686227485,0.5497231307975323,0.4235488467479574
JOINT_ENET_R22,goods,5,origins_2024plus,26,0.36234979398689815,0.2849120074914322,0.5091358011822428,0.418357490168848
