clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,included,actual_complete,missing_models,n_models_available,reason
report,2025-02-13,2025-01-24,2026Q3,7,2025-01,2025-02-05 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-02-13,2025-01-24,2026Q4,8,2025-01,2025-02-05 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-02-13,2025-01-24,2025Q1,1,2024-12,2025-01-12 22:59:00+00:00,True,True,,9,included
cutoff,2025-02-13,2025-01-24,2025Q2,2,2024-12,2025-01-12 22:59:00+00:00,True,True,,9,included
cutoff,2025-02-13,2025-01-24,2025Q3,3,2024-12,2025-01-12 22:59:00+00:00,True,True,,9,included
cutoff,2025-02-13,2025-01-24,2025Q4,4,2024-12,2025-01-12 22:59:00+00:00,True,True,,9,included
cutoff,2025-02-13,2025-01-24,2026Q1,5,2024-12,2025-01-12 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2025-02-13,2025-01-24,2026Q2,6,2024-12,2025-01-12 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2025-02-13,2025-01-24,2026Q3,7,2024-12,2025-01-12 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-02-13,2025-01-24,2026Q4,8,2024-12,2025-01-12 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-05-15,2025-04-25,2025Q2,1,2025-04,2025-05-05 21:59:00+00:00,True,True,,9,included
report,2025-05-15,2025-04-25,2025Q3,2,2025-04,2025-05-05 21:59:00+00:00,True,True,,9,included
report,2025-05-15,2025-04-25,2025Q4,3,2025-04,2025-05-05 21:59:00+00:00,True,True,,9,included
report,2025-05-15,2025-04-25,2026Q1,4,2025-04,2025-05-05 21:59:00+00:00,True,True,,9,included
report,2025-05-15,2025-04-25,2026Q2,5,2025-04,2025-05-05 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2025-05-15,2025-04-25,2026Q3,6,2025-04,2025-05-05 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-05-15,2025-04-25,2026Q4,7,2025-04,2025-05-05 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-05-15,2025-04-25,2025Q2,1,2025-03,2025-04-03 21:59:00+00:00,True,True,,9,included
cutoff,2025-05-15,2025-04-25,2025Q3,2,2025-03,2025-04-03 21:59:00+00:00,True,True,,9,included
cutoff,2025-05-15,2025-04-25,2025Q4,3,2025-03,2025-04-03 21:59:00+00:00,True,True,,9,included
cutoff,2025-05-15,2025-04-25,2026Q1,4,2025-03,2025-04-03 21:59:00+00:00,True,True,,9,included
cutoff,2025-05-15,2025-04-25,2026Q2,5,2025-03,2025-04-03 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2025-05-15,2025-04-25,2026Q3,6,2025-03,2025-04-03 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-05-15,2025-04-25,2026Q4,7,2025-03,2025-04-03 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-08-14,2025-07-25,2025Q3,1,2025-07,2025-08-04 21:59:00+00:00,True,True,,9,included
report,2025-08-14,2025-07-25,2025Q4,2,2025-07,2025-08-04 21:59:00+00:00,True,True,,9,included
report,2025-08-14,2025-07-25,2026Q1,3,2025-07,2025-08-04 21:59:00+00:00,True,True,,9,included
report,2025-08-14,2025-07-25,2026Q2,4,2025-07,2025-08-04 21:59:00+00:00,True,True,,9,included
report,2025-08-14,2025-07-25,2026Q3,5,2025-07,2025-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-08-14,2025-07-25,2026Q4,6,2025-07,2025-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-08-14,2025-07-25,2027Q1,7,2025-07,2025-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-08-14,2025-07-25,2027Q2,8,2025-07,2025-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-08-14,2025-07-25,2027Q3,9,2025-07,2025-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-08-14,2025-07-25,2027Q4,10,2025-07,2025-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-08-14,2025-07-25,2025Q3,1,2025-06,2025-07-03 21:59:00+00:00,True,True,,9,included
cutoff,2025-08-14,2025-07-25,2025Q4,2,2025-06,2025-07-03 21:59:00+00:00,True,True,,9,included
cutoff,2025-08-14,2025-07-25,2026Q1,3,2025-06,2025-07-03 21:59:00+00:00,True,True,,9,included
cutoff,2025-08-14,2025-07-25,2026Q2,4,2025-06,2025-07-03 21:59:00+00:00,True,True,,9,included
cutoff,2025-08-14,2025-07-25,2026Q3,5,2025-06,2025-07-03 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-08-14,2025-07-25,2026Q4,6,2025-06,2025-07-03 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-08-14,2025-07-25,2027Q1,7,2025-06,2025-07-03 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-08-14,2025-07-25,2027Q2,8,2025-06,2025-07-03 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-08-14,2025-07-25,2027Q3,9,2025-06,2025-07-03 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-08-14,2025-07-25,2027Q4,10,2025-06,2025-07-03 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-11-13,2025-10-24,2025Q4,1,2025-10,2025-11-04 22:59:00+00:00,True,True,,9,included
report,2025-11-13,2025-10-24,2026Q1,2,2025-10,2025-11-04 22:59:00+00:00,True,True,,9,included
report,2025-11-13,2025-10-24,2026Q2,3,2025-10,2025-11-04 22:59:00+00:00,True,True,,9,included
report,2025-11-13,2025-10-24,2026Q3,4,2025-10,2025-11-04 22:59:00+00:00,False,False,,9,incomplete_actual
report,2025-11-13,2025-10-24,2026Q4,5,2025-10,2025-11-04 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-11-13,2025-10-24,2027Q1,6,2025-10,2025-11-04 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-11-13,2025-10-24,2027Q2,7,2025-10,2025-11-04 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-11-13,2025-10-24,2027Q3,8,2025-10,2025-11-04 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-11-13,2025-10-24,2027Q4,9,2025-10,2025-11-04 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-11-13,2025-10-24,2025Q4,1,2025-09,2025-10-05 21:59:00+00:00,True,True,,9,included
cutoff,2025-11-13,2025-10-24,2026Q1,2,2025-09,2025-10-05 21:59:00+00:00,True,True,,9,included
cutoff,2025-11-13,2025-10-24,2026Q2,3,2025-09,2025-10-05 21:59:00+00:00,True,True,,9,included
cutoff,2025-11-13,2025-10-24,2026Q3,4,2025-09,2025-10-05 21:59:00+00:00,False,False,,9,incomplete_actual
cutoff,2025-11-13,2025-10-24,2026Q4,5,2025-09,2025-10-05 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-11-13,2025-10-24,2027Q1,6,2025-09,2025-10-05 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-11-13,2025-10-24,2027Q2,7,2025-09,2025-10-05 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-11-13,2025-10-24,2027Q3,8,2025-09,2025-10-05 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2025-11-13,2025-10-24,2027Q4,9,2025-09,2025-10-05 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-02-12,2026-01-23,2026Q1,1,2026-01,2026-02-04 22:59:00+00:00,True,True,,9,included
report,2026-02-12,2026-01-23,2026Q2,2,2026-01,2026-02-04 22:59:00+00:00,True,True,,9,included
report,2026-02-12,2026-01-23,2026Q3,3,2026-01,2026-02-04 22:59:00+00:00,False,False,,9,incomplete_actual
report,2026-02-12,2026-01-23,2026Q4,4,2026-01,2026-02-04 22:59:00+00:00,False,False,,9,incomplete_actual
report,2026-02-12,2026-01-23,2027Q1,5,2026-01,2026-02-04 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-02-12,2026-01-23,2027Q2,6,2026-01,2026-02-04 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-02-12,2026-01-23,2027Q3,7,2026-01,2026-02-04 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-02-12,2026-01-23,2027Q4,8,2026-01,2026-02-04 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2026-02-12,2026-01-23,2026Q1,1,2025-12,2026-01-06 22:59:00+00:00,True,True,,9,included
cutoff,2026-02-12,2026-01-23,2026Q2,2,2025-12,2026-01-06 22:59:00+00:00,True,True,,9,included
cutoff,2026-02-12,2026-01-23,2026Q3,3,2025-12,2026-01-06 22:59:00+00:00,False,False,,9,incomplete_actual
cutoff,2026-02-12,2026-01-23,2026Q4,4,2025-12,2026-01-06 22:59:00+00:00,False,False,,9,incomplete_actual
cutoff,2026-02-12,2026-01-23,2027Q1,5,2025-12,2026-01-06 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2026-02-12,2026-01-23,2027Q2,6,2025-12,2026-01-06 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2026-02-12,2026-01-23,2027Q3,7,2025-12,2026-01-06 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2026-02-12,2026-01-23,2027Q4,8,2025-12,2026-01-06 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-05-14,2026-04-24,2026Q2,1,2026-04,2026-05-05 21:59:00+00:00,True,True,,9,included
report,2026-05-14,2026-04-24,2026Q3,2,2026-04,2026-05-05 21:59:00+00:00,False,False,,9,incomplete_actual
report,2026-05-14,2026-04-24,2026Q4,3,2026-04,2026-05-05 21:59:00+00:00,False,False,,9,incomplete_actual
report,2026-05-14,2026-04-24,2027Q1,4,2026-04,2026-05-05 21:59:00+00:00,False,False,,9,incomplete_actual
report,2026-05-14,2026-04-24,2027Q2,5,2026-04,2026-05-05 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-05-14,2026-04-24,2027Q3,6,2026-04,2026-05-05 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-05-14,2026-04-24,2027Q4,7,2026-04,2026-05-05 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2026-05-14,2026-04-24,2026Q2,1,2026-03,2026-04-06 21:59:00+00:00,True,True,,9,included
cutoff,2026-05-14,2026-04-24,2026Q3,2,2026-03,2026-04-06 21:59:00+00:00,False,False,,9,incomplete_actual
cutoff,2026-05-14,2026-04-24,2026Q4,3,2026-03,2026-04-06 21:59:00+00:00,False,False,,9,incomplete_actual
cutoff,2026-05-14,2026-04-24,2027Q1,4,2026-03,2026-04-06 21:59:00+00:00,False,False,,9,incomplete_actual
cutoff,2026-05-14,2026-04-24,2027Q2,5,2026-03,2026-04-06 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2026-05-14,2026-04-24,2027Q3,6,2026-03,2026-04-06 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2026-05-14,2026-04-24,2027Q4,7,2026-03,2026-04-06 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-08-13,2026-07-24,2026Q3,1,2026-07,2026-08-04 21:59:00+00:00,False,False,,9,incomplete_actual
report,2026-08-13,2026-07-24,2026Q4,2,2026-07,2026-08-04 21:59:00+00:00,False,False,,9,incomplete_actual
report,2026-08-13,2026-07-24,2027Q1,3,2026-07,2026-08-04 21:59:00+00:00,False,False,,9,incomplete_actual
report,2026-08-13,2026-07-24,2027Q2,4,2026-07,2026-08-04 21:59:00+00:00,False,False,,9,incomplete_actual
report,2026-08-13,2026-07-24,2027Q3,5,2026-07,2026-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-08-13,2026-07-24,2027Q4,6,2026-07,2026-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-08-13,2026-07-24,2028Q1,7,2026-07,2026-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-08-13,2026-07-24,2028Q2,8,2026-07,2026-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-08-13,2026-07-24,2028Q3,9,2026-07,2026-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2026-08-13,2026-07-24,2028Q4,10,2026-07,2026-08-04 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2026-08-13,2026-07-24,2026Q3,1,2026-06,2026-07-06 21:59:00+00:00,False,False,,9,incomplete_actual
cutoff,2026-08-13,2026-07-24,2026Q4,2,2026-06,2026-07-06 21:59:00+00:00,False,False,,9,incomplete_actual
cutoff,2026-08-13,2026-07-24,2027Q1,3,2026-06,2026-07-06 21:59:00+00:00,False,False,,9,incomplete_actual
cutoff,2026-08-13,2026-07-24,2027Q2,4,2026-06,2026-07-06 21:59:00+00:00,False,False,,9,incomplete_actual
cutoff,2026-08-13,2026-07-24,2027Q3,5,2026-06,2026-07-06 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
