clock,model,report_date,squared_error_gain_sum
cutoff,ENET_BOTH_R15,2025-02-13,-0.8662148687140023
cutoff,ENET_BOTH_R15,2025-05-15,-2.5401554449243005
cutoff,ENET_BOTH_R15,2025-08-14,-1.4763173731145898
cutoff,ENET_BOTH_R15,2025-11-13,-1.5912851188109398
cutoff,ENET_BOTH_R15,2026-02-12,0.1440294302448327
cutoff,ENET_BOTH_R15,2026-05-14,-0.0530159161494081
cutoff,ENET_DOMESTIC_R15,2022-02-10,39.91748085735783
cutoff,ENET_DOMESTIC_R15,2022-05-12,-66.76506883344672
cutoff,ENET_DOMESTIC_R15,2022-08-11,11.108825413391315
cutoff,ENET_DOMESTIC_R15,2022-11-10,-2.885584015668636
cutoff,ENET_DOMESTIC_R15,2023-02-09,-40.632117279240624
cutoff,ENET_DOMESTIC_R15,2023-05-11,-48.09750522930259
cutoff,ENET_DOMESTIC_R15,2023-08-10,-5.774417978218245
cutoff,ENET_DOMESTIC_R15,2023-11-09,-11.733228587534132
cutoff,ENET_DOMESTIC_R15,2024-02-15,-0.02947593201351173
cutoff,ENET_DOMESTIC_R15,2024-05-09,-0.956031493456352
cutoff,ENET_DOMESTIC_R15,2024-08-08,0.908819258791862
cutoff,ENET_DOMESTIC_R15,2024-11-14,-1.3957657182450642
cutoff,ENET_DOMESTIC_R15,2025-02-13,-0.8732096643689438
cutoff,ENET_DOMESTIC_R15,2025-05-15,-2.317784516669908
cutoff,ENET_DOMESTIC_R15,2025-08-14,-1.7204058318276898
cutoff,ENET_DOMESTIC_R15,2025-11-13,-1.5912851188109398
cutoff,ENET_DOMESTIC_R15,2026-02-12,0.12384190959942812
cutoff,ENET_DOMESTIC_R15,2026-05-14,-0.1059042933951787
cutoff,ENET_IMPORTED_R15,2022-02-10,91.07370300146259
cutoff,ENET_IMPORTED_R15,2022-05-12,-1.465587627660227
cutoff,ENET_IMPORTED_R15,2022-08-11,-20.036578627992018
cutoff,ENET_IMPORTED_R15,2022-11-10,-51.2420352353755
cutoff,ENET_IMPORTED_R15,2023-02-09,-56.87707988607317
cutoff,ENET_IMPORTED_R15,2023-05-11,-46.26824696333147
cutoff,ENET_IMPORTED_R15,2023-08-10,-4.503009369070863
cutoff,ENET_IMPORTED_R15,2023-11-09,-10.556581562469608
cutoff,ENET_IMPORTED_R15,2024-02-15,-0.02947593201351173
cutoff,ENET_IMPORTED_R15,2024-05-09,-0.956031493456352
cutoff,ENET_IMPORTED_R15,2024-08-08,0.908819258791862
cutoff,ENET_IMPORTED_R15,2024-11-14,-1.3957657182450642
cutoff,ENET_IMPORTED_R15,2025-02-13,-0.8732096643689438
cutoff,ENET_IMPORTED_R15,2025-05-15,-2.6504052575534294
cutoff,ENET_IMPORTED_R15,2025-08-14,-1.4284876795341135
cutoff,ENET_IMPORTED_R15,2025-11-13,-1.5912851188109398
cutoff,ENET_IMPORTED_R15,2026-02-12,0.1114504347876913
cutoff,ENET_IMPORTED_R15,2026-05-14,-0.0830411186902433
cutoff,ENET_WIDE_R15,2022-02-10,131.6624917745708
cutoff,ENET_WIDE_R15,2022-05-12,35.27360825402456
cutoff,ENET_WIDE_R15,2022-08-11,-40.973149256188044
cutoff,ENET_WIDE_R15,2022-11-10,-446.11242019786135
cutoff,ENET_WIDE_R15,2023-02-09,-53.722459507427914
cutoff,ENET_WIDE_R15,2023-05-11,-45.61847266423513
cutoff,ENET_WIDE_R15,2023-08-10,-4.503009369070863
cutoff,ENET_WIDE_R15,2023-11-09,-10.556581562469608
cutoff,ENET_WIDE_R15,2024-02-15,-0.02947593201351173
cutoff,ENET_WIDE_R15,2024-05-09,-0.956031493456352
cutoff,ENET_WIDE_R15,2024-08-08,0.908819258791862
cutoff,ENET_WIDE_R15,2024-11-14,-1.3957657182450642
cutoff,ENET_WIDE_R15,2025-02-13,-0.8732096643689438
cutoff,ENET_WIDE_R15,2025-05-15,-2.2760753411671817
cutoff,ENET_WIDE_R15,2025-08-14,-1.374133965390297
cutoff,ENET_WIDE_R15,2025-11-13,-1.5912851188109398
cutoff,ENET_WIDE_R15,2026-02-12,0.1043506380883165
cutoff,ENET_WIDE_R15,2026-05-14,-0.1446156749924708
cutoff,INDEPENDENT_BRIDGE,2022-02-10,125.77604711389024
cutoff,INDEPENDENT_BRIDGE,2022-05-12,-64.48790520248404
cutoff,INDEPENDENT_BRIDGE,2022-08-11,1.6768953715002857
cutoff,INDEPENDENT_BRIDGE,2022-11-10,-15.927359014165313
cutoff,INDEPENDENT_BRIDGE,2023-02-09,-40.40342721616794
cutoff,INDEPENDENT_BRIDGE,2023-05-11,-31.827778710119095
cutoff,INDEPENDENT_BRIDGE,2023-08-10,-1.8540070630460717
cutoff,INDEPENDENT_BRIDGE,2023-11-09,-6.7164795961956045
cutoff,INDEPENDENT_BRIDGE,2024-02-15,0.6278277415463314
cutoff,INDEPENDENT_BRIDGE,2024-05-09,0.0438578246682565
cutoff,INDEPENDENT_BRIDGE,2024-08-08,0.5327794203217988
cutoff,INDEPENDENT_BRIDGE,2024-11-14,-8.170525738221494
cutoff,INDEPENDENT_BRIDGE,2025-02-13,-3.2572989271758894
cutoff,INDEPENDENT_BRIDGE,2025-05-15,-5.474807196610723
cutoff,INDEPENDENT_BRIDGE,2025-08-14,0.9435306029032042
cutoff,INDEPENDENT_BRIDGE,2025-11-13,-1.652406115312934
cutoff,INDEPENDENT_BRIDGE,2026-02-12,0.2473943687416586
cutoff,INDEPENDENT_BRIDGE,2026-05-14,0.0110428703879739
cutoff,RF_RESIDUAL_R15,2022-02-10,124.87231869087391
cutoff,RF_RESIDUAL_R15,2022-05-12,7.982650141824436
cutoff,RF_RESIDUAL_R15,2022-08-11,9.174379660816207
cutoff,RF_RESIDUAL_R15,2022-11-10,-1.4998811579704556
cutoff,RF_RESIDUAL_R15,2023-02-09,-35.104041559122145
cutoff,RF_RESIDUAL_R15,2023-05-11,-65.02541656503007
cutoff,RF_RESIDUAL_R15,2023-08-10,-6.816975181654376
cutoff,RF_RESIDUAL_R15,2023-11-09,-10.807679300450111
cutoff,RF_RESIDUAL_R15,2024-02-15,-0.07252240401638421
cutoff,RF_RESIDUAL_R15,2024-05-09,-2.8730189687734615
cutoff,RF_RESIDUAL_R15,2024-08-08,0.5602216215164857
cutoff,RF_RESIDUAL_R15,2024-11-14,-1.2307295056258654
cutoff,RF_RESIDUAL_R15,2025-02-13,-1.4805227377249228
cutoff,RF_RESIDUAL_R15,2025-05-15,-3.701814181253606
cutoff,RF_RESIDUAL_R15,2025-08-14,-1.7923720735298951
cutoff,RF_RESIDUAL_R15,2025-11-13,-1.2358102869510903
cutoff,RF_RESIDUAL_R15,2026-02-12,0.21487743058676545
cutoff,RF_RESIDUAL_R15,2026-05-14,-0.0608315888494515
cutoff,STABLE_LOCAL_CORE_R14B,2022-02-10,77.24925303226166
cutoff,STABLE_LOCAL_CORE_R14B,2022-05-12,-34.509247366259515
cutoff,STABLE_LOCAL_CORE_R14B,2022-08-11,9.779051575447616
cutoff,STABLE_LOCAL_CORE_R14B,2022-11-10,-0.30844513863108225
cutoff,STABLE_LOCAL_CORE_R14B,2023-02-09,-29.73652533331866
cutoff,STABLE_LOCAL_CORE_R14B,2023-05-11,-75.44310315881383
cutoff,STABLE_LOCAL_CORE_R14B,2023-08-10,-14.80972619858386
cutoff,STABLE_LOCAL_CORE_R14B,2023-11-09,-11.314197347284779
cutoff,STABLE_LOCAL_CORE_R14B,2024-02-15,0.49387446551196656
cutoff,STABLE_LOCAL_CORE_R14B,2024-05-09,0.2437902190287332
cutoff,STABLE_LOCAL_CORE_R14B,2024-08-08,1.0563398793877297
cutoff,STABLE_LOCAL_CORE_R14B,2024-11-14,0.0341830080113611
cutoff,STABLE_LOCAL_CORE_R14B,2025-02-13,-0.12363041598388269
cutoff,STABLE_LOCAL_CORE_R14B,2025-05-15,-0.8902272065574511
cutoff,STABLE_LOCAL_CORE_R14B,2025-08-14,-0.6525271620186865
cutoff,STABLE_LOCAL_CORE_R14B,2025-11-13,-0.8700785251570503
cutoff,STABLE_LOCAL_CORE_R14B,2026-02-12,0.16851525550986649
cutoff,STABLE_LOCAL_CORE_R14B,2026-05-14,-0.0778096348040247
cutoff,STABLE_PIPELINE_R14B,2022-02-10,116.40666623461267
cutoff,STABLE_PIPELINE_R14B,2022-05-12,-86.04922307707555
cutoff,STABLE_PIPELINE_R14B,2022-08-11,8.461957377024463
cutoff,STABLE_PIPELINE_R14B,2022-11-10,-11.070448160931441
cutoff,STABLE_PIPELINE_R14B,2023-02-09,-44.30803213906998
cutoff,STABLE_PIPELINE_R14B,2023-05-11,-26.55528037043112
cutoff,STABLE_PIPELINE_R14B,2023-08-10,-0.7627465324285146
cutoff,STABLE_PIPELINE_R14B,2023-11-09,-5.072546319484183
cutoff,STABLE_PIPELINE_R14B,2024-02-15,0.24895070819226353
cutoff,STABLE_PIPELINE_R14B,2024-05-09,0.2990373872886924
cutoff,STABLE_PIPELINE_R14B,2024-08-08,0.6205441421672582
cutoff,STABLE_PIPELINE_R14B,2024-11-14,-5.805879954898071
cutoff,STABLE_PIPELINE_R14B,2025-02-13,-1.6972250905328925
cutoff,STABLE_PIPELINE_R14B,2025-05-15,-3.4010626533270125
cutoff,STABLE_PIPELINE_R14B,2025-08-14,0.9367642307730905
cutoff,STABLE_PIPELINE_R14B,2025-11-13,-1.7433784173569864
cutoff,STABLE_PIPELINE_R14B,2026-02-12,0.0530629205102318
cutoff,STABLE_PIPELINE_R14B,2026-05-14,-0.1329548696422571
cutoff,STATE_ADAPT_R15,2022-02-10,112.0693314747729
cutoff,STATE_ADAPT_R15,2022-05-12,-19.804007917938062
cutoff,STATE_ADAPT_R15,2022-08-11,9.515719767538256
cutoff,STATE_ADAPT_R15,2022-11-10,-0.3216105557020805
cutoff,STATE_ADAPT_R15,2023-02-09,-35.704089679491034
cutoff,STATE_ADAPT_R15,2023-05-11,-39.89852351495861
cutoff,STATE_ADAPT_R15,2023-08-10,-3.1580754721781865
cutoff,STATE_ADAPT_R15,2023-11-09,-7.895954952534891
cutoff,STATE_ADAPT_R15,2024-02-15,0.17577626764451726
cutoff,STATE_ADAPT_R15,2024-05-09,-0.611047067554923
cutoff,STATE_ADAPT_R15,2024-08-08,0.8930454787181559
cutoff,STATE_ADAPT_R15,2024-11-14,-1.4694706719958874
cutoff,STATE_ADAPT_R15,2025-02-13,-0.9196749020090549
cutoff,STATE_ADAPT_R15,2025-05-15,-3.0645429246947824
cutoff,STATE_ADAPT_R15,2025-08-14,-2.616779799631793
cutoff,STATE_ADAPT_R15,2025-11-13,-2.3234497213993883
cutoff,STATE_ADAPT_R15,2026-02-12,0.24133946025132538
cutoff,STATE_ADAPT_R15,2026-05-14,-0.0991472103266128
cutoff,STATE_FAST_R15,2022-02-10,139.64507927678878
cutoff,STATE_FAST_R15,2022-05-12,-14.441496101291342
cutoff,STATE_FAST_R15,2022-08-11,10.353951230614408
cutoff,STATE_FAST_R15,2022-11-10,-0.3216105557020805
cutoff,STATE_FAST_R15,2023-02-09,-35.704089679491034
cutoff,STATE_FAST_R15,2023-05-11,-39.89852351495861
cutoff,STATE_FAST_R15,2023-08-10,-0.8076214398384391
cutoff,STATE_FAST_R15,2023-11-09,-6.413018357565373
cutoff,STATE_FAST_R15,2024-02-15,0.5162496445700104
cutoff,STATE_FAST_R15,2024-05-09,0.1068398904532309
cutoff,STATE_FAST_R15,2024-08-08,0.943940618353758
cutoff,STATE_FAST_R15,2024-11-14,-0.7236866204820699
cutoff,STATE_FAST_R15,2025-02-13,-0.2336976062129986
cutoff,STATE_FAST_R15,2025-05-15,-2.1071989010063574
cutoff,STATE_FAST_R15,2025-08-14,-0.7948396791737999
cutoff,STATE_FAST_R15,2025-11-13,-1.5807004984171922
cutoff,STATE_FAST_R15,2026-02-12,0.037903189055630795
cutoff,STATE_FAST_R15,2026-05-14,-0.0991472103266128
cutoff,STATE_MID_R15,2022-02-10,109.01008425032776
cutoff,STATE_MID_R15,2022-05-12,-37.458685287950125
cutoff,STATE_MID_R15,2022-08-11,7.716422157134584
cutoff,STATE_MID_R15,2022-11-10,-1.449750299926828
cutoff,STATE_MID_R15,2023-02-09,-35.911271890489445
cutoff,STATE_MID_R15,2023-05-11,-44.683495521242676
cutoff,STATE_MID_R15,2023-08-10,-4.503009369070863
cutoff,STATE_MID_R15,2023-11-09,-10.556581562469608
cutoff,STATE_MID_R15,2024-02-15,-0.02947593201351173
cutoff,STATE_MID_R15,2024-05-09,-0.956031493456352
cutoff,STATE_MID_R15,2024-08-08,0.908819258791862
cutoff,STATE_MID_R15,2024-11-14,-1.3957657182450642
cutoff,STATE_MID_R15,2025-02-13,-0.8732096643689438
cutoff,STATE_MID_R15,2025-05-15,-2.5481223023478687
cutoff,STATE_MID_R15,2025-08-14,-1.4891031540783137
cutoff,STATE_MID_R15,2025-11-13,-1.5912851188109398
cutoff,STATE_MID_R15,2026-02-12,0.1273720744956248
cutoff,STATE_MID_R15,2026-05-14,-0.0980103319379748
cutoff,STATE_SLOW_R15,2022-02-10,72.80697912827418
cutoff,STATE_SLOW_R15,2022-05-12,-76.3382040263647
cutoff,STATE_SLOW_R15,2022-08-11,-3.6840556782137828
cutoff,STATE_SLOW_R15,2022-11-10,-9.064478539902723
cutoff,STATE_SLOW_R15,2023-02-09,-43.58388493603226
cutoff,STATE_SLOW_R15,2023-05-11,-35.07000937783491
cutoff,STATE_SLOW_R15,2023-08-10,-4.66508477048626
cutoff,STATE_SLOW_R15,2023-11-09,-11.1819922059293
cutoff,STATE_SLOW_R15,2024-02-15,-0.8201820267112834
cutoff,STATE_SLOW_R15,2024-05-09,-2.5421722074822983
cutoff,STATE_SLOW_R15,2024-08-08,-0.0629329198128934
cutoff,STATE_SLOW_R15,2024-11-14,-2.9743762250321253
cutoff,STATE_SLOW_R15,2025-02-13,-2.5630614715715607
cutoff,STATE_SLOW_R15,2025-05-15,-4.592658341702967
cutoff,STATE_SLOW_R15,2025-08-14,-3.551892305845687
cutoff,STATE_SLOW_R15,2025-11-13,-2.3234497213993883
cutoff,STATE_SLOW_R15,2026-02-12,0.24133946025132538
cutoff,STATE_SLOW_R15,2026-05-14,-0.1286394933272749
cutoff,cnb,2022-02-10,0.0
cutoff,cnb,2022-05-12,0.0
cutoff,cnb,2022-08-11,0.0
cutoff,cnb,2022-11-10,0.0
cutoff,cnb,2023-02-09,0.0
cutoff,cnb,2023-05-11,0.0
cutoff,cnb,2023-08-10,0.0
cutoff,cnb,2023-11-09,0.0
cutoff,cnb,2024-02-15,0.0
cutoff,cnb,2024-05-09,0.0
cutoff,cnb,2024-08-08,0.0
cutoff,cnb,2024-11-14,0.0
cutoff,cnb,2025-02-13,0.0
cutoff,cnb,2025-05-15,0.0
cutoff,cnb,2025-08-14,0.0
cutoff,cnb,2025-11-13,0.0
cutoff,cnb,2026-02-12,0.0
cutoff,cnb,2026-05-14,0.0
report,BLEND_LINEAR_RF_R15,2022-02-10,101.55312840659266
report,BLEND_LINEAR_RF_R15,2022-05-12,48.23805992416528
report,BLEND_LINEAR_RF_R15,2022-08-11,-0.7322198379333571
report,BLEND_LINEAR_RF_R15,2022-11-10,-18.407111997998587
report,BLEND_LINEAR_RF_R15,2023-02-09,-37.84318454395558
report,BLEND_LINEAR_RF_R15,2023-05-11,-35.383931483867734
report,BLEND_LINEAR_RF_R15,2023-08-10,-7.14647395325475
report,BLEND_LINEAR_RF_R15,2023-11-09,-10.654543792318293
report,BLEND_LINEAR_RF_R15,2024-02-15,-0.21386501153298906
report,BLEND_LINEAR_RF_R15,2024-05-09,-1.8050704659716907
report,BLEND_LINEAR_RF_R15,2024-08-08,0.7583146780499079
report,BLEND_LINEAR_RF_R15,2024-11-14,-0.5391054516565871
report,BLEND_LINEAR_RF_R15,2025-02-13,-0.8532499595861023
report,BLEND_LINEAR_RF_R15,2025-05-15,-2.00330326043892
report,BLEND_LINEAR_RF_R15,2025-08-14,-2.2180921612943028
report,BLEND_LINEAR_RF_R15,2025-11-13,-0.074322678629118
report,BLEND_LINEAR_RF_R15,2026-02-12,0.15909475423976285
report,BLEND_LINEAR_RF_R15,2026-05-14,-0.1307352193030077
report,BLEND_WIDE_STATE_R15,2022-02-10,120.68571887390951
report,BLEND_WIDE_STATE_R15,2022-05-12,48.541345523275474
report,BLEND_WIDE_STATE_R15,2022-08-11,-11.008778146135782
report,BLEND_WIDE_STATE_R15,2022-11-10,-43.66362928004515
report,BLEND_WIDE_STATE_R15,2023-02-09,-38.53252194121411
report,BLEND_WIDE_STATE_R15,2023-05-11,-30.287200499331078
report,BLEND_WIDE_STATE_R15,2023-08-10,-6.9730782988452695
report,BLEND_WIDE_STATE_R15,2023-11-09,-10.556581562469608
report,BLEND_WIDE_STATE_R15,2024-02-15,0.014243744040595308
report,BLEND_WIDE_STATE_R15,2024-05-09,-0.956031493456352
report,BLEND_WIDE_STATE_R15,2024-08-08,0.908819258791862
report,BLEND_WIDE_STATE_R15,2024-11-14,-0.3693032645568326
report,BLEND_WIDE_STATE_R15,2025-02-13,-0.43796577564605566
report,BLEND_WIDE_STATE_R15,2025-05-15,-2.030617962970422
report,BLEND_WIDE_STATE_R15,2025-08-14,-1.872922546957692
report,BLEND_WIDE_STATE_R15,2025-11-13,-0.0609651645339561
report,BLEND_WIDE_STATE_R15,2026-02-12,0.17260969692346978
report,BLEND_WIDE_STATE_R15,2026-05-14,-0.1099433025362132
report,ENET_BOTH_R15,2022-02-10,75.4402959301676
report,ENET_BOTH_R15,2022-05-12,57.807648125451415
report,ENET_BOTH_R15,2022-08-11,-11.460807888370445
report,ENET_BOTH_R15,2022-11-10,-31.995668563534608
report,ENET_BOTH_R15,2023-02-09,-41.01241565666425
report,ENET_BOTH_R15,2023-05-11,-30.287200499331078
report,ENET_BOTH_R15,2023-08-10,-6.9730782988452695
report,ENET_BOTH_R15,2023-11-09,-10.556581562469608
report,ENET_BOTH_R15,2024-02-15,0.014243744040595308
report,ENET_BOTH_R15,2024-05-09,-0.956031493456352
report,ENET_BOTH_R15,2024-08-08,0.908819258791862
report,ENET_BOTH_R15,2024-11-14,-0.3693032645568326
report,ENET_BOTH_R15,2025-02-13,-0.4361175607888795
report,ENET_BOTH_R15,2025-05-15,-2.1270294884063685
report,ENET_BOTH_R15,2025-08-14,-1.8862020449280812
report,ENET_BOTH_R15,2025-11-13,-0.0609651645339561
report,ENET_BOTH_R15,2026-02-12,0.1228634611533347
report,ENET_BOTH_R15,2026-05-14,-0.1053699495818037
report,ENET_DOMESTIC_R15,2022-02-10,39.91748085735783
report,ENET_DOMESTIC_R15,2022-05-12,-4.4883454245440095
report,ENET_DOMESTIC_R15,2022-08-11,9.01555364634786
report,ENET_DOMESTIC_R15,2022-11-10,-5.45706664786686
report,ENET_DOMESTIC_R15,2023-02-09,-40.632117279240624
report,ENET_DOMESTIC_R15,2023-05-11,-31.614271083856735
report,ENET_DOMESTIC_R15,2023-08-10,-7.704301216706481
report,ENET_DOMESTIC_R15,2023-11-09,-11.733228587534132
report,ENET_DOMESTIC_R15,2024-02-15,0.014243744040595308
report,ENET_DOMESTIC_R15,2024-05-09,-0.956031493456352
report,ENET_DOMESTIC_R15,2024-08-08,0.908819258791862
report,ENET_DOMESTIC_R15,2024-11-14,-0.3693032645568326
report,ENET_DOMESTIC_R15,2025-02-13,-0.43796577564605566
report,ENET_DOMESTIC_R15,2025-05-15,-2.117115712961719
report,ENET_DOMESTIC_R15,2025-08-14,-2.1107006025176034
report,ENET_DOMESTIC_R15,2025-11-13,-0.0609651645339561
report,ENET_DOMESTIC_R15,2026-02-12,0.1995566064037644
report,ENET_DOMESTIC_R15,2026-05-14,-0.085574369038769
report,ENET_IMPORTED_R15,2022-02-10,91.07370300146259
report,ENET_IMPORTED_R15,2022-05-12,56.942479640047296
report,ENET_IMPORTED_R15,2022-08-11,-22.06063328580266
report,ENET_IMPORTED_R15,2022-11-10,-55.02331650879242
report,ENET_IMPORTED_R15,2023-02-09,-56.87707988607317
report,ENET_IMPORTED_R15,2023-05-11,-30.287200499331078
report,ENET_IMPORTED_R15,2023-08-10,-6.9730782988452695
report,ENET_IMPORTED_R15,2023-11-09,-10.556581562469608
report,ENET_IMPORTED_R15,2024-02-15,0.014243744040595308
report,ENET_IMPORTED_R15,2024-05-09,-0.956031493456352
report,ENET_IMPORTED_R15,2024-08-08,0.908819258791862
report,ENET_IMPORTED_R15,2024-11-14,-0.3693032645568326
report,ENET_IMPORTED_R15,2025-02-13,-0.44082753084299253
report,ENET_IMPORTED_R15,2025-05-15,-2.191819383272036
report,ENET_IMPORTED_R15,2025-08-14,-1.872922546957692
report,ENET_IMPORTED_R15,2025-11-13,-0.0609651645339561
report,ENET_IMPORTED_R15,2026-02-12,0.1917469880140901
report,ENET_IMPORTED_R15,2026-05-14,-0.1302355083567247
report,ENET_WIDE_R15,2022-02-10,131.6624917745708
report,ENET_WIDE_R15,2022-05-12,72.90696840988916
report,ENET_WIDE_R15,2022-08-11,-104.85735885341808
report,ENET_WIDE_R15,2022-11-10,-150.10659826740692
report,ENET_WIDE_R15,2023-02-09,-53.722459507427914
report,ENET_WIDE_R15,2023-05-11,-30.287200499331078
report,ENET_WIDE_R15,2023-08-10,-6.9730782988452695
report,ENET_WIDE_R15,2023-11-09,-10.556581562469608
report,ENET_WIDE_R15,2024-02-15,0.014243744040595308
report,ENET_WIDE_R15,2024-05-09,-0.956031493456352
report,ENET_WIDE_R15,2024-08-08,0.908819258791862
report,ENET_WIDE_R15,2024-11-14,-0.3693032645568326
report,ENET_WIDE_R15,2025-02-13,-0.43796577564605566
report,ENET_WIDE_R15,2025-05-15,-1.921657343695957
report,ENET_WIDE_R15,2025-08-14,-1.872922546957692
report,ENET_WIDE_R15,2025-11-13,-0.0609651645339561
report,ENET_WIDE_R15,2026-02-12,0.1477583802747437
report,ENET_WIDE_R15,2026-05-14,-0.1599754693394563
report,INDEPENDENT_BRIDGE,2022-02-10,125.77604711389024
report,INDEPENDENT_BRIDGE,2022-05-12,6.080166759280517
report,INDEPENDENT_BRIDGE,2022-08-11,-37.99900071979006
report,INDEPENDENT_BRIDGE,2022-11-10,-35.60637535868257
report,INDEPENDENT_BRIDGE,2023-02-09,-40.40342721616794
report,INDEPENDENT_BRIDGE,2023-05-11,-23.267844091394668
report,INDEPENDENT_BRIDGE,2023-08-10,-1.2909647649325668
report,INDEPENDENT_BRIDGE,2023-11-09,-6.7164795961956045
report,INDEPENDENT_BRIDGE,2024-02-15,-2.067046720417762
report,INDEPENDENT_BRIDGE,2024-05-09,0.0438578246682565
report,INDEPENDENT_BRIDGE,2024-08-08,0.5327794203217988
report,INDEPENDENT_BRIDGE,2024-11-14,-1.3409350116533116
report,INDEPENDENT_BRIDGE,2025-02-13,-0.46123597064207683
report,INDEPENDENT_BRIDGE,2025-05-15,-1.269917200692154
report,INDEPENDENT_BRIDGE,2025-08-14,-2.82494911235435
report,INDEPENDENT_BRIDGE,2025-11-13,0.2047662988361308
report,INDEPENDENT_BRIDGE,2026-02-12,0.1836499608260356
report,INDEPENDENT_BRIDGE,2026-05-14,-0.1527172008792036
report,RF_RESIDUAL_R15,2022-02-10,124.87231869087391
report,RF_RESIDUAL_R15,2022-05-12,36.287560735551075
report,RF_RESIDUAL_R15,2022-08-11,4.27637289992065
report,RF_RESIDUAL_R15,2022-11-10,-8.875180510386901
report,RF_RESIDUAL_R15,2023-02-09,-35.104041559122145
report,RF_RESIDUAL_R15,2023-05-11,-40.953451887935
report,RF_RESIDUAL_R15,2023-08-10,-7.371972019687942
report,RF_RESIDUAL_R15,2023-11-09,-10.807679300450111
report,RF_RESIDUAL_R15,2024-02-15,-0.48697328658091027
report,RF_RESIDUAL_R15,2024-05-09,-2.8730189687734615
report,RF_RESIDUAL_R15,2024-08-08,0.5602216215164857
report,RF_RESIDUAL_R15,2024-11-14,-0.7415277560967826
report,RF_RESIDUAL_R15,2025-02-13,-1.4083494610261513
report,RF_RESIDUAL_R15,2025-05-15,-1.8837591589399039
report,RF_RESIDUAL_R15,2025-08-14,-2.581388483647667
report,RF_RESIDUAL_R15,2025-11-13,-0.08841163660309619
