clock,model,omitted_report,n,model_rmse,cnb_rmse,model_mae,cnb_mae
report,STATE_ADAPT_R15,2026-05-14,65,2.1447652289431587,2.3129842313782727,1.374792049129978,1.0748168156019648
report,STATE_FAST_R15,2022-02-10,62,1.739077022146988,1.4762985730425087,1.0993082557379983,0.7040305251471131
report,STATE_FAST_R15,2022-05-12,62,1.7034892511177009,2.011588414712717,1.0794270212821249,0.8639058580347869
report,STATE_FAST_R15,2022-08-11,62,2.010483982106821,2.3011132855836207,1.2596043896219251,1.0257824526304777
report,STATE_FAST_R15,2022-11-10,62,1.988287809802975,2.3277027370360734,1.227392642243267,1.0273077011297564
report,STATE_FAST_R15,2023-02-09,62,1.9036886715024304,2.3679762558638635,1.1825205017253275,1.1198213144271685
report,STATE_FAST_R15,2023-05-11,62,1.9396072201950436,2.364701449100045,1.1871271872230358,1.0977174807353174
report,STATE_FAST_R15,2023-08-10,62,2.033603508324716,2.3661721828347044,1.283923123449573,1.1073596899799842
report,STATE_FAST_R15,2023-11-09,62,2.0226542587057335,2.366849088210777,1.2572351394853118,1.1139947860587203
report,STATE_FAST_R15,2024-02-15,62,2.043435837845731,2.366056213976598,1.3004365949805328,1.1097687047272502
report,STATE_FAST_R15,2024-05-09,62,2.0489549974962777,2.367256203681473,1.3287584149069294,1.113370885039828
report,STATE_FAST_R15,2024-08-08,62,2.049215817322031,2.364628764398905,1.329032160373872,1.0964902903161784
report,STATE_FAST_R15,2024-11-14,62,2.0495062628791443,2.3679521920645064,1.3339595626212088,1.1182254788429142
report,STATE_FAST_R15,2025-02-13,62,2.049212485625535,2.3680554601341135,1.3318227994408196,1.1197032768029378
report,STATE_FAST_R15,2025-05-15,62,2.040299068443634,2.366627053457412,1.3004669999543268,1.114398377625608
report,STATE_FAST_R15,2025-08-14,62,2.0397643005991215,2.3639882587009775,1.2954723554731107,1.0970690968318144
report,STATE_FAST_R15,2025-11-13,63,2.0323443512781316,2.3483463711487516,1.3075112558368995,1.0994653920351358
report,STATE_FAST_R15,2026-02-12,64,2.017116570548658,2.330077023778161,1.293610776064734,1.0845651369983422
report,STATE_FAST_R15,2026-05-14,65,2.0015615372471145,2.3129842313782727,1.2743205931836448,1.0748168156019648
report,STATE_MID_R15,2022-02-10,62,1.8674626877156608,1.4762985730425087,1.1921077653672973,0.7040305251471131
report,STATE_MID_R15,2022-05-12,62,1.896938747162771,2.011588414712717,1.195743161773403,0.8639058580347869
report,STATE_MID_R15,2022-08-11,62,2.2340765120697275,2.3011132855836207,1.4028791725404723,1.0257824526304777
report,STATE_MID_R15,2022-11-10,62,2.222450991008867,2.3277027370360734,1.3805977940217276,1.0273077011297564
report,STATE_MID_R15,2023-02-09,62,2.139586346353004,2.3679762558638635,1.323931676132362,1.1198213144271685
report,STATE_MID_R15,2023-05-11,62,2.1570910869573074,2.364701449100045,1.3177755412279728,1.0977174807353174
report,STATE_MID_R15,2023-08-10,62,2.2441109691625436,2.3661721828347044,1.4046379721567566,1.1073596899799842
report,STATE_MID_R15,2023-11-09,62,2.2319138446013573,2.366849088210777,1.3775164932272663,1.1139947860587203
report,STATE_MID_R15,2024-02-15,62,2.268960994248108,2.366056213976598,1.4585105634873563,1.1097687047272502
report,STATE_MID_R15,2024-05-09,62,2.2667629604759556,2.367256203681473,1.4511755761030967,1.113370885039828
report,STATE_MID_R15,2024-08-08,62,2.2706518483641385,2.364628764398905,1.4712315085706662,1.0964902903161784
report,STATE_MID_R15,2024-11-14,62,2.2695755831324584,2.3679521920645064,1.4636882512547178,1.1182254788429142
report,STATE_MID_R15,2025-02-13,62,2.2694393461960267,2.3680554601341135,1.4634153546826838,1.1197032768029378
report,STATE_MID_R15,2025-05-15,62,2.261878440853013,2.366627053457412,1.4396229522880117,1.114398377625608
report,STATE_MID_R15,2025-08-14,62,2.2600805974598184,2.3639882587009775,1.4315836176062515,1.0970690968318144
report,STATE_MID_R15,2025-11-13,63,2.2518086803620996,2.3483463711487516,1.4439159983356002,1.0994653920351358
report,STATE_MID_R15,2026-02-12,64,2.235197623906111,2.330077023778161,1.4305558223964536,1.0845651369983422
report,STATE_MID_R15,2026-05-14,65,2.2179630984419654,2.3129842313782727,1.4091847399358104,1.0748168156019648
report,STATE_SLOW_R15,2022-02-10,62,2.0588381148903006,1.4762985730425087,1.3685663088598536,0.7040305251471131
report,STATE_SLOW_R15,2022-05-12,62,2.1146513558253215,2.011588414712717,1.3811847230789096,0.8639058580347869
report,STATE_SLOW_R15,2022-08-11,62,2.4914243271794896,2.3011132855836207,1.5924982569608137,1.0257824526304777
report,STATE_SLOW_R15,2022-11-10,62,2.5069346694486363,2.3277027370360734,1.6122911929224566,1.0273077011297564
report,STATE_SLOW_R15,2023-02-09,62,2.4061164672258784,2.3679762558638635,1.5161812521895472,1.1198213144271685
report,STATE_SLOW_R15,2023-05-11,62,2.4657666434803036,2.364701449100045,1.5566806672646556,1.0977174807353174
report,STATE_SLOW_R15,2023-08-10,62,2.523845227350602,2.3661721828347044,1.6284248034618414,1.1073596899799842
report,STATE_SLOW_R15,2023-11-09,62,2.511308560283038,2.366849088210777,1.5990716931178395,1.1139947860587203
report,STATE_SLOW_R15,2024-02-15,62,2.5461685839250747,2.366056213976598,1.6833107380664727,1.1097687047272502
report,STATE_SLOW_R15,2024-05-09,62,2.539281384154563,2.367256203681473,1.6597574074956054,1.113370885039828
report,STATE_SLOW_R15,2024-08-08,62,2.544701345524553,2.364628764398905,1.6790508068022179,1.0964902903161784
report,STATE_SLOW_R15,2024-11-14,62,2.543331067131957,2.3679521920645064,1.6727451163396054,1.1182254788429142
report,STATE_SLOW_R15,2025-02-13,62,2.5430097133729803,2.3680554601341135,1.6728292732678525,1.1197032768029378
report,STATE_SLOW_R15,2025-05-15,62,2.535264266466224,2.366627053457412,1.6530168200593924,1.114398377625608
report,STATE_SLOW_R15,2025-08-14,62,2.532562429699906,2.3639882587009775,1.64336794834028,1.0970690968318144
report,STATE_SLOW_R15,2025-11-13,63,2.5256846164035243,2.3483463711487516,1.6586896280799235,1.0994653920351358
report,STATE_SLOW_R15,2026-02-12,64,2.5080925679134913,2.330077023778161,1.6498269667830996,1.0845651369983422
report,STATE_SLOW_R15,2026-05-14,65,2.4885645778211294,2.3129842313782727,1.6229834628364612,1.0748168156019648
