origin,as_of,model,anchor_log_monthly,n,median_annual_log_spread,first_target,last_target,last_release
2019-12,2020-01-12T23:59:00,ANCHOR_HL12_R21,0.15299399174214287,120,-0.28866965742451356,2009-12,2019-11,2019-12-10T09:00:00
2019-12,2020-01-12T23:59:00,ANCHOR_HL24_R21,0.15299399174214287,120,-0.28866965742451356,2009-12,2019-11,2019-12-10T09:00:00
2020-01,2020-02-13T23:59:00,ANCHOR_HL12_R21,0.15299399174214287,120,-0.28866965742451356,2010-01,2019-12,2020-01-13T09:00:00
2020-01,2020-02-13T23:59:00,ANCHOR_HL24_R21,0.15299399174214287,120,-0.28866965742451356,2010-01,2019-12,2020-01-13T09:00:00
2020-02,2020-03-09T23:59:00,ANCHOR_HL12_R21,0.15299399174214287,120,-0.28866965742451356,2010-02,2020-01,2020-02-14T09:00:00
2020-02,2020-03-09T23:59:00,ANCHOR_HL24_R21,0.15299399174214287,120,-0.28866965742451356,2010-02,2020-01,2020-02-14T09:00:00
2020-03,2020-04-13T23:59:00,ANCHOR_HL12_R21,0.15299399174214287,120,-0.28866965742451356,2010-03,2020-02,2020-03-10T09:00:00
2020-03,2020-04-13T23:59:00,ANCHOR_HL24_R21,0.15299399174214287,120,-0.28866965742451356,2010-03,2020-02,2020-03-10T09:00:00
2020-04,2020-05-12T23:59:00,ANCHOR_HL12_R21,0.15299399174214287,120,-0.28866965742451356,2010-04,2020-03,2020-04-14T09:00:00
2020-04,2020-05-12T23:59:00,ANCHOR_HL24_R21,0.15299399174214287,120,-0.28866965742451356,2010-04,2020-03,2020-04-14T09:00:00
2020-05,2020-06-09T23:59:00,ANCHOR_HL12_R21,0.15299399174214287,120,-0.28866965742451356,2010-05,2020-04,2020-05-13T09:00:00
2020-05,2020-06-09T23:59:00,ANCHOR_HL24_R21,0.15299399174214287,120,-0.28866965742451356,2010-05,2020-04,2020-05-13T09:00:00
2020-06,2020-07-09T23:59:00,ANCHOR_HL12_R21,0.15412827639095802,120,-0.26144682585294987,2010-06,2020-05,2020-06-10T09:00:00
2020-06,2020-07-09T23:59:00,ANCHOR_HL24_R21,0.15412827639095802,120,-0.26144682585294987,2010-06,2020-05,2020-06-10T09:00:00
2020-07,2020-08-12T23:59:00,ANCHOR_HL12_R21,0.15544779419980706,120,-0.2297783984405728,2010-07,2020-06,2020-07-10T09:00:00
2020-07,2020-08-12T23:59:00,ANCHOR_HL24_R21,0.15544779419980706,120,-0.2297783984405728,2010-07,2020-06,2020-07-10T09:00:00
2020-08,2020-09-09T23:59:00,ANCHOR_HL12_R21,0.15601871992021055,120,-0.21607618115088956,2010-08,2020-07,2020-08-13T09:00:00
2020-08,2020-09-09T23:59:00,ANCHOR_HL24_R21,0.15601871992021055,120,-0.21607618115088956,2010-08,2020-07,2020-08-13T09:00:00
2020-09,2020-10-11T23:59:00,ANCHOR_HL12_R21,0.15623714634083308,120,-0.21083394705594888,2010-09,2020-08,2020-09-10T09:00:00
2020-09,2020-10-11T23:59:00,ANCHOR_HL24_R21,0.15623714634083308,120,-0.21083394705594888,2010-09,2020-08,2020-09-10T09:00:00
2020-10,2020-11-09T23:59:00,ANCHOR_HL12_R21,0.15854541382514456,120,-0.15543552743247332,2010-10,2020-09,2020-10-12T09:00:00
2020-10,2020-11-09T23:59:00,ANCHOR_HL24_R21,0.15854541382514456,120,-0.15543552743247332,2010-10,2020-09,2020-10-12T09:00:00
2020-11,2020-12-09T23:59:00,ANCHOR_HL12_R21,0.16074334054149078,120,-0.10268528624016351,2010-11,2020-10,2020-11-10T09:00:00
2020-11,2020-12-09T23:59:00,ANCHOR_HL24_R21,0.16074334054149078,120,-0.10268528624016351,2010-11,2020-10,2020-11-10T09:00:00
2020-12,2021-01-12T23:59:00,ANCHOR_HL12_R21,0.16088981744322825,120,-0.0991698405984649,2010-12,2020-11,2020-12-10T09:00:00
2020-12,2021-01-12T23:59:00,ANCHOR_HL24_R21,0.16088981744322825,120,-0.0991698405984649,2010-12,2020-11,2020-12-10T09:00:00
2021-01,2021-02-11T23:59:00,ANCHOR_HL12_R21,0.16207857708498344,120,-0.07063960919633994,2011-01,2020-12,2021-01-13T09:00:00
2021-01,2021-02-11T23:59:00,ANCHOR_HL24_R21,0.16207857708498344,120,-0.07063960919633994,2011-01,2020-12,2021-01-13T09:00:00
2021-02,2021-03-09T23:59:00,ANCHOR_HL12_R21,0.16324295788451318,120,-0.04269447000762627,2011-02,2021-01,2021-02-12T09:00:00
2021-02,2021-03-09T23:59:00,ANCHOR_HL24_R21,0.16324295788451318,120,-0.04269447000762627,2011-02,2021-01,2021-02-12T09:00:00
2021-03,2021-04-12T23:59:00,ANCHOR_HL12_R21,0.16333514542922148,120,-0.04048196893462752,2011-03,2021-02,2021-03-10T09:00:00
2021-03,2021-04-12T23:59:00,ANCHOR_HL24_R21,0.16333514542922148,120,-0.04048196893462752,2011-03,2021-02,2021-03-10T09:00:00
2021-04,2021-05-10T23:59:00,ANCHOR_HL12_R21,0.16350800814372093,120,-0.036333263786640146,2011-04,2021-03,2021-04-13T09:00:00
2021-04,2021-05-10T23:59:00,ANCHOR_HL24_R21,0.16350800814372093,120,-0.036333263786640146,2011-04,2021-03,2021-04-13T09:00:00
2021-05,2021-06-09T23:59:00,ANCHOR_HL12_R21,0.16367219234506222,120,-0.03239284295444944,2011-05,2021-04,2021-05-11T09:00:00
2021-05,2021-06-09T23:59:00,ANCHOR_HL24_R21,0.16367219234506222,120,-0.03239284295444944,2011-05,2021-04,2021-05-11T09:00:00
2021-06,2021-07-12T23:59:00,ANCHOR_HL12_R21,0.1640851451774056,120,-0.02248197497820814,2011-06,2021-05,2021-06-10T09:00:00
2021-06,2021-07-12T23:59:00,ANCHOR_HL24_R21,0.1640851451774056,120,-0.02248197497820814,2011-06,2021-05,2021-06-10T09:00:00
2021-07,2021-08-09T23:59:00,ANCHOR_HL12_R21,0.16542207793304284,120,0.009604411157085435,2011-07,2021-06,2021-07-13T09:00:00
2021-07,2021-08-09T23:59:00,ANCHOR_HL24_R21,0.16542207793304284,120,0.009604411157085435,2011-07,2021-06,2021-07-13T09:00:00
2021-08,2021-09-09T23:59:00,ANCHOR_HL12_R21,0.16657986625393284,120,0.03739133085844526,2011-08,2021-07,2021-08-10T09:00:00
2021-08,2021-09-09T23:59:00,ANCHOR_HL24_R21,0.16657986625393284,120,0.03739133085844526,2011-08,2021-07,2021-08-10T09:00:00
2021-09,2021-10-10T23:59:00,ANCHOR_HL12_R21,0.1669494574229279,120,0.04626151891432717,2011-09,2021-08,2021-09-10T09:00:00
2021-09,2021-10-10T23:59:00,ANCHOR_HL24_R21,0.1669494574229279,120,0.04626151891432717,2011-09,2021-08,2021-09-10T09:00:00
2021-10,2021-11-09T23:59:00,ANCHOR_HL12_R21,0.16723333897036144,120,0.053074676052732306,2011-10,2021-09,2021-10-11T09:00:00
2021-10,2021-11-09T23:59:00,ANCHOR_HL24_R21,0.16723333897036144,120,0.053074676052732306,2011-10,2021-09,2021-10-11T09:00:00
2021-11,2021-12-09T23:59:00,ANCHOR_HL12_R21,0.16780607700451322,120,0.06682038887237485,2011-11,2021-10,2021-11-10T09:00:00
2021-11,2021-12-09T23:59:00,ANCHOR_HL24_R21,0.16780607700451322,120,0.06682038887237485,2011-11,2021-10,2021-11-10T09:00:00
2021-12,2022-01-11T23:59:00,ANCHOR_HL12_R21,0.16852473235508625,120,0.08406811728612773,2011-12,2021-11,2021-12-10T09:00:00
2021-12,2022-01-11T23:59:00,ANCHOR_HL24_R21,0.16852473235508625,120,0.08406811728612773,2011-12,2021-11,2021-12-10T09:00:00
2022-01,2022-02-13T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-01,2021-12,2022-01-12T09:00:00
2022-01,2022-02-13T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-01,2021-12,2022-01-12T09:00:00
2022-02,2022-03-09T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-02,2022-01,2022-02-14T09:00:00
2022-02,2022-03-09T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-02,2022-01,2022-02-14T09:00:00
2022-03,2022-04-10T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-03,2022-02,2022-03-10T09:00:00
2022-03,2022-04-10T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-03,2022-02,2022-03-10T09:00:00
2022-04,2022-05-09T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-04,2022-03,2022-04-11T09:00:00
2022-04,2022-05-09T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-04,2022-03,2022-04-11T09:00:00
2022-05,2022-06-09T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-05,2022-04,2022-05-10T09:00:00
2022-05,2022-06-09T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-05,2022-04,2022-05-10T09:00:00
2022-06,2022-07-12T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-06,2022-05,2022-06-10T09:00:00
2022-06,2022-07-12T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-06,2022-05,2022-06-10T09:00:00
2022-07,2022-08-09T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-07,2022-06,2022-07-13T09:00:00
2022-07,2022-08-09T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-07,2022-06,2022-07-13T09:00:00
2022-08,2022-09-11T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-08,2022-07,2022-08-10T09:00:00
2022-08,2022-09-11T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-08,2022-07,2022-08-10T09:00:00
2022-09,2022-10-10T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-09,2022-08,2022-09-12T09:00:00
2022-09,2022-10-10T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-09,2022-08,2022-09-12T09:00:00
2022-10,2022-11-09T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-10,2022-09,2022-10-11T09:00:00
2022-10,2022-11-09T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-10,2022-09,2022-10-11T09:00:00
2022-11,2022-12-11T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-11,2022-10,2022-11-10T09:00:00
2022-11,2022-12-11T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-11,2022-10,2022-11-10T09:00:00
2022-12,2023-01-10T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2012-12,2022-11,2022-12-12T09:00:00
2022-12,2023-01-10T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2012-12,2022-11,2022-12-12T09:00:00
2023-01,2023-02-09T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-01,2022-12,2023-01-11T09:00:00
2023-01,2023-02-09T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-01,2022-12,2023-01-11T09:00:00
2023-02,2023-03-09T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-02,2023-01,2023-02-10T09:00:00
2023-02,2023-03-09T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-02,2023-01,2023-02-10T09:00:00
2023-03,2023-04-12T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-03,2023-02,2023-03-10T09:00:00
2023-03,2023-04-12T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-03,2023-02,2023-03-10T09:00:00
2023-04,2023-05-10T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-04,2023-03,2023-04-13T09:00:00
2023-04,2023-05-10T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-04,2023-03,2023-04-13T09:00:00
2023-05,2023-06-11T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-05,2023-04,2023-05-11T09:00:00
2023-05,2023-06-11T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-05,2023-04,2023-05-11T09:00:00
2023-06,2023-07-12T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-06,2023-05,2023-06-12T09:00:00
2023-06,2023-07-12T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-06,2023-05,2023-06-12T09:00:00
2023-07,2023-08-09T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-07,2023-06,2023-07-13T09:00:00
2023-07,2023-08-09T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-07,2023-06,2023-07-13T09:00:00
2023-08,2023-09-10T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-08,2023-07,2023-08-10T09:00:00
2023-08,2023-09-10T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-08,2023-07,2023-08-10T09:00:00
2023-09,2023-10-09T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-09,2023-08,2023-09-11T09:00:00
2023-09,2023-10-09T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-09,2023-08,2023-09-11T09:00:00
2023-10,2023-11-09T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-10,2023-09,2023-10-10T09:00:00
2023-10,2023-11-09T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-10,2023-09,2023-10-10T09:00:00
2023-11,2023-12-10T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-11,2023-10,2023-11-10T09:00:00
2023-11,2023-12-10T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-11,2023-10,2023-11-10T09:00:00
2023-12,2024-01-10T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2013-12,2023-11,2023-12-11T09:00:00
2023-12,2024-01-10T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2013-12,2023-11,2023-12-11T09:00:00
2024-01,2024-02-14T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2014-01,2023-12,2024-01-11T09:00:00
2024-01,2024-02-14T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2014-01,2023-12,2024-01-11T09:00:00
2024-02,2024-03-10T23:59:00,ANCHOR_HL12_R21,0.1689149861224165,120,0.09343420770205374,2014-02,2024-01,2024-02-15T09:00:00
2024-02,2024-03-10T23:59:00,ANCHOR_HL24_R21,0.1689149861224165,120,0.09343420770205374,2014-02,2024-01,2024-02-15T09:00:00
2024-03,2024-04-09T23:59:00,ANCHOR_HL12_R21,0.16995855474679203,120,0.11847985468706629,2014-03,2024-02,2024-03-11T09:00:00
2024-03,2024-04-09T23:59:00,ANCHOR_HL24_R21,0.16995855474679203,120,0.11847985468706629,2014-03,2024-02,2024-03-11T09:00:00
2024-04,2024-05-12T23:59:00,ANCHOR_HL12_R21,0.1710142285111423,120,0.14381602503147217,2014-04,2024-03,2024-04-10T09:00:00
2024-04,2024-05-12T23:59:00,ANCHOR_HL24_R21,0.1710142285111423,120,0.14381602503147217,2014-04,2024-03,2024-04-10T09:00:00
2024-05,2024-06-10T23:59:00,ANCHOR_HL12_R21,0.1710142285111423,120,0.14381602503147217,2014-05,2024-04,2024-05-13T09:00:00
2024-05,2024-06-10T23:59:00,ANCHOR_HL24_R21,0.1710142285111423,120,0.14381602503147217,2014-05,2024-04,2024-05-13T09:00:00
2024-06,2024-07-09T23:59:00,ANCHOR_HL12_R21,0.1710142285111423,120,0.14381602503147217,2014-06,2024-05,2024-06-11T09:00:00
2024-06,2024-07-09T23:59:00,ANCHOR_HL24_R21,0.1710142285111423,120,0.14381602503147217,2014-06,2024-05,2024-06-11T09:00:00
2024-07,2024-08-11T23:59:00,ANCHOR_HL12_R21,0.1710142285111423,120,0.14381602503147217,2014-07,2024-06,2024-07-10T09:00:00
2024-07,2024-08-11T23:59:00,ANCHOR_HL24_R21,0.1710142285111423,120,0.14381602503147217,2014-07,2024-06,2024-07-10T09:00:00
2024-08,2024-09-09T23:59:00,ANCHOR_HL12_R21,0.1710142285111423,120,0.14381602503147217,2014-08,2024-07,2024-08-12T09:00:00
2024-08,2024-09-09T23:59:00,ANCHOR_HL24_R21,0.1710142285111423,120,0.14381602503147217,2014-08,2024-07,2024-08-12T09:00:00
2024-09,2024-10-09T23:59:00,ANCHOR_HL12_R21,0.16992068952518513,120,0.11757108936850014,2014-09,2024-08,2024-09-10T09:00:00
2024-09,2024-10-09T23:59:00,ANCHOR_HL24_R21,0.16992068952518513,120,0.11757108936850014,2014-09,2024-08,2024-09-10T09:00:00
2024-10,2024-11-10T23:59:00,ANCHOR_HL12_R21,0.16882199166742654,120,0.09120234078229472,2014-10,2024-09,2024-10-10T09:00:00
2024-10,2024-11-10T23:59:00,ANCHOR_HL24_R21,0.16882199166742654,120,0.09120234078229472,2014-10,2024-09,2024-10-10T09:00:00
2024-11,2024-12-09T23:59:00,ANCHOR_HL12_R21,0.16852473235508625,120,0.08406811728612773,2014-11,2024-10,2024-11-11T09:00:00
2024-11,2024-12-09T23:59:00,ANCHOR_HL24_R21,0.16852473235508625,120,0.08406811728612773,2014-11,2024-10,2024-11-11T09:00:00
2024-12,2025-01-12T23:59:00,ANCHOR_HL12_R21,0.16794605392858006,120,0.07017983504997849,2014-12,2024-11,2024-12-10T09:00:00
2024-12,2025-01-12T23:59:00,ANCHOR_HL24_R21,0.16794605392858006,120,0.07017983504997849,2014-12,2024-11,2024-12-10T09:00:00
2025-01,2025-02-05T23:59:00,ANCHOR_HL12_R21,0.16746952865696427,120,0.05874322853119973,2015-01,2024-12,2025-01-13T09:00:00
2025-01,2025-02-05T23:59:00,ANCHOR_HL24_R21,0.16746952865696427,120,0.05874322853119973,2015-01,2024-12,2025-01-13T09:00:00
2025-02,2025-03-04T23:59:00,ANCHOR_HL12_R21,0.16723333897036144,120,0.053074676052732306,2015-02,2025-01,2025-02-12T09:00:00
2025-02,2025-03-04T23:59:00,ANCHOR_HL24_R21,0.16723333897036144,120,0.053074676052732306,2015-02,2025-01,2025-02-12T09:00:00
2025-03,2025-04-03T23:59:00,ANCHOR_HL12_R21,0.1669494574229279,120,0.04626151891432717,2015-03,2025-02,2025-03-11T09:00:00
2025-03,2025-04-03T23:59:00,ANCHOR_HL24_R21,0.1669494574229279,120,0.04626151891432717,2015-03,2025-02,2025-03-11T09:00:00
2025-04,2025-05-05T23:59:00,ANCHOR_HL12_R21,0.16657986625393284,120,0.03739133085844526,2015-04,2025-03,2025-04-10T09:00:00
2025-04,2025-05-05T23:59:00,ANCHOR_HL24_R21,0.16657986625393284,120,0.03739133085844526,2015-04,2025-03,2025-04-10T09:00:00
2025-05,2025-06-03T23:59:00,ANCHOR_HL12_R21,0.16657986625393284,120,0.03739133085844526,2015-05,2025-04,2025-05-13T09:00:00
2025-05,2025-06-03T23:59:00,ANCHOR_HL24_R21,0.16657986625393284,120,0.03739133085844526,2015-05,2025-04,2025-05-13T09:00:00
2025-06,2025-07-03T23:59:00,ANCHOR_HL12_R21,0.16657986625393284,120,0.03739133085844526,2015-06,2025-05,2025-06-10T09:00:00
2025-06,2025-07-03T23:59:00,ANCHOR_HL24_R21,0.16657986625393284,120,0.03739133085844526,2015-06,2025-05,2025-06-10T09:00:00
2025-07,2025-08-04T23:59:00,ANCHOR_HL12_R21,0.16572451007008226,120,0.0168627824460319,2015-07,2025-06,2025-07-10T09:00:00
2025-07,2025-08-04T23:59:00,ANCHOR_HL24_R21,0.16572451007008226,120,0.0168627824460319,2015-07,2025-06,2025-07-10T09:00:00
2025-08,2025-09-03T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2015-08,2025-07,2025-08-08T09:00:00
2025-08,2025-09-03T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2015-08,2025-07,2025-08-08T09:00:00
2025-09,2025-10-05T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2015-09,2025-08,2025-09-10T09:00:00
2025-09,2025-10-05T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2015-09,2025-08,2025-09-10T09:00:00
2025-10,2025-11-04T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2015-10,2025-09,2025-10-10T09:00:00
2025-10,2025-11-04T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2015-10,2025-09,2025-10-10T09:00:00
2025-11,2025-12-03T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2015-11,2025-10,2025-11-11T09:00:00
2025-11,2025-12-03T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2015-11,2025-10,2025-11-11T09:00:00
2025-12,2026-01-06T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2015-12,2025-11,2025-12-10T09:00:00
2025-12,2026-01-06T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2015-12,2025-11,2025-12-10T09:00:00
2026-01,2026-02-04T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2016-01,2025-12,2026-01-13T09:00:00
2026-01,2026-02-04T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2016-01,2025-12,2026-01-13T09:00:00
2026-02,2026-03-03T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2016-02,2026-01,2026-02-13T09:00:00
2026-02,2026-03-03T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2016-02,2026-01,2026-02-13T09:00:00
2026-03,2026-04-06T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2016-03,2026-02,2026-03-10T09:00:00
2026-03,2026-04-06T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2016-03,2026-02,2026-03-10T09:00:00
2026-04,2026-05-05T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2016-04,2026-03,2026-04-14T09:00:00
2026-04,2026-05-05T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2016-04,2026-03,2026-04-14T09:00:00
2026-05,2026-06-03T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2016-05,2026-04,2026-05-13T09:00:00
2026-05,2026-06-03T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2016-05,2026-04,2026-05-13T09:00:00
2026-06,2026-07-06T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2016-06,2026-05,2026-06-10T09:00:00
2026-06,2026-07-06T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2016-06,2026-05,2026-06-10T09:00:00
2026-07,2026-08-04T23:59:00,ANCHOR_HL12_R21,0.1647486441332898,120,-0.006558000036987366,2016-07,2026-06,2026-07-10T09:00:00
2026-07,2026-08-04T23:59:00,ANCHOR_HL24_R21,0.1647486441332898,120,-0.006558000036987366,2016-07,2026-06,2026-07-10T09:00:00
