observation_date,PX_LAST
2000-10-13,1.1392
2000-10-16,1.141
2000-10-17,1.1409
2000-10-18,1.1405
2000-10-19,1.1641
2000-10-23,1.1593
2000-10-25,1.1595
2000-10-26,1.1585
2000-10-27,1.1582
2000-11-06,1.1622
2000-11-07,1.1631
2000-11-08,1.1641
2000-11-09,1.164
2000-11-10,1.162
2000-11-13,1.1621
2000-11-14,1.1637
2000-11-15,1.1635
2000-11-16,1.1634
2000-11-17,1.1623
2000-11-20,1.163
2000-11-21,1.1639
2000-11-22,1.1688
2000-11-23,1.1751
2000-11-24,1.1767
2000-11-27,1.1772
2000-11-28,1.1704
2000-11-30,1.165
2000-12-01,1.1644
2000-12-04,1.1548
2000-12-05,1.1555
2000-12-06,1.1571
2000-12-07,1.1571
2000-12-08,1.1558
2000-12-11,1.1579
2000-12-12,1.161
2000-12-13,1.1619
2000-12-14,1.1586
2000-12-15,1.1639
2000-12-18,1.1652
2000-12-19,1.1623
2000-12-20,1.162
2000-12-21,1.1585
2000-12-27,1.1536
2000-12-28,1.1506
2000-12-29,1.151
2001-01-02,1.1489
2001-01-03,1.1404
2001-01-05,1.1448
2001-01-09,1.1496
2001-01-10,1.1487
2001-01-11,1.1412
2001-01-12,1.1408
2001-01-15,1.1442
2001-01-16,1.1387
2001-01-17,1.1354
2001-01-18,1.1422
2001-01-19,1.1469
2001-01-22,1.1469
2001-01-23,1.1471
2001-01-24,1.1537
2001-01-25,1.1549
2001-01-26,1.1593
2001-01-29,1.1605
2001-01-30,1.1639
2001-01-31,1.1629
2001-02-01,1.1565
2001-02-02,1.1571
2001-02-05,1.1579
2001-02-06,1.1637
2001-02-07,1.1635
2001-02-08,1.1642
2001-02-09,1.1669
2001-02-12,1.1651
2001-02-13,1.1667
2001-02-14,1.1669
2001-02-15,1.1697
2001-02-16,1.171
2001-02-19,1.1643
2001-02-20,1.1676
2001-02-21,1.1614
2001-02-22,1.1623
2001-02-23,1.1666
2001-02-26,1.1666
2001-02-27,1.1656
2001-02-28,1.1645
2001-03-01,1.1622
2001-03-02,1.1576
2001-03-05,1.1554
2001-03-06,1.1596
2001-03-07,1.1563
2001-03-08,1.1619
2001-03-09,1.1655
2001-03-12,1.1649
2001-03-13,1.1646
2001-03-15,1.1671
2001-03-16,1.1687
2001-03-19,1.1671
2001-03-20,1.1671
2001-03-21,1.1676
2001-03-22,1.1717
2001-03-23,1.1731
2001-03-26,1.1761
2001-03-27,1.1767
2001-03-28,1.173
2001-03-29,1.1703
2001-03-30,1.1675
2001-04-02,1.1703
2001-04-04,1.1638
2001-04-05,1.1629
2001-04-06,1.1654
2001-04-09,1.1668
2001-04-10,1.1598
2001-04-11,1.1619
2001-04-12,1.171
2001-04-17,1.1726
2001-04-18,1.1729
2001-04-19,1.1722
2001-04-20,1.1692
2001-04-23,1.1731
2001-04-24,1.1707
2001-04-26,1.1651
2001-04-27,1.1644
2001-04-30,1.1684
2001-05-02,1.1636
2001-05-03,1.1647
2001-05-04,1.1649
2001-05-07,1.1679
2001-05-08,1.1698
2001-05-09,1.1719
2001-05-10,1.1721
2001-05-11,1.173
2001-05-14,1.1734
2001-05-15,1.1721
2001-05-16,1.1744
2001-05-17,1.1753
2001-05-21,1.1752
2001-05-22,1.1775
2001-05-23,1.1784
2001-05-28,1.1755
2001-05-29,1.1789
2001-05-30,1.1817
2001-06-01,1.1846
2001-06-06,1.1821
2001-06-07,1.1839
2001-06-08,1.1837
2001-06-11,1.1848
2001-06-12,1.1898
2001-06-13,1.1868
2001-06-14,1.1909
2001-06-15,1.1865
2001-06-18,1.1878
2001-06-19,1.1899
2001-06-20,1.189
2001-06-21,1.1853
2001-06-26,1.1924
2001-06-27,1.1914
2001-06-28,1.1942
2001-06-29,1.1942
2001-07-02,1.1935
2001-07-03,1.1947
2001-07-04,1.1948
2001-07-05,1.1951
2001-07-06,1.1878
2001-07-10,1.1899
2001-07-11,1.1874
2001-07-12,1.1906
2001-07-13,1.194
2001-07-16,1.1926
2001-07-17,1.1937
2001-07-18,1.1901
2001-07-19,1.1897
2001-07-20,1.1907
2001-07-24,1.1936
2001-07-25,1.1913
2001-07-26,1.1906
2001-07-27,1.1909
2001-07-30,1.191
2001-07-31,1.1872
2001-08-01,1.1864
2001-08-02,1.1864
2001-08-03,1.1889
2001-08-06,1.1893
2001-08-07,1.1895
2001-08-08,1.1933
2001-08-09,1.1917
2001-08-10,1.1907
2001-08-13,1.1901
2001-08-14,1.1907
2001-08-16,1.1874
2001-08-17,1.1857
2001-08-20,1.1836
2001-08-22,1.1747
2001-08-23,1.176
2001-08-24,1.1789
2001-08-27,1.1802
2001-08-28,1.1799
2001-08-29,1.1792
2001-08-30,1.1781
2001-08-31,1.1753
2001-09-03,1.1789
2001-09-04,1.1814
2001-09-05,1.1811
2001-09-06,1.1826
2001-09-07,1.1811
2001-09-11,1.183
2001-09-12,1.1798
2001-09-13,1.1822
2001-09-14,1.181
2001-09-17,1.7712
2001-09-18,1.1751
2001-09-19,1.177
2001-09-20,1.178
2001-09-21,1.1769
2001-09-24,1.1783
2001-09-25,1.1809
2001-09-26,1.1863
2001-09-27,1.1894
2001-09-28,1.1896
2001-10-01,1.1931
2001-10-02,1.2003
2001-10-03,1.1994
2001-10-05,1.1978
2001-10-08,1.1953
2001-10-09,1.1991
2001-10-10,1.2004
2001-10-11,1.2021
2001-10-12,1.2032
2001-10-15,1.2056
2001-10-16,1.206
2001-10-17,1.2053
2001-10-18,1.2039
2001-10-19,1.2044
2001-10-22,1.2089
2001-10-23,1.2108
2001-10-24,1.2114
2001-10-25,1.2103
2001-10-26,1.1983
2001-10-29,1.2025
2001-10-30,1.2
2001-10-31,1.1999
2001-11-02,1.2031
2001-11-05,1.2058
2001-11-06,1.2057
2001-11-07,1.2061
2001-11-08,1.2098
2001-11-09,1.2084
2001-11-12,1.2114
2001-11-13,1.2129
2001-11-14,1.2135
2001-11-15,1.2123
2001-11-16,1.2129
2001-11-19,1.2161
2001-11-20,1.2161
2001-11-21,1.2144
2001-11-22,1.2137
2001-11-23,1.2175
2001-11-26,1.2177
2001-11-27,1.217
2001-11-28,1.2137
2001-11-29,1.2124
2001-11-30,1.2188
2001-12-03,1.2178
2001-12-04,1.221
2001-12-05,1.2215
2001-12-06,1.2236
2001-12-07,1.2224
2001-12-10,1.2242
2001-12-11,1.2276
2001-12-12,1.2335
2001-12-13,1.2386
2001-12-14,1.2363
2001-12-17,1.2549
2001-12-18,1.2676
2001-12-19,1.2621
2001-12-20,1.2503
2001-12-21,1.2479
2001-12-24,1.2589
2001-12-27,1.254
2001-12-28,1.2621
