candidate,reference,frame,block,n,delta,lower,upper,draws,seed,coverage,selection_status
R9_HALF,R9_BASE,all,3,90,-0.004255109091485798,-0.010818601196584562,0.003995210948816986,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,all,6,90,-0.009004554933710773,-0.027371763479908728,0.009757055773683024,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,all,12,90,-0.009004554933710773,-0.02678316371676337,0.003979275811359045,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,2024+,3,31,-0.021180159382400088,-0.04219246022542719,0.003742492527352597,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,2024+,6,31,-0.021180159382400088,-0.03688412807577007,-0.005092083324906128,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN,R9_BASE,2024+,12,31,-0.021180159382400088,-0.03545386970866726,-0.005534352506256945,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,all,3,90,-0.008089182379617643,-0.01730403380940238,0.002833360286493967,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,all,6,90,-0.008089182379617643,-0.016682446945044928,0.00016804746029258923,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,all,12,90,-0.008089182379617643,-0.016747766323332948,-0.0021094669052886613,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,2024+,3,31,-0.013100373704106605,-0.02374814147017171,-0.0006880417848577806,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,2024+,6,31,-0.013100373704106605,-0.020970711181578967,-0.00470371157427373,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_OWN_HALF,R9_BASE,2024+,12,31,-0.013100373704106605,-0.019970907027237472,-0.005352942222283608,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,all,3,90,-0.006531624388781354,-0.023901424090056453,0.015564531416863222,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,all,6,90,-0.006531624388781354,-0.020928587962760092,0.008925023495070747,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,all,12,90,-0.006531624388781354,-0.020896384115164538,0.007636045902121164,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,2024+,3,31,-0.016912439797805934,-0.032974265682517004,0.001924823033948135,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,2024+,6,31,-0.016912439797805934,-0.0278816465377895,-0.006239281459248252,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_CHANNEL,R9_BASE,2024+,12,31,-0.016912439797805934,-0.025382821387591816,-0.007967366041353228,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER,R9_BASE,all,3,90,-0.004593627856389504,-0.01985879120114093,0.014727931820203643,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER,R9_BASE,all,6,90,-0.004593627856389504,-0.017926316574280593,0.00987657228874746,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER,R9_BASE,all,12,90,-0.004593627856389504,-0.018097044947240067,0.008138725980677051,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER,R9_BASE,2024+,3,31,-0.009251509204551839,-0.026268124920878776,0.01160292601278107,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER,R9_BASE,2024+,6,31,-0.009251509204551839,-0.020975680513112206,0.0027932385306358542,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER,R9_BASE,2024+,12,31,-0.009251509204551839,-0.01813379397313544,0.0002595950117571896,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER_HALF,R9_BASE,all,3,90,-0.004877390655328329,-0.012072934226388264,0.0038975195188304342,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER_HALF,R9_BASE,all,6,90,-0.004877390655328329,-0.011583107815706093,0.0017568097461776113,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER_HALF,R9_BASE,all,12,90,-0.004877390655328329,-0.011038512824923423,0.0008720719460729247,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER_HALF,R9_BASE,2024+,3,31,-0.006904762761892308,-0.015541086855816406,0.0033481557294650056,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER_HALF,R9_BASE,2024+,6,31,-0.006904762761892308,-0.013317804184621685,-0.00048533875164893887,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_BASE_REMAINDER_HALF,R9_BASE,2024+,12,31,-0.006904762761892308,-0.011308766062545068,-0.002050897675698049,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER,R9_BASE,all,3,90,-0.0038029591022863962,-0.020815170316327514,0.018574126320278012,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER,R9_BASE,all,6,90,-0.0038029591022863962,-0.019211355768945407,0.012411587912933541,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER,R9_BASE,all,12,90,-0.0038029591022863962,-0.019564769844373244,0.010266970288015455,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER,R9_BASE,2024+,3,31,-0.015210013889296436,-0.03195168439206067,0.005508727719192748,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER,R9_BASE,2024+,6,31,-0.015210013889296436,-0.027414364142996576,-0.003646102165690095,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER,R9_BASE,2024+,12,31,-0.015210013889296436,-0.024021731765082436,-0.005565808329852475,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER_HALF,R9_BASE,all,3,90,-0.005082794326274009,-0.0127385006073018,0.00426415282814884,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER_HALF,R9_BASE,all,6,90,-0.005082794326274009,-0.011914378496143685,0.0014491224379483492,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER_HALF,R9_BASE,all,12,90,-0.005082794326274009,-0.011499709586872233,0.0005917488708557528,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER_HALF,R9_BASE,2024+,3,31,-0.009597345146021757,-0.017664127493972233,0.0005759308989888322,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER_HALF,R9_BASE,2024+,6,31,-0.009597345146021757,-0.015523656398705371,-0.0038017859187865705,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
TARGET_MACRO_REMAINDER_HALF,R9_BASE,2024+,12,31,-0.009597345146021757,-0.013926841948521774,-0.004963634349622439,5000,42,pairwise,exploratory; no untouched historical holdout; multiple comparisons are not selection-adjusted
