period,as_of,model,block,prediction,weight,contribution
2022-01,2022-02-13 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.5364048631873118,0.106143269,0.056935765686199034
2022-01,2022-02-13 23:59:00,TARGET_BASE_REMAINDER,catering,0.8207218849517921,0.054804978,0.0449796448489015
2022-01,2022-02-13 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.007939051959528376,0.008724414,6.92635760624368e-05
2022-01,2022-02-13 23:59:00,TARGET_BASE_REMAINDER,package_holidays,8.287369970531907,0.019151497,0.15871554112853192
2022-01,2022-02-13 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.7234500028324311,1.0,0.7234500028324311
2022-01,2022-02-13 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.5536920579796063,0.036321093,0.020110700731238672
2022-01,2022-02-13 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.5364048631873118,0.106143269,0.056935765686199034
2022-01,2022-02-13 23:59:00,TARGET_MACRO_REMAINDER,catering,0.8207218849517921,0.054804978,0.0449796448489015
2022-01,2022-02-13 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.007939051959528376,0.008724414,6.92635760624368e-05
2022-01,2022-02-13 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,8.287369970531907,0.019151497,0.15871554112853192
2022-01,2022-02-13 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.9122143583590417,1.0,0.9122143583590417
2022-02,2022-03-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.38997954896527764,0.033478171,0.013055802026762438
2022-02,2022-03-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.44549428388943346,0.122207014,0.05444252618819597
2022-02,2022-03-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.8732527409786028,0.051302108,0.044799706428980304
2022-02,2022-03-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.3687348888213793,0.006607458,0.002436400291021933
2022-02,2022-03-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,3.6951504785001767,0.016949289,0.06263017335858778
2022-02,2022-03-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.34217557670593846,1.0,0.34217557670593846
2022-02,2022-03-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.38997954896527764,0.033478171,0.013055802026762438
2022-02,2022-03-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.44549428388943346,0.122207014,0.05444252618819597
2022-02,2022-03-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.8732527409786028,0.051302108,0.044799706428980304
2022-02,2022-03-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.3687348888213793,0.006607458,0.002436400291021933
2022-02,2022-03-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,3.6951504785001767,0.016949289,0.06263017335858778
2022-02,2022-03-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.36776996205408885,1.0,0.36776996205408885
2022-03,2022-04-10 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.1839009266358808,0.033478171,0.006156666668974473
2022-03,2022-04-10 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.5269727242220978,0.122207014,0.06439976308662805
2022-03,2022-04-10 23:59:00,TARGET_BASE_REMAINDER,catering,1.7751631032120452,0.051302108,0.09106960923859948
2022-03,2022-04-10 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.9562312283580219,0.006607458,0.0063182576796640385
2022-03,2022-04-10 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-8.305267871317307,0.016949289,-0.14076838537337183
2022-03,2022-04-10 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.004851631426807085,1.0,0.004851631426807085
2022-03,2022-04-10 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.1839009266358808,0.033478171,0.006156666668974473
2022-03,2022-04-10 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.5269727242220978,0.122207014,0.06439976308662805
2022-03,2022-04-10 23:59:00,TARGET_MACRO_REMAINDER,catering,1.7751631032120452,0.051302108,0.09106960923859948
2022-03,2022-04-10 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.9562312283580219,0.006607458,0.0063182576796640385
2022-03,2022-04-10 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-8.305267871317307,0.016949289,-0.14076838537337183
2022-03,2022-04-10 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.007011240800707863,1.0,0.007011240800707863
2022-04,2022-05-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.27886683947834257,0.033478171,0.009335951738285504
2022-04,2022-05-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.8213689676173547,0.122207014,0.10037704892477961
2022-04,2022-05-09 23:59:00,TARGET_BASE_REMAINDER,catering,1.3888193092601424,0.051302108,0.07124935819614922
2022-04,2022-05-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,2.2383362204387156,0.006607458,0.014789712566427556
2022-04,2022-05-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-2.3680518429028634,0.016949289,-0.04013679505234323
2022-04,2022-05-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.4595456388032616,1.0,0.4595456388032616
2022-04,2022-05-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.27886683947834257,0.033478171,0.009335951738285504
2022-04,2022-05-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.8213689676173547,0.122207014,0.10037704892477961
2022-04,2022-05-09 23:59:00,TARGET_MACRO_REMAINDER,catering,1.3888193092601424,0.051302108,0.07124935819614922
2022-04,2022-05-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,2.2383362204387156,0.006607458,0.014789712566427556
2022-04,2022-05-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-2.3680518429028634,0.016949289,-0.04013679505234323
2022-04,2022-05-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.4823795794655943,1.0,0.4823795794655943
2022-05,2022-06-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.22656512594436187,0.033478171,0.0075849860290018835
2022-05,2022-06-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,1.608674692831899,0.122207014,0.19659133070835358
2022-05,2022-06-09 23:59:00,TARGET_BASE_REMAINDER,catering,3.3594651197308236,0.051302108,0.17234764239466363
2022-05,2022-06-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,2.441030813708073,0.006607458,0.016129008578281916
2022-05,2022-06-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-0.6466422028936933,0.016949289,-0.010960125576441845
2022-05,2022-06-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.4515434325080819,1.0,0.4515434325080819
2022-05,2022-06-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.22656512594436187,0.033478171,0.0075849860290018835
2022-05,2022-06-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,1.608674692831899,0.122207014,0.19659133070835358
2022-05,2022-06-09 23:59:00,TARGET_MACRO_REMAINDER,catering,3.3594651197308236,0.051302108,0.17234764239466363
2022-05,2022-06-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,2.441030813708073,0.006607458,0.016129008578281916
2022-05,2022-06-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-0.6466422028936933,0.016949289,-0.010960125576441845
2022-05,2022-06-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.44043675391652964,1.0,0.44043675391652964
2022-06,2022-07-12 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.3164344499190496,0.033478171,0.01059364662468088
2022-06,2022-07-12 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,1.7072530872728127,0.122207014,0.20863830193789185
2022-06,2022-07-12 23:59:00,TARGET_BASE_REMAINDER,catering,3.5542112468603335,0.051302108,0.1823385292412435
2022-06,2022-07-12 23:59:00,TARGET_BASE_REMAINDER,accommodation,2.8317673880153116,0.006607458,0.018710784082080874
2022-06,2022-07-12 23:59:00,TARGET_BASE_REMAINDER,package_holidays,4.660149328776946,0.016949289,0.07898621775659646
2022-06,2022-07-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.38839852744001635,1.0,0.38839852744001635
2022-06,2022-07-12 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.3164344499190496,0.033478171,0.01059364662468088
2022-06,2022-07-12 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,1.7072530872728127,0.122207014,0.20863830193789185
2022-06,2022-07-12 23:59:00,TARGET_MACRO_REMAINDER,catering,3.5542112468603335,0.051302108,0.1823385292412435
2022-06,2022-07-12 23:59:00,TARGET_MACRO_REMAINDER,accommodation,2.8317673880153116,0.006607458,0.018710784082080874
2022-06,2022-07-12 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,4.660149328776946,0.016949289,0.07898621775659646
2022-06,2022-07-12 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.32634969495131405,1.0,0.32634969495131405
2022-07,2022-08-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.3615919544974985,0.033478171,0.012105437284891473
2022-07,2022-08-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,2.0361960440964353,0.122207014,0.2488374384676377
2022-07,2022-08-09 23:59:00,TARGET_BASE_REMAINDER,catering,1.7624776019034114,0.051302108,0.09041881628042982
2022-07,2022-08-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,3.546930186495907,0.006607458,0.02343619223620387
2022-07,2022-08-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,22.21691951531676,0.016949289,0.3765609895548437
2022-07,2022-08-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.47485689947579507,1.0,0.47485689947579507
2022-07,2022-08-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.3615919544974985,0.033478171,0.012105437284891473
2022-07,2022-08-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,2.0361960440964353,0.122207014,0.2488374384676377
2022-07,2022-08-09 23:59:00,TARGET_MACRO_REMAINDER,catering,1.7624776019034114,0.051302108,0.09041881628042982
2022-07,2022-08-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,3.546930186495907,0.006607458,0.02343619223620387
2022-07,2022-08-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,22.21691951531676,0.016949289,0.3765609895548437
2022-07,2022-08-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.3795810298499991,1.0,0.3795810298499991
2022-08,2022-09-11 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.3572774353828602,0.033478171,0.011960995076188845
2022-08,2022-09-11 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.9817637286258034,0.122207014,0.11997841372886577
2022-08,2022-09-11 23:59:00,TARGET_BASE_REMAINDER,catering,1.0769781535304823,0.051302108,0.055251249546061386
2022-08,2022-09-11 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.7801930793031293,0.006607458,0.0051550930033860964
2022-08,2022-09-11 23:59:00,TARGET_BASE_REMAINDER,package_holidays,1.6813465428173862,0.016949289,0.02849762846336275
2022-08,2022-09-11 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.3342498334228462,1.0,0.3342498334228462
2022-08,2022-09-11 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.3572774353828602,0.033478171,0.011960995076188845
2022-08,2022-09-11 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.9817637286258034,0.122207014,0.11997841372886577
2022-08,2022-09-11 23:59:00,TARGET_MACRO_REMAINDER,catering,1.0769781535304823,0.051302108,0.055251249546061386
2022-08,2022-09-11 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.7801930793031293,0.006607458,0.0051550930033860964
2022-08,2022-09-11 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,1.6813465428173862,0.016949289,0.02849762846336275
2022-08,2022-09-11 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.29369311679566834,1.0,0.29369311679566834
2022-09,2022-10-10 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.23767514680425653,0.033478171,0.007956929207163004
2022-09,2022-10-10 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.612651493107546,0.122207014,0.07487030959531478
2022-09,2022-10-10 23:59:00,TARGET_BASE_REMAINDER,catering,1.3920429527307276,0.051302108,0.07141473790163068
2022-09,2022-10-10 23:59:00,TARGET_BASE_REMAINDER,accommodation,-0.3834598405523869,0.006607458,-0.0025336947911365933
2022-09,2022-10-10 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-21.32778697274486,0.016949289,-0.3614908251314877
2022-09,2022-10-10 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.24532235654735884,1.0,0.24532235654735884
2022-09,2022-10-10 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.23767514680425653,0.033478171,0.007956929207163004
2022-09,2022-10-10 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.612651493107546,0.122207014,0.07487030959531478
2022-09,2022-10-10 23:59:00,TARGET_MACRO_REMAINDER,catering,1.3920429527307276,0.051302108,0.07141473790163068
2022-09,2022-10-10 23:59:00,TARGET_MACRO_REMAINDER,accommodation,-0.3834598405523869,0.006607458,-0.0025336947911365933
2022-09,2022-10-10 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-21.32778697274486,0.016949289,-0.3614908251314877
2022-09,2022-10-10 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.24707951394336236,1.0,0.24707951394336236
2022-10,2022-11-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.28989538468966264,0.033478171,0.009705167260751308
2022-10,2022-11-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.785367173100844,0.122207014,0.09597737711827527
2022-10,2022-11-09 23:59:00,TARGET_BASE_REMAINDER,catering,1.4048801626529321,0.051302108,0.07207331383147829
2022-10,2022-11-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,-0.18178680452194584,0.006607458,-0.0012011486758329673
2022-10,2022-11-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-0.8939180611630869,0.016949289,-0.015151275560972836
2022-10,2022-11-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.5385104410212543,1.0,0.5385104410212543
2022-10,2022-11-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.28989538468966264,0.033478171,0.009705167260751308
2022-10,2022-11-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.785367173100844,0.122207014,0.09597737711827527
2022-10,2022-11-09 23:59:00,TARGET_MACRO_REMAINDER,catering,1.4048801626529321,0.051302108,0.07207331383147829
2022-10,2022-11-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,-0.18178680452194584,0.006607458,-0.0012011486758329673
2022-10,2022-11-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-0.8939180611630869,0.016949289,-0.015151275560972836
2022-10,2022-11-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.5381037576462722,1.0,0.5381037576462722
2022-11,2022-12-11 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.3365644120083021,0.033478171,0.011267560937728393
2022-11,2022-12-11 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.18867449563366573,0.122207014,0.023057346729346326
2022-11,2022-12-11 23:59:00,TARGET_BASE_REMAINDER,catering,1.2038768749723752,0.051302108,0.06176142145853529
2022-11,2022-12-11 23:59:00,TARGET_BASE_REMAINDER,accommodation,-0.5557616864908186,0.006607458,-0.003672172001497251
2022-11,2022-12-11 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-0.2251786145670459,0.016949289,-0.003816617414916471
2022-11,2022-12-11 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.26767083262533287,1.0,0.26767083262533287
2022-11,2022-12-11 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.3365644120083021,0.033478171,0.011267560937728393
2022-11,2022-12-11 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.18867449563366573,0.122207014,0.023057346729346326
2022-11,2022-12-11 23:59:00,TARGET_MACRO_REMAINDER,catering,1.2038768749723752,0.051302108,0.06176142145853529
2022-11,2022-12-11 23:59:00,TARGET_MACRO_REMAINDER,accommodation,-0.5557616864908186,0.006607458,-0.003672172001497251
2022-11,2022-12-11 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-0.2251786145670459,0.016949289,-0.003816617414916471
2022-11,2022-12-11 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.27356152505621656,1.0,0.27356152505621656
2022-12,2023-01-10 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.4091148513599518,0.033478171,0.013696416952468048
2022-12,2023-01-10 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,-0.05631332420983881,0.122207014,-0.00688188320009831
2022-12,2023-01-10 23:59:00,TARGET_BASE_REMAINDER,catering,1.1720236865214682,0.051302108,0.060127285744482506
2022-12,2023-01-10 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.3951055149653177,0.006607458,0.0026106430957017084
2022-12,2023-01-10 23:59:00,TARGET_BASE_REMAINDER,package_holidays,0.2967647802234291,0.016949289,0.005029952025028385
2022-12,2023-01-10 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.19944126938468476,1.0,0.19944126938468476
2022-12,2023-01-10 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.4091148513599518,0.033478171,0.013696416952468048
2022-12,2023-01-10 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,-0.05631332420983881,0.122207014,-0.00688188320009831
2022-12,2023-01-10 23:59:00,TARGET_MACRO_REMAINDER,catering,1.1720236865214682,0.051302108,0.060127285744482506
2022-12,2023-01-10 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.3951055149653177,0.006607458,0.0026106430957017084
2022-12,2023-01-10 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,0.2967647802234291,0.016949289,0.005029952025028385
2022-12,2023-01-10 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.23083040695038395,1.0,0.23083040695038395
2023-01,2023-02-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.7474925084140013,0.033478171,0.025024682017902873
2023-01,2023-02-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,-0.22350390945211845,0.122207014,-0.027313745391469774
2023-01,2023-02-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.3933772462214471,0.051302108,0.02018108197039527
2023-01,2023-02-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.34788379519545093,0.006607458,0.0022986275656345437
2023-01,2023-02-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,8.92395297691421,0.016949289,0.15125465802812926
2023-01,2023-02-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.3009166204678804,1.0,0.3009166204678804
2023-01,2023-02-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.7474925084140013,0.033478171,0.025024682017902873
2023-01,2023-02-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,-0.22350390945211845,0.122207014,-0.027313745391469774
2023-01,2023-02-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.3933772462214471,0.051302108,0.02018108197039527
2023-01,2023-02-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.34788379519545093,0.006607458,0.0022986275656345437
2023-01,2023-02-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,8.92395297691421,0.016949289,0.15125465802812926
2023-01,2023-02-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.28147558814427137,1.0,0.28147558814427137
2023-02,2023-03-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.4988758483655787,0.033478171,0.016701450959352913
2023-02,2023-03-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,-0.9815188279678504,0.122207014,-0.11994848515073069
2023-02,2023-03-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.4993273977634541,0.051302108,0.02561654808741968
2023-02,2023-03-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.3607656977466483,0.006607458,0.0023837441957016733
2023-02,2023-03-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,4.222158325424564,0.016949289,0.07156258166137698
2023-02,2023-03-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.28432593446020377,1.0,0.28432593446020377
2023-02,2023-03-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.4988758483655787,0.033478171,0.016701450959352913
2023-02,2023-03-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,-0.9815188279678504,0.122207014,-0.11994848515073069
2023-02,2023-03-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.4993273977634541,0.051302108,0.02561654808741968
2023-02,2023-03-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.3607656977466483,0.006607458,0.0023837441957016733
2023-02,2023-03-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,4.222158325424564,0.016949289,0.07156258166137698
2023-02,2023-03-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.292051602591268,1.0,0.292051602591268
2023-03,2023-04-12 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.4155723341857882,0.033478171,0.013912601666740963
2023-03,2023-04-12 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,-0.6472205494243497,0.122207014,-0.0790948907445892
2023-03,2023-04-12 23:59:00,TARGET_BASE_REMAINDER,catering,0.5873195639169996,0.051302108,0.030130731698582814
2023-03,2023-04-12 23:59:00,TARGET_BASE_REMAINDER,accommodation,1.306730314154874,0.006607458,0.008634165668105136
2023-03,2023-04-12 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-7.7429499152716845,0.016949289,-0.1312374958264653
2023-03,2023-04-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.21914891262457561,1.0,0.21914891262457561
2023-03,2023-04-12 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.4155723341857882,0.033478171,0.013912601666740963
2023-03,2023-04-12 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,-0.6472205494243497,0.122207014,-0.0790948907445892
2023-03,2023-04-12 23:59:00,TARGET_MACRO_REMAINDER,catering,0.5873195639169996,0.051302108,0.030130731698582814
2023-03,2023-04-12 23:59:00,TARGET_MACRO_REMAINDER,accommodation,1.306730314154874,0.006607458,0.008634165668105136
2023-03,2023-04-12 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-7.7429499152716845,0.016949289,-0.1312374958264653
2023-03,2023-04-12 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.23083710717780886,1.0,0.23083710717780886
2023-04,2023-05-10 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.47028542947163865,0.033478171,0.01574429602665996
2023-04,2023-05-10 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.060134291038494214,0.122207014,0.007348832146821337
2023-04,2023-05-10 23:59:00,TARGET_BASE_REMAINDER,catering,0.7122333965654942,0.051302108,0.03653907463180981
2023-04,2023-05-10 23:59:00,TARGET_BASE_REMAINDER,accommodation,2.3202702958661545,0.006607458,0.015331088528583189
2023-04,2023-05-10 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-2.1986295059566703,0.016949289,-0.03726520690038682
2023-04,2023-05-10 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.37627929824861983,1.0,0.37627929824861983
2023-04,2023-05-10 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.47028542947163865,0.033478171,0.01574429602665996
2023-04,2023-05-10 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.060134291038494214,0.122207014,0.007348832146821337
2023-04,2023-05-10 23:59:00,TARGET_MACRO_REMAINDER,catering,0.7122333965654942,0.051302108,0.03653907463180981
2023-04,2023-05-10 23:59:00,TARGET_MACRO_REMAINDER,accommodation,2.3202702958661545,0.006607458,0.015331088528583189
2023-04,2023-05-10 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-2.1986295059566703,0.016949289,-0.03726520690038682
2023-04,2023-05-10 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.34952636476537113,1.0,0.34952636476537113
2023-05,2023-06-11 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.42789195582235495,0.033478171,0.014325040066545246
2023-05,2023-06-11 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.021931263330716266,0.122207014,0.0026801542048945294
2023-05,2023-06-11 23:59:00,TARGET_BASE_REMAINDER,catering,0.6317483301901664,0.051302108,0.03241002106423558
2023-05,2023-06-11 23:59:00,TARGET_BASE_REMAINDER,accommodation,1.7190656719431694,0.006607458,0.01135865422660627
2023-05,2023-06-11 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-1.2881320153657276,0.016949289,-0.021832921798586157
2023-05,2023-06-11 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.17205446015158393,1.0,0.17205446015158393
2023-05,2023-06-11 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.42789195582235495,0.033478171,0.014325040066545246
2023-05,2023-06-11 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.021931263330716266,0.122207014,0.0026801542048945294
2023-05,2023-06-11 23:59:00,TARGET_MACRO_REMAINDER,catering,0.6317483301901664,0.051302108,0.03241002106423558
2023-05,2023-06-11 23:59:00,TARGET_MACRO_REMAINDER,accommodation,1.7190656719431694,0.006607458,0.01135865422660627
2023-05,2023-06-11 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-1.2881320153657276,0.016949289,-0.021832921798586157
2023-05,2023-06-11 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.14493337427472808,1.0,0.14493337427472808
2023-06,2023-07-12 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.32291612327557295,0.033478171,0.010810641193676711
2023-06,2023-07-12 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,-0.024642523156154728,0.122207014,-0.003011489172339525
2023-06,2023-07-12 23:59:00,TARGET_BASE_REMAINDER,catering,0.48601022341042,0.051302108,0.024933348970505493
2023-06,2023-07-12 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.8652759094820178,0.006607458,0.005717274230314234
2023-06,2023-07-12 23:59:00,TARGET_BASE_REMAINDER,package_holidays,9.391856250596126,0.016949289,0.15918528583781016
2023-06,2023-07-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.051401405429137514,1.0,0.051401405429137514
2023-06,2023-07-12 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.32291612327557295,0.033478171,0.010810641193676711
2023-06,2023-07-12 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,-0.024642523156154728,0.122207014,-0.003011489172339525
2023-06,2023-07-12 23:59:00,TARGET_MACRO_REMAINDER,catering,0.48601022341042,0.051302108,0.024933348970505493
2023-06,2023-07-12 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.8652759094820178,0.006607458,0.005717274230314234
