period,food_l1,food_l12,agri_l0,agri_l1,food_ppi_l1
2013-07,,,-1.8026985626385337,-1.387439409952115,
2013-08,,,5.0930833258100145,-1.8026985626385337,
2013-09,,,-5.067450744374469,5.0930833258100145,
2013-10,,,-0.4479887112509573,-5.067450744374469,
2013-11,,,-0.19369513306197103,-0.4479887112509573,
2013-12,,,1.927812827484716,-0.19369513306197103,
2014-01,,,0.07951117221408463,1.927812827484716,
2014-02,,,3.2493061099668603,0.07951117221408463,
2014-03,,,-1.6180094526350355,3.2493061099668603,
2014-04,,,0.5903840498892444,-1.6180094526350355,
2014-05,,,-1.5272570540008144,0.5903840498892444,
2014-06,,,-0.44632020227150754,-1.5272570540008144,
2014-07,,,0.8839932928643712,-0.44632020227150754,
2014-08,,,0.7295473697410385,0.8839932928643712,
2014-09,,,-3.9007494338691253,0.7295473697410385,
2014-10,,,-0.42883089412845504,-3.9007494338691253,
2014-11,,,-0.46515921610508215,-0.42883089412845504,
2014-12,,,-4.504308607251913,-0.46515921610508215,
2015-01,,,0.9900018352664043,-4.504308607251913,
2015-02,,,1.6839452819806842,0.9900018352664043,
2015-03,-0.09910802775026095,,-1.2153215719122454,1.6839452819806842,-0.7912957467853587
2015-04,0.0,,-1.918872605329293,-1.2153215719122454,0.09970089730808596
2015-05,0.29761904761904656,,-0.5638578143400075,-1.918872605329293,0.09960159362549792
2015-06,0.3956478733926794,,-2.044963125834709,-0.5638578143400075,-0.29850746268655914
2015-07,0.0,,0.8519268595947237,-2.044963125834709,-0.1996007984031989
2015-08,-1.871921182266012,,-0.3395522280585557,0.8519268595947237,0.20000000000000018
2015-09,-0.8032128514056214,,2.5463673420623945,-0.3395522280585557,-0.3992015968063978
2015-10,0.7085020242914908,,-0.9722813586134323,2.5463673420623945,0.0
2015-11,-0.3015075376884391,,1.4439714416151312,-0.9722813586134323,-0.30060120240480437
2015-12,-0.7056451612903247,,-0.7683114558826658,1.4439714416151312,-0.4020100502512669
2016-01,-0.9137055837563524,,0.5456234833968081,-0.7683114558826658,-0.4036326942482238
2016-02,1.3319672131147708,-0.09910802775026095,-1.3091590475270134,0.5456234833968081,-0.10131712259372483
2016-03,0.30333670374114163,0.0,-0.9292029229396347,-1.3091590475270134,-0.40567951318457585
2016-04,0.0,0.29761904761904656,-2.335253535951143,-0.9292029229396347,-1.0183299389002087
2016-05,0.3024193548387011,0.3956478733926794,-1.0384978869363262,-2.335253535951143,-0.30864197530864335
2016-06,-0.5025125628140725,0.0,-2.1553953515887896,-1.0384978869363262,-0.6191950464396356
2016-07,-0.6060606060605989,-1.871921182266012,-2.7232888676006644,-2.1553953515887896,-0.20768431983385627
2016-08,0.5081300813008172,-0.8032128514056214,1.6266094130096942,-2.7232888676006644,0.41623309053069324
2016-09,-0.6066734074823166,0.7085020242914908,-1.0349086688676994,1.6266094130096942,0.5181347150259086
2016-10,0.0,-0.3015075376884391,6.049700551121572,-1.0349086688676994,0.5154639175257714
2016-11,-0.3051881993896166,-0.7056451612903247,-1.1339408470229375,6.049700551121572,0.512820512820511
2016-12,2.1428571428571352,-0.9137055837563524,-0.13208113813276054,-1.1339408470229375,0.6122448979591688
2017-01,0.6993006993007089,1.3319672131147708,2.3358724148025596,-0.13208113813276054,0.10141987829614951
2017-02,1.5873015873016039,0.30333670374114163,1.2165849106360633,2.3358724148025596,0.10131712259371373
2017-03,1.3671875,0.0,0.17226183875976378,1.2165849106360633,0.10121457489880026
2017-04,-0.19267822736031004,0.3024193548387011,1.679859313559032,0.17226183875976378,0.0
2017-05,-0.4826254826254872,-0.5025125628140725,0.8437119959036922,1.679859313559032,0.9100101112234471
2017-06,0.38797284190106307,-0.6060606060605989,0.921790597979807,0.8437119959036922,0.4008016032064132
2017-07,0.19323671497584183,0.5081300813008172,-0.6117296972783594,0.921790597979807,0.698602794411185
2017-08,0.867888138862094,-0.6066734074823166,5.424530354122429,-0.6117296972783594,0.3964321110009772
2017-09,-0.7648183556405286,0.0,-2.9446575144806277,5.424530354122429,0.49358341559724295
2017-10,0.09633911368016612,-0.3051881993896166,3.155004586392631,-2.9446575144806277,0.29469548133596035
2017-11,1.6361886429258732,2.1428571428571352,0.875600085527241,3.155004586392631,0.0
2017-12,0.18939393939394478,0.6993006993007089,5.049220856312926,0.875600085527241,-1.1753183153770719
2018-01,0.5671077504725952,1.5873015873016039,-1.2495078283621095,5.049220856312926,-0.5946481665014991
2018-02,0.5639097744360777,1.3671875,-1.8713305215327658,-1.2495078283621095,-0.6979062811565351
2018-03,-0.747663551401867,-0.19267822736031004,-7.180036969279704,-1.8713305215327658,-0.8032128514056214
2018-04,-0.5649717514124353,-0.4826254826254872,0.8463251419901167,-7.180036969279704,0.0
2018-05,-0.5681818181818121,0.38797284190106307,-1.7430753517316664,0.8463251419901167,0.0
2018-06,0.952380952380949,0.19323671497584183,-0.614749136611297,-1.7430753517316664,0.10121457489880026
2018-07,0.4716981132075526,0.867888138862094,-0.5845136931975351,-0.614749136611297,0.30333670374114163
2018-08,-1.8779342723004744,-0.7648183556405286,0.37971632050906984,-0.5845136931975351,0.10080645161290036
2018-09,-0.0956937799043045,0.09633911368016612,-0.4138178468088209,0.37971632050906984,0.302114803625364
2018-10,0.8620689655172376,1.6361886429258732,0.43647595755089696,-0.4138178468088209,0.5020080321285203
2018-11,0.47483380816715215,0.18939393939394478,1.9396799196073415,0.43647595755089696,0.29970029970030065
2018-12,-1.2287334593572785,0.5671077504725952,1.5906567371274858,1.9396799196073415,0.09960159362549792
2019-01,1.2440191387559807,0.5639097744360777,1.9511152905423934,1.5906567371274858,-0.09950248756218638
2019-02,0.945179584120992,-0.747663551401867,0.9189612715468444,1.9511152905423934,0.3984063745019917
2019-03,0.7490636704119868,-0.5649717514124353,1.011541445201455,0.9189612715468444,0.49603174603174427
2019-04,0.0,-0.5681818181818121,0.4942573871728584,1.011541445201455,0.09871668311944859
2019-05,-0.6505576208178376,0.952380952380949,-0.4528599290026517,0.4942573871728584,0.8875739644970349
2019-06,1.9644527595883865,0.4716981132075526,-1.2560005790825532,-0.4528599290026517,0.8797653958944274
2019-07,0.3669724770642313,-1.8779342723004744,0.45492948857529364,-1.2560005790825532,0.4844961240310086
2019-08,-0.5484460694698434,-0.0956937799043045,-4.673729442910572,0.45492948857529364,0.192864030858253
2019-09,-0.27573529411764053,0.8620689655172376,2.689914598812036,-4.673729442910572,-0.09624639076035724
2019-10,-0.552995391705069,0.47483380816715215,4.4828798898113495,2.689914598812036,0.3853564547206201
2019-11,0.8341056533827551,-1.2287334593572785,0.2966459021577502,4.4828798898113495,0.2879078694817627
2019-12,1.194852941176472,1.2440191387559807,2.374604271210336,0.2966459021577502,0.2870813397129135
2020-01,0.7266121707538709,0.945179584120992,3.0222048960321324,2.374604271210336,0.8587786259542041
2020-02,2.3444544634806164,0.7490636704119868,-1.1240154182318638,3.0222048960321324,0.5676442762535316
2020-03,0.0,0.0,-0.9287087452915621,-1.1240154182318638,-0.6585136406397019
2020-04,0.8810572687224738,-0.6505576208178376,1.7389957818700832,-0.9287087452915621,0.47348484848483974
2020-05,0.6113537117903967,1.9644527595883865,0.4664214590422766,1.7389957818700832,0.3770028275212223
2020-06,0.607638888888884,0.3669724770642313,-2.977811999263391,0.4664214590422766,-0.8450704225352212
2020-07,-0.5176876617773996,-0.5484460694698434,-3.3449345978542007,-2.977811999263391,-0.6628787878787734
2020-08,-1.4744145706851675,-0.27573529411764053,-1.5676038527527325,-3.3449345978542007,-0.38131553860820677
2020-09,-0.5281690140845008,-0.552995391705069,-2.0887399714986365,-1.5676038527527325,-0.1913875598086201
2020-10,-1.2389380530973493,0.8341056533827551,-1.3995042754781917,-2.0887399714986365,-0.28763183125598557
2020-11,0.6272401433691677,1.194852941176472,-2.713665401484836,-1.3995042754781917,-0.19230769230769162
2020-12,-0.08904719501334757,0.7266121707538709,0.7414846175212629,-2.713665401484836,0.0
2021-01,-1.2477718360071388,2.3444544634806164,1.5478647009098623,0.7414846175212629,-0.4816955684007751
2021-02,3.068592057761732,0.0,0.3517043197558983,1.5478647009098623,0.09680542110359625
2021-03,0.0,0.8810572687224738,-1.6330146550047355,0.3517043197558983,-0.19342359767892114
2021-04,0.0,0.6113537117903967,2.6090316833475846,-1.6330146550047355,0.4844961240310086
2021-05,0.7880910683012221,0.607638888888884,-2.95723359153587,2.6090316833475846,0.6750241080038633
2021-06,-0.6081668114682803,-0.5176876617773996,0.3268137236866459,-2.95723359153587,0.3831417624520883
2021-07,-0.2622377622377714,-1.4744145706851675,-0.18500166100915902,0.3268137236866459,0.6679389312977069
2021-08,0.35056967572304476,-0.5281690140845008,0.10488122212682545,-0.18500166100915902,0.28436018957345155
2021-09,0.26200873362445254,-1.2389380530973493,-2.7288616117463693,0.10488122212682545,0.0
2021-10,-0.9581881533101022,0.6272401433691677,3.410413221527353,-2.7288616117463693,0.0945179584121103
2021-11,-0.3518029903254227,-0.08904719501334757,0.6708191781532717,3.410413221527353,0.47214353163360645
2021-12,1.0591350397175736,-1.2477718360071388,1.6142898598149737,0.6708191781532717,1.2218045112782017
2022-01,0.698689956331866,3.068592057761732,0.7874297186546768,1.6142898598149737,1.1142061281337101
2022-02,4.4232437120555135,0.0,1.4997297185268035,0.7874297186546768,2.203856749311295
2022-03,1.4119601328903553,0.0,0.9322982201359282,1.4997297185268035,2.066486972147352
2022-04,0.7371007371007376,0.7880910683012221,5.431722351215536,0.9322982201359282,2.640845070422526
2022-05,3.577235772357734,-0.6081668114682803,4.986815492793044,5.431722351215536,5.231560891938258
2022-06,3.375196232339084,-0.2622377622377714,3.4491234305735623,4.986815492793044,4.482477587612044
2022-07,2.2019741837509432,0.35056967572304476,0.1701897731136651,3.4491234305735623,2.6521060842433775
2022-08,1.4858841010401136,0.26200873362445254,1.2881513027194964,0.1701897731136651,1.6717325227963764
2022-09,0.5124450951683901,-0.9581881533101022,-1.2188125094262148,1.2881513027194964,0.7473841554558991
2022-10,0.21849963583393528,-0.3518029903254227,5.138804657505454,-1.2188125094262148,1.1869436201780381
2022-11,2.9796511627906863,1.0591350397175736,1.5228939359655287,5.138804657505454,2.126099706744866
2022-12,1.8348623853211121,0.698689956331866,3.863538745099593,1.5228939359655287,1.148600143575007
2023-01,0.2772002772002624,4.4232437120555135,-0.03534121888488784,3.863538745099593,0.7097232079489091
2023-02,3.870076019350388,1.4119601328903553,3.2638632297353913,-0.03534121888488784,1.2684989429175397
2023-03,0.6653359946773074,0.7371007371007376,0.6201000962323329,3.2638632297353913,0.41753653444678296
2023-04,0.396563119629878,3.577235772357734,-1.434470591053508,0.6201000962323329,-0.2772002772002846
2023-05,-1.6458196181698526,3.375196232339084,-2.476267389222591,-1.434470591053508,-0.5559416261292638
2023-06,0.9370816599732379,2.2019741837509432,-2.612756420055159,-2.476267389222591,-0.9084556254367437
2023-07,0.0,1.4858841010401136,-1.3883014174640504,-2.612756420055159,-0.35260930888575404
2023-08,-0.7957559681697757,0.5124450951683901,0.37055123890545566,-1.3883014174640504,-0.707714083510258
2023-09,-0.9358288770053513,0.21849963583393528,-9.69584084539125,0.37055123890545566,-0.7840342124020072
2023-10,-1.6194331983805488,2.9796511627906863,7.76755119022036,-9.69584084539125,-1.1494252873563204
2023-11,0.8230452674897082,1.8348623853211121,-3.1143699867906753,7.76755119022036,-0.6540697674418672
2023-12,-0.40816326530611624,0.2772002772002624,0.4998703745854475,-3.1143699867906753,-0.2926115581565303
2024-01,-1.43442622950819,3.870076019350388,-0.5675886146140309,0.4998703745854475,-0.14673514306677848
2024-02,0.06930006930006005,0.6653359946773074,0.8378854837233821,-0.5675886146140309,0.0
2024-03,-0.27700831024931594,0.396563119629878,0.2107843330310999,0.8378854837233821,-0.22042615723730785
2024-04,-0.7638888888888862,-1.6458196181698526,1.2057577473955432,0.2107843330310999,0.6627393225331124
2024-05,1.679496151154658,0.9370816599732379,-0.20261515477255948,1.2057577473955432,-0.0731528895391298
2024-06,-0.06882312456987227,0.0,-0.42149566226497015,-0.20261515477255948,-0.07320644216690653
2024-07,-0.550964187327807,-0.7957559681697757,-0.5474870295190242,-0.42149566226497015,-0.439560439560438
2024-08,0.3462603878116255,-0.9358288770053513,-0.862255522703137,-0.5474870295190242,0.29433406916850036
2024-09,0.48309178743961567,-1.6194331983805488,-2.3819534270273834,-0.862255522703137,0.44020542920029104
2024-10,0.7554945054945028,0.8230452674897082,2.174272314307594,-2.3819534270273834,0.07304601899196239
2024-11,0.27266530334015826,-0.40816326530611624,1.6559967566873344,2.174272314307594,0.14598540145984717
2024-12,0.40788579197823527,-1.43442622950819,2.368196436038656,1.6559967566873344,0.291545189504383
2025-01,-0.677048070413,0.06930006930006005,3.053024475962613,2.368196436038656,0.29069767441860517
2025-02,3.135650988411731,-0.27700831024931594,1.0040728895091635,3.053024475962613,0.7246376811594235
2025-03,-0.594844679444817,-0.7638888888888862,-3.8126701375356373,1.0040728895091635,0.14388489208632116
2025-04,0.7978723404255206,1.679496151154658,2.608552023333363,-3.8126701375356373,0.07183908045977905
2025-05,-0.26385224274406704,-0.06882312456987227,2.8131442675275613,2.608552023333363,0.7178750897343766
2025-06,1.256613756613767,-0.550964187327807,1.7131267935511627,2.8131442675275613,0.4276550249465494
2025-07,0.19595035924233617,0.3462603878116255,-0.12454195262850172,1.7131267935511627,0.42583392476933657
2025-08,-0.6518904823989535,0.48309178743961567,-0.15762826809542219,-0.12454195262850172,0.21201413427562876
2025-09,0.0,0.7554945054945028,-0.4907196289415161,-0.15762826809542219,-0.21156558533146352
2025-10,-1.1154855643044748,0.27266530334015826,-5.920294431453169,-0.4907196289415161,-0.4240282685512353
2025-11,1.128069011280708,0.40788579197823527,-3.662116753963751,-5.920294431453169,-0.42583392476933657
2025-12,-0.9842519685039353,-0.677048070413,-2.4879994741588467,-3.662116753963751,-0.7840342124020072
2026-01,-1.1265738899933875,3.135650988411731,-0.4218109899729023,-2.4879994741588467,-0.35919540229885083
2026-02,2.7479892761394176,-0.594844679444817,-1.7668206833042583,-0.4218109899729023,-1.3698630136986134
2026-03,-1.5655577299412915,0.7978723404255206,-5.370429121820207,-1.7668206833042583,-1.1695906432748648
2026-04,-0.6626905235255109,-0.26385224274406704,2.2137833395360067,-5.370429121820207,0.07396449704144548
2026-05,-0.4002668445630353,1.256613756613767,0.3962154307440561,2.2137833395360067,0.14781966001478075
2026-06,0.602813127930335,0.19595035924233617,-3.666872635574211,0.3962154307440561,-0.22140221402214832
2026-07,-1.2649800266311462,-0.6518904823989535,1.6748959418782658,-3.666872635574211,-0.5917159763313529
2026-08,,,,,
2026-09,,,,,
