model,family,frame,n,rmse,mae,survey_mae,crps,coverage80,coverage90,width80,width90,brier_material,brier_big
HARD_FULL,SCALE,all,66,0.46119441816817497,0.29582264915993006,0.28030303030303033,0.22997342335975007,0.8333333333333334,0.9242424242424242,1.1677688888160098,1.4602495377368157,0.11771629512812519,0.20736877334869144
HARD_FULL,SCALE,2024+,31,0.22531658006178432,0.17263970528256042,0.18709677419354834,0.13025575604172074,0.9354838709677419,0.967741935483871,0.786516432120659,1.1767848240486665,0.07549300330742041,0.11474352776981132
HARD_FULL,SCALE,flash,19,0.1638271242938502,0.13239549655765354,0.15789473684210525,0.10041233921630585,0.8947368421052632,0.9473684210526315,0.5562490147637353,0.924707808755152,0.0350048575204657,0.06714416530976944
HARD_FULL,SCALE,january,5,0.6018733025018617,0.4139133506896603,0.3200000000000001,0.285878297432463,0.8,1.0,1.2107075136312648,1.5209078951915136,0.25836140079921927,0.16969783119254186
HARD_FULL,SCALE,ex_january,61,0.4477074913733935,0.28614308346077183,0.2770491803278689,0.2253910566324785,0.8360655737704918,0.9180327868852459,1.1642493294049232,1.4552775412241354,0.10618800777803553,0.21045655549263814
HARD_FULL,SCALE,big,20,0.7032908061345318,0.4930868999943299,0.6000000000000001,0.3725731046763038,0.75,0.85,1.3975808543579633,1.640255856545775,0.12233030499626045,0.3294347071912022
HARD_FULL,STATE,all,66,0.46119441816817497,0.29582264915993006,0.28030303030303033,0.231383231474617,0.8484848484848485,0.8939393939393939,1.1613146100362088,1.451072833293198,0.12409240868376228,0.21499644615964333
HARD_FULL,STATE,2024+,31,0.22531658006178432,0.17263970528256042,0.18709677419354834,0.1291432532059545,0.9354838709677419,0.9354838709677419,0.7584943141213464,1.1450707111725118,0.07465609010704188,0.1142327281836141
HARD_FULL,STATE,flash,19,0.1638271242938502,0.13239549655765354,0.15789473684210525,0.09960479277350738,0.8947368421052632,0.8947368421052632,0.5316672703275573,0.8699302754784999,0.035541060809183185,0.06546205144730341
HARD_FULL,STATE,january,5,0.6018733025018617,0.4139133506896603,0.3200000000000001,0.278542270837323,1.0,1.0,1.247350558061338,1.5523425578043948,0.25335931921709154,0.16571226351798346
HARD_FULL,STATE,ex_january,61,0.4477074913733935,0.28614308346077183,0.2770491803278689,0.22751773644488701,0.8360655737704918,0.8852459016393442,1.154262483148903,1.442772036202116,0.11349676027939103,0.21903613326141874
HARD_FULL,STATE,big,20,0.7032908061345318,0.4930868999943299,0.6000000000000001,0.37345857600853216,0.8,0.8,1.3961064352927715,1.6373081401402434,0.13726763271056613,0.3479981891422926
HARD_HALF,POOLED,all,66,0.460239301029829,0.28916249185383586,0.28030303030303033,0.2247961102011068,0.803030303030303,0.8484848484848485,0.8530545294263172,1.1136245696898355,0.10682585389287436,0.2194125356103062
HARD_HALF,POOLED,2024+,31,0.21958807119044277,0.16785552729960737,0.18709677419354834,0.1330605248786594,0.967741935483871,1.0,0.8760042818205582,1.185072513968737,0.05472246676530759,0.11885580349650275
HARD_HALF,POOLED,flash,19,0.16560096093755453,0.13375320629227996,0.15789473684210525,0.11275296273155423,1.0,1.0,0.8459425373650888,1.1832975137021897,0.027207602339181285,0.09362573099415206
HARD_HALF,POOLED,january,5,0.5855359961263411,0.39670733736708097,0.3200000000000001,0.3078308843435482,0.6,0.8,0.8812975365812141,1.154083299357694,0.3070997758120165,0.19931204777157216
HARD_HALF,POOLED,ex_january,61,0.44841930253823953,0.2803473405822584,0.2770491803278689,0.2179899811730378,0.819672131147541,0.8524590163934426,0.8507395288398502,1.110308280372798,0.09040995865360042,0.2210601165806942
HARD_HALF,POOLED,big,20,0.71354533787778,0.4906739242732063,0.6000000000000001,0.3781280870620616,0.65,0.75,0.8541073668585213,1.095030435907427,0.09773031794337253,0.4623060529721201
HARD_HALF,SCALE,all,66,0.460239301029829,0.28916249185383586,0.28030303030303033,0.22628714378044804,0.8333333333333334,0.9090909090909091,1.123917789282192,1.380602306486447,0.09686504380894173,0.21140109970547138
HARD_HALF,SCALE,2024+,31,0.21958807119044277,0.16785552729960737,0.18709677419354834,0.12831436410973673,0.9354838709677419,0.9354838709677419,0.7856598016433837,1.0699953016731483,0.04894090853895568,0.1185816412766434
HARD_HALF,SCALE,flash,19,0.16560096093755453,0.13375320629227996,0.15789473684210525,0.10201080224902888,0.8947368421052632,0.8947368421052632,0.5654452502266023,0.8299682657706264,0.021142170456680695,0.06751540949618351
HARD_HALF,SCALE,january,5,0.5855359961263411,0.39670733736708097,0.3200000000000001,0.2627470771575524,0.8,1.0,1.1622744100570388,1.4200570062909061,0.24862122657744842,0.16199489680648843
HARD_HALF,SCALE,ex_january,61,0.44841930253823953,0.2803473405822584,0.2770491803278689,0.22329862465117722,0.8360655737704918,0.9016393442622951,1.1207738039727786,1.3773683146991962,0.08442601243447397,0.21545078846768312
HARD_HALF,SCALE,big,20,0.71354533787778,0.4906739242732063,0.6000000000000001,0.3751118268500496,0.75,0.8,1.3198468560684056,1.5570388461432403,0.09921849267914715,0.35720922377847664
HARD_HALF,STATE,all,66,0.460239301029829,0.28916249185383586,0.28030303030303033,0.22888839181044945,0.8333333333333334,0.9090909090909091,1.1179597229240956,1.389669495233992,0.10303848774824326,0.22108239340640798
HARD_HALF,STATE,2024+,31,0.21958807119044277,0.16785552729960737,0.18709677419354834,0.12721354362998483,0.9354838709677419,0.9354838709677419,0.7717420191538358,1.060034025739736,0.047455128262425025,0.11814016992265758
HARD_HALF,STATE,flash,19,0.16560096093755453,0.13375320629227996,0.15789473684210525,0.10103007667807289,0.8947368421052632,0.8947368421052632,0.5451884010374936,0.8054855490410089,0.020828166608107313,0.06585363849228394
HARD_HALF,STATE,january,5,0.5855359961263411,0.39670733736708097,0.3200000000000001,0.2578214277913878,0.8,1.0,1.1822121907994478,1.4593794078896514,0.2434097928778236,0.15955906579772366
HARD_HALF,STATE,ex_january,61,0.44841930253823953,0.2803473405822584,0.2770491803278689,0.22651683148414306,0.8360655737704918,0.9016393442622951,1.1126931271966076,1.3839555679671347,0.09153264306549078,0.22612528911203783
HARD_HALF,STATE,big,20,0.71354533787778,0.4906739242732063,0.6000000000000001,0.37630339141477614,0.8,0.8,1.322059647271824,1.571436140120952,0.11190142571140387,0.37256041280555624
