origin,model,h,log_rate,correction
2019-03,FOOD_ECM_A010_R27,3,0.17697411319305917,0.059142446323302914
2019-03,FOOD_ECM_A010_R27,4,-0.030272692085754456,0.05322820169097262
2019-03,FOOD_ECM_A010_R27,5,-0.44602289716796045,0.04790538152187536
2019-03,FOOD_ECM_A010_R27,6,0.5277145863187024,0.04311484336968782
2019-03,FOOD_ECM_A010_R27,7,0.4367341680001287,0.0
2019-03,FOOD_ECM_A010_R27,8,0.15335438270368135,0.0
2019-03,FOOD_ECM_A010_R27,9,0.4554310172172384,0.0
2019-03,FOOD_ECM_A010_R27,10,1.1595807290383942,0.0
2019-03,FOOD_ECM_A010_R27,11,0.47275067095168416,0.0
2019-03,FOOD_ECM_A010_R27,12,-0.1948926163447318,0.0
2019-03,FOOD_ECM_A015_R27,1,-0.006282105795369267,0.10343843492758738
2019-03,FOOD_ECM_A015_R27,2,0.49765045297372984,0.08792266968844926
2019-03,FOOD_ECM_A015_R27,3,0.1925659361049381,0.07473426923518187
2019-03,FOOD_ECM_A015_R27,4,-0.0199767649268225,0.06352412884990458
2019-03,FOOD_ECM_A015_R27,5,-0.4399327691674169,0.053995509522418904
2019-03,FOOD_ECM_A015_R27,6,0.5304959260430706,0.04589618309405606
2019-03,FOOD_ECM_A015_R27,7,0.4367341680001287,0.0
2019-03,FOOD_ECM_A015_R27,8,0.15335438270368135,0.0
2019-03,FOOD_ECM_A015_R27,9,0.4554310172172384,0.0
2019-03,FOOD_ECM_A015_R27,10,1.1595807290383942,0.0
2019-03,FOOD_ECM_A015_R27,11,0.47275067095168416,0.0
2019-03,FOOD_ECM_A015_R27,12,-0.1948926163447318,0.0
2019-03,FOOD_ECM_PPI_R27,1,0.0973785419727323,0.20709908269568894
2019-03,FOOD_ECM_PPI_R27,2,0.5650520953070473,0.15532431202176672
2019-03,FOOD_ECM_PPI_R27,3,0.23432490088608127,0.11649323401632504
2019-03,FOOD_ECM_PPI_R27,4,0.003869031735516698,0.08736992551224378
2019-03,FOOD_ECM_PPI_R27,5,-0.428400834555653,0.06552744413418284
2019-03,FOOD_ECM_PPI_R27,6,0.5337453260496516,0.04914558310063712
2019-03,FOOD_ECM_PPI_R27,7,0.4367341680001287,0.0
2019-03,FOOD_ECM_PPI_R27,8,0.15335438270368135,0.0
2019-03,FOOD_ECM_PPI_R27,9,0.4554310172172384,0.0
2019-03,FOOD_ECM_PPI_R27,10,1.1595807290383942,0.0
2019-03,FOOD_ECM_PPI_R27,11,0.47275067095168416,0.0
2019-03,FOOD_ECM_PPI_R27,12,-0.1948926163447318,0.0
2019-04,FOOD_ECM_R27,1,0.4966116831782069,0.10098454677846826
2019-04,FOOD_ECM_R27,2,0.18400975860878394,0.0757384100838512
2019-04,FOOD_ECM_R27,3,-0.034915448756992394,0.05680380756288839
2019-04,FOOD_ECM_R27,4,-0.46146001735176717,0.0426028556721663
2019-04,FOOD_ECM_R27,5,0.5083339599507674,0.031952141754124724
2019-04,FOOD_ECM_R27,6,0.45340827236457715,0.02396410631559354
2019-04,FOOD_ECM_R27,7,0.14673992586182819,0.0
2019-04,FOOD_ECM_R27,8,0.4489015364872483,0.0
2019-04,FOOD_ECM_R27,9,1.153352070990401,0.0
2019-04,FOOD_ECM_R27,10,0.46660591559966913,0.0
2019-04,FOOD_ECM_R27,11,-0.13763163285609645,0.0
2019-04,FOOD_ECM_R27,12,-0.19856235483164866,0.0
2019-04,FOOD_ECM_A002_R27,1,0.4061833876896479,0.010556251289909216
2019-04,FOOD_ECM_A002_R27,2,0.11861647478904377,0.010345126264111031
2019-04,FOOD_ECM_A002_R27,3,-0.08158103258105198,0.01013822373882881
2019-04,FOOD_ECM_A002_R27,4,-0.49412741375988123,0.009935459264052234
2019-04,FOOD_ECM_A002_R27,5,0.4861185682754138,0.00973675007877119
2019-04,FOOD_ECM_A002_R27,6,0.4389861811261794,0.009542015077195765
2019-04,FOOD_ECM_A002_R27,7,0.14673992586182819,0.0
2019-04,FOOD_ECM_A002_R27,8,0.4489015364872483,0.0
2019-04,FOOD_ECM_A002_R27,9,1.153352070990401,0.0
2019-04,FOOD_ECM_A002_R27,10,0.46660591559966913,0.0
2019-04,FOOD_ECM_A002_R27,11,-0.13763163285609645,0.0
2019-04,FOOD_ECM_A002_R27,12,-0.19856235483164866,0.0
2019-04,FOOD_ECM_A005_R27,1,0.421209888250284,0.02558275185054529
2019-04,FOOD_ECM_A005_R27,2,0.13257496278295078,0.024303614258018028
2019-04,FOOD_ECM_A005_R27,3,-0.06863082277476366,0.023088433545117124
2019-04,FOOD_ECM_A005_R27,4,-0.48212886115607223,0.02193401186786127
2019-04,FOOD_ECM_A005_R27,5,0.4972191294711108,0.020837311274468202
2019-04,FOOD_ECM_A005_R27,6,0.4492396117597284,0.01979544571074479
2019-04,FOOD_ECM_A005_R27,7,0.14673992586182819,0.0
2019-04,FOOD_ECM_A005_R27,8,0.4489015364872483,0.0
2019-04,FOOD_ECM_A005_R27,9,1.153352070990401,0.0
2019-04,FOOD_ECM_A005_R27,10,0.46660591559966913,0.0
2019-04,FOOD_ECM_A005_R27,11,-0.13763163285609645,0.0
2019-04,FOOD_ECM_A005_R27,12,-0.19856235483164866,0.0
2019-04,FOOD_ECM_A010_R27,1,0.44409971885340344,0.048472582453664766
2019-04,FOOD_ECM_A010_R27,2,0.15189667273323104,0.043625324208298295
2019-04,FOOD_ECM_A010_R27,3,-0.052456464532412324,0.039262791787468464
2019-04,FOOD_ECM_A010_R27,4,-0.4687263604152119,0.035336512608721615
2019-04,FOOD_ECM_A010_R27,5,0.5081846795444921,0.03180286134784946
2019-04,FOOD_ECM_A010_R27,6,0.4580667412620481,0.02862257521306451
2019-04,FOOD_ECM_A010_R27,7,0.14673992586182819,0.0
2019-04,FOOD_ECM_A010_R27,8,0.4489015364872483,0.0
2019-04,FOOD_ECM_A010_R27,9,1.153352070990401,0.0
2019-04,FOOD_ECM_A010_R27,10,0.46660591559966913,0.0
2019-04,FOOD_ECM_A010_R27,11,-0.13763163285609645,0.0
2019-04,FOOD_ECM_A010_R27,12,-0.19856235483164866,0.0
2019-04,FOOD_ECM_A015_R27,1,0.4642966282090971,0.06866949180935841
2019-04,FOOD_ECM_A015_R27,2,0.1666404165628874,0.05836906803795464
2019-04,FOOD_ECM_A015_R27,3,-0.04210554848761934,0.04961370783226145
2019-04,FOOD_ECM_A015_R27,4,-0.4618912213665113,0.042171651657422225
2019-04,FOOD_ECM_A015_R27,5,0.5122277221054515,0.035845903908808895
2019-04,FOOD_ECM_A015_R27,6,0.45991318437147116,0.030469018322487558
2019-04,FOOD_ECM_A015_R27,7,0.14673992586182819,0.0
2019-04,FOOD_ECM_A015_R27,8,0.4489015364872483,0.0
2019-04,FOOD_ECM_A015_R27,9,1.153352070990401,0.0
2019-04,FOOD_ECM_A015_R27,10,0.46660591559966913,0.0
2019-04,FOOD_ECM_A015_R27,11,-0.13763163285609645,0.0
2019-04,FOOD_ECM_A015_R27,12,-0.19856235483164866,0.0
2019-04,FOOD_ECM_PPI_R27,1,0.6087169851235761,0.21308984872383735
2019-04,FOOD_ECM_PPI_R27,2,0.2680887350678108,0.15981738654287803
2019-04,FOOD_ECM_PPI_R27,3,0.028143783587277718,0.1198630399071585
2019-04,FOOD_ECM_PPI_R27,4,-0.4141655930935646,0.08989727993036888
2019-04,FOOD_ECM_PPI_R27,5,0.5438047781444193,0.06742295994777667
2019-04,FOOD_ECM_PPI_R27,6,0.4800113860098161,0.050567219960832493
2019-04,FOOD_ECM_PPI_R27,7,0.14673992586182819,0.0
2019-04,FOOD_ECM_PPI_R27,8,0.4489015364872483,0.0
2019-04,FOOD_ECM_PPI_R27,9,1.153352070990401,0.0
2019-04,FOOD_ECM_PPI_R27,10,0.46660591559966913,0.0
2019-04,FOOD_ECM_PPI_R27,11,-0.13763163285609645,0.0
2019-04,FOOD_ECM_PPI_R27,12,-0.19856235483164866,0.0
2019-05,FOOD_ECM_R27,1,0.43130190549412895,0.25438700112501006
2019-05,FOOD_ECM_R27,2,0.13695757654067864,0.19079025084375756
2019-05,FOOD_ECM_R27,3,-0.3345650191189506,0.14309268813281817
2019-05,FOOD_ECM_R27,4,0.6116844194677037,0.10731951609961361
2019-05,FOOD_ECM_R27,5,0.5320914312187721,0.08048963707471021
2019-05,FOOD_ECM_R27,6,0.2230909650220378,0.06036722780603266
2019-05,FOOD_ECM_R27,7,0.4612875263613518,0.0
2019-05,FOOD_ECM_R27,8,1.1646460459364991,0.0
2019-05,FOOD_ECM_R27,9,0.4764763578998122,0.0
2019-05,FOOD_ECM_R27,10,-0.12840724975937115,0.0
2019-05,FOOD_ECM_R27,11,-0.2904999078513024,0.0
2019-05,FOOD_ECM_R27,12,0.337351050659534,0.0
2019-05,FOOD_ECM_A002_R27,1,0.20350682555338662,0.026591921184267717
2019-05,FOOD_ECM_A002_R27,2,-0.02777259154249657,0.026060082760582363
2019-05,FOOD_ECM_A002_R27,3,-0.45211882614639803,0.025538881105370715
2019-05,FOOD_ECM_A002_R27,4,0.5293930068513534,0.0250281034832633
2019-05,FOOD_ECM_A002_R27,5,0.4761293355576599,0.024527541413598034
2019-05,FOOD_ECM_A002_R27,6,0.1867607278013312,0.024036990585326073
2019-05,FOOD_ECM_A002_R27,7,0.4612875263613518,0.0
2019-05,FOOD_ECM_A002_R27,8,1.1646460459364991,0.0
2019-05,FOOD_ECM_A002_R27,9,0.4764763578998122,0.0
2019-05,FOOD_ECM_A002_R27,10,-0.12840724975937115,0.0
2019-05,FOOD_ECM_A002_R27,11,-0.2904999078513024,0.0
2019-05,FOOD_ECM_A002_R27,12,0.337351050659534,0.0
2019-05,FOOD_ECM_A005_R27,1,0.2413596113207881,0.0644447069516692
2019-05,FOOD_ECM_A005_R27,2,0.007389797301006813,0.06122247160408575
2019-05,FOOD_ECM_A005_R27,3,-0.4194963592278873,0.058161348023881454
2019-05,FOOD_ECM_A005_R27,4,0.5596181839907775,0.05525328062268738
2019-05,FOOD_ECM_A005_R27,5,0.5040924107356148,0.052490616591553005
2019-05,FOOD_ECM_A005_R27,6,0.21258982297798049,0.049866085761975355
2019-05,FOOD_ECM_A005_R27,7,0.4612875263613518,0.0
2019-05,FOOD_ECM_A005_R27,8,1.1646460459364991,0.0
2019-05,FOOD_ECM_A005_R27,9,0.4764763578998122,0.0
2019-05,FOOD_ECM_A005_R27,10,-0.12840724975937115,0.0
2019-05,FOOD_ECM_A005_R27,11,-0.2904999078513024,0.0
2019-05,FOOD_ECM_A005_R27,12,0.337351050659534,0.0
2019-05,FOOD_ECM_A010_R27,1,0.2990206649091237,0.12210576054000483
2019-05,FOOD_ECM_A010_R27,2,0.05606251018292542,0.10989518448600435
2019-05,FOOD_ECM_A010_R27,3,-0.37875204121436484,0.09890566603740392
2019-05,FOOD_ECM_A010_R27,4,0.5933800028017535,0.08901509943366352
2019-05,FOOD_ECM_A010_R27,5,0.5317153836343591,0.08011358949029718
2019-05,FOOD_ECM_A010_R27,6,0.2348259677572726,0.07210223054126745
2019-05,FOOD_ECM_A010_R27,7,0.4612875263613518,0.0
2019-05,FOOD_ECM_A010_R27,8,1.1646460459364991,0.0
2019-05,FOOD_ECM_A010_R27,9,0.4764763578998122,0.0
2019-05,FOOD_ECM_A010_R27,10,-0.12840724975937115,0.0
2019-05,FOOD_ECM_A010_R27,11,-0.2904999078513024,0.0
2019-05,FOOD_ECM_A010_R27,12,0.337351050659534,0.0
2019-05,FOOD_ECM_A015_R27,1,0.3498980651341257,0.17298316076500683
2019-05,FOOD_ECM_A015_R27,2,0.09320301234717686,0.1470356866502558
2019-05,FOOD_ECM_A015_R27,3,-0.3526773735990513,0.12498033365271743
2019-05,FOOD_ECM_A015_R27,4,0.6105981869728998,0.10623328360480981
2019-05,FOOD_ECM_A015_R27,5,0.5419000852081503,0.09029829106408835
2019-05,FOOD_ECM_A015_R27,6,0.23947728462048024,0.07675354740447508
2019-05,FOOD_ECM_A015_R27,7,0.4612875263613518,0.0
2019-05,FOOD_ECM_A015_R27,8,1.1646460459364991,0.0
2019-05,FOOD_ECM_A015_R27,9,0.4764763578998122,0.0
2019-05,FOOD_ECM_A015_R27,10,-0.12840724975937115,0.0
2019-05,FOOD_ECM_A015_R27,11,-0.2904999078513024,0.0
2019-05,FOOD_ECM_A015_R27,12,0.337351050659534,0.0
2019-05,FOOD_ECM_PPI_R27,1,0.5254503088851757,0.34853540451605686
2019-05,FOOD_ECM_PPI_R27,2,0.2075688790839637,0.26140155338704263
2019-05,FOOD_ECM_PPI_R27,3,-0.2816065422114868,0.19605116504028197
2019-05,FOOD_ECM_PPI_R27,4,0.6514032771483015,0.14703837378021148
2019-05,FOOD_ECM_PPI_R27,5,0.5618805744792205,0.11027878033515862
2019-05,FOOD_ECM_PPI_R27,6,0.24543282246737408,0.08270908525136896
2019-05,FOOD_ECM_PPI_R27,7,0.4612875263613518,0.0
2019-05,FOOD_ECM_PPI_R27,8,1.1646460459364991,0.0
2019-05,FOOD_ECM_PPI_R27,9,0.4764763578998122,0.0
2019-05,FOOD_ECM_PPI_R27,10,-0.12840724975937115,0.0
2019-05,FOOD_ECM_PPI_R27,11,-0.2904999078513024,0.0
2019-05,FOOD_ECM_PPI_R27,12,0.337351050659534,0.0
2019-06,FOOD_ECM_R27,1,-0.0028381708427584057,0.07793989174880929
2019-06,FOOD_ECM_R27,2,-0.39744394242432185,0.05845491881160697
2019-06,FOOD_ECM_R27,3,0.5508513187981183,0.04384118910870523
2019-06,FOOD_ECM_R27,4,0.4807224641035412,0.03288089183152892
2019-06,FOOD_ECM_R27,5,0.15762792832430877,0.02466066887364669
2019-06,FOOD_ECM_R27,6,0.4551745341487471,0.018495501655235017
2019-06,FOOD_ECM_R27,7,1.137336039003953,0.0
2019-06,FOOD_ECM_R27,8,0.4462647280436598,0.0
2019-06,FOOD_ECM_R27,9,-0.16010241908551798,0.0
2019-06,FOOD_ECM_R27,10,-0.3230331891203362,0.0
2019-06,FOOD_ECM_R27,11,0.7214879810524375,0.0
2019-06,FOOD_ECM_R27,12,0.04512319232521647,0.0
2019-06,FOOD_ECM_A002_R27,1,-0.07263074590742549,0.008147316684142198
2019-06,FOOD_ECM_A002_R27,2,-0.4479144908854695,0.007984370350459354
2019-06,FOOD_ECM_A002_R27,3,0.5148348126328632,0.007824682943450166
2019-06,FOOD_ECM_A002_R27,4,0.45550976155659345,0.007668189284581163
2019-06,FOOD_ECM_A002_R27,5,0.14048208494955164,0.00751482549888954
2019-06,FOOD_ECM_A002_R27,6,0.44404356148242385,0.00736452898891175
2019-06,FOOD_ECM_A002_R27,7,1.137336039003953,0.0
2019-06,FOOD_ECM_A002_R27,8,0.4462647280436598,0.0
2019-06,FOOD_ECM_A002_R27,9,-0.16010241908551798,0.0
2019-06,FOOD_ECM_A002_R27,10,-0.3230331891203362,0.0
2019-06,FOOD_ECM_A002_R27,11,0.7214879810524375,0.0
2019-06,FOOD_ECM_A002_R27,12,0.04512319232521647,0.0
2019-06,FOOD_ECM_A005_R27,1,-0.061033290015202676,0.01974477257636502
2019-06,FOOD_ECM_A005_R27,2,-0.43714132728838206,0.01875753394754677
2019-06,FOOD_ECM_A005_R27,3,0.5248297869395825,0.01781965725016943
2019-06,FOOD_ECM_A005_R27,4,0.4647702466596732,0.016928674387660957
2019-06,FOOD_ECM_A005_R27,5,0.14904950011894,0.016082240668277906
2019-06,FOOD_ECM_A005_R27,6,0.4519571611283761,0.015278128634864012
2019-06,FOOD_ECM_A005_R27,7,1.137336039003953,0.0
2019-06,FOOD_ECM_A005_R27,8,0.4462647280436598,0.0
2019-06,FOOD_ECM_A005_R27,9,-0.16010241908551798,0.0
2019-06,FOOD_ECM_A005_R27,10,-0.3230331891203362,0.0
2019-06,FOOD_ECM_A005_R27,11,0.7214879810524375,0.0
2019-06,FOOD_ECM_A005_R27,12,0.04512319232521647,0.0
2019-06,FOOD_ECM_A010_R27,1,-0.04336691455213923,0.037411148039428466
2019-06,FOOD_ECM_A010_R27,2,-0.4222288280004432,0.03367003323548562
2019-06,FOOD_ECM_A010_R27,3,0.5373131596013501,0.03030302991193706
2019-06,FOOD_ECM_A010_R27,4,0.4751142991927556,0.02727272692074335
2019-06,FOOD_ECM_A010_R27,5,0.15751271367933112,0.024545454228669016
2019-06,FOOD_ECM_A010_R27,6,0.4587699412993142,0.022090908805802115
2019-06,FOOD_ECM_A010_R27,7,1.137336039003953,0.0
2019-06,FOOD_ECM_A010_R27,8,0.4462647280436598,0.0
2019-06,FOOD_ECM_A010_R27,9,-0.16010241908551798,0.0
2019-06,FOOD_ECM_A010_R27,10,-0.3230331891203362,0.0
2019-06,FOOD_ECM_A010_R27,11,0.7214879810524375,0.0
2019-06,FOOD_ECM_A010_R27,12,0.04512319232521647,0.0
2019-06,FOOD_ECM_A015_R27,1,-0.027778936202377383,0.05299912638919031
2019-06,FOOD_ECM_A015_R27,2,-0.41084960380511704,0.045049257430811764
2019-06,FOOD_ECM_A015_R27,3,0.545301998505603,0.03829186881619
2019-06,FOOD_ECM_A015_R27,4,0.4803896607657738,0.03254808849376149
2019-06,FOOD_ECM_A015_R27,5,0.16063313467035936,0.027665875219697274
2019-06,FOOD_ECM_A015_R27,6,0.4601950264302548,0.023515993936742682
2019-06,FOOD_ECM_A015_R27,7,1.137336039003953,0.0
2019-06,FOOD_ECM_A015_R27,8,0.4462647280436598,0.0
2019-06,FOOD_ECM_A015_R27,9,-0.16010241908551798,0.0
2019-06,FOOD_ECM_A015_R27,10,-0.3230331891203362,0.0
2019-06,FOOD_ECM_A015_R27,11,0.7214879810524375,0.0
2019-06,FOOD_ECM_A015_R27,12,0.04512319232521647,0.0
2019-06,FOOD_ECM_PPI_R27,1,0.12353049394776719,0.20430855653933488
2019-06,FOOD_ECM_PPI_R27,2,-0.30266744383142763,0.15323141740450116
2019-06,FOOD_ECM_PPI_R27,3,0.621933692742789,0.11492356305337587
2019-06,FOOD_ECM_PPI_R27,4,0.5340342445620442,0.0861926722900319
2019-06,FOOD_ECM_PPI_R27,5,0.19761176366818603,0.06464450421752393
2019-06,FOOD_ECM_PPI_R27,6,0.48516241065665505,0.048483378163142944
2019-06,FOOD_ECM_PPI_R27,7,1.137336039003953,0.0
2019-06,FOOD_ECM_PPI_R27,8,0.4462647280436598,0.0
2019-06,FOOD_ECM_PPI_R27,9,-0.16010241908551798,0.0
2019-06,FOOD_ECM_PPI_R27,10,-0.3230331891203362,0.0
2019-06,FOOD_ECM_PPI_R27,11,0.7214879810524375,0.0
2019-06,FOOD_ECM_PPI_R27,12,0.04512319232521647,0.0
2019-07,FOOD_ECM_R27,1,-0.35982233386140594,0.11456826613279866
2019-07,FOOD_ECM_R27,2,0.5874541040511922,0.085926199599599
2019-07,FOOD_ECM_R27,3,0.5055833978210089,0.06444464969969925
2019-07,FOOD_ECM_R27,4,0.17839801456857085,0.04833348727477444
2019-07,FOOD_ECM_R27,5,0.46432225581950526,0.03625011545608083
2019-07,FOOD_ECM_R27,6,1.1584178721746323,0.027187586592060622
2019-07,FOOD_ECM_R27,7,0.43980993248353173,0.0
2019-07,FOOD_ECM_R27,8,-0.16645237034893043,0.0
2019-07,FOOD_ECM_R27,9,-0.32963518046382656,0.0
2019-07,FOOD_ECM_R27,10,0.7149581716844223,0.0
2019-07,FOOD_ECM_R27,11,0.1254748128359701,0.0
2019-07,FOOD_ECM_R27,12,-0.15539504327620135,0.0
2019-07,FOOD_ECM_A002_R27,1,-0.46241439724112277,0.011976202753081889
2019-07,FOOD_ECM_A002_R27,2,0.5132645831496134,0.01173667869802025
