origin,model,family,status,n
2019-11,HARD_FULL,SCALE,insufficient_history,9
2019-11,HARD_FULL,STATE,insufficient_history,9
2019-12,HARD_FULL,POOLED,insufficient_history,10
2019-12,HARD_FULL,SCALE,insufficient_history,10
2019-12,HARD_FULL,STATE,insufficient_history,10
2020-01,HARD_FULL,POOLED,insufficient_history,11
2020-01,HARD_FULL,SCALE,insufficient_history,11
2020-01,HARD_FULL,STATE,insufficient_history,11
2020-02,HARD_FULL,POOLED,insufficient_history,12
2020-02,HARD_FULL,SCALE,insufficient_history,12
2020-02,HARD_FULL,STATE,insufficient_history,12
2020-03,HARD_FULL,POOLED,insufficient_history,13
2020-03,HARD_FULL,SCALE,insufficient_history,13
2020-03,HARD_FULL,STATE,insufficient_history,13
2020-04,HARD_FULL,POOLED,insufficient_history,14
2020-04,HARD_FULL,SCALE,insufficient_history,14
2020-04,HARD_FULL,STATE,insufficient_history,14
2020-05,HARD_FULL,POOLED,insufficient_history,15
2020-05,HARD_FULL,SCALE,insufficient_history,15
2020-05,HARD_FULL,STATE,insufficient_history,15
2020-06,HARD_FULL,POOLED,insufficient_history,16
2020-06,HARD_FULL,SCALE,insufficient_history,16
2020-06,HARD_FULL,STATE,insufficient_history,16
2020-07,HARD_FULL,POOLED,insufficient_history,17
2020-07,HARD_FULL,SCALE,insufficient_history,17
2020-07,HARD_FULL,STATE,insufficient_history,17
2020-08,HARD_FULL,POOLED,insufficient_history,18
2020-08,HARD_FULL,SCALE,insufficient_history,18
2020-08,HARD_FULL,STATE,insufficient_history,18
2020-09,HARD_FULL,POOLED,insufficient_history,19
2020-09,HARD_FULL,SCALE,insufficient_history,19
2020-09,HARD_FULL,STATE,insufficient_history,19
2020-10,HARD_FULL,POOLED,insufficient_history,20
2020-10,HARD_FULL,SCALE,insufficient_history,20
2020-10,HARD_FULL,STATE,insufficient_history,20
2020-11,HARD_FULL,POOLED,insufficient_history,21
2020-11,HARD_FULL,SCALE,insufficient_history,21
2020-11,HARD_FULL,STATE,insufficient_history,21
2020-12,HARD_FULL,POOLED,insufficient_history,22
2020-12,HARD_FULL,SCALE,insufficient_history,22
2020-12,HARD_FULL,STATE,insufficient_history,22
2021-01,HARD_FULL,POOLED,insufficient_history,23
2021-01,HARD_FULL,SCALE,insufficient_history,23
2021-01,HARD_FULL,STATE,insufficient_history,23
2021-02,HARD_FULL,POOLED,estimated,24
2021-02,HARD_FULL,SCALE,estimated,24
2021-02,HARD_FULL,STATE,estimated,24
2021-03,HARD_FULL,POOLED,estimated,25
2021-03,HARD_FULL,SCALE,estimated,25
2021-03,HARD_FULL,STATE,estimated,25
2021-04,HARD_FULL,POOLED,estimated,26
2021-04,HARD_FULL,SCALE,estimated,26
2021-04,HARD_FULL,STATE,estimated,26
2021-05,HARD_FULL,POOLED,estimated,27
2021-05,HARD_FULL,SCALE,estimated,27
2021-05,HARD_FULL,STATE,estimated,27
2021-06,HARD_FULL,POOLED,estimated,28
2021-06,HARD_FULL,SCALE,estimated,28
2021-06,HARD_FULL,STATE,estimated,28
2021-07,HARD_FULL,POOLED,estimated,29
2021-07,HARD_FULL,SCALE,estimated,29
2021-07,HARD_FULL,STATE,estimated,29
2021-08,HARD_FULL,POOLED,estimated,30
2021-08,HARD_FULL,SCALE,estimated,30
2021-08,HARD_FULL,STATE,estimated,30
2021-09,HARD_FULL,POOLED,estimated,31
2021-09,HARD_FULL,SCALE,estimated,31
2021-09,HARD_FULL,STATE,estimated,31
2021-10,HARD_FULL,POOLED,estimated,32
2021-10,HARD_FULL,SCALE,estimated,32
2021-10,HARD_FULL,STATE,estimated,32
2021-11,HARD_FULL,POOLED,estimated,33
2021-11,HARD_FULL,SCALE,estimated,33
2021-11,HARD_FULL,STATE,estimated,33
2021-12,HARD_FULL,POOLED,estimated,34
2021-12,HARD_FULL,SCALE,estimated,34
2021-12,HARD_FULL,STATE,estimated,34
2022-01,HARD_FULL,POOLED,estimated,35
2022-01,HARD_FULL,SCALE,estimated,35
2022-01,HARD_FULL,STATE,estimated,35
2022-02,HARD_FULL,POOLED,estimated,36
2022-02,HARD_FULL,SCALE,estimated,36
2022-02,HARD_FULL,STATE,estimated,36
2022-03,HARD_FULL,POOLED,estimated,37
2022-03,HARD_FULL,SCALE,estimated,37
2022-03,HARD_FULL,STATE,estimated,37
2022-04,HARD_FULL,POOLED,estimated,38
2022-04,HARD_FULL,SCALE,estimated,38
2022-04,HARD_FULL,STATE,estimated,38
2022-05,HARD_FULL,POOLED,estimated,39
2022-05,HARD_FULL,SCALE,estimated,39
2022-05,HARD_FULL,STATE,estimated,39
2022-06,HARD_FULL,POOLED,estimated,40
2022-06,HARD_FULL,SCALE,estimated,40
2022-06,HARD_FULL,STATE,estimated,40
2022-07,HARD_FULL,POOLED,estimated,41
2022-07,HARD_FULL,SCALE,estimated,41
2022-07,HARD_FULL,STATE,estimated,41
2022-08,HARD_FULL,POOLED,estimated,42
2022-08,HARD_FULL,SCALE,estimated,42
2022-08,HARD_FULL,STATE,estimated,42
2022-09,HARD_FULL,POOLED,estimated,43
2022-09,HARD_FULL,SCALE,estimated,43
2022-09,HARD_FULL,STATE,estimated,43
2022-10,HARD_FULL,POOLED,estimated,44
2022-10,HARD_FULL,SCALE,estimated,44
2022-10,HARD_FULL,STATE,estimated,44
2022-11,HARD_FULL,POOLED,estimated,45
2022-11,HARD_FULL,SCALE,estimated,45
2022-11,HARD_FULL,STATE,estimated,45
2022-12,HARD_FULL,POOLED,estimated,46
2022-12,HARD_FULL,SCALE,estimated,46
2022-12,HARD_FULL,STATE,estimated,46
2023-01,HARD_FULL,POOLED,estimated,47
2023-01,HARD_FULL,SCALE,estimated,47
2023-01,HARD_FULL,STATE,estimated,47
2023-02,HARD_FULL,POOLED,estimated,48
2023-02,HARD_FULL,SCALE,estimated,48
2023-02,HARD_FULL,STATE,estimated,48
2023-03,HARD_FULL,POOLED,estimated,49
2023-03,HARD_FULL,SCALE,estimated,49
2023-03,HARD_FULL,STATE,estimated,49
2023-04,HARD_FULL,POOLED,estimated,50
2023-04,HARD_FULL,SCALE,estimated,50
2023-04,HARD_FULL,STATE,estimated,50
2023-05,HARD_FULL,POOLED,estimated,51
2023-05,HARD_FULL,SCALE,estimated,51
2023-05,HARD_FULL,STATE,estimated,51
2023-06,HARD_FULL,POOLED,estimated,52
2023-06,HARD_FULL,SCALE,estimated,52
2023-06,HARD_FULL,STATE,estimated,52
2023-07,HARD_FULL,POOLED,estimated,53
2023-07,HARD_FULL,SCALE,estimated,53
2023-07,HARD_FULL,STATE,estimated,53
2023-08,HARD_FULL,POOLED,estimated,54
2023-08,HARD_FULL,SCALE,estimated,54
2023-08,HARD_FULL,STATE,estimated,54
2023-09,HARD_FULL,POOLED,estimated,55
2023-09,HARD_FULL,SCALE,estimated,55
2023-09,HARD_FULL,STATE,estimated,55
2023-10,HARD_FULL,POOLED,estimated,56
2023-10,HARD_FULL,SCALE,estimated,56
2023-10,HARD_FULL,STATE,estimated,56
2023-11,HARD_FULL,POOLED,estimated,57
2023-11,HARD_FULL,SCALE,estimated,57
2023-11,HARD_FULL,STATE,estimated,57
2023-12,HARD_FULL,POOLED,estimated,58
2023-12,HARD_FULL,SCALE,estimated,58
2023-12,HARD_FULL,STATE,estimated,58
2024-01,HARD_FULL,POOLED,estimated,59
2024-01,HARD_FULL,SCALE,estimated,59
2024-01,HARD_FULL,STATE,estimated,59
2024-02,HARD_FULL,POOLED,estimated,60
2024-02,HARD_FULL,SCALE,estimated,60
2024-02,HARD_FULL,STATE,estimated,60
2024-03,HARD_FULL,POOLED,estimated,60
2024-03,HARD_FULL,SCALE,estimated,60
2024-03,HARD_FULL,STATE,estimated,60
2024-04,HARD_FULL,POOLED,estimated,60
2024-04,HARD_FULL,SCALE,estimated,60
2024-04,HARD_FULL,STATE,estimated,60
2024-05,HARD_FULL,POOLED,estimated,60
2024-05,HARD_FULL,SCALE,estimated,60
2024-05,HARD_FULL,STATE,estimated,60
2024-06,HARD_FULL,POOLED,estimated,60
2024-06,HARD_FULL,SCALE,estimated,60
2024-06,HARD_FULL,STATE,estimated,60
2024-07,HARD_FULL,POOLED,estimated,60
2024-07,HARD_FULL,SCALE,estimated,60
2024-07,HARD_FULL,STATE,estimated,60
2024-08,HARD_FULL,POOLED,estimated,60
2024-08,HARD_FULL,SCALE,estimated,60
2024-08,HARD_FULL,STATE,estimated,60
2024-09,HARD_FULL,POOLED,estimated,60
2024-09,HARD_FULL,SCALE,estimated,60
2024-09,HARD_FULL,STATE,estimated,60
2024-10,HARD_FULL,POOLED,estimated,60
2024-10,HARD_FULL,SCALE,estimated,60
2024-10,HARD_FULL,STATE,estimated,60
2024-11,HARD_FULL,POOLED,estimated,60
2024-11,HARD_FULL,SCALE,estimated,60
2024-11,HARD_FULL,STATE,estimated,60
2024-12,HARD_FULL,POOLED,estimated,60
2024-12,HARD_FULL,SCALE,estimated,60
2024-12,HARD_FULL,STATE,estimated,60
2025-01,HARD_FULL,POOLED,estimated,60
2025-01,HARD_FULL,SCALE,estimated,60
2025-01,HARD_FULL,STATE,estimated,60
2025-02,HARD_FULL,POOLED,estimated,60
2025-02,HARD_FULL,SCALE,estimated,60
2025-02,HARD_FULL,STATE,estimated,60
2025-03,HARD_FULL,POOLED,estimated,60
2025-03,HARD_FULL,SCALE,estimated,60
2025-03,HARD_FULL,STATE,estimated,60
2025-04,HARD_FULL,POOLED,estimated,60
2025-04,HARD_FULL,SCALE,estimated,60
2025-04,HARD_FULL,STATE,estimated,60
2025-05,HARD_FULL,POOLED,estimated,60
2025-05,HARD_FULL,SCALE,estimated,60
2025-05,HARD_FULL,STATE,estimated,60
2025-06,HARD_FULL,POOLED,estimated,60
2025-06,HARD_FULL,SCALE,estimated,60
2025-06,HARD_FULL,STATE,estimated,60
2025-07,HARD_FULL,POOLED,estimated,60
2025-07,HARD_FULL,SCALE,estimated,60
2025-07,HARD_FULL,STATE,estimated,60
2025-08,HARD_FULL,POOLED,estimated,60
2025-08,HARD_FULL,SCALE,estimated,60
2025-08,HARD_FULL,STATE,estimated,60
2025-09,HARD_FULL,POOLED,estimated,60
2025-09,HARD_FULL,SCALE,estimated,60
2025-09,HARD_FULL,STATE,estimated,60
2025-10,HARD_FULL,POOLED,estimated,60
2025-10,HARD_FULL,SCALE,estimated,60
2025-10,HARD_FULL,STATE,estimated,60
2025-11,HARD_FULL,POOLED,estimated,60
2025-11,HARD_FULL,SCALE,estimated,60
2025-11,HARD_FULL,STATE,estimated,60
2025-12,HARD_FULL,POOLED,estimated,60
2025-12,HARD_FULL,SCALE,estimated,60
2025-12,HARD_FULL,STATE,estimated,60
2026-01,HARD_FULL,POOLED,estimated,60
2026-01,HARD_FULL,SCALE,estimated,60
2026-01,HARD_FULL,STATE,estimated,60
2026-02,HARD_FULL,POOLED,estimated,60
2026-02,HARD_FULL,SCALE,estimated,60
2026-02,HARD_FULL,STATE,estimated,60
2026-03,HARD_FULL,POOLED,estimated,60
2026-03,HARD_FULL,SCALE,estimated,60
2026-03,HARD_FULL,STATE,estimated,60
2026-04,HARD_FULL,POOLED,estimated,60
2026-04,HARD_FULL,SCALE,estimated,60
2026-04,HARD_FULL,STATE,estimated,60
2026-05,HARD_FULL,POOLED,estimated,60
2026-05,HARD_FULL,SCALE,estimated,60
2026-05,HARD_FULL,STATE,estimated,60
2026-06,HARD_FULL,POOLED,estimated,60
2026-06,HARD_FULL,SCALE,estimated,60
2026-06,HARD_FULL,STATE,estimated,60
2026-07,HARD_FULL,POOLED,estimated,60
2026-07,HARD_FULL,SCALE,estimated,60
2026-07,HARD_FULL,STATE,estimated,60
2019-02,CATEGORY_RAW,POOLED,insufficient_history,0
2019-02,CATEGORY_RAW,SCALE,insufficient_history,0
2019-02,CATEGORY_RAW,STATE,insufficient_history,0
2019-03,CATEGORY_RAW,POOLED,insufficient_history,1
2019-03,CATEGORY_RAW,SCALE,insufficient_history,1
2019-03,CATEGORY_RAW,STATE,insufficient_history,1
2019-04,CATEGORY_RAW,POOLED,insufficient_history,2
2019-04,CATEGORY_RAW,SCALE,insufficient_history,2
2019-04,CATEGORY_RAW,STATE,insufficient_history,2
2019-05,CATEGORY_RAW,POOLED,insufficient_history,3
2019-05,CATEGORY_RAW,SCALE,insufficient_history,3
2019-05,CATEGORY_RAW,STATE,insufficient_history,3
2019-06,CATEGORY_RAW,POOLED,insufficient_history,4
2019-06,CATEGORY_RAW,SCALE,insufficient_history,4
2019-06,CATEGORY_RAW,STATE,insufficient_history,4
2019-07,CATEGORY_RAW,POOLED,insufficient_history,5
2019-07,CATEGORY_RAW,SCALE,insufficient_history,5
2019-07,CATEGORY_RAW,STATE,insufficient_history,5
2019-08,CATEGORY_RAW,POOLED,insufficient_history,6
2019-08,CATEGORY_RAW,SCALE,insufficient_history,6
2019-08,CATEGORY_RAW,STATE,insufficient_history,6
2019-09,CATEGORY_RAW,POOLED,insufficient_history,7
2019-09,CATEGORY_RAW,SCALE,insufficient_history,7
2019-09,CATEGORY_RAW,STATE,insufficient_history,7
2019-10,CATEGORY_RAW,POOLED,insufficient_history,8
2019-10,CATEGORY_RAW,SCALE,insufficient_history,8
2019-10,CATEGORY_RAW,STATE,insufficient_history,8
2019-11,CATEGORY_RAW,POOLED,insufficient_history,9
2019-11,CATEGORY_RAW,SCALE,insufficient_history,9
2019-11,CATEGORY_RAW,STATE,insufficient_history,9
2019-12,CATEGORY_RAW,POOLED,insufficient_history,10
2019-12,CATEGORY_RAW,SCALE,insufficient_history,10
2019-12,CATEGORY_RAW,STATE,insufficient_history,10
2020-01,CATEGORY_RAW,POOLED,insufficient_history,11
2020-01,CATEGORY_RAW,SCALE,insufficient_history,11
2020-01,CATEGORY_RAW,STATE,insufficient_history,11
2020-02,CATEGORY_RAW,POOLED,insufficient_history,12
2020-02,CATEGORY_RAW,SCALE,insufficient_history,12
2020-02,CATEGORY_RAW,STATE,insufficient_history,12
2020-03,CATEGORY_RAW,POOLED,insufficient_history,13
2020-03,CATEGORY_RAW,SCALE,insufficient_history,13
2020-03,CATEGORY_RAW,STATE,insufficient_history,13
2020-04,CATEGORY_RAW,POOLED,insufficient_history,14
2020-04,CATEGORY_RAW,SCALE,insufficient_history,14
2020-04,CATEGORY_RAW,STATE,insufficient_history,14
2020-05,CATEGORY_RAW,POOLED,insufficient_history,15
2020-05,CATEGORY_RAW,SCALE,insufficient_history,15
2020-05,CATEGORY_RAW,STATE,insufficient_history,15
2020-06,CATEGORY_RAW,POOLED,insufficient_history,16
2020-06,CATEGORY_RAW,SCALE,insufficient_history,16
2020-06,CATEGORY_RAW,STATE,insufficient_history,16
2020-07,CATEGORY_RAW,POOLED,insufficient_history,17
2020-07,CATEGORY_RAW,SCALE,insufficient_history,17
2020-07,CATEGORY_RAW,STATE,insufficient_history,17
2020-08,CATEGORY_RAW,POOLED,insufficient_history,18
2020-08,CATEGORY_RAW,SCALE,insufficient_history,18
2020-08,CATEGORY_RAW,STATE,insufficient_history,18
2020-09,CATEGORY_RAW,POOLED,insufficient_history,19
2020-09,CATEGORY_RAW,SCALE,insufficient_history,19
2020-09,CATEGORY_RAW,STATE,insufficient_history,19
2020-10,CATEGORY_RAW,POOLED,insufficient_history,20
2020-10,CATEGORY_RAW,SCALE,insufficient_history,20
2020-10,CATEGORY_RAW,STATE,insufficient_history,20
2020-11,CATEGORY_RAW,POOLED,insufficient_history,21
2020-11,CATEGORY_RAW,SCALE,insufficient_history,21
2020-11,CATEGORY_RAW,STATE,insufficient_history,21
2020-12,CATEGORY_RAW,POOLED,insufficient_history,22
2020-12,CATEGORY_RAW,SCALE,insufficient_history,22
2020-12,CATEGORY_RAW,STATE,insufficient_history,22
2021-01,CATEGORY_RAW,POOLED,insufficient_history,23
2021-01,CATEGORY_RAW,SCALE,insufficient_history,23
2021-01,CATEGORY_RAW,STATE,insufficient_history,23
2021-02,CATEGORY_RAW,POOLED,estimated,24
2021-02,CATEGORY_RAW,SCALE,estimated,24
2021-02,CATEGORY_RAW,STATE,estimated,24
2021-03,CATEGORY_RAW,POOLED,estimated,25
2021-03,CATEGORY_RAW,SCALE,estimated,25
2021-03,CATEGORY_RAW,STATE,estimated,25
2021-04,CATEGORY_RAW,POOLED,estimated,26
2021-04,CATEGORY_RAW,SCALE,estimated,26
2021-04,CATEGORY_RAW,STATE,estimated,26
2021-05,CATEGORY_RAW,POOLED,estimated,27
2021-05,CATEGORY_RAW,SCALE,estimated,27
2021-05,CATEGORY_RAW,STATE,estimated,27
2021-06,CATEGORY_RAW,POOLED,estimated,28
2021-06,CATEGORY_RAW,SCALE,estimated,28
2021-06,CATEGORY_RAW,STATE,estimated,28
2021-07,CATEGORY_RAW,POOLED,estimated,29
2021-07,CATEGORY_RAW,SCALE,estimated,29
2021-07,CATEGORY_RAW,STATE,estimated,29
2021-08,CATEGORY_RAW,POOLED,estimated,30
2021-08,CATEGORY_RAW,SCALE,estimated,30
2021-08,CATEGORY_RAW,STATE,estimated,30
2021-09,CATEGORY_RAW,POOLED,estimated,31
2021-09,CATEGORY_RAW,SCALE,estimated,31
2021-09,CATEGORY_RAW,STATE,estimated,31
2021-10,CATEGORY_RAW,POOLED,estimated,32
2021-10,CATEGORY_RAW,SCALE,estimated,32
2021-10,CATEGORY_RAW,STATE,estimated,32
2021-11,CATEGORY_RAW,POOLED,estimated,33
2021-11,CATEGORY_RAW,SCALE,estimated,33
2021-11,CATEGORY_RAW,STATE,estimated,33
2021-12,CATEGORY_RAW,POOLED,estimated,34
2021-12,CATEGORY_RAW,SCALE,estimated,34
2021-12,CATEGORY_RAW,STATE,estimated,34
2022-01,CATEGORY_RAW,POOLED,estimated,35
2022-01,CATEGORY_RAW,SCALE,estimated,35
2022-01,CATEGORY_RAW,STATE,estimated,35
2022-02,CATEGORY_RAW,POOLED,estimated,36
2022-02,CATEGORY_RAW,SCALE,estimated,36
2022-02,CATEGORY_RAW,STATE,estimated,36
2022-03,CATEGORY_RAW,POOLED,estimated,37
2022-03,CATEGORY_RAW,SCALE,estimated,37
2022-03,CATEGORY_RAW,STATE,estimated,37
2022-04,CATEGORY_RAW,POOLED,estimated,38
2022-04,CATEGORY_RAW,SCALE,estimated,38
2022-04,CATEGORY_RAW,STATE,estimated,38
2022-05,CATEGORY_RAW,POOLED,estimated,39
2022-05,CATEGORY_RAW,SCALE,estimated,39
2022-05,CATEGORY_RAW,STATE,estimated,39
2022-06,CATEGORY_RAW,POOLED,estimated,40
2022-06,CATEGORY_RAW,SCALE,estimated,40
2022-06,CATEGORY_RAW,STATE,estimated,40
2022-07,CATEGORY_RAW,POOLED,estimated,41
2022-07,CATEGORY_RAW,SCALE,estimated,41
2022-07,CATEGORY_RAW,STATE,estimated,41
2022-08,CATEGORY_RAW,POOLED,estimated,42
2022-08,CATEGORY_RAW,SCALE,estimated,42
2022-08,CATEGORY_RAW,STATE,estimated,42
2022-09,CATEGORY_RAW,POOLED,estimated,43
2022-09,CATEGORY_RAW,SCALE,estimated,43
2022-09,CATEGORY_RAW,STATE,estimated,43
2022-10,CATEGORY_RAW,POOLED,estimated,44
2022-10,CATEGORY_RAW,SCALE,estimated,44
2022-10,CATEGORY_RAW,STATE,estimated,44
2022-11,CATEGORY_RAW,POOLED,estimated,45
2022-11,CATEGORY_RAW,SCALE,estimated,45
2022-11,CATEGORY_RAW,STATE,estimated,45
2022-12,CATEGORY_RAW,POOLED,estimated,46
2022-12,CATEGORY_RAW,SCALE,estimated,46
2022-12,CATEGORY_RAW,STATE,estimated,46
2023-01,CATEGORY_RAW,POOLED,estimated,47
2023-01,CATEGORY_RAW,SCALE,estimated,47
2023-01,CATEGORY_RAW,STATE,estimated,47
2023-02,CATEGORY_RAW,POOLED,estimated,48
2023-02,CATEGORY_RAW,SCALE,estimated,48
2023-02,CATEGORY_RAW,STATE,estimated,48
2023-03,CATEGORY_RAW,POOLED,estimated,49
2023-03,CATEGORY_RAW,SCALE,estimated,49
2023-03,CATEGORY_RAW,STATE,estimated,49
2023-04,CATEGORY_RAW,POOLED,estimated,50
2023-04,CATEGORY_RAW,SCALE,estimated,50
2023-04,CATEGORY_RAW,STATE,estimated,50
2023-05,CATEGORY_RAW,POOLED,estimated,51
2023-05,CATEGORY_RAW,SCALE,estimated,51
2023-05,CATEGORY_RAW,STATE,estimated,51
2023-06,CATEGORY_RAW,POOLED,estimated,52
2023-06,CATEGORY_RAW,SCALE,estimated,52
2023-06,CATEGORY_RAW,STATE,estimated,52
2023-07,CATEGORY_RAW,POOLED,estimated,53
2023-07,CATEGORY_RAW,SCALE,estimated,53
2023-07,CATEGORY_RAW,STATE,estimated,53
2023-08,CATEGORY_RAW,POOLED,estimated,54
2023-08,CATEGORY_RAW,SCALE,estimated,54
2023-08,CATEGORY_RAW,STATE,estimated,54
2023-09,CATEGORY_RAW,POOLED,estimated,55
2023-09,CATEGORY_RAW,SCALE,estimated,55
2023-09,CATEGORY_RAW,STATE,estimated,55
2023-10,CATEGORY_RAW,POOLED,estimated,56
2023-10,CATEGORY_RAW,SCALE,estimated,56
2023-10,CATEGORY_RAW,STATE,estimated,56
2023-11,CATEGORY_RAW,POOLED,estimated,57
2023-11,CATEGORY_RAW,SCALE,estimated,57
2023-11,CATEGORY_RAW,STATE,estimated,57
2023-12,CATEGORY_RAW,POOLED,estimated,58
2023-12,CATEGORY_RAW,SCALE,estimated,58
2023-12,CATEGORY_RAW,STATE,estimated,58
2024-01,CATEGORY_RAW,POOLED,estimated,59
2024-01,CATEGORY_RAW,SCALE,estimated,59
2024-01,CATEGORY_RAW,STATE,estimated,59
2024-02,CATEGORY_RAW,POOLED,estimated,60
2024-02,CATEGORY_RAW,SCALE,estimated,60
2024-02,CATEGORY_RAW,STATE,estimated,60
2024-03,CATEGORY_RAW,POOLED,estimated,60
2024-03,CATEGORY_RAW,SCALE,estimated,60
2024-03,CATEGORY_RAW,STATE,estimated,60
2024-04,CATEGORY_RAW,POOLED,estimated,60
2024-04,CATEGORY_RAW,SCALE,estimated,60
2024-04,CATEGORY_RAW,STATE,estimated,60
2024-05,CATEGORY_RAW,POOLED,estimated,60
2024-05,CATEGORY_RAW,SCALE,estimated,60
2024-05,CATEGORY_RAW,STATE,estimated,60
2024-06,CATEGORY_RAW,POOLED,estimated,60
2024-06,CATEGORY_RAW,SCALE,estimated,60
2024-06,CATEGORY_RAW,STATE,estimated,60
2024-07,CATEGORY_RAW,POOLED,estimated,60
2024-07,CATEGORY_RAW,SCALE,estimated,60
2024-07,CATEGORY_RAW,STATE,estimated,60
2024-08,CATEGORY_RAW,POOLED,estimated,60
2024-08,CATEGORY_RAW,SCALE,estimated,60
2024-08,CATEGORY_RAW,STATE,estimated,60
2024-09,CATEGORY_RAW,POOLED,estimated,60
2024-09,CATEGORY_RAW,SCALE,estimated,60
2024-09,CATEGORY_RAW,STATE,estimated,60
2024-10,CATEGORY_RAW,POOLED,estimated,60
2024-10,CATEGORY_RAW,SCALE,estimated,60
2024-10,CATEGORY_RAW,STATE,estimated,60
2024-11,CATEGORY_RAW,POOLED,estimated,60
2024-11,CATEGORY_RAW,SCALE,estimated,60
2024-11,CATEGORY_RAW,STATE,estimated,60
2024-12,CATEGORY_RAW,POOLED,estimated,60
2024-12,CATEGORY_RAW,SCALE,estimated,60
2024-12,CATEGORY_RAW,STATE,estimated,60
2025-01,CATEGORY_RAW,POOLED,estimated,60
2025-01,CATEGORY_RAW,SCALE,estimated,60
2025-01,CATEGORY_RAW,STATE,estimated,60
2025-02,CATEGORY_RAW,POOLED,estimated,60
2025-02,CATEGORY_RAW,SCALE,estimated,60
2025-02,CATEGORY_RAW,STATE,estimated,60
2025-03,CATEGORY_RAW,POOLED,estimated,60
2025-03,CATEGORY_RAW,SCALE,estimated,60
2025-03,CATEGORY_RAW,STATE,estimated,60
2025-04,CATEGORY_RAW,POOLED,estimated,60
2025-04,CATEGORY_RAW,SCALE,estimated,60
2025-04,CATEGORY_RAW,STATE,estimated,60
2025-05,CATEGORY_RAW,POOLED,estimated,60
2025-05,CATEGORY_RAW,SCALE,estimated,60
2025-05,CATEGORY_RAW,STATE,estimated,60
2025-06,CATEGORY_RAW,POOLED,estimated,60
2025-06,CATEGORY_RAW,SCALE,estimated,60
2025-06,CATEGORY_RAW,STATE,estimated,60
2025-07,CATEGORY_RAW,POOLED,estimated,60
2025-07,CATEGORY_RAW,SCALE,estimated,60
2025-07,CATEGORY_RAW,STATE,estimated,60
2025-08,CATEGORY_RAW,POOLED,estimated,60
2025-08,CATEGORY_RAW,SCALE,estimated,60
2025-08,CATEGORY_RAW,STATE,estimated,60
2025-09,CATEGORY_RAW,POOLED,estimated,60
2025-09,CATEGORY_RAW,SCALE,estimated,60
2025-09,CATEGORY_RAW,STATE,estimated,60
2025-10,CATEGORY_RAW,POOLED,estimated,60
2025-10,CATEGORY_RAW,SCALE,estimated,60
2025-10,CATEGORY_RAW,STATE,estimated,60
2025-11,CATEGORY_RAW,POOLED,estimated,60
2025-11,CATEGORY_RAW,SCALE,estimated,60
2025-11,CATEGORY_RAW,STATE,estimated,60
2025-12,CATEGORY_RAW,POOLED,estimated,60
2025-12,CATEGORY_RAW,SCALE,estimated,60
2025-12,CATEGORY_RAW,STATE,estimated,60
2026-01,CATEGORY_RAW,POOLED,estimated,60
2026-01,CATEGORY_RAW,SCALE,estimated,60
2026-01,CATEGORY_RAW,STATE,estimated,60
2026-02,CATEGORY_RAW,POOLED,estimated,60
2026-02,CATEGORY_RAW,SCALE,estimated,60
2026-02,CATEGORY_RAW,STATE,estimated,60
2026-03,CATEGORY_RAW,POOLED,estimated,60
2026-03,CATEGORY_RAW,SCALE,estimated,60
2026-03,CATEGORY_RAW,STATE,estimated,60
2026-04,CATEGORY_RAW,POOLED,estimated,60
2026-04,CATEGORY_RAW,SCALE,estimated,60
2026-04,CATEGORY_RAW,STATE,estimated,60
2026-05,CATEGORY_RAW,POOLED,estimated,60
2026-05,CATEGORY_RAW,SCALE,estimated,60
2026-05,CATEGORY_RAW,STATE,estimated,60
2026-06,CATEGORY_RAW,POOLED,estimated,60
2026-06,CATEGORY_RAW,SCALE,estimated,60
2026-06,CATEGORY_RAW,STATE,estimated,60
2026-07,CATEGORY_RAW,POOLED,estimated,60
2026-07,CATEGORY_RAW,SCALE,estimated,60
2026-07,CATEGORY_RAW,STATE,estimated,60
