period,alc_replay_delta,admin_replay_delta,fuel_replay_delta,wedge_replay_delta,weeks_observed,fraction_observed,petrol_share,cur_mean,prev_mean,latest_eligible_fuel_observation,target_last_monday,wedge_history_end,wedge_same_month_n,tail_projection
2021-11,-9.2157184661267877e-18,0,0,1.7347234759768071e-18,5,1,0.67083700000000002,36.729999999999997,35.090000000000003,2021-11-29 00:00:00,2021-11-29 00:00:00,2021-10,6,
2021-12,0,0,0,-8.6736173798840355e-18,2,0.5,0.67083700000000002,36.119999999999997,36.729999999999997,2022-01-03 00:00:00,2021-12-27 00:00:00,2021-11,6,36.030000000000001
2022-01,0,0,0,0,5,1,0.67083700000000002,35.770000000000003,36.200000000000003,2022-01-31 00:00:00,2022-01-31 00:00:00,2021-12,6,
2022-02,0,0,0,-6.9388939039072284e-18,4,1,0.67083700000000002,37.259999999999998,35.770000000000003,2022-02-28 00:00:00,2022-02-28 00:00:00,2022-01,7,
2022-03,0,0,0,6.9388939039072284e-18,4,1,0.67083700000000002,45.329999999999998,37.259999999999998,2022-03-28 00:00:00,2022-03-28 00:00:00,2022-02,7,
2022-04,0,0,0,-6.0715321659188248e-18,4,1,0.67083700000000002,43.770000000000003,45.329999999999998,2022-05-02 00:00:00,2022-04-25 00:00:00,2022-03,7,
2022-05,0,0,0,-6.9388939039072284e-18,5,1,0.67083700000000002,45.25,43.770000000000003,2022-05-30 00:00:00,2022-05-30 00:00:00,2022-04,7,
2022-06,0,0,0,-2.6020852139652106e-18,4,1,0.67083700000000002,47.140000000000001,45.25,2022-07-04 00:00:00,2022-06-27 00:00:00,2022-05,7,
2022-07,0,0,0,-1.0408340855860843e-17,4,1,0.67083700000000002,47.259999999999998,47.140000000000001,2022-08-01 00:00:00,2022-07-25 00:00:00,2022-06,7,
2022-08,0,0,0,-6.9388939039072284e-18,5,1,0.67083700000000002,42.520000000000003,47.259999999999998,2022-08-29 00:00:00,2022-08-29 00:00:00,2022-07,7,
2022-09,0,0,0,6.9388939039072284e-18,4,1,0.67083700000000002,40.759999999999998,42.520000000000003,2022-10-03 00:00:00,2022-09-26 00:00:00,2022-08,7,
2022-10,-6.9388939039072284e-18,0,0,-8.6736173798840355e-18,5,1,0.67083700000000002,42.829999999999998,40.759999999999998,2022-10-31 00:00:00,2022-10-31 00:00:00,2022-09,7,
2022-11,0,0,0,1.7347234759768071e-18,4,1,0.67083700000000002,42.07,42.829999999999998,2022-11-28 00:00:00,2022-11-28 00:00:00,2022-10,7,
2022-12,0,0,0,-8.6736173798840355e-18,3,0.75,0.67083700000000002,37.590000000000003,42.07,2023-01-02 00:00:00,2022-12-26 00:00:00,2022-11,7,36.920000000000002
2023-01,0,0,0,0,5,1,0.67083700000000002,36.899999999999999,37.810000000000002,2023-01-30 00:00:00,2023-01-30 00:00:00,2022-12,7,
2023-02,0,0,0,-6.9388939039072284e-18,4,1,0.67083700000000002,37.390000000000001,36.899999999999999,2023-02-27 00:00:00,2023-02-27 00:00:00,2023-01,8,
2023-03,0,0,0,3.4694469519536142e-18,4,1,0.67083700000000002,36.700000000000003,37.390000000000001,2023-04-03 00:00:00,2023-03-27 00:00:00,2023-02,8,
2023-04,0,0,0,-3.4694469519536142e-18,4,1,0.67083700000000002,36.450000000000003,36.700000000000003,2023-05-01 00:00:00,2023-04-24 00:00:00,2023-03,8,
2023-05,0,0,0,-6.9388939039072284e-18,5,1,0.67083700000000002,35.030000000000001,36.450000000000003,2023-05-29 00:00:00,2023-05-29 00:00:00,2023-04,8,
2023-06,0,0,0,-2.6020852139652106e-18,4,1,0.67083700000000002,35.259999999999998,35.030000000000001,2023-07-03 00:00:00,2023-06-26 00:00:00,2023-05,8,
2023-07,0,0,0,-3.4694469519536142e-18,5,1,0.67083700000000002,35.890000000000001,35.259999999999998,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-06,8,
2023-08,0,0,0,0,4,1,0.67083700000000002,38.719999999999999,35.890000000000001,2023-08-28 00:00:00,2023-08-28 00:00:00,2023-07,8,
2023-09,0,0,0,6.9388939039072284e-18,4,1,0.67083700000000002,39.810000000000002,38.719999999999999,2023-10-02 00:00:00,2023-09-25 00:00:00,2023-08,8,
2023-10,0,0,0,-6.9388939039072284e-18,5,1,0.67083700000000002,39.710000000000001,39.810000000000002,2023-10-30 00:00:00,2023-10-30 00:00:00,2023-09,8,
2023-11,-1.3877787807814457e-17,0,0,2.6020852139652106e-18,4,1,0.67083700000000002,38.350000000000001,39.710000000000001,2023-11-27 00:00:00,2023-11-27 00:00:00,2023-10,8,
2023-12,0,0,0,-6.9388939039072284e-18,3,0.75,0.67083700000000002,36.520000000000003,38.350000000000001,2024-01-01 00:00:00,2023-12-25 00:00:00,2023-11,8,36.149999999999999
2024-01,0,0,0,0,5,1,0.67083700000000002,36.280000000000001,36.649999999999999,2024-02-05 00:00:00,2024-01-29 00:00:00,2023-12,8,
2024-02,0,0,0,-6.9388939039072284e-18,4,1,0.58532099999999998,37.899999999999999,36.299999999999997,2024-02-26 00:00:00,2024-02-26 00:00:00,2024-01,9,
2024-03,0,0,0,6.9388939039072284e-18,4,1,0.58532099999999998,38.5,37.899999999999999,2024-04-01 00:00:00,2024-03-25 00:00:00,2024-02,9,
2024-04,0,0,0,-3.1441863002079629e-18,5,1,0.58532099999999998,39.57,38.5,2024-04-29 00:00:00,2024-04-29 00:00:00,2024-03,9,
2024-05,0,0,0,-6.9388939039072284e-18,4,1,0.58532099999999998,38.840000000000003,39.57,2024-06-03 00:00:00,2024-05-27 00:00:00,2024-04,9,
2024-06,0,0,0,-2.1684043449710089e-18,4,1,0.58532099999999998,37.329999999999998,38.840000000000003,2024-07-01 00:00:00,2024-06-24 00:00:00,2024-05,9,
2024-07,0,0,0,-3.4694469519536142e-18,5,1,0.58532099999999998,37.869999999999997,37.329999999999998,2024-07-29 00:00:00,2024-07-29 00:00:00,2024-06,9,
2024-08,0,0,0,-3.4694469519536142e-18,4,1,0.58532099999999998,37,37.869999999999997,2024-09-02 00:00:00,2024-08-26 00:00:00,2024-07,9,
2024-09,0,0,0,3.4694469519536142e-18,5,1,0.58532099999999998,35.159999999999997,37,2024-09-30 00:00:00,2024-09-30 00:00:00,2024-08,9,
2024-10,6.9388939039072284e-18,0,0,-1.3877787807814457e-17,4,1,0.58532099999999998,35.009999999999998,35.159999999999997,2024-10-28 00:00:00,2024-10-28 00:00:00,2024-09,9,
2024-11,-2.4286128663675299e-17,0,0,3.4694469519536142e-18,4,1,0.58532099999999998,35.289999999999999,35.009999999999998,2024-12-02 00:00:00,2024-11-25 00:00:00,2024-10,9,
2024-12,0,0,0,-6.5052130349130266e-18,3,0.59999999999999998,0.58532099999999998,35.409999999999997,35.289999999999999,2024-12-16 00:00:00,2024-12-30 00:00:00,2024-11,9,35.329999999999998
2025-01,0,0,0,0,4,1,0.58532099999999998,36.079999999999998,35.460000000000001,2025-01-27 00:00:00,2025-01-27 00:00:00,2024-12,9,
2025-02,0,0,0,-6.9388939039072284e-18,4,1,0.58532099999999998,36.299999999999997,36.079999999999998,2025-02-24 00:00:00,2025-02-24 00:00:00,2025-01,10,
2025-03,0,0,0,6.9388939039072284e-18,4,0.80000000000000004,0.58532099999999998,35.07,36.299999999999997,2025-03-24 00:00:00,2025-03-31 00:00:00,2025-02,10,34.560000000000002
2025-04,0,0,0,-2.8189256484623115e-18,4,1,0.58532099999999998,34.100000000000001,35.079999999999998,2025-04-28 00:00:00,2025-04-28 00:00:00,2025-03,10,
2025-05,0,0,0,-5.2041704279304213e-18,4,1,0.58532099999999998,33.409999999999997,34.100000000000001,2025-05-26 00:00:00,2025-05-26 00:00:00,2025-04,10,
2025-06,0,0,0,-1.7347234759768071e-18,4,0.80000000000000004,0.58532099999999998,33.759999999999998,33.409999999999997,2025-06-23 00:00:00,2025-06-30 00:00:00,2025-05,10,34.390000000000001
2025-07,0,0,0,-3.4694469519536142e-18,4,1,0.58532099999999998,34.390000000000001,33.780000000000001,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-06,10,
2025-08,0,0,0,-1.7347234759768071e-18,4,1,0.58532099999999998,34.100000000000001,34.390000000000001,2025-08-25 00:00:00,2025-08-25 00:00:00,2025-07,10,
2025-09,0,0,0,3.4694469519536142e-18,4,0.80000000000000004,0.58532099999999998,33.850000000000001,34.100000000000001,2025-09-22 00:00:00,2025-09-29 00:00:00,2025-08,10,33.899999999999999
2025-10,0,0,0,-6.9388939039072284e-18,4,1,0.58532099999999998,33.82,33.850000000000001,2025-10-27 00:00:00,2025-10-27 00:00:00,2025-09,10,
2025-11,-1.9081958235744878e-17,0,0,2.6020852139652106e-18,4,1,0.58532099999999998,34.390000000000001,33.82,2025-11-24 00:00:00,2025-11-24 00:00:00,2025-10,10,
2025-12,0,0,0,-5.6378512969246231e-18,5,1,0.58532099999999998,33.719999999999999,34.390000000000001,2025-12-29 00:00:00,2025-12-29 00:00:00,2025-11,10,
2026-01,0,0,0,0,4,1,0.58532099999999998,32.740000000000002,33.719999999999999,2026-01-26 00:00:00,2026-01-26 00:00:00,2025-12,10,
2026-02,0,0,0,-3.4694469519536142e-18,4,1,0.58640899999999996,33.090000000000003,32.740000000000002,2026-02-23 00:00:00,2026-02-23 00:00:00,2026-01,11,
2026-03,0,0,0,6.9388939039072284e-18,5,1,0.58640899999999996,39.700000000000003,33.090000000000003,2026-03-30 00:00:00,2026-03-30 00:00:00,2026-02,11,
2026-04,0,0,0,-2.6020852139652106e-18,4,1,0.58640899999999996,42.539999999999999,39.700000000000003,2026-04-27 00:00:00,2026-04-27 00:00:00,2026-03,11,
2026-05,0,0,0,-5.2041704279304213e-18,4,1,0.58640899999999996,42.259999999999998,42.539999999999999,2026-05-25 00:00:00,2026-05-25 00:00:00,2026-04,11,
2026-06,0,0,0,-1.951563910473908e-18,5,1,0.58640899999999996,38.729999999999997,42.259999999999998,2026-06-29 00:00:00,2026-06-29 00:00:00,2026-05,11,
2026-07,0,0,0,-2.6020852139652106e-18,4,1,0.58640899999999996,40.140000000000001,38.729999999999997,2026-07-27 00:00:00,2026-07-27 00:00:00,2026-06,11,
