origin,h0_recorded,h0_lane,mu_long_lane,mu_window_lane,alpha_lane,gap_last_lane,petrol_share
2024-10,0.2218404811078794,0.2378787382064373,0.22091065043136382,0.4180639488794817,-0.25,0.6268957470657002,0.585321
2024-11,0.1310393426229197,0.1291658590093309,0.22047141280691088,0.4218226843713832,-0.25,0.3961720450539419,0.585321
2024-12,0.004238252534602,0.0022835027395008,0.22042538000578085,0.4053869464813166,-0.25,0.35203511880569655,0.585321
2025-01,1.1241131790061305,1.1254585417411134,0.22037934720465083,0.39108859022991965,-0.25,-0.09495576514746173,0.585321
2025-02,0.3273352565503001,0.3390511956382308,0.22042538000578085,0.40579187527968735,-0.25,0.5637612895296622,0.585321
2025-03,0.0259612093364776,0.0244906637781843,0.22047141280691088,0.3857336135652578,-0.25,-0.16031088188543807,0.585321
2025-04,0.1887731296337113,0.193203793756462,0.22091065043136382,0.39714627022015314,-0.25,0.7193548750223994,0.585321
2025-05,0.2616004842766493,0.2815716368924892,0.22134988805581676,0.3996463313971994,-0.25,0.18097035315214927,0.585321
2025-06,0.2140389694357118,0.2034429098532429,0.22193393822372562,0.4075111981922032,-0.25,0.664216085674614,0.585321
2025-07,0.482699677975129,0.4808192490704156,0.22251798839163447,0.4080478460675628,-0.25,0.8463626402956276,0.585321
2025-08,0.1224612747710427,0.1164301265421099,0.22830788947504677,0.39172002385611565,-0.25,0.6538301583639472,0.585321
2025-09,-0.4796923876781566,-0.473186673138969,0.23409779055845906,0.40033178374735323,-0.25,1.0549673531465966,0.585321
2025-10,0.2401825150651718,0.2350354872261487,0.22830788947504677,0.3878316337441133,-0.25,0.5335730203843001,0.585321
2025-11,0.013912520901711,0.0236031416782966,0.23409779055845906,0.38120563513817934,-0.25,0.9453707970740409,0.585321
2025-12,-0.3176359844265689,-0.3248556006304595,0.22830788947504677,0.37034182793981846,-0.25,0.6219832718953509,0.585321
2026-01,0.8514524588474814,0.8504358971100507,0.22251798839163447,0.35176301356921075,-0.25,-0.4598537891220431,0.585321
2026-02,0.0758514397150598,0.0863644783244499,0.22193393822372562,0.3740416474241974,-0.25,0.7611349879075135,0.586409
2026-03,0.5831477425464591,0.583451922930263,0.22134988805581676,0.3673613776470766,-0.25,0.27752649749516634,0.586409
2026-04,0.4980319143303553,0.5192440163984453,0.22111294144456295,0.3644884592314461,-0.25,-0.7960730922253991,0.586409
2026-05,0.3676493556665585,0.3853354748739452,0.22087599483330914,0.36626212706477684,-0.25,-0.9053021917914615,0.586409
2026-06,-0.058395297574722,-0.051301334758806,0.22067370382011,0.36360811676685173,-0.25,-0.9490701031283193,0.586409
2026-07,0.4476725274894585,0.473608101511613,0.22047141280691088,0.3453919437593815,-0.25,-1.6042511061585745,0.586409
