sample,h,model,n,rmse,mae,bias,mm_rmse,mm_bias
all,6,TARGET_ML,81,3.380062427374296,2.20780371335517,-0.7805817431057122,0.8327634115412919,-0.12630946045038832
all,6,TARGET_FX_ML,81,3.4204307048419347,2.214574582512697,-0.7511333998347899,0.840968435647033,-0.12169687521816078
all,6,TARGET_U_FX_ML,81,3.4225924982704354,2.2176402239283175,-0.7490450472187907,0.8413143376912985,-0.12076090529071531
all,6,BVAR_U_FX,81,3.1662138661711627,2.117856824029269,-1.4603711590814794,0.8184716139095183,-0.2175613683065012
all,6,RF_U_FX,81,2.8170614627006443,1.8563037303946093,-0.5131618628411418,0.7915746448464217,-0.08190001900032995
all,6,NAIVE,81,3.6328568026025216,2.7592828734495014,-0.5773161326128458,0.8984061411378742,-0.06576625117185039
all,7,INDEPENDENT_BRIDGE,80,2.9913320570711575,1.9160059597099122,-0.8248089756541122,0.888697898214253,-0.12653440273092914
all,7,TARGET_ML,80,3.910540281192285,2.537532475137089,-0.9211946603954899,0.8494061596444994,-0.12802263536931746
all,7,TARGET_FX_ML,80,3.9599431513795516,2.5558746358269593,-0.8925416885840598,0.855016899958167,-0.12425019944682343
all,7,TARGET_U_FX_ML,80,3.961649641313817,2.560326609050407,-0.8895038848484917,0.8549424916987722,-0.12332808157706476
all,7,BVAR_U_FX,80,3.6565187081959167,2.3856987895404704,-1.6936473809755601,0.8352894152808663,-0.22631512704666665
all,7,RF_U_FX,80,3.284108126161375,2.1497578097953367,-0.6291155764656393,0.8112496571885276,-0.10151624678302174
all,7,NAIVE,80,4.152626728725027,3.18428160131623,-0.6782835715025277,0.9032237188171496,-0.06239059460872025
all,8,INDEPENDENT_BRIDGE,79,3.333292762520484,2.196616877733628,-0.9649227576127072,0.8607498828881184,-0.11825536480552137
all,8,TARGET_ML,79,4.454351323097219,2.932078209367762,-1.073259486592139,0.8645909687665128,-0.1312370772955864
all,8,TARGET_FX_ML,79,4.509583960042395,2.9589370303423146,-1.047324614598928,0.8692903099161264,-0.12830418118511014
all,8,TARGET_U_FX_ML,79,4.511207610605218,2.964172663235334,-1.04324673451152,0.8693033353903643,-0.12739871988716092
all,8,BVAR_U_FX,79,4.174244002111862,2.6491438482416383,-1.9474018788292866,0.8536037099913922,-0.2390543793061811
all,8,RF_U_FX,79,3.743375021638842,2.4914376646037177,-0.7450057132977131,0.8397421081570017,-0.09550744649075339
all,8,NAIVE,79,4.64458333106579,3.595315151232983,-0.8050866942988153,0.9088444165952027,-0.06184125526345672
all,9,INDEPENDENT_BRIDGE,78,3.9216066990467007,2.5892665608340737,-1.1028651078373797,0.9140934283020833,-0.10957426452847721
all,9,TARGET_ML,78,5.0235715093531965,3.339966700932988,-1.2451515271900115,0.8762865661679078,-0.13320600689100134
all,9,TARGET_FX_ML,78,5.075996563111101,3.347852306069668,-1.222772962184343,0.8768357942843992,-0.13098322085268746
all,9,TARGET_U_FX_ML,78,5.077533472293538,3.352646918331454,-1.2173669977615196,0.876877877659384,-0.1300524144189942
all,9,BVAR_U_FX,78,4.677134423979569,3.0095669825632445,-2.2178134773954388,0.843547062246201,-0.22948775111234204
all,9,RF_U_FX,78,4.214105130807355,2.8415557255405206,-0.8264397851194767,0.8797116336911606,-0.051855624994841816
all,9,NAIVE,78,5.154572287763047,3.9890189356176458,-0.9297990571152127,0.9094385330386442,-0.051592533790678755
all,10,INDEPENDENT_BRIDGE,77,4.498759705784156,2.9551901712810764,-1.2791015441879718,0.8824674425173555,-0.14298135759852235
all,10,TARGET_ML,77,5.581898890197488,3.759421580405374,-1.4147109583623216,0.8884680483368546,-0.13670136771987176
all,10,TARGET_FX_ML,77,5.632769063454489,3.757663723776036,-1.3988534385965232,0.8895050951990836,-0.13527131259607098
all,10,TARGET_U_FX_ML,77,5.635100493452706,3.7628172726762816,-1.3920295960759346,0.8899886310550091,-0.1342790508536509
all,10,BVAR_U_FX,77,5.192468524990483,3.3955549505625178,-2.4800090390030505,0.8634185303809156,-0.22919564422815764
all,10,RF_U_FX,77,4.661489875763494,3.1700383926484124,-0.9069499206300766,0.9096849005703216,-0.054816675714845504
all,10,NAIVE,77,5.634026665648713,4.3845533474739575,-1.055296157881997,0.9152615196672987,-0.051034779630833284
all,11,INDEPENDENT_BRIDGE,76,5.002024433226823,3.3300811188685526,-1.423354517075465,0.8828615613773976,-0.09969219942625328
all,11,TARGET_ML,76,6.129431607946535,4.199079522048083,-1.600189736063123,0.8921418962638596,-0.1434211366249345
all,11,TARGET_FX_ML,76,6.177757342925105,4.18005604930664,-1.5908372140242448,0.8931474554712343,-0.14259252947074555
all,11,TARGET_U_FX_ML,76,6.180797784235836,4.185637905458192,-1.582349171265299,0.893446649446361,-0.14155349038960827
all,11,BVAR_U_FX,76,5.696552462064569,3.7865599987752567,-2.7655958229162145,0.8668173254583201,-0.23458593451589368
all,11,RF_U_FX,76,5.135930727733627,3.5055278335419198,-1.0153908311881956,0.9270310867740281,-0.0761016335816977
all,11,NAIVE,76,6.118333167815111,4.774421359807507,-1.1817953532026177,0.9211798651890799,-0.05312849070949322
all,12,INDEPENDENT_BRIDGE,75,5.394838562659049,3.6192915166159234,-1.5635949494163677,0.9246423918034089,-0.1224745776405908
all,12,TARGET_ML,75,6.5919206307122105,4.544684065737971,-1.7624537853770226,0.9057691733953178,-0.1586151392596288
all,12,TARGET_FX_ML,75,6.645784634197335,4.533843111112242,-1.761407321147894,0.9093625157411843,-0.158390618280256
all,12,TARGET_U_FX_ML,75,6.648721578143307,4.540722289003957,-1.7512227679897907,0.9097555236410896,-0.1572862547605542
all,12,BVAR_U_FX,75,6.223438619298495,4.043473026609679,-3.048392980065482,0.922451909553791,-0.275187197494462
all,12,RF_U_FX,75,5.601621652025143,3.8626212885091573,-1.1504509195726418,0.9041079205185194,-0.1242511619831838
all,12,NAIVE,75,6.571929075301128,5.18225754434619,-1.3541415390860112,0.970642979652381,-0.12723006252775618
recent_targets,1,INDEPENDENT_BRIDGE,31,0.36504574444403814,0.28395327908747314,0.009063234976523693,0.32110666804571025,-0.0058565348920189475
recent_targets,1,TARGET_ML,31,0.3916444449562669,0.3033739980953919,0.08120116790857183,0.3162235999350127,0.06490220538894016
recent_targets,1,TARGET_FX_ML,31,0.3889838410702107,0.30147533865610615,0.09826758503601034,0.3146268860634687,0.08165862401882862
recent_targets,1,TARGET_U_FX_ML,31,0.3897005939558665,0.30259618817249573,0.1008813680517759,0.31461953012831134,0.08421778662899465
recent_targets,1,BVAR_U_FX,31,0.4374387556416675,0.3332601839511746,-0.09443791537188952,0.354707808468304,-0.10729182986025508
recent_targets,1,RF_U_FX,31,0.3369443023368338,0.25428349720682636,0.05233686245859982,0.2710287746591772,0.03655119036342164
recent_targets,1,NAIVE,31,0.7303632441395981,0.5273075212939443,0.416116481262838,0.6595226535511791,0.39458174965700904
recent_targets,2,INDEPENDENT_BRIDGE,31,0.5094420770193966,0.3990374014708941,0.015142928481059716,0.32643016059897006,-0.004050510655276883
recent_targets,2,TARGET_ML,31,0.5329624367743406,0.43877863256149646,0.18192572855111389,0.3068715192571842,0.0756170296295226
recent_targets,2,TARGET_FX_ML,31,0.5295446117469956,0.43975513232838237,0.21579736306428698,0.3080832904583648,0.09321369449602891
recent_targets,2,TARGET_U_FX_ML,31,0.5285608396500814,0.437030165075095,0.22115846329550512,0.3068686616796552,0.09600711205196823
recent_targets,2,BVAR_U_FX,31,0.6076495397906294,0.4805032139504093,-0.22094794027816594,0.34017251302964535,-0.13511125573976768
recent_targets,2,RF_U_FX,31,0.462895202176101,0.3766698479468367,0.14085008991141118,0.30307695040583366,0.05628030917314788
recent_targets,2,NAIVE,31,1.1573149343987765,0.8607777755475036,0.8219022789157234,0.6595226535511791,0.39458174965700904
recent_targets,3,INDEPENDENT_BRIDGE,31,0.5465251115875538,0.4583236595378725,0.018256947425044877,0.28494343340880435,0.006164948340479689
recent_targets,3,TARGET_ML,31,0.6761455210116124,0.5501269099859094,0.29568208670327445,0.3085350831027372,0.08529762992607155
recent_targets,3,TARGET_FX_ML,31,0.6664352077985598,0.550618884477401,0.34493452502655086,0.30633539298646484,0.10280214386438942
recent_targets,3,TARGET_U_FX_ML,31,0.6664445278412691,0.5549919758832935,0.3532405966858528,0.30717044792422743,0.10564321320590164
recent_targets,3,BVAR_U_FX,31,0.7457935562243551,0.5429126578665492,-0.3651306481382998,0.3320477636923663,-0.1376446557191325
recent_targets,3,RF_U_FX,31,0.6736836307233194,0.4873534991762085,0.2750335800734032,0.2958449083803686,0.08702861078280495
recent_targets,3,NAIVE,31,1.535875269297725,1.2727906714695598,1.220799163346219,0.6595226535511791,0.39458174965700904
recent_targets,4,INDEPENDENT_BRIDGE,31,0.5498837901575501,0.4627893342027333,0.10080651923491725,0.28285797629214815,0.06052462140979263
recent_targets,4,TARGET_ML,31,0.8632939377835399,0.7033817268057484,0.45837484313427823,0.30899367633313757,0.09713026051203894
recent_targets,4,TARGET_FX_ML,31,0.8483951176166287,0.649876109240837,0.5199964424569883,0.3084462562171259,0.11376046411290733
recent_targets,4,TARGET_U_FX_ML,31,0.8522431995341171,0.6536688019482679,0.5318816616493319,0.30971567381249854,0.11667549847122288
recent_targets,4,BVAR_U_FX,31,0.859125947116266,0.7025552147563819,-0.47027169148182024,0.3179318318787001,-0.13226390434717752
recent_targets,4,RF_U_FX,31,0.8860800229687446,0.6092515827273075,0.45269894742697614,0.3105183358584268,0.10732306590308291
recent_targets,4,NAIVE,31,1.869041498335801,1.63877576262705,1.6239144754317578,0.6595226535511791,0.39458174965700904
recent_targets,5,INDEPENDENT_BRIDGE,31,0.6477482330271561,0.5070183860319698,0.2136964927952489,0.2939802411415593,0.056684345836750596
recent_targets,5,TARGET_ML,31,1.101124783923601,0.8640806767789009,0.6787327851684889,0.31276205876010327,0.11053090516712788
recent_targets,5,TARGET_FX_ML,31,1.092226633777946,0.8292699788968644,0.7509887715484757,0.31558476242590433,0.12627115407572165
recent_targets,5,TARGET_U_FX_ML,31,1.096830395638492,0.8347130261839005,0.7636002821052988,0.3160752281566106,0.12867221573701929
recent_targets,5,BVAR_U_FX,31,0.9549044873639454,0.8136382790707932,-0.5201681239383232,0.32395213090812425,-0.12130490531739808
recent_targets,5,RF_U_FX,31,1.1429122867972674,0.7547610674659597,0.6557055360063939,0.3164057567514115,0.09541952209394866
recent_targets,5,NAIVE,31,2.2321081617649945,2.041392097717224,2.041392097717224,0.6595226535511791,0.39458174965700904
recent_targets,6,INDEPENDENT_BRIDGE,31,0.7478339170561032,0.5680148758186986,0.3267305349869255,0.29753058094370494,0.07040846666787308
recent_targets,6,TARGET_ML,31,1.3320074981034251,1.0435350571912607,0.9225951957962228,0.31996304493125627,0.1233337323701564
recent_targets,6,TARGET_FX_ML,31,1.3310350709707315,1.0248700966258826,1.0030975616362312,0.32194467568455676,0.13812427384027604
recent_targets,6,TARGET_U_FX_ML,31,1.339421854185036,1.0337556637962293,1.0152241387552399,0.3230522805267512,0.13996371176934427
recent_targets,6,BVAR_U_FX,31,1.0047619181807461,0.830400400805276,-0.565995048489596,0.31770400223071593,-0.11003324944628895
recent_targets,6,RF_U_FX,31,1.344727609928643,0.9551675573568771,0.8818076671471554,0.2977167740603378,0.12087516342669691
recent_targets,6,NAIVE,31,2.6064255526408053,2.450342595230021,2.450342595230021,0.6595226535511791,0.39458174965700904
recent_targets,7,INDEPENDENT_BRIDGE,31,0.8449587352507342,0.683115306202939,0.3718920330922001,0.29482814212249314,0.05611445115019376
recent_targets,7,TARGET_ML,31,1.5917071948505144,1.2532497608178852,1.1796764647892017,0.3268517009087852,0.13569973310205333
recent_targets,7,TARGET_FX_ML,31,1.59603522636967,1.2696374550821763,1.2628004675338818,0.3265255828124639,0.14914014629228237
recent_targets,7,TARGET_U_FX_ML,31,1.6083853262072463,1.2804568188652854,1.277687128445267,0.32758385758475383,0.15097086036149326
recent_targets,7,BVAR_U_FX,31,1.084694539060363,0.8820259026678813,-0.6395747955260568,0.3201910508191118,-0.11016823156978288
recent_targets,7,RF_U_FX,31,1.5373728698317524,1.1294135913501109,1.101836112229023,0.30481020983383583,0.12284898731594135
recent_targets,7,NAIVE,31,2.9812968101301673,2.845577179626812,2.845577179626812,0.6595226535511791,0.39458174965700904
recent_targets,8,INDEPENDENT_BRIDGE,31,0.9171180803165188,0.7830310611568384,0.44813884332724035,0.2943199657942064,0.05199253119283034
recent_targets,8,TARGET_ML,31,1.8967451278991567,1.5077365179274538,1.4634762294903791,0.32840962291821324,0.1481685587573015
recent_targets,8,TARGET_FX_ML,31,1.9024700255826141,1.5485709634779847,1.545400538119738,0.32852112601930045,0.1602390788175528
recent_targets,8,TARGET_U_FX_ML,31,1.913591197218829,1.560986042225374,1.560986042225374,0.32979216958941826,0.16207301015151696
recent_targets,8,BVAR_U_FX,31,1.1405976167321692,0.8871406447924359,-0.7407749366519224,0.3099949204325801,-0.11638497048861246
recent_targets,8,RF_U_FX,31,1.734660808767974,1.3301950725006748,1.3295251561671475,0.31422458690891836,0.12588647431084932
recent_targets,8,NAIVE,31,3.3068211070628566,3.1949736639921933,3.1949736639921933,0.6595226535511791,0.39458174965700904
recent_targets,9,INDEPENDENT_BRIDGE,31,1.1824489101326947,0.9405226637356264,0.6209179589160918,0.29651491037438094,0.08013961986215395
recent_targets,9,TARGET_ML,31,2.4280147091353843,1.855278976395344,1.8111724605941406,0.344581914081741,0.16282530746766283
recent_targets,9,TARGET_FX_ML,31,2.424678259402323,1.8897512125918274,1.8897512125918274,0.3443986192685882,0.17384146855323918
recent_targets,9,TARGET_U_FX_ML,31,2.436098620576991,1.9076373185206792,1.9076373185206792,0.34613835354098726,0.17577215841356467
recent_targets,9,BVAR_U_FX,31,1.5846897729811054,1.1857762310861528,-0.6835685487118054,0.32904970677096956,-0.0862699001211106
recent_targets,9,RF_U_FX,31,2.2164793337210047,1.6593936878661237,1.6556332543250571,0.3472881337694961,0.15252447786592535
recent_targets,9,NAIVE,31,3.674775442594985,3.5681788947472706,3.5681788947472706,0.6595226535511791,0.39458174965700904
recent_targets,10,INDEPENDENT_BRIDGE,31,1.4813747551498109,1.14259294353953,0.7939984131637675,0.31118712710328456,0.05826239996138634
recent_targets,10,TARGET_ML,31,3.081193201101431,2.290733938912042,2.251314653226439,0.3632937947064487,0.18134457933881212
recent_targets,10,TARGET_FX_ML,31,3.0590573568050363,2.3172517740346215,2.3172517740346215,0.35845300744910236,0.19065282466100167
recent_targets,10,TARGET_U_FX_ML,31,3.0707460079361506,2.3376871266532926,2.3376871266532926,0.3600046606272218,0.19277218414506767
recent_targets,10,BVAR_U_FX,31,2.419451983314219,1.5966908280985173,-0.4453539470339235,0.35915262892430094,-0.05818047932518669
recent_targets,10,RF_U_FX,31,2.6001308525619855,1.9747571746661376,1.9747571746661376,0.3462177932998876,0.1423775399462591
recent_targets,10,NAIVE,31,4.024537602691854,3.944728739165284,3.944728739165284,0.6595226535511791,0.39458174965700904
recent_targets,11,INDEPENDENT_BRIDGE,31,1.6925933209508006,1.3216587214496045,0.9593077106597842,0.30641546596752123,0.09060464512754551
recent_targets,11,TARGET_ML,31,3.8325484901234095,2.8197993134817554,2.7600448558815667,0.37812446427371565,0.20158545514306894
recent_targets,11,TARGET_FX_ML,31,3.791909558334229,2.8122370835637245,2.8122370835637245,0.37544412561428386,0.20937593057628204
recent_targets,11,TARGET_U_FX_ML,31,3.7964801154615198,2.832931436923088,2.832931436923088,0.3768483073650114,0.2115858533441276
recent_targets,11,BVAR_U_FX,31,3.8578261124934508,2.192351999091363,0.0053950156442832764,0.4150517229143834,-0.021938184873344587
recent_targets,11,RF_U_FX,31,3.0159092162424317,2.326744800112133,2.310818828296211,0.36319145838722217,0.13664781924521888
recent_targets,11,NAIVE,31,4.385066895798794,4.326142378956644,4.326142378956644,0.6595226535511791,0.39458174965700904
recent_targets,12,INDEPENDENT_BRIDGE,31,1.8921319727646286,1.5059610790983298,1.1800370789368704,0.35915015226149477,0.17015764774582876
recent_targets,12,TARGET_ML,31,4.083756331798703,3.0658298085054647,3.042576895732559,0.38682725001624585,0.2071127027268751
recent_targets,12,TARGET_FX_ML,31,4.033988355829788,3.0817861112868723,3.0817861112868723,0.3821295011126292,0.21366631317546061
recent_targets,12,TARGET_U_FX_ML,31,4.041423564463046,3.1062348397476973,3.1062348397476973,0.3837214837009979,0.21608690330141267
recent_targets,12,BVAR_U_FX,31,4.042152826873399,2.2070748769369555,-0.08392787200389552,0.37205459667767304,-0.04601693617275969
recent_targets,12,RF_U_FX,31,3.4136664420643323,2.7113368494341397,2.7108505281160897,0.4462240457296416,0.2638287282238591
recent_targets,12,NAIVE,31,4.6476336632537585,4.626027144913262,4.626027144913262,0.6117658867828435,0.36625882455063474
recent_origins,1,INDEPENDENT_BRIDGE,30,0.37068420046535955,0.2902902069168102,0.012493524282653231,0.31938518229445695,0.006249440539609633
recent_origins,1,TARGET_ML,30,0.3935610290317287,0.30251994990515635,0.07294135871210897,0.3213251274230108,0.06542474714185854
recent_origins,1,TARGET_FX_ML,30,0.39112882448365144,0.30092532551183354,0.0909439801044012,0.3197511298083769,0.08310305883706758
recent_origins,1,TARGET_U_FX_ML,30,0.39176557784646365,0.30196124875221775,0.09352260129414058,0.31972846457721044,0.08562656325290721
recent_origins,1,BVAR_U_FX,30,0.4445863210661555,0.342797337073464,-0.09601432620820274,0.35572085319768804,-0.10010683492250055
recent_origins,1,RF_U_FX,30,0.33435179264557113,0.2491891510913246,0.040510961851490536,0.27453916842063536,0.03355294972921719
recent_origins,1,NAIVE,30,0.6775646413214766,0.48947155183169,0.37457414379954684,0.6221512454133464,0.3621285675978468
recent_origins,2,INDEPENDENT_BRIDGE,29,0.5248876310302573,0.41522173226652287,0.02752275837177269,0.3230420860928384,0.015167097824183604
recent_origins,2,TARGET_ML,29,0.5220797292611661,0.42399707468890857,0.14943017729849956,0.31543366724897454,0.07241840650183137
recent_origins,2,TARGET_FX_ML,29,0.5201184886502294,0.42654506375694123,0.1871419310953221,0.3170410050104655,0.09213780384096798
recent_origins,2,TARGET_U_FX_ML,29,0.5189657414454821,0.42348957977601204,0.1927301744254159,0.3157363976782572,0.09504467547810623
recent_origins,2,BVAR_U_FX,29,0.6260794408856595,0.5035415293499803,-0.22608589197620302,0.3431737006004561,-0.12459773171496279
recent_origins,2,RF_U_FX,29,0.41383892709432996,0.3401738632759633,0.0880906736518876,0.30480785765947543,0.04249580524109932
recent_origins,2,NAIVE,29,1.0873218147450865,0.7889720348622761,0.7474154694972697,0.631223238400517,0.36635970275978635
recent_origins,3,INDEPENDENT_BRIDGE,28,0.5690583679307835,0.48275787364731165,0.038135758636602436,0.2864893036541819,0.03153158517418015
recent_origins,3,TARGET_ML,28,0.6203279201568109,0.499830679732507,0.21812391109816123,0.32071558100396774,0.07835060412164359
recent_origins,3,TARGET_FX_ML,28,0.6136852837541908,0.5038364127336635,0.276114443341651,0.3191210756332371,0.0993660646260105
recent_origins,3,TARGET_U_FX_ML,28,0.6132661491080276,0.5083335568489564,0.28496595845179,0.31995405328665005,0.10237599148258605
recent_origins,3,BVAR_U_FX,28,0.7765606829826975,0.5699483915836733,-0.3791523891531726,0.33782639785817126,-0.12350280339403172
recent_origins,3,RF_U_FX,28,0.4850966419441105,0.3838260088897763,0.1487575270259562,0.2954375443047421,0.07148164703436014
recent_origins,3,NAIVE,28,1.4394063127221775,1.1689480844561895,1.1113860576053474,0.6401923998211169,0.36939664865413707
recent_origins,4,INDEPENDENT_BRIDGE,27,0.5352652969828926,0.4498541121211531,0.11173228681416242,0.2890574010178504,0.09519873487879123
recent_origins,4,TARGET_ML,27,0.688319075454608,0.5960195006172463,0.314715300846299,0.3223870226563536,0.09820585322271598
recent_origins,4,TARGET_FX_ML,27,0.6771728849840075,0.5411256264332791,0.39200452753330456,0.3221696768472313,0.11997819645694002
recent_origins,4,TARGET_U_FX_ML,27,0.6791156434271797,0.5441063158690023,0.40427663626652016,0.3234652661762402,0.12294681884222118
recent_origins,4,BVAR_U_FX,27,0.8631921575980754,0.7000734282823765,-0.5124521464060641,0.3119814120979529,-0.10568987984559747
recent_origins,4,RF_U_FX,27,0.5405134026632775,0.4363362739578733,0.2565906556500855,0.3003829924801262,0.10935356464674804
recent_origins,4,NAIVE,27,1.7664315827386883,1.5210754696488242,1.5040125102764517,0.6500324433613907,0.3926689436409892
recent_origins,5,INDEPENDENT_BRIDGE,26,0.5786540395945021,0.4674169052744841,0.18663866219583178,0.29375771134999734,0.07428548576184667
recent_origins,5,TARGET_ML,26,0.7564394285209521,0.6588169428518099,0.4378252259317032,0.31657287373953463,0.0949606220145618
recent_origins,5,TARGET_FX_ML,26,0.7584917531657079,0.6276003653114054,0.5342650796267883,0.32212193528996463,0.11752288505096574
recent_origins,5,TARGET_U_FX_ML,26,0.7613644338171492,0.6322393832228633,0.5474511114368381,0.32229612670838886,0.1198274505765091
recent_origins,5,BVAR_U_FX,26,0.9482174106884962,0.7887574592070623,-0.6026137360170829,0.3244230473029689,-0.10506562979308141
recent_origins,5,RF_U_FX,26,0.6351795695684673,0.48673307544447897,0.36862840331961194,0.3140648051943651,0.09313195063052061
recent_origins,5,NAIVE,26,2.1072951732542236,1.9010141770557587,1.9010141770557587,0.6502741209759876,0.3830132500132792
recent_origins,6,INDEPENDENT_BRIDGE,25,0.6777098464569112,0.5095955868354536,0.25358231941447107,0.26054757822934543,0.04362418125236998
recent_origins,6,TARGET_ML,25,0.8217987447368441,0.718787758216764,0.5688223300869173,0.28884512153488695,0.0783608553793523
recent_origins,6,TARGET_FX_ML,25,0.8491211874077297,0.7102180268217693,0.6832200834346017,0.29751274349300516,0.10158839218202789
recent_origins,6,TARGET_U_FX_ML,25,0.8567205352474656,0.7182988943598717,0.6953198033090449,0.2982515182621969,0.10309800274042806
recent_origins,6,BVAR_U_FX,25,1.034799518368142,0.8404147841754117,-0.6722577916386934,0.31977532386258367,-0.11346338378071578
recent_origins,6,RF_U_FX,25,0.7680214708978683,0.5956239388648352,0.5046576750047803,0.2984168726853205,0.10410714016655867
recent_origins,6,NAIVE,25,2.4674873838142317,2.2938111667946943,2.2938111667946943,0.6373851671093828,0.3617218483758968
recent_origins,7,INDEPENDENT_BRIDGE,24,0.8168806387634665,0.6690555959728138,0.3325705856871112,0.28384423755230503,0.0642797048369059
recent_origins,7,TARGET_ML,24,0.9450192850887333,0.8103453505035668,0.7153131764665176,0.30016968947101275,0.09596141456356012
recent_origins,7,TARGET_FX_ML,24,0.9920998108508985,0.8508621698073192,0.842031060890772,0.3051098616941472,0.11934736764755187
recent_origins,7,TARGET_U_FX_ML,24,1.0030193194722763,0.8595701854837493,0.8559926686912256,0.306054127905412,0.12066917111073787
recent_origins,7,BVAR_U_FX,24,1.1626053604920337,0.9362094585022239,-0.7404931573002239,0.3214437547339713,-0.09903895946528145
recent_origins,7,RF_U_FX,24,0.9035030271152243,0.6925545118310938,0.6569336012996886,0.30464022954003583,0.119928269038928
recent_origins,7,NAIVE,24,2.858957255863744,2.698672575421238,2.698672575421238,0.65037059097648,0.37386784823480196
recent_origins,8,INDEPENDENT_BRIDGE,23,0.9243030945141585,0.8095586192893202,0.4302806963425486,0.27742238264676955,0.08387460637172199
