model,target,old_origin,new_origin,old_h,new_h,monthly_revision,annual_revision,revision_status,contribution_core,contribution_food,contribution_administered,contribution_alcohol_tobacco,contribution_fuel,contribution_wedge
MCT_FAST_R18,2019-05,2019-02,2019-03,3,2,-0.008155184873032711,-0.0010529756613899544,reconciled,-0.015565923111485705,0.007968669264019797,-0.00044634482045336453,0.0,-1.062435468162093e-16,-0.00011158620511333983
MCT_FAST_R18,2019-05,2019-03,2019-04,2,1,0.03815233463231596,0.21341082891766305,reconciled,-0.010944261369589009,-0.0014622049726445915,0.000119661028158859,0.0,0.05040922468935098,2.9915257039714316e-05
MCT_FAST_R18,2019-06,2019-02,2019-03,4,3,-0.008937428538978207,-0.010187314432449579,reconciled,-0.015100378656377242,0.005605019091832307,0.0,0.0,0.0,0.0005579310255667096
MCT_FAST_R18,2019-06,2019-03,2019-04,3,2,-0.011043710540126123,0.2015033792537393,reconciled,-0.010243117407154917,-0.0006510168477726168,0.0,0.0,0.0,-0.00014957628519857852
MCT_FAST_R18,2019-06,2019-04,2019-05,2,1,0.05117426523060195,-0.2718683788534726,reconciled,0.006500406578115528,0.010825022878484029,0.0,0.0,0.03381291552457174,3.592024943066541e-05
MCT_FAST_R18,2019-07,2019-02,2019-03,5,4,-0.01025676898340272,-0.02068176903888297,reconciled,-0.013080514036180935,0.004051193309024686,-0.00022317241022668226,0.0,2.124870936324186e-16,-0.0010042758460200585
MCT_FAST_R18,2019-07,2019-03,2019-04,4,3,-0.010534773606284131,0.19105086636751567,reconciled,-0.010452159298398378,-0.00041168213532235404,5.98305140794295e-05,0.0,-2.124870936324186e-16,0.00026923731335742884
MCT_FAST_R18,2019-07,2019-04,2019-05,3,2,0.011171302451638332,-0.2608811584752444,reconciled,0.005904876060013664,0.005345450940372122,-1.4368099772265816e-05,0.0,0.0,-6.465644897519704e-05
MCT_FAST_R18,2019-07,2019-05,2019-06,2,1,-0.04640386408729569,0.3693059564876702,reconciled,-0.008761570162500287,0.0012752738608662467,-2.2481580537109247e-05,0.0,-0.038793919092707546,-0.00010116711241699161
MCT_FAST_R18,2019-08,2019-02,2019-03,6,5,-0.012819648440486053,-0.033787719963196405,reconciled,-0.015021180339703274,0.0022015318992173044,0.0,0.0,-1.062435468162093e-16,6.938893903907228e-18
MCT_FAST_R18,2019-08,2019-03,2019-04,5,4,-0.010360723160296376,0.18018853863046136,reconciled,-0.009612234539775166,-0.0007484886205213204,0.0,0.0,1.062435468162093e-16,-6.938893903907228e-18
MCT_FAST_R18,2019-08,2019-04,2019-05,4,3,0.0088598897972177,-0.25146987542734456,reconciled,0.005565044676262343,0.0032948451209553614,0.0,0.0,0.0,0.0
MCT_FAST_R18,2019-08,2019-05,2019-06,3,2,0.001550367094047659,0.37044380085910467,reconciled,-0.008327107304416333,0.009877474398463773,0.0,0.0,2.124870936324186e-16,0.0
MCT_FAST_R18,2019-08,2019-06,2019-07,2,1,0.036531926318951885,0.2306308955161569,reconciled,0.037553702996872336,-0.0020983784244006654,0.0,0.0,0.0010766017464802133,6.938893903907228e-18
MCT_FAST_R18,2019-09,2019-02,2019-03,7,6,-0.016137569017169978,-0.05040435192510362,reconciled,-0.017207929211579487,0.0015167050148626599,-0.00044634482045336453,0.0,2.124870936324186e-16,-6.938893903907228e-18
MCT_FAST_R18,2019-09,2019-03,2019-04,6,5,-0.009044101255423848,0.17111273038235408,reconciled,-0.008749812818275915,-0.0004139494653065956,0.000119661028158859,0.0,-2.124870936324186e-16,6.938893903907228e-18
MCT_FAST_R18,2019-09,2019-04,2019-05,5,4,0.008956165054769621,-0.24257380356668934,reconciled,0.00537606334142296,0.0036088379128912107,-2.8736199544531632e-05,0.0,0.0,-6.938893903907228e-18
MCT_FAST_R18,2019-09,2019-05,2019-06,4,3,-0.0017351608297778154,0.36912194277130217,reconciled,-0.008253321026691463,0.006563123357987963,-4.4963161074218494e-05,0.0,-1.062435468162093e-16,0.0
MCT_FAST_R18,2019-09,2019-06,2019-07,3,2,0.03467735450677514,0.2667044077286991,reconciled,0.03445259871975012,0.00020320199804797767,2.1553788976955493e-05,0.0,1.062435468162093e-16,0.0
MCT_FAST_R18,2019-09,2019-07,2019-08,2,1,0.01028119766719758,0.006881200085095518,reconciled,0.02796994673875111,-0.005953341085578823,6.415587205631235e-05,0.0,-0.01179956385803104,-6.938893903907228e-18
MCT_FAST_R18,2019-10,2019-02,2019-03,8,7,-0.013118207389604786,-0.06378168584546717,reconciled,-0.013369335715182062,0.0009206455562574128,0.0,0.0,-1.062435468162093e-16,-0.0006695172306800399
MCT_FAST_R18,2019-10,2019-03,2019-04,7,6,-0.00977974510992563,0.16102072672709467,reconciled,-0.009710933110057635,-0.00024830354210639283,0.0,0.0,1.062435468162093e-16,0.0001794915422382859
MCT_FAST_R18,2019-10,2019-04,2019-05,6,5,0.008240165526038179,-0.23401621574871134,reconciled,0.00571498405942808,0.0025682857659269226,0.0,0.0,0.0,-4.3104299316798315e-05
MCT_FAST_R18,2019-10,2019-05,2019-06,5,4,-0.0024187474140318632,0.36644920093092015,reconciled,-0.0077683247851539905,0.005417022112733219,0.0,0.0,2.124870936324186e-16,-6.744474161132774e-05
MCT_FAST_R18,2019-10,2019-06,2019-07,4,3,0.03380271997839607,0.3012670391131138,reconciled,0.0337850388497159,-1.4649554785084451e-05,0.0,0.0,-2.124870936324186e-16,3.233068346543671e-05
MCT_FAST_R18,2019-10,2019-07,2019-08,3,2,0.017098769515561774,0.02443873891970716,reconciled,0.02595481256099247,-0.008952276853515143,0.0,0.0,0.0,9.623380808447199e-05
MCT_FAST_R18,2019-10,2019-08,2019-09,2,1,-0.024410129905160005,-0.20765375681849418,reconciled,-0.01804538381211257,-0.010293526746038999,0.0,0.0,0.0038800133821230436,4.876727086849074e-05
MCT_FAST_R18,2019-11,2019-02,2019-03,9,8,-0.014653492329633026,-0.07889858020891527,reconciled,-0.01524879401885851,0.0005953016892254748,0.0,0.0,0.0,1.734723475976807e-18
MCT_FAST_R18,2019-11,2019-03,2019-04,8,7,-0.009102788345159544,0.15187243841141074,reconciled,-0.008975296674310174,-0.000127491670849373,0.0,0.0,0.0,0.0
MCT_FAST_R18,2019-11,2019-04,2019-05,7,6,0.007075023695631077,-0.22703738916665905,reconciled,0.005611796246989597,0.0014632274486414826,0.0,0.0,0.0,-1.734723475976807e-18
MCT_FAST_R18,2019-11,2019-05,2019-06,6,5,-0.007030993076152656,0.35966941314504286,reconciled,-0.007809159401329879,0.0007781663251772257,0.0,0.0,0.0,0.0
MCT_FAST_R18,2019-11,2019-06,2019-07,5,4,0.034283096736297716,0.33697955848931427,reconciled,0.033621959298858854,0.0006611374374388586,0.0,0.0,0.0,1.734723475976807e-18
MCT_FAST_R18,2019-11,2019-07,2019-08,4,3,0.019150215006021702,0.044233418099266064,reconciled,0.025064201603928016,-0.005913986597906323,0.0,0.0,0.0,0.0
MCT_FAST_R18,2019-11,2019-08,2019-09,3,2,-0.02188734253367141,-0.23054239588566894,reconciled,-0.016402652304904466,-0.005484690228766943,0.0,0.0,0.0,-1.734723475976807e-18
MCT_FAST_R18,2019-11,2019-09,2019-10,2,1,-0.04897755912124419,-0.420356604252377,reconciled,-0.05330718241360467,0.016056052940854236,0.0,0.0,-0.011726429648493743,0.0
MCT_FAST_R18,2019-12,2019-02,2019-03,10,9,-0.013872029100940902,-0.09317095601007397,reconciled,-0.014114246588099288,0.00035380369227150377,0.0,0.0,2.124870936324186e-16,-0.00011158620511333983
MCT_FAST_R18,2019-12,2019-03,2019-04,9,8,-0.009231876433625774,0.14248197915318617,reconciled,-0.009149068494279655,-0.00011272319638565287,0.0,0.0,-2.124870936324186e-16,2.9915257039714316e-05
MCT_FAST_R18,2019-12,2019-04,2019-05,8,7,0.006569482794806902,-0.2204157120937995,reconciled,0.0057506689164447955,0.000825997928248251,0.0,0.0,0.0,-7.184049886137245e-06
MCT_FAST_R18,2019-12,2019-05,2019-06,7,6,-0.00591736291770914,0.35378005977290616,reconciled,-0.00760478552259472,0.0016986633951542457,0.0,0.0,-1.062435468162093e-16,-1.1240790268554623e-05
MCT_FAST_R18,2019-12,2019-06,2019-07,6,5,0.03338970062002389,0.37156744953511245,reconciled,0.03373856596063793,-0.0003542537878583746,0.0,0.0,1.062435468162093e-16,5.388447244243644e-06
MCT_FAST_R18,2019-12,2019-07,2019-08,5,4,0.01843870543762935,0.06328933286582439,reconciled,0.024118639363765737,-0.005695972894150497,0.0,0.0,0.0,1.6038968014074617e-05
MCT_FAST_R18,2019-12,2019-08,2019-09,4,3,-0.019989889833706143,-0.2513454657414469,reconciled,-0.016216519182783162,-0.003781498529401045,0.0,0.0,0.0,8.127878478085548e-06
MCT_FAST_R18,2019-12,2019-09,2019-10,3,2,-0.04540065309726865,-0.46722702889555734,reconciled,-0.04973365969736629,0.004375065212295248,0.0,0.0,-2.1652819585060714e-16,-4.205861219739454e-05
MCT_FAST_R18,2019-12,2019-10,2019-11,2,1,0.007630270438480857,0.40575392055941606,reconciled,0.01762626989134422,-0.0050205183627581584,0.0,0.0,-0.005007131557594159,3.165046748895145e-05
MCT_FAST_R18,2020-01,2019-02,2019-03,11,10,-0.016855474363413947,-0.1101466593791649,reconciled,-0.0135210845191788,0.000236368719392005,-0.006695172306800501,0.0,-1.062435468162093e-16,0.0031244137431735777
MCT_FAST_R18,2020-01,2019-03,2019-04,10,9,-0.008271631261627221,0.13381796186523554,reconciled,-0.009169426029321998,-5.949345757613744e-05,0.0017949154223829145,0.0,1.062435468162093e-16,-0.0008376271971120355
MCT_FAST_R18,2020-01,2019-04,2019-05,9,8,0.006251220422994974,-0.21366625924433746,reconciled,0.0058454016403237385,0.0006357083790274609,-0.0004310429931679849,0.0,0.0,0.00020115339681171795
MCT_FAST_R18,2020-01,2019-05,2019-06,8,7,-0.0065889126035370005,0.34644233023851356,reconciled,-0.007454624445291602,0.0012254171303481554,-0.0006744474161132774,0.0,2.124870936324186e-16,0.00031474212751952946
MCT_FAST_R18,2020-01,2019-06,2019-07,7,6,0.03415784826729229,0.4058048435593764,reconciled,0.033892926383521316,9.249157195539981e-05,0.0003233068346543133,0.0,-2.124870936324186e-16,-0.00015087652283866243
MCT_FAST_R18,2020-01,2019-07,2019-08,6,5,0.02156017459092796,0.085248871939823,reconciled,0.02331130537286863,-0.0022643777583911395,0.0009623380808446991,0.0,0.0,-0.0004490911043942003
MCT_FAST_R18,2020-01,2019-08,2019-09,5,4,-0.02023086633561655,-0.27166700219629636,reconciled,-0.016296451545594254,-0.0041945069013208935,0.00048767270868504964,0.0,0.0,-0.0002275805973863676
MCT_FAST_R18,2020-01,2019-09,2019-10,4,3,-0.04479880549047588,-0.5120405915816004,reconciled,-0.04767861332726306,0.004225683427103277,-0.0025235167318434504,0.0,4.330563917012143e-16,0.00117764114152695
MCT_FAST_R18,2020-01,2019-10,2019-11,3,2,0.015433874545749848,0.4207117068164248,reconciled,0.0160291144155095,-0.0016080548294061525,0.0018990280493370038,0.0,0.0,-0.0008862130896905955
MCT_FAST_R18,2020-01,2019-11,2019-12,2,1,-0.036628600034325776,-0.043373581009768625,reconciled,-0.03470736232051924,0.0015112491305700748,0.001187625346237231,0.0,-0.004065887029036385,-0.0005542251615773819
MCT_FAST_R18,2020-02,2019-02,2019-03,12,11,-0.033251331848714594,-0.010162613287085343,reconciled,-0.013679125656930385,0.019877374521861467,0.007243986146202027,-0.022874108085827148,0.0,-0.023819458774020537
MCT_FAST_R18,2020-02,2019-03,2019-04,11,10,-0.00887287657923952,0.12486616040428755,reconciled,-0.008972348975838096,-4.4120837192102025e-05,0.000119661028158859,0.0,0.0,2.39322056317659e-05
MCT_FAST_R18,2020-02,2019-04,2019-05,10,9,0.006220692451475274,-0.20750505213621473,reconciled,0.005877735593312672,0.00037744029761606346,-2.8736199544531632e-05,0.0,0.0,-5.747239908916041e-06
MCT_FAST_R18,2020-02,2019-05,2019-06,9,8,-0.006730180858859791,0.3398804154529951,reconciled,-0.0073756478924474345,0.0006994228268766833,-4.4963161074218494e-05,0.0,0.0,-8.992632214842311e-06
MCT_FAST_R18,2020-02,2019-06,2019-07,8,7,0.034091474526240895,0.44126960688420525,reconciled,0.03403601668858067,2.9593290887933166e-05,2.1553788976955493e-05,0.0,0.0,4.310757795406711e-06
MCT_FAST_R18,2020-02,2019-07,2019-08,7,6,0.020759497133653437,0.10674373625970501,reconciled,0.022627117969495097,-0.00194460788230931,6.415587205631235e-05,0.0,0.0,1.2831174411257612e-05
MCT_FAST_R18,2020-02,2019-08,2019-09,6,5,-0.018898148973828188,-0.29148256997127486,reconciled,-0.016384120010413145,-0.002553042780109843,3.251151391233699e-05,0.0,0.0,6.5023027824573365e-06
MCT_FAST_R18,2020-02,2019-09,2019-10,5,4,-0.04315402070199914,-0.5568143670122003,reconciled,-0.04629287092779588,0.0033407315643442653,-0.00016823444878956428,0.0,0.0,-3.364688975791494e-05
MCT_FAST_R18,2020-02,2019-10,2019-11,4,3,0.013407359815099162,0.43482977118202193,reconciled,0.015231229879159175,-0.0019757923080070128,0.00012660186995579886,0.0,0.0,2.5320373991156303e-05
MCT_FAST_R18,2020-02,2019-11,2019-12,3,2,-0.019820038334666945,-0.06375565047238885,reconciled,-0.03101445387694443,0.01109940551457847,7.917502308248461e-05,0.0,0.0,1.583500461651427e-05
MCT_FAST_R18,2020-02,2019-12,2020-01,2,1,-0.01820743628262672,0.22493458407058142,reconciled,-0.008920590355330882,0.010741802930714764,2.3912179408461243e-05,0.0,-0.020057343473300685,4.7824358816797585e-06
MCT_FAST_R18,2020-03,2019-03,2019-04,12,11,0.011509015717565546,0.04750920809152204,reconciled,-0.013899078661000572,0.011193922572280204,0.000119661028158859,0.0038786037018073913,-2.124870936324186e-16,0.01021590707631987
MCT_FAST_R18,2020-03,2019-04,2019-05,11,10,0.006084082829683337,-0.20085005932127853,reconciled,0.0058004703372147165,0.0002606235328330084,-2.8736199544531632e-05,0.0,0.0,5.172515918015069e-05
MCT_FAST_R18,2020-03,2019-05,2019-06,10,9,-0.006950254468690419,0.332061233869271,reconciled,-0.007418398397589163,0.0004321734000394678,-4.4963161074218494e-05,0.0,-1.062435468162093e-16,8.093368993359468e-05
MCT_FAST_R18,2020-03,2019-06,2019-07,9,8,0.03416832568846238,0.47556645887243,reconciled,0.03413756553651981,4.8003183124013804e-05,2.1553788976955493e-05,0.0,1.062435468162093e-16,-3.8796820158511214e-05
MCT_FAST_R18,2020-03,2019-07,2019-08,8,7,0.020908429084723353,0.12813038027286883,reconciled,0.02211373667701711,-0.0011539828946486932,6.415587205631235e-05,0.0,0.0,-0.00011548056970137055
MCT_FAST_R18,2020-03,2019-08,2019-09,7,6,-0.01774830397425775,-0.30929514416689674,reconciled,-0.016342549853203835,-0.001379744909924055,3.251151391233699e-05,0.0,0.0,-5.8520725042199295e-05
MCT_FAST_R18,2020-03,2019-09,2019-10,6,5,-0.041929918216602746,-0.5987671595112323,reconciled,-0.045471402950215185,0.0034068971745810014,-0.00016823444878956428,0.0,-2.1652819585060714e-16,0.0003028220078212171
MCT_FAST_R18,2020-03,2019-10,2019-11,5,4,0.012633846822327027,0.44688531828837963,reconciled,0.01498357857564053,-0.0022484502573488566,0.00012660186995579886,0.0,0.0,-0.0002278833659204449
MCT_FAST_R18,2020-03,2019-11,2019-12,4,3,-0.024090712326765917,-0.08836944213853526,reconciled,-0.029884022142725904,0.005856649834425968,7.917502308248461e-05,0.0,0.0,-0.00014251504154846883
MCT_FAST_R18,2020-03,2019-12,2020-01,3,2,0.002511365462451391,0.22701380263969906,reconciled,-0.007813441420892332,0.01034393662686986,2.3912179408461243e-05,0.0,6.495845875518214e-16,-4.304192293523579e-05
MCT_FAST_R18,2020-03,2020-01,2020-02,2,1,0.05418561334665899,0.6960421831940877,reconciled,0.08997133261571491,-0.0033524073636334445,0.0,-0.0028397532005208434,-0.029593558704901653,0.0
MCT_FAST_R18,2020-04,2019-04,2019-05,12,11,-0.044964168559168516,0.05354736416421124,reconciled,0.008757325789415044,-0.017654984945562897,-2.8736199544531632e-05,-0.04160470277920254,0.0,0.005566929575726416
MCT_FAST_R18,2020-04,2019-05,2019-06,11,10,-0.006990019327092756,0.3251968853034124,reconciled,-0.007165226357158133,0.0002831186166432631,-4.4963161074218494e-05,0.0,2.124870936324186e-16,-6.294842550390659e-05
MCT_FAST_R18,2020-04,2019-06,2019-07,10,9,0.03438919346964148,0.5113816755899143,reconciled,0.034334153024235314,3.311351861656764e-06,2.1553788976955493e-05,0.0,-2.124870936324186e-16,3.0175304567742894e-05
MCT_FAST_R18,2020-04,2019-07,2019-08,9,8,0.020609378935871975,0.14953336819768737,reconciled,0.021297874608473044,-0.0008424697655361676,6.415587205631235e-05,0.0,0.0,8.981822087884145e-05
MCT_FAST_R18,2020-04,2019-08,2019-09,8,7,-0.01725869698908597,-0.3274673831502848,reconciled,-0.016693873232832945,-0.0006428513896426374,3.251151391233699e-05,0.0,0.0,4.55161194772534e-05
MCT_FAST_R18,2020-04,2019-09,2019-10,7,6,-0.04278995765631535,-0.6432297242849279,reconciled,-0.043762362695230234,0.0013761677160094021,-0.00016823444878956428,0.0,4.330563917012143e-16,-0.00023552822830538722
MCT_FAST_R18,2020-04,2019-10,2019-11,6,5,0.012719910861293426,0.46029480809703216,reconciled,0.013922580347436792,-0.0015065139740372963,0.00012660186995579886,0.0,0.0,0.00017724261793812014
MCT_FAST_R18,2020-04,2019-11,2019-12,5,4,-0.024461389185784305,-0.11353962339607637,reconciled,-0.03047870829349883,0.005827299052316527,7.917502308248461e-05,0.0,0.0,0.00011084503231549234
MCT_FAST_R18,2020-04,2019-12,2020-01,4,3,-0.001063415175669935,0.2260727511281191,reconciled,-0.007526738932359611,0.0064059345261100464,2.3912179408461243e-05,0.0,-6.495845875518214e-16,3.347705117183811e-05
MCT_FAST_R18,2020-04,2020-01,2020-02,3,2,0.08859677341989308,0.7881894225214126,reconciled,0.08362444002661354,0.00602323740859375,0.0,-0.001050904015314439,2.1177061935218064e-16,0.0
MCT_FAST_R18,2020-04,2020-02,2020-03,2,1,-0.31506875296383335,-0.6477503053273583,reconciled,0.00491665574411293,-0.015175870640452907,0.0,0.0,-0.3048095380674934,0.0
MCT_FAST_R18,2020-05,2019-05,2019-06,12,11,0.08159481524994677,-0.025228953549740307,reconciled,-0.009934541715615669,0.07465906915567931,-4.4963161074218494e-05,0.02613391756924463,0.0,-0.009218666598287333
MCT_FAST_R18,2020-05,2019-06,2019-07,11,10,0.03446879445102863,0.5448132710666131,reconciled,0.03443529420209428,1.6257217752876918e-05,2.1553788976955493e-05,0.0,0.0,-4.310757795389364e-06
MCT_FAST_R18,2020-05,2019-07,2019-08,10,9,0.02040538440153894,0.16997915683558817,reconciled,0.020811591608314556,-0.00045753190442070213,6.415587205631235e-05,0.0,0.0,-1.2831174411261081e-05
MCT_FAST_R18,2020-05,2019-08,2019-09,9,8,-0.01723453974026634,-0.34406298606387553,reconciled,-0.016698053445713318,-0.0005624955056828806,3.251151391233699e-05,0.0,0.0,-6.502302782471214e-06
MCT_FAST_R18,2020-05,2019-09,2019-10,8,7,-0.04250096065468312,-0.684298163347774,reconciled,-0.04298731390356915,0.000620940807917636,-0.00016823444878956428,0.0,0.0,3.3646889757908e-05
MCT_FAST_R18,2020-05,2019-10,2019-11,7,6,0.013093907803316318,0.4719307071339056,reconciled,0.013689101901949816,-0.0006964755945981366,0.00012660186995579886,0.0,0.0,-2.5320373991156303e-05
MCT_FAST_R18,2020-05,2019-11,2019-12,6,5,-0.02871491471007903,-0.14243292047750478,reconciled,-0.030547357896445484,0.001769103167900507,7.917502308248461e-05,0.0,0.0,-1.5835004616493453e-05
MCT_FAST_R18,2020-05,2019-12,2020-01,5,4,-0.002441269034444471,0.22268412686442218,reconciled,-0.007196192451870746,0.004735793673899508,2.3912179408461243e-05,0.0,0.0,-4.782435881693636e-06
MCT_FAST_R18,2020-05,2020-01,2020-02,4,3,0.08077633336527124,0.8683228475397513,reconciled,0.08107260472761427,0.0017929406065213815,0.0,-0.0020892119688644545,0.0,0.0
MCT_FAST_R18,2020-05,2020-02,2020-03,3,2,-0.00817030676757069,-0.654069355593601,reconciled,0.004673480842711214,-0.012843787610281876,0.0,0.0,0.0,0.0
MCT_FAST_R18,2020-05,2020-03,2020-04,2,1,-0.20371160563937377,-0.288719715433702,reconciled,-0.06915520200377634,0.01026547113258755,0.0,0.0,-0.144821874768185,0.0
MCT_FAST_R18,2020-06,2019-06,2019-07,12,11,0.055017277556885014,0.5389100406185321,reconciled,0.0538596831711767,0.015458474864202737,0.0,-0.010680952713311355,1.062435468162093e-16,-0.003619927765183213
MCT_FAST_R18,2020-06,2019-07,2019-08,11,10,0.019837164331448442,0.19029769269801777,reconciled,0.020226777035739774,-0.0003382880066462625,0.0,0.0,0.0,-5.1324697645052566e-05
MCT_FAST_R18,2020-06,2019-08,2019-09,10,9,-0.01712659247303014,-0.36152036025337875,reconciled,-0.01684352770512676,-0.00025705555677346323,0.0,0.0,0.0,-2.600921112987445e-05
MCT_FAST_R18,2020-06,2019-09,2019-10,9,8,-0.0411880756803476,-0.7259233734215265,reconciled,-0.04189733779976461,0.0005746745603855408,0.0,0.0,-2.1652819585060714e-16,0.0001345875590316487
MCT_FAST_R18,2020-06,2019-10,2019-11,8,7,0.01274022099770658,0.48455502154418273,reconciled,0.01314913525690177,-0.0003076327632305295,0.0,0.0,0.0,-0.00010128149596463909
MCT_FAST_R18,2020-06,2019-11,2019-12,7,6,-0.029663526147173352,-0.17262605636906025,reconciled,-0.030999532591157633,0.0013993464624502613,0.0,0.0,0.0,-6.334001846598075e-05
MCT_FAST_R18,2020-06,2019-12,2020-01,6,5,-0.004124886862998084,0.2182325204680131,reconciled,-0.00701832815158171,0.0029125710321097446,0.0,0.0,6.495845875518214e-16,-1.9129743526774545e-05
MCT_FAST_R18,2020-06,2020-01,2020-02,5,4,0.08390662342634173,0.9540068216989237,reconciled,0.08032008339928483,0.0027579376553442565,0.0,0.0008286023717126861,-4.8027334231925974e-17,0.0
MCT_FAST_R18,2020-06,2020-02,2020-03,4,3,-0.00402443621251472,-0.6580445388309228,reconciled,0.003953884971681865,-0.007978321184196068,0.0,0.0,-5.102003589601001e-16,0.0
MCT_FAST_R18,2020-06,2020-03,2020-04,3,2,-0.050717327261742065,-0.3405172453779812,reconciled,-0.06365774188148281,0.012940414619740617,0.0,0.0,1.251713014908118e-16,0.0
MCT_FAST_R18,2020-06,2020-04,2020-05,2,1,0.020736964474023803,0.21945552249325573,reconciled,-0.02076536277738894,-0.006837237830831677,0.0,0.0,0.04833956508224443,0.0
MCT_FAST_R18,2020-07,2019-07,2019-08,12,11,0.03428404310831995,0.293620401205025,reconciled,0.06906926155991616,-0.016811831400502842,3.207793602815617e-05,-0.017490315373583528,0.0,-0.0005151496135380336
MCT_FAST_R18,2020-07,2019-08,2019-09,11,10,-0.017243626613248353,-0.3792826740363475,reconciled,-0.017200200805625454,-0.0001832253174458981,1.6255756956168495e-05,0.0,0.0,0.0001235437528668351
MCT_FAST_R18,2020-07,2019-09,2019-10,10,9,-0.04073366211668955,-0.7674171617180354,reconciled,-0.040300555875578514,0.000290301888683675,-8.411722439478214e-05,0.0,4.330563917012143e-16,-0.0006392909054003331
MCT_FAST_R18,2020-07,2019-10,2019-11,9,8,0.01234376518552971,0.49704126086565203,reconciled,0.012134769300215675,-0.00033539215549593937,6.330093497789943e-05,0.0,0.0,0.0004810871058320409
MCT_FAST_R18,2020-07,2019-11,2019-12,8,7,-0.030474303066050645,-0.2036460434327032,reconciled,-0.03193899473640105,0.0011242390710957187,3.958751154124231e-05,0.0,0.0,0.0003008650877134619
MCT_FAST_R18,2020-07,2019-12,2020-01,7,6,-0.005189634960714062,0.21284840769917102,reconciled,-0.006998818134620222,0.0017063608024504087,1.1956089704230621e-05,0.0,-6.495845875518214e-16,9.086628175214158e-05
MCT_FAST_R18,2020-07,2020-01,2020-02,6,5,0.0791162479829089,1.0350757551038972,reconciled,0.08054591195951144,0.00017775751776769738,0.0,-0.0016074214943704243,2.1177061935218064e-16,0.0
MCT_FAST_R18,2020-07,2020-02,2020-03,5,4,-0.003546079208453845,-0.6618953222946611,reconciled,0.0031327136609382578,-0.006678792869392346,0.0,0.0,2.551001794800501e-16,0.0
MCT_FAST_R18,2020-07,2020-03,2020-04,4,3,-0.05429472837814697,-0.39601033991711887,reconciled,-0.06197978554109218,0.0076850571629453815,0.0,0.0,-2.503426029816236e-16,0.0
MCT_FAST_R18,2020-07,2020-04,2020-05,3,2,0.012781247617593194,0.23246998235807803,reconciled,0.015760197935975495,0.0006010269711179267,-0.0035799772895001563,0.0,0.0,0.0
MCT_FAST_R18,2020-07,2020-05,2020-06,2,1,0.08653186256238482,0.5005088021201884,reconciled,0.02690443623888683,-0.015519389886657124,0.004095704888652404,0.0,0.07105111132150267,0.0
MCT_FAST_R18,2020-08,2019-08,2019-09,12,11,0.014650816199003214,-0.3842292122622637,reconciled,-0.0032718424300101356,0.010295427982914065,0.0,0.0177565000350788,0.0,-0.010129269388979532
MCT_FAST_R18,2020-08,2019-09,2019-10,11,10,-0.03991549432849359,-0.8075502970141291,reconciled,-0.04004956504557308,0.0002013644965955519,0.0,0.0,-2.1652819585060714e-16,-6.729377951582988e-05
MCT_FAST_R18,2020-08,2019-10,2019-11,10,9,0.012206919564543159,0.509006852734623,reconciled,0.012303726395867229,-0.00014744757930638952,0.0,0.0,0.0,5.0640747982319545e-05
MCT_FAST_R18,2020-08,2019-11,2019-12,9,8,-0.03110858620177265,-0.23521509628785253,reconciled,-0.0317390426174087,0.000598786406403054,0.0,0.0,0.0,3.1670009233004254e-05
MCT_FAST_R18,2020-08,2019-12,2020-01,8,7,-0.0055665638436816905,0.20689063466960222,reconciled,-0.006678885651891828,0.0011027569364460976,0.0,0.0,6.495845875518214e-16,9.564871763373395e-06
MCT_FAST_R18,2020-08,2020-01,2020-02,7,6,0.08094922454174455,1.1173854359327908,reconciled,0.07964091620265049,0.0005833736507379617,0.0,0.0007249346883561377,-4.8027334231925974e-17,0.0
MCT_FAST_R18,2020-08,2020-02,2020-03,6,5,-0.0012471104672176353,-0.6628556675833539,reconciled,0.0022769283106166688,-0.0035240387778338045,0.0,0.0,-5.102003589601001e-16,0.0
MCT_FAST_R18,2020-08,2020-03,2020-04,5,4,-0.05378056280920548,-0.4508186008113677,reconciled,-0.06075605554596054,0.0069754927367549485,0.0,0.0,1.251713014908118e-16,0.0
MCT_FAST_R18,2020-08,2020-04,2020-05,4,3,-0.022590026071624372,0.20907307578307766,reconciled,-0.022130096644302197,-0.00045992942732217545,0.0,0.0,0.0,0.0
MCT_FAST_R18,2020-08,2020-05,2020-06,3,2,0.05486508236657716,0.5563943213546341,reconciled,0.06571632204681976,-0.010851239680243374,0.0,0.0,7.605429619417237e-16,0.0
MCT_FAST_R18,2020-08,2020-06,2020-07,2,1,0.04655210919324626,0.3845352713527963,reconciled,0.028565725479568274,-0.008897967064436033,0.0,0.0,0.026884350778114033,0.0
MCT_FAST_R18,2020-09,2019-09,2019-10,12,11,-0.11397358160121615,-0.680677735095085,reconciled,-0.08962081712492417,-0.03446884917380738,-0.00016823444878956428,0.0030434633563901532,4.330563917012143e-16,0.007240855789914437
MCT_FAST_R18,2020-09,2019-10,2019-11,11,10,0.012348287082633247,0.5232561519474457,reconciled,0.012615029073233919,-0.00011481974665374095,0.00012660186995579886,0.0,0.0,-0.00027852411390275056
MCT_FAST_R18,2020-09,2019-11,2019-12,10,9,-0.031119560829908494,-0.26789430360697386,reconciled,-0.03140523099520026,0.00038068019299074274,7.917502308248461e-05,0.0,0.0,-0.00017418505078147656
