dataset,freq,s_adj,age,unit,sex,geo,time,value,status
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2002-05,7.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2002-06,7.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2002-07,7.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2002-08,7.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2002-09,7.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2002-10,6.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2002-11,7.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2002-12,7.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-01,7.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-02,7.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-03,7.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-04,7.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-05,7.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-06,7.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-07,7.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-08,7.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-09,8.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-10,7.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-11,8.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2003-12,8.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-01,8.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-02,9.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-03,8.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-04,8.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-05,8.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-06,7.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-07,8.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-08,8.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-09,8.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-10,8.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-11,8.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2004-12,7.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-01,8.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-02,8.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-03,7.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-04,8.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-05,7.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-06,7.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-07,7.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-08,7.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-09,7.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-10,7.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-11,7.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2005-12,7.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-01,8.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-02,7.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-03,8.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-04,7.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-05,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-06,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-07,7.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-08,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-09,7.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-10,6.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-11,6.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2006-12,6.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-01,6.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-02,6.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-03,5.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-04,5.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-05,5.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-06,5.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-07,5.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-08,5.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-09,5.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-10,5.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-11,4.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2007-12,4.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-01,4.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-02,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-03,4.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-04,4.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-05,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-06,4.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-07,4.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-08,4.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-09,4.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-10,4.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-11,4.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2008-12,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-01,5.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-02,5.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-03,5.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-04,6.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-05,6.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-06,6.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-07,7.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-08,7.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-09,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-10,7.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-11,7.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2009-12,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-01,8.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-02,8.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-03,7.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-04,7.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-05,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-06,6.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-07,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-08,7.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-09,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-10,7.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-11,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2010-12,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-01,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-02,7.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-03,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-04,6.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-05,6.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-06,6.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-07,6.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-08,6.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-09,6.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-10,6.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-11,6.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2011-12,6.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-01,6.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-02,7.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-03,7.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-04,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-05,6.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-06,6.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-07,7.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-08,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-09,6.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-10,7.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-11,7.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2012-12,6.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-01,7.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-02,7.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-03,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-04,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-05,7.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-06,6.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-07,6.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-08,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-09,6.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-10,6.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-11,7.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2013-12,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-01,6.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-02,6.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-03,6.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-04,6.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-05,6.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-06,6.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-07,5.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-08,6.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-09,5.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-10,5.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-11,6.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2014-12,5.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-01,6.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-02,6.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-03,5.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-04,5.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-05,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-06,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-07,5.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-08,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-09,4.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-10,4.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-11,4.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2015-12,4.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-01,4.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-02,4.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-03,4.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-04,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-05,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-06,4.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-07,4.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-08,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-09,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-10,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-11,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2016-12,3.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-01,3.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-02,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-03,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-04,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-05,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-06,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-07,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-08,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-09,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-10,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-11,2.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2017-12,2.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-01,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-02,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-03,2.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-04,2.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-05,2.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-06,2.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-07,2.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-08,2.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-09,2.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-10,2.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-11,1.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2018-12,2.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-01,2.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-02,1.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-03,2.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-04,2.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-05,2.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-06,1.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-07,2.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-08,2.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-09,2.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-10,2.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-11,2.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2019-12,1.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-01,2.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-02,1.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-03,1.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-04,2.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-05,2.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-06,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-07,3.0,
