"Ukazatel","IndicatorType","Typ indexu","TYPUDAJE5B","Klasifikace SITC","SITCVAD","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - listopad 2009","2009-11K","94.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","prosinec 2009","2009-12","92.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - prosinec 2009","2009-12K","94.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","4. čtvrtletí 2009","2009-Q4","91.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2009","2009","94.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2010","2010-01","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2010","2010-01K","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","únor 2010","2010-02","93.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - únor 2010","2010-02K","93.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","březen 2010","2010-03","92.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - březen 2010","2010-03K","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","1. čtvrtletí 2010","2010-Q1","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","duben 2010","2010-04","92.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - duben 2010","2010-04K","93.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","květen 2010","2010-05","94.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - květen 2010","2010-05K","93.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červen 2010","2010-06","95.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červen 2010","2010-06K","93.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2. čtvrtletí 2010","2010-Q2","94.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červenec 2010","2010-07","94.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červenec 2010","2010-07K","93.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","srpen 2010","2010-08","92.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - srpen 2010","2010-08K","93.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","září 2010","2010-09","91.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - září 2010","2010-09K","93.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","3. čtvrtletí 2010","2010-Q3","93.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","říjen 2010","2010-10","90.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - říjen 2010","2010-10K","93.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","listopad 2010","2010-11","91.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - listopad 2010","2010-11K","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","prosinec 2010","2010-12","93.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - prosinec 2010","2010-12K","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","4. čtvrtletí 2010","2010-Q4","91.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2010","2010","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2011","2011-01","91.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2011","2011-01K","91.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","únor 2011","2011-02","91.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - únor 2011","2011-02K","91.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","březen 2011","2011-03","90.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - březen 2011","2011-03K","91.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","1. čtvrtletí 2011","2011-Q1","91.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","duben 2011","2011-04","89.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - duben 2011","2011-04K","90.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","květen 2011","2011-05","89.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - květen 2011","2011-05K","90.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červen 2011","2011-06","89.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červen 2011","2011-06K","90.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2. čtvrtletí 2011","2011-Q2","89.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červenec 2011","2011-07","89.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červenec 2011","2011-07K","90.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","srpen 2011","2011-08","89.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - srpen 2011","2011-08K","90.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","září 2011","2011-09","90.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - září 2011","2011-09K","90.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","3. čtvrtletí 2011","2011-Q3","89.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","říjen 2011","2011-10","91.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - říjen 2011","2011-10K","90.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","listopad 2011","2011-11","92.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - listopad 2011","2011-11K","90.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","prosinec 2011","2011-12","93.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - prosinec 2011","2011-12K","90.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","4. čtvrtletí 2011","2011-Q4","92.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2011","2011","90.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2012","2012-01","94.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2012","2012-01K","94.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","únor 2012","2012-02","92.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - únor 2012","2012-02K","93.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","březen 2012","2012-03","91.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - březen 2012","2012-03K","92.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","1. čtvrtletí 2012","2012-Q1","92.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","duben 2012","2012-04","91.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - duben 2012","2012-04K","92.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","květen 2012","2012-05","93.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - květen 2012","2012-05K","92.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červen 2012","2012-06","94.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červen 2012","2012-06K","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2. čtvrtletí 2012","2012-Q2","93.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červenec 2012","2012-07","94.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červenec 2012","2012-07K","93.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","srpen 2012","2012-08","93.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - srpen 2012","2012-08K","93.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","září 2012","2012-09","91.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - září 2012","2012-09K","93.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","3. čtvrtletí 2012","2012-Q3","93.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","říjen 2012","2012-10","92.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - říjen 2012","2012-10K","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","listopad 2012","2012-11","93.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - listopad 2012","2012-11K","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","prosinec 2012","2012-12","92.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - prosinec 2012","2012-12K","93.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","4. čtvrtletí 2012","2012-Q4","92.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2012","2012","93.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2013","2013-01","93.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2013","2013-01K","93.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","únor 2013","2013-02","92.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - únor 2013","2013-02K","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","březen 2013","2013-03","93.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - březen 2013","2013-03K","93.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","1. čtvrtletí 2013","2013-Q1","93.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","duben 2013","2013-04","94.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - duben 2013","2013-04K","93.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","květen 2013","2013-05","94.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - květen 2013","2013-05K","93.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červen 2013","2013-06","93.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červen 2013","2013-06K","93.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2. čtvrtletí 2013","2013-Q2","94.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červenec 2013","2013-07","94.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červenec 2013","2013-07K","93.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","srpen 2013","2013-08","93.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - srpen 2013","2013-08K","93.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","září 2013","2013-09","92.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - září 2013","2013-09K","93.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","3. čtvrtletí 2013","2013-Q3","93.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","říjen 2013","2013-10","91.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - říjen 2013","2013-10K","93.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","listopad 2013","2013-11","95.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - listopad 2013","2013-11K","93.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","prosinec 2013","2013-12","97.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - prosinec 2013","2013-12K","93.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","4. čtvrtletí 2013","2013-Q4","94.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2013","2013","93.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2014","2014-01","96.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2014","2014-01K","96.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","únor 2014","2014-02","96.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - únor 2014","2014-02K","96.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","březen 2014","2014-03","95.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - březen 2014","2014-03K","96.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","1. čtvrtletí 2014","2014-Q1","96.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","duben 2014","2014-04","95.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - duben 2014","2014-04K","96.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","květen 2014","2014-05","96.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - květen 2014","2014-05K","96.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červen 2014","2014-06","96.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červen 2014","2014-06K","96.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2. čtvrtletí 2014","2014-Q2","96.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červenec 2014","2014-07","96.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červenec 2014","2014-07K","96.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","srpen 2014","2014-08","98.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - srpen 2014","2014-08K","96.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","září 2014","2014-09","98.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - září 2014","2014-09K","96.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","3. čtvrtletí 2014","2014-Q3","97.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","říjen 2014","2014-10","98.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - říjen 2014","2014-10K","96.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","listopad 2014","2014-11","99.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - listopad 2014","2014-11K","97.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","prosinec 2014","2014-12","99.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - prosinec 2014","2014-12K","97.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","4. čtvrtletí 2014","2014-Q4","98.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2014","2014","97.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2015","2015-01","100.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2015","2015-01K","100.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","únor 2015","2015-02","99.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - únor 2015","2015-02K","99.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","březen 2015","2015-03","100.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - březen 2015","2015-03K","99.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","1. čtvrtletí 2015","2015-Q1","99.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","duben 2015","2015-04","101.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - duben 2015","2015-04K","100.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","květen 2015","2015-05","100.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - květen 2015","2015-05K","100.2","procento","%"
