"Ukazatel","IndicatorType","Typ indexu","TYPUDAJE5B","Klasifikace SITC","SITCVAD","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červen 2015","2015-06","99.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červen 2015","2015-06K","100.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2. čtvrtletí 2015","2015-Q2","100.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červenec 2015","2015-07","99.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červenec 2015","2015-07K","100.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","srpen 2015","2015-08","99.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - srpen 2015","2015-08K","100.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","září 2015","2015-09","99.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - září 2015","2015-09K","100.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","3. čtvrtletí 2015","2015-Q3","99.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","říjen 2015","2015-10","99.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - říjen 2015","2015-10K","99.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","listopad 2015","2015-11","100.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - listopad 2015","2015-11K","100.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","prosinec 2015","2015-12","100.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - prosinec 2015","2015-12K","100.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","4. čtvrtletí 2015","2015-Q4","100.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2015","2015","100.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2016","2016-01","99.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2016","2016-01K","99.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","únor 2016","2016-02","98.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - únor 2016","2016-02K","99.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","březen 2016","2016-03","99.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - březen 2016","2016-03K","99.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","1. čtvrtletí 2016","2016-Q1","99.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","duben 2016","2016-04","98.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - duben 2016","2016-04K","99.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","květen 2016","2016-05","98.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - květen 2016","2016-05K","98.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červen 2016","2016-06","98.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červen 2016","2016-06K","98.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2. čtvrtletí 2016","2016-Q2","98.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červenec 2016","2016-07","98.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červenec 2016","2016-07K","98.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","srpen 2016","2016-08","98.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - srpen 2016","2016-08K","98.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","září 2016","2016-09","98.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - září 2016","2016-09K","98.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","3. čtvrtletí 2016","2016-Q3","98.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","říjen 2016","2016-10","98.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - říjen 2016","2016-10K","98.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","listopad 2016","2016-11","99.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - listopad 2016","2016-11K","98.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","prosinec 2016","2016-12","99.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - prosinec 2016","2016-12K","98.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","4. čtvrtletí 2016","2016-Q4","99.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2016","2016","98.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2017","2017-01","99.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2017","2017-01K","99.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","únor 2017","2017-02","99.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - únor 2017","2017-02K","99.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","březen 2017","2017-03","99.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - březen 2017","2017-03K","99.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","1. čtvrtletí 2017","2017-Q1","99.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","duben 2017","2017-04","98.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - duben 2017","2017-04K","99.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","květen 2017","2017-05","97.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - květen 2017","2017-05K","99.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červen 2017","2017-06","95.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červen 2017","2017-06K","98.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2. čtvrtletí 2017","2017-Q2","97.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červenec 2017","2017-07","94.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červenec 2017","2017-07K","97.9","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","srpen 2017","2017-08","93.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - srpen 2017","2017-08K","97.3","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","září 2017","2017-09","93.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - září 2017","2017-09K","97.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","3. čtvrtletí 2017","2017-Q3","94.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","říjen 2017","2017-10","93.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - říjen 2017","2017-10K","96.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","listopad 2017","2017-11","92.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - listopad 2017","2017-11K","96.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","prosinec 2017","2017-12","92.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - prosinec 2017","2017-12K","96.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","4. čtvrtletí 2017","2017-Q4","92.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2017","2017","96.0","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2018","2018-01","91.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden 2018","2018-01K","91.5","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","únor 2018","2018-02","90.7","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - únor 2018","2018-02K","91.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","březen 2018","2018-03","91.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - březen 2018","2018-03K","91.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","1. čtvrtletí 2018","2018-Q1","91.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","duben 2018","2018-04","91.2","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - duben 2018","2018-04K","91.1","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","květen 2018","2018-05","92.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - květen 2018","2018-05K","91.4","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","červen 2018","2018-06","93.6","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","leden - červen 2018","2018-06K","91.8","procento","%"
"Index dovozních cen (%)","614703","Bazický index (2015 = 100)","IZ2015","7 Stroje a dopravní prostředky","7","Česko","CZ","2. čtvrtletí 2018","2018-Q2","92.5","procento","%"
