"Ukazatel","IndicatorType","Klasifikace CZ-CPA-Úhrn a sekce","CZCPAVAD.CZCPA1","Klasifikace CZ-CPA-Oddíl","CZCPAVAD.CZCPA2","Typ indexu","TYPUDAJE5B","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2018","2018","98.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2019","2019-01","100.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2019","2019-01K","100.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","únor 2019","2019-02","100.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - únor 2019","2019-02K","100.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","březen 2019","2019-03","99.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - březen 2019","2019-03K","100.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","1. čtvrtletí 2019","2019-Q1","100.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","duben 2019","2019-04","99.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - duben 2019","2019-04K","100.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","květen 2019","2019-05","100.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - květen 2019","2019-05K","100.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červen 2019","2019-06","100.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červen 2019","2019-06K","100.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2. čtvrtletí 2019","2019-Q2","100.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červenec 2019","2019-07","99.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červenec 2019","2019-07K","100.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","srpen 2019","2019-08","99.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - srpen 2019","2019-08K","99.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","září 2019","2019-09","99.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - září 2019","2019-09K","99.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","3. čtvrtletí 2019","2019-Q3","99.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","říjen 2019","2019-10","97.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - říjen 2019","2019-10K","99.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","listopad 2019","2019-11","96.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - listopad 2019","2019-11K","99.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","prosinec 2019","2019-12","96.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - prosinec 2019","2019-12K","99.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","4. čtvrtletí 2019","2019-Q4","96.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2019","2019","99.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2020","2020-01","92.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2020","2020-01K","92.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","únor 2020","2020-02","91.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - únor 2020","2020-02K","91.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","březen 2020","2020-03","95.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - březen 2020","2020-03K","93.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","1. čtvrtletí 2020","2020-Q1","93.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","duben 2020","2020-04","99.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - duben 2020","2020-04K","94.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","květen 2020","2020-05","99.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - květen 2020","2020-05K","95.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červen 2020","2020-06","96.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červen 2020","2020-06K","95.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2. čtvrtletí 2020","2020-Q2","98.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červenec 2020","2020-07","95.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červenec 2020","2020-07K","95.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","srpen 2020","2020-08","93.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - srpen 2020","2020-08K","95.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","září 2020","2020-09","94.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - září 2020","2020-09K","95.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","3. čtvrtletí 2020","2020-Q3","94.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","říjen 2020","2020-10","95.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - říjen 2020","2020-10K","95.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","listopad 2020","2020-11","92.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - listopad 2020","2020-11K","95.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","prosinec 2020","2020-12","92.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - prosinec 2020","2020-12K","94.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","4. čtvrtletí 2020","2020-Q4","93.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2020","2020","94.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2021","2021-01","92.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2021","2021-01K","92.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","únor 2021","2021-02","91.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - únor 2021","2021-02K","91.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","březen 2021","2021-03","93.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - březen 2021","2021-03K","92.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","1. čtvrtletí 2021","2021-Q1","92.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","duben 2021","2021-04","97.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - duben 2021","2021-04K","93.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","květen 2021","2021-05","96.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - květen 2021","2021-05K","94.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červen 2021","2021-06","97.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červen 2021","2021-06K","94.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2. čtvrtletí 2021","2021-Q2","96.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červenec 2021","2021-07","102.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červenec 2021","2021-07K","95.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","srpen 2021","2021-08","102.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - srpen 2021","2021-08K","96.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","září 2021","2021-09","102.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - září 2021","2021-09K","97.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","3. čtvrtletí 2021","2021-Q3","102.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","říjen 2021","2021-10","103.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - říjen 2021","2021-10K","97.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","listopad 2021","2021-11","104.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - listopad 2021","2021-11K","98.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","prosinec 2021","2021-12","105.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - prosinec 2021","2021-12K","99.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","4. čtvrtletí 2021","2021-Q4","104.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2021","2021","99.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2022","2022-01","102.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2022","2022-01K","102.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","únor 2022","2022-02","103.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - únor 2022","2022-02K","102.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","březen 2022","2022-03","108.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - březen 2022","2022-03K","104.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","1. čtvrtletí 2022","2022-Q1","104.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","duben 2022","2022-04","113.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - duben 2022","2022-04K","107.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","květen 2022","2022-05","118.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - květen 2022","2022-05K","109.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červen 2022","2022-06","121.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červen 2022","2022-06K","111.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2. čtvrtletí 2022","2022-Q2","117.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červenec 2022","2022-07","127.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červenec 2022","2022-07K","113.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","srpen 2022","2022-08","127.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - srpen 2022","2022-08K","115.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","září 2022","2022-09","128.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - září 2022","2022-09K","116.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","3. čtvrtletí 2022","2022-Q3","127.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","říjen 2022","2022-10","132.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - říjen 2022","2022-10K","118.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","listopad 2022","2022-11","130.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - listopad 2022","2022-11K","119.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","prosinec 2022","2022-12","127.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - prosinec 2022","2022-12K","120.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","4. čtvrtletí 2022","2022-Q4","130.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2022","2022","120.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2023","2023-01","123.6","procento","%"
