period,cpi_mm,agri_ppi_yoy,ppi_c_yoy,ppi_constr_yoy,ppi_d_yoy,ppi_e_yoy,ppi_yoy,ppi_services_yoy,esi,price_expect_survey,price_expect_survey_36m,eurczk_mm,usdczk_mm,ip_yoy,retail_yoy,constr_yoy,unemployment_rate,conf_business,conf_consumer,conf_economic_sentiment,pribor_3m,czgb_10y,reer_ppi_mm,reer_cpi_mm,hh_loans_mm,nfc_loans_mm,trade_balance,cpi_breadth,median_cpi_mm,services_cpi_mm,agri_price_mm,hpi_yoy,constr_ppi_yoy,m3_yoy,wage_lci_yoy,import_prices_mm,de_food_processed_mm,de_food_unprocessed_mm,de_energy_mm,de_services_mm,de_industrial_goods_ex_energy_mm,de_food_hicp_mm_proxy
2022-10,-1.4440433213,33.6,18.9,12.6,64,5.3,25.8,6.8,89.6,6.67857142857,2.75714285714,-0.16684979449,0.839454354669,6.86976522453,-8.08349051734,0.470907179798,2.35184396479,94.2376584754,73.8412295556,90.8278014558,7.279,5.51762927574,0.725952813067,-2.17825219127,0.364295989044,-1.25307470867,-12570.615517,0.769230769231,0.573476702509,1.59546413502,5.13880465751,27.6,12.1289228159,6.52582999744,0.908173562059,-2,1.24031007752,2.11267605634,6.86406460296,1.51515151515,1.32743362832,1.67649306693
2022-11,1.17216117216,27.1,18.4,12,56.8,5.3,24.1,6.3,84.1,6.15333333333,2.67333333333,-0.672590901679,-4.29840710798,8.33396579235,-5.31440748544,-2.89851493204,2.29726268239,94.0193472974,73.0604310557,90.5154541428,7.27238095238,5.11241328494,0.405405405405,2.15578424414,0.318229332736,0.721148115474,-25785.177918,0.923076923077,0.865460267506,0.791693705386,1.52289393597,27.6,12.3849372385,6.94755603838,0.908173562059,-2.2,0.689127105666,2.29885057471,3.58942065491,0.351185250219,1.13537117904,1.49398884019
2022-12,0,29.6,15.7,12.5,52.6,5.3,21.3,6.5,83.5,7.25721595192,2.49414382526,-0.402183280666,-4.1443626631,3.59999961166,-10.3907634048,2.13202113802,2.27355997072,93.5715294965,77.1875088406,90.8324633559,7.25666666667,4.71073233208,-0.439659039928,0.937907077725,0.382896329637,-0.424783054348,-26425.988991,0.769230769231,1.35644310475,0.463559103786,3.8635387451,23.4,12.3849372385,6.88249564687,3.48943985308,-1.8,1.44486692015,-0.973782771536,-0.607902735562,-0.524934383202,0.431778929188,0.235542074308
2023-01,6.01013758146,27.9,14,12.9,53.5,5.3,20.1,7.3,84.4,6.95008633895,2.72931014342,-1.28147018831,-2.9187208237,1.30526316947,-9.12849588032,-0.19585173621,2.29806908272,93.062136748,75.8489971266,90.1844592291,7.21619047619,4.46830717409,2.49639509733,7.22704981502,0.230292364291,-3.47520555451,-2428.3021,0.692307692308,0.431344356578,0.320430658805,-0.0353412188849,23.4,12.3849372385,6.10574476632,3.48943985308,-0.8,0.899550224888,0.302571860817,-11.9877675841,0.967458223395,0.257953568358,0.601061042852
2023-02,0.614754098361,25.5,13.6,11.4,35.7,16.3,19,6.3,89.3,4.84416719037,2.58833916426,-1.02679689457,-0.552759302535,4.94252158697,-8.10317268961,-2.60486864485,2.3592667359,94.3160265905,83.3223541964,92.478114124,7.20105263158,4.61244562505,1.33649872505,1.11530129182,0.116954101857,1.44634637526,8102.00077,0.846153846154,3.87007601935,1.43094416762,3.26386322974,23.4,12.4069478908,7.15367745229,3.48943985308,-2,1.56017830609,1.73453996983,7.57470465601,-0.871080139373,-0.171526586621,1.64735913796
2023-03,0.135777325187,22.2,11.6,10.1,28.5,16.3,16,5.6,92.5,3.80197084007,2.67850600592,-0.122300944669,-0.0271137421483,-1.98589696592,-6.760838371,5.34111908333,2.44991600509,92.9781709104,88.1186878382,92.1657668111,7.19318181818,4.66643164985,-0.138828633406,0.285668941438,0.208588765051,-0.546564727656,15448.878966,0.769230769231,0.665335994677,0.629802242096,0.620100096232,13.8,12.4069478908,7.80488909969,4.81380563124,-1.5,0.87783467447,6.7457375834,0.0645994832041,1.05448154657,0.515463917526,3.81178612893
2023-04,-0.203389830508,11.6,5.9,9,21.4,16.3,10.2,5.7,92.5,3.74863339496,2.5554590713,-1.03449731875,-3.40369750938,2.44837696465,-6.83179995025,-4.56439426289,2.53702942042,95.7434458309,87.560974624,94.3755075024,7.17888888889,4.64640315356,0.816752107047,0.759613862953,0.370194530508,0.728143958936,17334.28147,0.692307692308,0.303720577069,0.663412191764,-1.43447059105,13.8,12.4069478908,8.03694979129,4.81380563124,-0.9,0.942712110225,2.91666666667,0.0645577792124,0.95652173913,1.11111111111,1.92968938845
2023-05,0.271739130435,0.1,2.4,7.8,16.5,16.3,6.4,6.6,90.1,3.51588235294,2.64941176471,0.7082515573,1.72204024333,2.87861309349,-9.50127559769,-2.6403256141,2.59538502605,98.570295699,93.3611920514,97.6994423399,7.17904761905,4.49998215179,-0.525726105318,-0.479032511387,1.44493762058,1.67796621662,8754.904526,0.692307692308,0.12353304509,0.609301168863,-2.47626738922,13.8,10.100231303,8.92933859832,4.81380563124,-2.9,0.790229885057,-3.98110661269,0.709677419355,0.861326442722,0.591715976331,-1.59543836381
2023-06,0.338753387534,-10.2,-1.4,6.6,19.3,16.3,3.6,6.2,87.5,3.23333333333,2.5,0.389764446704,0.561229183918,1.8138116973,-8.35335849531,-7.0886947922,2.62853959857,95.7098594958,88.899486338,94.5713073105,7.14727272727,4.34758172019,-0.580488650147,-0.378757989426,0.384876591275,0.381731339731,9411.847155,0.538461538462,0.246761258482,0.321344703992,-2.61275642006,3.7,10.100231303,9.11947134712,5.5036344756,-0.7,0.356379187455,-1.68657765285,-1.34529147982,-0.170794192997,0.252100840336,-0.665099232695
2023-07,0.472653612424,-14.3,-3.5,4.8,15.9,16.3,1.4,5.6,82.4,3.09550006655,2.45405070807,0.869345037137,-1.26258005489,0.587178077712,-6.27836160438,-3.21746145658,2.6519446881,91.5059698899,87.2263466955,90.7905062542,7.11210526316,4.14889220587,-0.427015250545,-0.340594059406,0.357410120583,1.44009291377,18014.087871,0.692307692308,0.246153846154,0.307995564864,-1.38830141746,3.7,10.100231303,9.72510780126,5.5036344756,-0.1,0.497159090909,-1.64403145104,-0.194805194805,0.769888793841,0.167644593462,-0.573436180064
2023-08,0.201612903226,,,,,,,,85.5,3.05512329735,2.50105043787,0.878587565894,2.40919199407,0.908613900305,-2.05535005076,-2.09960795944,2.67876385072,91.6571083977,93.1381067657,91.9047004003,7.10304347826,4.26123262204,-0.77017328899,-0.508663169607,0.235408195644,1.70178864779,-6211.726745,0.615384615385,0.12277470841,0.196511913535,0.370551238905,3.7,8.39636913767,9.40627383356,5.5036344756,0.1,0.212014134276,-1.16279069767,-0.0650618087183,1.52801358234,-0.585774058577,-0.475388281699
2023-09,-0.737759892689,-16.4,-2.2,4,11.7,16.3,1.8,5.3,91.6,2.69664514741,2.38657155808,1.14051094891,3.20756424177,-3.09952660024,,,2.69431306793,94.4559696533,91.4649671232,93.9559364851,7.0895,4.49414525261,-0.837890280473,-1.63764179581,0.360875809892,0.656281205936,-6462.959905,0.692307692308,0.306560392397,0.245158126992,-9.69584084539,-4.1,8.39636913767,9.37631425767,9.5,1.3,0.141043723554,-1.17647058824,1.88802083333,0.167224080268,0.3367003367,-0.51771343234
2023-10,0.0675675675676,-13.4,-1.6,4,4.4,16.3,0.8,5.1,86.3,2.65022399836,2.38583119066,0.816008529134,2.02954455793,-2.18194864156,-2.83485575631,-2.62724003636,2.70021275708,89.9498030318,88.6764010524,89.7369168106,7.04727272727,4.71964925382,-0.809392510896,-1.34816860229,0.244827391085,0.656569080383,11451.144763,0.615384615385,-0.672371638142,0.904866715578,7.76755119022,-4.1,8.39636913767,7.9399717138,9.5,2,0.281690140845,1.04166666667,0.702875399361,-0.417362270451,0.755033557047,0.661678403756
2023-11,0.067521944632,-9.7,-3,3.6,7,16.3,0.2,5.3,90.6,2.80938580724,2.34694230178,-0.394533474335,-2.59924385633,-4.91550192552,-4.26484877519,-0.360325065519,2.72160484256,93.3084365385,93.1381067657,93.2799609571,7.06238095238,4.4238011822,0.197274031564,0.386926813205,0.418056739079,1.71158123684,14269.05961,0.538461538462,-0.196721311475,0.169655841008,-3.11436998679,-4.1,6.92479523455,8.10516770278,9.5,0.8,0,0.294550810015,-1.84010152284,-0.167644593462,0.333055786844,0.147275405007
2023-12,-0.404858299595,-16.2,-2.5,3.1,8,16.3,0.8,5,89.6,2.83315056985,2.3209642217,-0.0245007962759,-0.943937188479,1.17413417028,-1.69565316105,-0.215916990176,2.74851982378,94.0697268,91.1303391947,93.5783225695,6.96631578947,3.97231297665,-0.644352962234,-0.582253567328,0.325618617931,-1.25201521544,27766.127999,0.461538461538,0.133779264214,0.0120977498185,0.499870374585,-7,6.92479523455,8.36191094776,8.51818988465,-1,0.0702247191011,2.49632892805,-2.00387847447,-1.25944584383,0,1.28327682357
2024-01,1.49051490515,-19,-1.4,2.4,6.3,16.3,1.4,4.4,92.2,2.89486573691,2.34692844066,0.951680758077,0.921761588814,-2.80410936031,-0.176714606031,-5.08789898419,2.77321573652,95.6874686058,85.3301217674,93.9559364851,6.63409090909,3.88089289505,-0.459376688885,-0.00824878330447,0.163710409551,0.810709890216,4624.861449,0.384615384615,0,0.0725777186404,-0.567588614614,-7,6.92479523455,9.73037850486,8.51818988465,-1.2,-0.210526315789,1.00286532951,-2.11081794195,0.93537414966,0,0.396169506862
2024-02,0.267022696929,-19.8,-2.5,2,-0.7,9.2,-1.8,4.6,91.3,2.49197461241,2.2639363917,2.08771645897,3.13272149665,-0.496458924762,1.21990848213,-3.21755617043,2.81825490844,92.9557800203,91.1303391947,92.6506044311,6.2019047619,3.7595547904,-1.92742738214,-2.18610790299,0.233999776283,0.907674756254,7255.067734,0.846153846154,1.55296727676,0.967001087876,0.837885483723,-7,5.96026490066,9.24123308514,8.51818988465,0.3,0.56258790436,2.19858156028,1.21293800539,-0.50547598989,-0.663900414938,1.38058473232
2024-03,0.133155792277,-18.7,-1.7,1.9,0.7,9.2,-0.9,4.9,89.4,2.3726466807,2.2525673025,0.229866835764,-0.483443141953,-0.3011781758,3.21657993289,-6.41747102656,2.85405727715,90.1513210422,93.9189052655,90.7811824538,5.83631578947,3.82376272957,0.304484222181,-0.00843383655224,0.280576703644,0.721268404791,35003.63346,0.692307692308,0,0.646474320603,0.210784333031,-5.5,5.96026490066,8.93600997718,5.28596187175,1.3,0.34965034965,-1.87369882026,0.466045272969,1.01608806097,0.501253132832,-0.762024235307
2024-04,0.664893617021,-13.2,-0.9,2,2.6,9.2,0,4.1,92.3,2.09812593018,2.1996468968,-0.0395413206801,1.29831047676,0.707770972829,2.53423521146,2.91390344538,2.85910479032,93.2412638684,99.8306653357,94.3428742011,5.54619047619,4.20470033895,0.0735902860822,0.463900134953,0.428218443779,0.786528717918,40024.216645,0.615384615385,-0.178784266985,0.428214583086,1.2057577474,-5.5,5.96026490066,7.54842156985,5.28596187175,0.4,0.348432055749,-1.6973125884,-0.26507620941,1.17351215423,0.498753117207,-0.674440266326
2024-05,0,-13.4,0.3,2,5.1,9.2,1.4,3.4,92.7,2.24705882353,2.18823529412,-1.875,-2.66519543352,-2.87475758247,5.82731961188,-8.29796939235,2.85138165684,95.8665957261,103.734657835,97.1819714185,5.17047619048,4.1563388743,1.23173085762,1.77986734951,0.501739045039,0.402323232034,29301.985405,0.692307692308,0.645855758881,0.414544593154,-0.202615154773,-5.5,1.96078431373,6.82320784873,5.28596187175,0.4,0.416666666667,1.07913669065,2.32558139535,0.49710024855,0.165425971878,0.747901678657
2024-06,-0.264200792602,-10.1,0,1.9,4.2,9.2,1,3.2,93.9,2.17431731527,2.15756021802,-0.108844634363,0.422934379769,-0.14872105027,5.66784371197,-0.54312311356,2.82966288329,95.6258936581,101.503804978,96.6085576948,5.0275,4.21118682318,-0.24516480523,-0.280458632352,0.549740330624,-0.487322015648,10548.514413,0.307692307692,-0.0688231245699,0.353857041755,-0.421495662265,0.1,1.96078431373,6.15959680301,9.54724409449,-1.4,-0.0691562932227,-0.427046263345,-1.23376623377,0.906842539159,-0.165152766309,-0.248101278284
2024-07,0.662251655629,-3.7,1,1.8,4,9.2,1.7,3.5,96.3,2.17988128472,2.1538760075,2.12276524476,1.31556095867,-3.19357986683,3.04817043927,-7.3214366158,2.80854159664,97.6354760397,100.946091764,98.1889418601,4.60909090909,3.95308581354,-1.65665392317,-2.06799569857,0.522485471053,0.376339624641,31138.0412,0.384615384615,-0.0640204865557,0.223319228961,-0.547487029519,0.1,1.96078431373,5.83477270589,9.54724409449,0.1,0.346020761246,-0.285918513224,-1.18343195266,0.735294117647,-0.0827129859388,0.030051124011
2024-08,0.263157894737,,,,,,,,94.9,2.11037488493,2.08466292221,-0.497925311203,-2.00557103064,-3.30880143325,4.86658040808,1.17607357079,2.78921146637,94.6966717213,98.3806109789,95.3125494412,4.41181818182,3.78196190476,0.50907071455,0.684179407045,0.539327338722,1.41230007405,-7200.718678,0.692307692308,0.346260387812,0.363551073062,-0.862255522703,0.1,1.88415910677,6.62552893792,9.54724409449,1.8,0.413793103448,-1.0752688172,0.266134397871,1.29764801298,-0.579470198676,-0.330737856878
2024-09,-0.393700787402,-0.5,0.2,1.9,3.7,9.2,1.1,3.4,92.1,2.10813183577,2.1516260932,-0.317725088367,-1.17636769143,-2.02129738118,,,2.76710245075,93.2524593134,97.2651845505,93.9233031838,4.30047619048,3.7680573319,0.322313288516,0.444630872483,0.458499518243,-0.356653489651,11256.090688,0.692307692308,0.297619047619,0.0934797849965,-2.38195342703,6.1,1.88415910677,6.04875861616,5.84474885845,-0.3,0.137362637363,-0.507246376812,-1.4598540146,0.160128102482,-0.0832639467111,-0.184941869724
2024-10,0.329380764163,-0.2,-0.8,2.1,5,9.2,0.6,3.4,97.5,2.15625,2.125,0.776923383402,2.62412602885,1.7225127339,4.97692281806,-1.0520135599,2.76698488885,97.036519731,97.8228977647,97.1679857179,4.13227272727,3.98229870215,-0.376353956306,-0.943790194605,0.511207612642,1.63250521201,23237.826596,0.692307692308,0.0637755102041,1.70441279477,2.17427231431,6.1,1.88415910677,5.72060228398,5.84474885845,-0.6,0.0685871056241,1.82083029862,-1.81818181818,-0.399680255795,0.75,0.94470870212
2024-11,0.0656598818122,2.4,-0.3,2.3,4.7,9.2,0.8,3.6,93.9,2.23428668627,2.15882352941,0.031628054084,2.63895476694,1.60461107505,4.76339013408,-8.09300305436,2.782712646,96.2304476894,100.611463836,96.9628621094,3.94523809524,4.10402622899,-0.0460702110016,0.0758853288364,0.659205459748,0.0995257908086,10966.805546,0.923076923077,0.27266530334,0.17217630854,1.65599675669,6.1,1.94986072423,5.94219199395,5.84474885845,1,0.616860863605,1.57367668097,0.411522633745,0.16051364366,0.496277915633,1.09526877229
2024-12,-0.262467191601,5.5,0.5,2.3,6,9.2,1.7,3.7,96.4,2.17836481378,2.13919661644,-0.652122361869,0.739402596311,-1.58924626992,5.10026858132,-2.32353459616,2.77946862399,97.5179238669,101.503804978,98.1842799599,3.90666666667,4.13310383261,0.341076696165,0.379138933356,0.57494350503,-0.213253272857,21197.546489,0.538461538462,0.236406619385,-0.0572934570872,2.36819643604,10.7,1.94986072423,5.51522373784,1.88062142273,0.8,0.136239782016,0.422535211268,-0.204918032787,-1.52243589744,0.164609053498,0.279387496642
2025-01,1.31578947368,8.1,1,2.3,9.3,9.2,2.8,3.8,97.7,2.26666666667,2.17333333333,0.099454986673,1.3511822845,-2.35138004312,4.09796494754,2.45092097044,2.76409556265,97.1372787362,100.38837855,97.6807947391,3.88045454545,4.19597707466,0.0275608635737,-0.00839348665436,0.523971931278,-0.139123196067,7759.92348,0.384615384615,-0.117924528302,-0.057326301307,3.05302447596,10.7,1.94986072423,7.34934662557,1.88062142273,-0.2,0.0680272108843,0.561009817672,0.0684462696783,1.05777054516,0.328677074774,0.314518514278
2025-02,0.194805194805,9.1,1.3,2.6,-2,4.1,0.5,3.2,96.4,2.28125,2.1375,-0.341785231699,-0.909352754804,-2.71868855746,6.38502504426,10.845993761,2.73974920612,97.4899352544,97.0420992649,97.4150664281,3.75684210526,4.06207940112,-0.229610580456,-0.193066398053,0.315724601011,0.603222668152,17877.430931,0.923076923077,0.89552238806,0.722725708386,1.00407288951,10.7,2.01388888889,4.41396026855,1.88062142273,0.6,-0.339904826649,0.348675034868,1.36798905609,-0.0805152979066,-0.819000819001,0.00438510410948
2025-03,0.0648088139987,9.3,0.4,3,-1.6,4.1,-0.1,3.5,98.5,2.23125,2.14375,-0.291115010368,-3.92409268333,-0.996652399666,3.17351959416,6.99811686886,2.71029886498,98.0049257254,96.4843860507,97.750723242,3.7165,4.26383894187,-0.0736444812667,0.462573591253,0.374987127513,0.203380764932,30403.63296,0.692307692308,0,0.694760820046,-3.81267013754,14.2,2.01388888889,3.93324034726,5.92592592593,-0.3,0.545702592087,2.29325920778,0.472334682861,0.644641418211,-0.0825763831544,1.41948089994
2025-04,-0.129533678756,8.2,-0.4,3.3,0,4.1,-0.3,3.7,100.4,2.29333333333,2.16,0.147982242131,-3.44902104854,1.46382631547,3.20573258705,0.683358280022,2.71209331972,99.6002766411,98.7152389074,99.4523168124,3.68,4.08533041367,0.423767848918,0.326496442026,0.675064407355,0.467541809027,28120.096068,0.461538461538,0,0.169664065151,2.60855202333,14.2,2.01388888889,4.42469761146,5.92592592593,-1.1,0.407055630936,-0.203804347826,-1.54466084621,0.560448358687,0.743801652893,0.101625641555
2025-05,0.518806744488,15.7,-0.9,3.4,-2.9,4.1,-1.3,4,95.5,2.18235294118,2.11176470588,-0.467252396166,-1.07435426832,1.50408329538,3.88605926132,12.5299551111,2.75536472883,96.5271269824,97.599812479,96.7064575988,3.53578947368,4.15581666071,0.174295936153,0.934579439252,0.628484365544,1.24474416079,18332.251326,0.461538461538,-0.068306010929,0.30487804878,2.81314426753,14.2,2.9532967033,3.7998695061,5.92592592593,-1.1,0.0675675675676,1.36147038802,-0.545702592087,0.955414012739,0.164068908942,0.714518977793
2025-06,0.258064516129,15.7,0,2.9,-3.5,4.1,-0.8,4.4,101.3,2.14285714286,2.09285714286,-0.469445893352,-2.53405131454,1.56659635031,5.69577125762,3.33488127711,2.83124708766,101.055684494,100.611463836,100.981420076,3.5115,4.22958353873,0.164835164835,0.661375661376,0.682120616693,0.199089314482,10897.081612,0.692307692308,0.352526439483,0.540357987166,1.71312679355,15.8,2.9532967033,4.32730174313,6.73854447439,-0.7,0.810263335584,-2.61920752183,-0.411522633745,0.157728706625,0,-0.904472093121
2025-07,0.45045045045,11.2,-0.4,2.6,-4,4.1,-1.2,4.1,98.5,2.146875,2.1125,-0.729662178505,-2.09387622452,2.30637721312,4.544190189,13.4955604853,2.92695272969,100.003312662,100.611463836,100.104982839,3.49304347826,4.30022311084,0.713110257817,0.804862023653,0.774975460565,0.600435820688,26940.084506,0.846153846154,0.195950359242,0.201545179711,-0.124541952629,15.8,2.9532967033,3.87734509802,6.73854447439,-0.4,-0.0669792364367,-1.37931034483,-0.068870523416,0.472440944882,-0.1638001638,-0.723144790632
2025-08,0.0640614990391,,,,,,,,97.9,2.21428571429,2.13928571429,-0.438578680203,-0.0426783004552,0.137617664435,2.236566188,9.64631628482,3.00722066168,98.8165954895,103.957743121,99.6760880216,3.5025,4.34849060702,-0.154320987654,0.513280104285,0.902775223061,-2.82257238827,-2653.845773,0.615384615385,0.233781414378,0.156442060565,-0.157628268095,15.8,2.94520547945,3.19083499673,6.73854447439,-0.7,0.335120643432,-0.20979020979,0.344589937974,0.783699059561,-0.246103363413,0.0626652168207
2025-09,-0.576184379001,11.4,-0.4,2.9,-2,4.1,-0.8,4.4,102.5,2.23734416213,2.15625,-0.693396418811,-1.54656292993,1.76707116354,,,3.05978926049,101.531490907,98.938324193,101.09796758,3.49095238095,4.42300951459,0.327302482044,0.267488044095,0.737908454257,1.39722258299,1335.585003,0.384615384615,0,0.066941872141,-0.490719628942,16.3,2.94520547945,3.52833412929,7.93787748059,-0.6,0.267201068804,0.350385423966,-0.343406593407,0.155520995334,0,0.308793246385
2025-10,0.515132002576,7.1,-0.1,3.3,-3.8,4.1,-1,4.5,102.1,2.20233099524,2.165625,-0.131433030764,0.72278706693,-1.2208563902,3.30872625684,14.2860453449,3.10645656347,101.637847635,103.400029906,101.932447715,3.52636363636,4.45813630999,-0.389669234255,0.34761519806,0.802927049574,1.28375490251,27985.869647,0.615384615385,0.0581733566027,0.65782138477,-5.92029443145,16.3,2.94520547945,3.91938780398,7.93787748059,-0.5,0.199866755496,0.209497206704,-0.206753962784,0.0776397515528,0.657894736842,0.2046819811
2025-11,-0.320307495195,3.2,-0.7,3.2,-2.6,4.1,-1.2,4.3,103.2,2.206875,2.15,-0.312564260744,0.32531215615,0.791648188873,2.7541234301,13.0513582255,3.15034136686,103.373141614,107.304022406,104.030302802,3.55166666667,4.60895305875,-0.109170305677,-0.193345685974,0.82092417679,-0.886399393039,22128.705815,1,0.290697674419,0.232609658839,-3.66211675396,16.3,3.00546448087,3.30266987137,7.93787748059,-0.4,-0.0664893617021,0.278745644599,0.207182320442,0.310318076028,0.490196078431,0.106128141449
2025-12,-0.25706940874,1.2,-0.8,3,-3.2,4.1,-1.3,4.3,100.7,2.153125,2.184375,0.0866372375098,-1.17304849554,1.84940244596,2.2216779513,8.60270595076,3.18839173604,99.9081513792,111.542642833,101.853195412,3.54,4.64783589681,-0.546448087432,-0.258293647591,0.760490992474,2.61666621705,11214.492649,0.307692307692,-0.0579710144928,-0.0773566139905,-2.48799947416,15.9,3.00546448087,3.58107468815,4.33386837881,-0.1,-0.133067198935,1.11188325226,0.551343900758,-0.92807424594,-0.0813008130081,0.489408026662
2026-01,0.837628865979,-2.7,-1.1,2.8,-5.6,4.1,-2.1,4,98.7,2.125,2.18888888889,0.078318219291,-0.197828709288,5.98774410002,4.3556404696,7.744949912,3.21236311906,98.0329143379,110.984929619,100.198220843,3.4975,4.45986916094,-0.302197802198,-0.0647406328397,0.688600119565,0.204854251619,14512.778695,0.461538461538,-0.193923723335,0.154833001548,-0.421810989973,15.9,3.00546448087,4.03409247892,4.33386837881,-0.2,-0.532978014657,1.99312714777,-1.0966415353,0.780640124902,-0.488201790073,0.730074566555
2026-02,-0.0638977635783,-5.8,-1.8,2.7,-7.4,3.9,-3,3.6,101.6,2.24375,2.125,-0.0782569298571,-0.812222007349,4.89287732279,1.84505397196,6.86794590314,3.22636326535,98.6,108.2,100.2,3.47631578947,4.37052161674,-0.312299072288,-0.728803951737,0.535512148766,0.9654629405,19253.793958,0.615384615385,0,1.00485865724,-1.7668206833,15.9,2.92716133424,4.75736431111,4.33386837881,0.4,,,,,,
2026-03,0.575447570332,-8.1,-1.7,3,-7.1,3.9,-2.9,3.4,100.1,2.2695323367,2.11764705882,0.729596042869,3.04640280756,2.34012640473,4.92956614981,0.465883704494,3.2417049605,99.8,107.6,101.1,3.54523809524,4.72361419567,0.267207223809,-0.660739048862,0.678825584567,1.56545305571,22023.590266,0.769230769231,0.0583430571762,0.53569476331,-5.37042912182,16,2.92716133424,4.97815393904,7.53690753691,-0.1,,,,,,
2026-04,0.445009535919,-10.3,1.2,3.3,-9.2,3.9,-1.1,3.6,100.1,2.375,2.1375,-0.225068543602,-1.48526559765,0.982503101733,3.70855714631,2.78752206277,3.23877969019,100.4,110.4,102.1,3.56555555556,4.73827200208,0.468663848557,0.188865166694,1.03286083591,0.704185792072,30489.769846,0.692307692308,0.174927113703,0.152240104393,2.21378333954,,2.92716133424,4.90539568055,7.53690753691,2.5,,,,,,
2026-05,0.189873417722,-10.6,3.1,3.2,-6.4,3.9,1,3.2,101.1,2.69262810774,2.1375,-0.282995652531,0.0384116771498,0.904808416288,6.2090591615,6.41924920317,3.21575413183,100.4,106,101.3,3.56222222222,4.88575667245,-0.439037775542,1.01631013851,0.923601348172,1.65429190676,9088.646635,0.769230769231,0.291036088475,0.271444082519,0.396215430744,,3.06871247498,5.82912889005,7.53690753691,2.7,,,,,,
2026-06,-0.315855969678,-13.2,3.6,4,-6,3.9,1.5,3,102.5,2.71086745741,2.18235294118,-0.423641673179,0.887928965683,1.64162462807,0.834873988789,8.64649816513,3.20924994048,99,103.4,99.7,3.68,4.70051258148,-0.817638952687,-0.292089249493,0.887826794767,0.194220346415,11443.156776,0.615384615385,0.348229831689,0.184082295615,-3.66687263557,,3.06871247498,5.04501687973,6.98653198653,0.7,,,,,,
2026-07,0.63371356147,-13.5,2.8,4.7,-4.4,3.9,1.3,3.2,101.4,2.6,2.15294117647,0,0.875356803045,1.59592140194,4.78010194462,4.08599306178,3.25071215778,99.8,106.5,101,3.8345,4.79044891631,-0.351982215635,-0.195296606721,0.986784761677,2.4146566532,15463.727942,0.692307692308,0.173510699826,0.302637267618,1.67489594188,,,,,-0.3,,,,,,
