release_date,data_month,nace_code,nace_label_en,yoy_index,source_url
2015-04-10,2015-01-31,26,a zařízení,111.724237760746,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,26,a zařízení,111.724237760746,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-01-31,27,Manufacture of electrical equipment,104.7840156634533,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,27,Manufacture of electrical equipment,104.7840156634533,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-01-31,28,Manufacture of machinery and equipment n.e.c.,101.45109671773321,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,28,Manufacture of machinery and equipment n.e.c.,101.45109671773321,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-01-31,29,"Manufacture of motor vehicles, trailers and semi-trailers",107.56177605287782,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,29,"Manufacture of motor vehicles, trailers and semi-trailers",107.56177605287782,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-01-31,30,Manufacture of other transport equipment,117.23717933285036,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,30,Manufacture of other transport equipment,117.23717933285036,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-01-31,31,Manufacture of furniture,104.4333012930845,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,31,Manufacture of furniture,104.4333012930845,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-01-31,32,Other manufacturing,110.97958492811864,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,32,Other manufacturing,110.97958492811864,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-01-31,B,Mining and quarrying,95.81324917073509,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,B,Mining and quarrying,95.81324917073509,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-01-31,BCD,"Industry, total",102.77533608601952,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,BCD,"Industry, total",102.77533608601952,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-01-31,C,Manufacturing,103.46272639092116,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,C,Manufacturing,103.46272639092116,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-01-31,D,"Electricity, gas, steam and air conditioning supply*)",101.00782922348992,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-01-31,D,"Electricity, gas, steam and air conditioning supply*)",101.00782922348992,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-04-10,2015-02-28,10,Manufacture of food products,0.3383596243729044,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,10,Manufacture of food products,107.5815942819416,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,10,Manufacture of food products,106.04760563475115,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,11,Manufacture of beverages,-0.021672263049438655,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,11,Manufacture of beverages,98.65509390207929,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,11,Manufacture of beverages,99.68672724886903,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,13,Manufacture of textiles,-0.012852283198156341,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,13,Manufacture of textiles,99.04081268363724,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,13,Manufacture of textiles,100.53107688699674,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,14,Manufacture of wearing apparel,0.04012995691081293,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,14,Manufacture of wearing apparel,108.71523630779731,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,14,Manufacture of wearing apparel,105.40413400195278,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,15,Manufacture of leather and related products,0.008560046209742983,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,15,Manufacture of leather and related products,104.80853719498376,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,15,Manufacture of leather and related products,109.77079238977882,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",-0.04234389715679378,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",97.74523349624569,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",93.54718693179103,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,17,Manufacture of paper and paper products,0.1337031533390945,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,17,Manufacture of paper and paper products,108.46724750541942,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,17,Manufacture of paper and paper products,109.60473052186501,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,18,Printing and reproduction of recorded media,-0.03565282181984371,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,18,Printing and reproduction of recorded media,96.71772324989554,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,18,Printing and reproduction of recorded media,95.49077050889349,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,19,Manufacture of coke and refined petroleum products,0.046355716733635643,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,19,Manufacture of coke and refined petroleum products,113.55325314879255,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,19,Manufacture of coke and refined petroleum products,113.56215726570005,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,20,Manufacture of chemicals and chemical products,0.00587893374904152,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,20,Manufacture of chemicals and chemical products,100.17621078956569,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,20,Manufacture of chemicals and chemical products,101.19568560629648,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,-0.07977124026180091,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,94.10932158675107,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,93.2334419035562,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,22,Manufacture of rubber and plastic products,0.27348255165631563,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,22,Manufacture of rubber and plastic products,103.86601080621176,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,22,Manufacture of rubber and plastic products,106.05819983100164,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,23,Manufacture of other non-metallic mineral products,0.06275209300821417,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,23,Manufacture of other non-metallic mineral products,101.84576555755538,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,23,Manufacture of other non-metallic mineral products,100.8439496500203,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,24,Manufacture of basic metals,0.14113105315446794,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,24,Manufacture of basic metals,105.5601946469988,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,24,Manufacture of basic metals,104.38917475452993,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,25,"Manufacture of fabricated metal products, except machinery and equipment",0.5425478868326136,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,25,"Manufacture of fabricated metal products, except machinery and equipment",106.40273032288357,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,25,"Manufacture of fabricated metal products, except machinery and equipment",109.27535810650429,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,26,a zařízení,-0.046926180897141144,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,26,a zařízení,97.87494175752492,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,26,a zařízení,97.12434266202018,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,27,Manufacture of electrical equipment,0.5908547008380967,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,27,Manufacture of electrical equipment,108.31394607947249,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,27,Manufacture of electrical equipment,107.90378876637506,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,28,Manufacture of machinery and equipment n.e.c.,0.5743219936546267,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,28,Manufacture of machinery and equipment n.e.c.,107.28983298781498,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,28,Manufacture of machinery and equipment n.e.c.,108.13355127739435,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,29,"Manufacture of motor vehicles, trailers and semi-trailers",1.2527219965529517,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,29,"Manufacture of motor vehicles, trailers and semi-trailers",106.85766723756016,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,29,"Manufacture of motor vehicles, trailers and semi-trailers",106.30420520605335,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,30,Manufacture of other transport equipment,0.07972990090849809,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,30,Manufacture of other transport equipment,104.73693478978205,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,30,Manufacture of other transport equipment,105.26522447017727,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,31,Manufacture of furniture,0.07530706051392469,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,31,Manufacture of furniture,107.63153887154495,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,31,Manufacture of furniture,106.51242825922674,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,32,Other manufacturing,0.2923394289688847,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,32,Other manufacturing,115.09240442138093,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,32,Other manufacturing,109.12691154222827,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,B,Mining and quarrying,-0.33090980030930595,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,B,Mining and quarrying,90.51088231460966,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,B,Mining and quarrying,90.42378558807744,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,BCD,"Industry, total",4.5458937151854855,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,BCD,"Industry, total",104.54589371518549,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,BCD,"Industry, total",104.56293463974191,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,C,Manufacturing,3.936325820405274,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,C,Manufacturing,104.79365367842894,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,C,Manufacturing,104.8568313375355,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-04-10,2015-02-28,D,"Electricity, gas, steam and air conditioning supply*)",0.9405622609236468,https://csu.gov.cz/rychle-informace/prumysl-unor-2015
2015-05-07,2015-02-28,D,"Electricity, gas, steam and air conditioning supply*)",106.53288667729099,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-02-28,D,"Electricity, gas, steam and air conditioning supply*)",106.30222202949172,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-05-07,2015-03-31,10,Manufacture of food products,0.5230605297506861,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,10,Manufacture of food products,109.96818565669928,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,10,Manufacture of food products,109.96818565669928,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,11,Manufacture of beverages,0.20247333706136622,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,11,Manufacture of beverages,110.65983935618793,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,11,Manufacture of beverages,110.65983935618793,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,13,Manufacture of textiles,0.05024512048571248,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,13,Manufacture of textiles,104.0730302723216,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,13,Manufacture of textiles,104.0730302723216,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,14,Manufacture of wearing apparel,0.08938472871590189,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,14,Manufacture of wearing apparel,117.98190713055835,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,14,Manufacture of wearing apparel,117.98190713055835,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,15,Manufacture of leather and related products,0.005262671617338977,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,15,Manufacture of leather and related products,103.33037866788257,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,15,Manufacture of leather and related products,103.33037866788257,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",0.028746304542408355,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",101.16842450633428,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",101.16842450633428,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,17,Manufacture of paper and paper products,0.21343976349538968,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,17,Manufacture of paper and paper products,114.70253412618902,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,17,Manufacture of paper and paper products,114.70253412618902,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,18,Printing and reproduction of recorded media,-0.015108328545555447,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,18,Printing and reproduction of recorded media,97.89718018056661,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,18,Printing and reproduction of recorded media,97.89718018056661,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,19,Manufacture of coke and refined petroleum products,-0.00805762095610845,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,19,Manufacture of coke and refined petroleum products,97.6902256214393,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,19,Manufacture of coke and refined petroleum products,97.6902256214393,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,20,Manufacture of chemicals and chemical products,0.1773410233797368,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,20,Manufacture of chemicals and chemical products,105.79567860626338,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,20,Manufacture of chemicals and chemical products,105.79567860626338,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.2489475851639517,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,111.19335998869202,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,111.19335998869202,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,22,Manufacture of rubber and plastic products,0.9753496113010017,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,22,Manufacture of rubber and plastic products,115.25873758306697,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,22,Manufacture of rubber and plastic products,115.25873758306697,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,23,Manufacture of other non-metallic mineral products,0.34257325384875953,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,23,Manufacture of other non-metallic mineral products,107.9447142114874,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,23,Manufacture of other non-metallic mineral products,107.9447142114874,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,24,Manufacture of basic metals,0.19835743579570808,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,24,Manufacture of basic metals,106.62744712097513,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,24,Manufacture of basic metals,106.62744712097513,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,25,"Manufacture of fabricated metal products, except machinery and equipment",0.6237605050792617,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,25,"Manufacture of fabricated metal products, except machinery and equipment",110.15510381459057,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
2015-07-07,2015-03-31,25,"Manufacture of fabricated metal products, except machinery and equipment",110.15510381459057,https://csu.gov.cz/rychle-informace/prumysl-kveten-2015
2015-05-07,2015-03-31,26,a zařízení,0.3935851776125119,https://csu.gov.cz/rychle-informace/prumysl-brezen-2015
2015-06-08,2015-03-31,26,a zařízení,117.64898667330968,https://csu.gov.cz/rychle-informace/prumysl-duben-2015
