memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,pigClass
CZ,Czechia,07/01/2019,13/01/2019,€138.02,100 KG,2,E
CZ,Czechia,31/12/2018,06/01/2019,€137.15,100 KG,53,E
CZ,Czechia,31/12/2018,06/01/2019,€141.23,100 KG,53,S
CZ,Czechia,31/12/2018,06/01/2019,€141.23,100 KG,1,S
CZ,Czechia,31/12/2018,06/01/2019,€137.15,100 KG,1,E
CZ,Czechia,24/12/2018,30/12/2018,€140.33,100 KG,52,S
CZ,Czechia,24/12/2018,30/12/2018,€136.85,100 KG,52,E
CZ,Czechia,17/12/2018,23/12/2018,€136.25,100 KG,51,E
CZ,Czechia,17/12/2018,23/12/2018,€139.08,100 KG,51,S
CZ,Czechia,10/12/2018,16/12/2018,€140.12,100 KG,50,S
CZ,Czechia,10/12/2018,16/12/2018,€136.87,100 KG,50,E
CZ,Czechia,03/12/2018,09/12/2018,€139.76,100 KG,49,S
CZ,Czechia,03/12/2018,09/12/2018,€136.36,100 KG,49,E
CZ,Czechia,26/11/2018,02/12/2018,€139.81,100 KG,48,S
CZ,Czechia,26/11/2018,02/12/2018,€135.99,100 KG,48,E
CZ,Czechia,19/11/2018,25/11/2018,€139.32,100 KG,47,S
CZ,Czechia,19/11/2018,25/11/2018,€135.94,100 KG,47,E
CZ,Czechia,12/11/2018,18/11/2018,€135.64,100 KG,46,E
CZ,Czechia,12/11/2018,18/11/2018,€47.64,P,46,Piglet
CZ,Czechia,12/11/2018,18/11/2018,€139.64,100 KG,46,S
CZ,Czechia,05/11/2018,11/11/2018,€136.37,100 KG,45,E
CZ,Czechia,05/11/2018,11/11/2018,€140.66,100 KG,45,S
CZ,Czechia,29/10/2018,04/11/2018,€136.29,100 KG,44,E
CZ,Czechia,29/10/2018,04/11/2018,€140.43,100 KG,44,S
CZ,Czechia,22/10/2018,28/10/2018,€136.66,100 KG,43,E
CZ,Czechia,22/10/2018,28/10/2018,€140.76,100 KG,43,S
CZ,Czechia,15/10/2018,21/10/2018,€137.26,100 KG,42,E
CZ,Czechia,15/10/2018,21/10/2018,€140.98,100 KG,42,S
CZ,Czechia,08/10/2018,14/10/2018,€144.54,100 KG,41,S
CZ,Czechia,08/10/2018,14/10/2018,€140.74,100 KG,41,E
CZ,Czechia,01/10/2018,07/10/2018,€144.75,100 KG,40,S
CZ,Czechia,01/10/2018,07/10/2018,€140.72,100 KG,40,E
CZ,Czechia,24/09/2018,30/09/2018,€142.11,100 KG,39,E
CZ,Czechia,24/09/2018,30/09/2018,€146.08,100 KG,39,S
CZ,Czechia,17/09/2018,23/09/2018,€144.36,100 KG,38,E
CZ,Czechia,17/09/2018,23/09/2018,€147.57,100 KG,38,S
CZ,Czechia,10/09/2018,16/09/2018,€149.27,100 KG,37,S
CZ,Czechia,10/09/2018,16/09/2018,€145.71,100 KG,37,E
CZ,Czechia,03/09/2018,09/09/2018,€152.74,100 KG,36,S
CZ,Czechia,03/09/2018,09/09/2018,€149.08,100 KG,36,E
CZ,Czechia,27/08/2018,02/09/2018,€148.77,100 KG,35,E
CZ,Czechia,27/08/2018,02/09/2018,€152.46,100 KG,35,S
CZ,Czechia,20/08/2018,26/08/2018,€148.01,100 KG,34,E
CZ,Czechia,20/08/2018,26/08/2018,€151.58,100 KG,34,S
CZ,Czechia,13/08/2018,19/08/2018,€147.79,100 KG,33,S
CZ,Czechia,13/08/2018,19/08/2018,€143.93,100 KG,33,E
CZ,Czechia,06/08/2018,12/08/2018,€144.15,100 KG,32,S
CZ,Czechia,06/08/2018,12/08/2018,€140.25,100 KG,32,E
CZ,Czechia,30/07/2018,05/08/2018,€140.67,100 KG,31,E
CZ,Czechia,30/07/2018,05/08/2018,€143.91,100 KG,31,S
CZ,Czechia,23/07/2018,29/07/2018,€142.80,100 KG,30,E
CZ,Czechia,23/07/2018,29/07/2018,€145.68,100 KG,30,S
CZ,Czechia,16/07/2018,22/07/2018,€141.62,100 KG,29,E
CZ,Czechia,16/07/2018,22/07/2018,€145.29,100 KG,29,S
CZ,Czechia,09/07/2018,15/07/2018,€144.70,100 KG,28,S
CZ,Czechia,09/07/2018,15/07/2018,€141.53,100 KG,28,E
CZ,Czechia,02/07/2018,08/07/2018,€145.24,100 KG,27,S
CZ,Czechia,02/07/2018,08/07/2018,€141.47,100 KG,27,E
CZ,Czechia,25/06/2018,01/07/2018,€141.51,100 KG,26,E
CZ,Czechia,25/06/2018,01/07/2018,€144.59,100 KG,26,S
CZ,Czechia,18/06/2018,24/06/2018,€141.98,100 KG,25,E
CZ,Czechia,18/06/2018,24/06/2018,€145.78,100 KG,25,S
CZ,Czechia,11/06/2018,17/06/2018,€145.74,100 KG,24,S
CZ,Czechia,11/06/2018,17/06/2018,€141.89,100 KG,24,E
CZ,Czechia,04/06/2018,10/06/2018,€141.36,100 KG,23,S
CZ,Czechia,04/06/2018,10/06/2018,€138.21,100 KG,23,E
CZ,Czechia,28/05/2018,03/06/2018,€140.74,100 KG,22,S
CZ,Czechia,28/05/2018,03/06/2018,€137.14,100 KG,22,E
CZ,Czechia,28/05/2018,03/06/2018,€54.12,P,22,Piglet
CZ,Czechia,21/05/2018,27/05/2018,€134.07,100 KG,21,E
CZ,Czechia,21/05/2018,27/05/2018,€51.30,P,21,Piglet
CZ,Czechia,21/05/2018,27/05/2018,€137.22,100 KG,21,S
CZ,Czechia,14/05/2018,20/05/2018,€137.04,100 KG,20,S
CZ,Czechia,14/05/2018,20/05/2018,€133.25,100 KG,20,E
CZ,Czechia,14/05/2018,20/05/2018,€53.98,P,20,Piglet
CZ,Czechia,07/05/2018,13/05/2018,€136.89,100 KG,19,S
CZ,Czechia,07/05/2018,13/05/2018,€133.52,100 KG,19,E
CZ,Czechia,30/04/2018,06/05/2018,€137.10,100 KG,18,E
CZ,Czechia,30/04/2018,06/05/2018,€141.22,100 KG,18,S
CZ,Czechia,23/04/2018,29/04/2018,€138.46,100 KG,17,E
CZ,Czechia,23/04/2018,29/04/2018,€142.27,100 KG,17,S
CZ,Czechia,16/04/2018,22/04/2018,€47.58,P,16,Piglet
CZ,Czechia,16/04/2018,22/04/2018,€140.13,100 KG,16,E
CZ,Czechia,16/04/2018,22/04/2018,€144.04,100 KG,16,S
CZ,Czechia,09/04/2018,15/04/2018,€140.09,100 KG,15,E
CZ,Czechia,09/04/2018,15/04/2018,€144.04,100 KG,15,S
CZ,Czechia,02/04/2018,08/04/2018,€140.82,100 KG,14,E
CZ,Czechia,02/04/2018,08/04/2018,€145.35,100 KG,14,S
CZ,Czechia,26/03/2018,01/04/2018,€48.20,P,13,Piglet
CZ,Czechia,26/03/2018,01/04/2018,€140.11,100 KG,13,E
CZ,Czechia,26/03/2018,01/04/2018,€144.36,100 KG,13,S
CZ,Czechia,19/03/2018,25/03/2018,€145.08,100 KG,12,S
CZ,Czechia,19/03/2018,25/03/2018,€46.71,P,12,Piglet
CZ,Czechia,19/03/2018,25/03/2018,€140.86,100 KG,12,E
CZ,Czechia,12/03/2018,18/03/2018,€143.21,100 KG,11,E
CZ,Czechia,12/03/2018,18/03/2018,€147.73,100 KG,11,S
CZ,Czechia,05/03/2018,11/03/2018,€143.82,100 KG,10,E
CZ,Czechia,05/03/2018,11/03/2018,€148.38,100 KG,10,S
CZ,Czechia,26/02/2018,04/03/2018,€145.99,100 KG,9,S
CZ,Czechia,26/02/2018,04/03/2018,€141.62,100 KG,9,E
CZ,Czechia,19/02/2018,25/02/2018,€137.37,100 KG,8,E
CZ,Czechia,19/02/2018,25/02/2018,€53.60,P,8,Piglet
CZ,Czechia,19/02/2018,25/02/2018,€142.22,100 KG,8,S
CZ,Czechia,12/02/2018,18/02/2018,€134.05,100 KG,7,E
CZ,Czechia,12/02/2018,18/02/2018,€138.42,100 KG,7,S
CZ,Czechia,05/02/2018,11/02/2018,€134.72,100 KG,6,E
CZ,Czechia,05/02/2018,11/02/2018,€138.96,100 KG,6,S
CZ,Czechia,29/01/2018,04/02/2018,€135.09,100 KG,5,E
CZ,Czechia,29/01/2018,04/02/2018,€138.81,100 KG,5,S
CZ,Czechia,22/01/2018,28/01/2018,€138.93,100 KG,4,S
CZ,Czechia,22/01/2018,28/01/2018,€135.15,100 KG,4,E
CZ,Czechia,15/01/2018,21/01/2018,€138.98,100 KG,3,E
CZ,Czechia,15/01/2018,21/01/2018,€142.60,100 KG,3,S
CZ,Czechia,08/01/2018,14/01/2018,€142.42,100 KG,2,E
CZ,Czechia,08/01/2018,14/01/2018,€146.18,100 KG,2,S
CZ,Czechia,01/01/2018,07/01/2018,€143.00,100 KG,1,E
CZ,Czechia,01/01/2018,07/01/2018,€146.41,100 KG,1,S
CZ,Czechia,25/12/2017,31/12/2017,€142.68,100 KG,52,E
CZ,Czechia,25/12/2017,31/12/2017,€146.19,100 KG,52,S
CZ,Czechia,18/12/2017,24/12/2017,€143.65,100 KG,51,E
CZ,Czechia,18/12/2017,24/12/2017,€147.46,100 KG,51,S
CZ,Czechia,11/12/2017,17/12/2017,€147.10,100 KG,50,E
CZ,Czechia,11/12/2017,17/12/2017,€151.04,100 KG,50,S
CZ,Czechia,04/12/2017,10/12/2017,€149.39,100 KG,49,E
CZ,Czechia,04/12/2017,10/12/2017,€153.10,100 KG,49,S
CZ,Czechia,27/11/2017,03/12/2017,€150.07,100 KG,48,E
CZ,Czechia,27/11/2017,03/12/2017,€154.23,100 KG,48,S
CZ,Czechia,20/11/2017,26/11/2017,€150.28,100 KG,47,E
CZ,Czechia,20/11/2017,26/11/2017,€154.01,100 KG,47,S
CZ,Czechia,13/11/2017,19/11/2017,€155.53,100 KG,46,S
CZ,Czechia,13/11/2017,19/11/2017,€151.08,100 KG,46,E
CZ,Czechia,06/11/2017,12/11/2017,€151.24,100 KG,45,E
CZ,Czechia,06/11/2017,12/11/2017,€155.50,100 KG,45,S
CZ,Czechia,30/10/2017,05/11/2017,€156.52,100 KG,44,S
CZ,Czechia,30/10/2017,05/11/2017,€152.11,100 KG,44,E
CZ,Czechia,23/10/2017,29/10/2017,€156.90,100 KG,43,E
CZ,Czechia,23/10/2017,29/10/2017,€161.15,100 KG,43,S
CZ,Czechia,16/10/2017,22/10/2017,€161.16,100 KG,42,S
CZ,Czechia,16/10/2017,22/10/2017,€157.16,100 KG,42,E
CZ,Czechia,09/10/2017,15/10/2017,€160.88,100 KG,41,S
CZ,Czechia,09/10/2017,15/10/2017,€156.78,100 KG,41,E
CZ,Czechia,02/10/2017,08/10/2017,€158.72,100 KG,40,E
CZ,Czechia,02/10/2017,08/10/2017,€162.54,100 KG,40,S
CZ,Czechia,25/09/2017,01/10/2017,€165.22,100 KG,39,S
CZ,Czechia,25/09/2017,01/10/2017,€161.15,100 KG,39,E
CZ,Czechia,18/09/2017,24/09/2017,€167.96,100 KG,38,S
CZ,Czechia,18/09/2017,24/09/2017,€163.86,100 KG,38,E
CZ,Czechia,11/09/2017,17/09/2017,€174.53,100 KG,37,S
CZ,Czechia,11/09/2017,17/09/2017,€169.55,100 KG,37,E
CZ,Czechia,04/09/2017,10/09/2017,€170.10,100 KG,36,E
CZ,Czechia,04/09/2017,10/09/2017,€174.77,100 KG,36,S
CZ,Czechia,28/08/2017,03/09/2017,€169.88,100 KG,35,E
CZ,Czechia,28/08/2017,03/09/2017,€174.09,100 KG,35,S
CZ,Czechia,28/08/2017,03/09/2017,€55.46,P,35,Piglet
CZ,Czechia,21/08/2017,27/08/2017,€169.80,100 KG,34,E
CZ,Czechia,21/08/2017,27/08/2017,€55.45,P,34,Piglet
CZ,Czechia,21/08/2017,27/08/2017,€174.28,100 KG,34,S
CZ,Czechia,14/08/2017,20/08/2017,€174.34,100 KG,33,S
CZ,Czechia,14/08/2017,20/08/2017,€169.71,100 KG,33,E
CZ,Czechia,07/08/2017,13/08/2017,€173.97,100 KG,32,S
CZ,Czechia,07/08/2017,13/08/2017,€169.11,100 KG,32,E
CZ,Czechia,31/07/2017,06/08/2017,€174.69,100 KG,31,S
CZ,Czechia,31/07/2017,06/08/2017,€169.81,100 KG,31,E
CZ,Czechia,27/03/2017,02/04/2017,€151.70,100 KG,13,E
CZ,Czechia,27/03/2017,02/04/2017,€40.71,P,13,Piglet
CZ,Czechia,27/03/2017,02/04/2017,€155.88,100 KG,13,S
CZ,Czechia,20/03/2017,26/03/2017,€151.70,100 KG,12,E
CZ,Czechia,20/03/2017,26/03/2017,€40.71,P,12,Piglet
CZ,Czechia,20/03/2017,26/03/2017,€155.88,100 KG,12,S
CZ,Czechia,13/03/2017,19/03/2017,€40.71,P,11,Piglet
CZ,Czechia,13/03/2017,19/03/2017,€151.70,100 KG,11,E
CZ,Czechia,13/03/2017,19/03/2017,€155.88,100 KG,11,S
CZ,Czechia,06/03/2017,12/03/2017,€155.88,100 KG,10,S
CZ,Czechia,06/03/2017,12/03/2017,€40.71,P,10,Piglet
CZ,Czechia,06/03/2017,12/03/2017,€151.70,100 KG,10,E
CZ,Czechia,27/02/2017,05/03/2017,€151.70,100 KG,9,E
CZ,Czechia,27/02/2017,05/03/2017,€40.71,P,9,Piglet
CZ,Czechia,27/02/2017,05/03/2017,€155.88,100 KG,9,S
CZ,Czechia,20/02/2017,26/02/2017,€155.88,100 KG,8,S
CZ,Czechia,20/02/2017,26/02/2017,€40.71,P,8,Piglet
CZ,Czechia,20/02/2017,26/02/2017,€151.70,100 KG,8,E
CZ,Czechia,13/02/2017,19/02/2017,€40.71,P,7,Piglet
CZ,Czechia,13/02/2017,19/02/2017,€155.88,100 KG,7,S
CZ,Czechia,13/02/2017,19/02/2017,€151.70,100 KG,7,E
CZ,Czechia,06/02/2017,12/02/2017,€40.71,P,6,Piglet
CZ,Czechia,06/02/2017,12/02/2017,€151.70,100 KG,6,E
CZ,Czechia,06/02/2017,12/02/2017,€155.88,100 KG,6,S
CZ,Czechia,30/01/2017,05/02/2017,€155.88,100 KG,5,S
CZ,Czechia,30/01/2017,05/02/2017,€151.70,100 KG,5,E
CZ,Czechia,30/01/2017,05/02/2017,€40.71,P,5,Piglet
CZ,Czechia,23/01/2017,29/01/2017,€40.71,P,4,Piglet
CZ,Czechia,23/01/2017,29/01/2017,€155.88,100 KG,4,S
CZ,Czechia,23/01/2017,29/01/2017,€151.70,100 KG,4,E
CZ,Czechia,16/01/2017,22/01/2017,€151.70,100 KG,3,E
CZ,Czechia,16/01/2017,22/01/2017,€155.88,100 KG,3,S
CZ,Czechia,16/01/2017,22/01/2017,€40.71,P,3,Piglet
CZ,Czechia,09/01/2017,15/01/2017,€159.58,100 KG,2,S
CZ,Czechia,09/01/2017,15/01/2017,€40.71,P,2,Piglet
CZ,Czechia,09/01/2017,15/01/2017,€155.43,100 KG,2,E
CZ,Czechia,02/01/2017,08/01/2017,€153.25,100 KG,1,E
CZ,Czechia,02/01/2017,08/01/2017,€157.10,100 KG,1,S
CZ,Czechia,02/01/2017,08/01/2017,€40.71,P,1,Piglet
CZ,Czechia,26/12/2016,01/01/2017,€157.04,100 KG,52,S
CZ,Czechia,26/12/2016,01/01/2017,€40.70,P,52,Piglet
CZ,Czechia,26/12/2016,01/01/2017,€153.34,100 KG,52,E
CZ,Czechia,26/12/2016,01/01/2017,€153.34,100 KG,0,E
CZ,Czechia,26/12/2016,01/01/2017,€40.70,P,0,Piglet
CZ,Czechia,26/12/2016,01/01/2017,€157.04,100 KG,0,S
CZ,Czechia,19/12/2016,25/12/2016,€40.71,P,51,Piglet
CZ,Czechia,19/12/2016,25/12/2016,€161.46,100 KG,51,S
CZ,Czechia,19/12/2016,25/12/2016,€157.36,100 KG,51,E
CZ,Czechia,12/12/2016,18/12/2016,€40.71,P,50,Piglet
CZ,Czechia,12/12/2016,18/12/2016,€159.20,100 KG,50,E
CZ,Czechia,12/12/2016,18/12/2016,€163.19,100 KG,50,S
CZ,Czechia,05/12/2016,11/12/2016,€157.24,100 KG,49,E
CZ,Czechia,05/12/2016,11/12/2016,€161.42,100 KG,49,S
CZ,Czechia,05/12/2016,11/12/2016,€40.68,P,49,Piglet
CZ,Czechia,28/11/2016,04/12/2016,€40.66,P,48,Piglet
CZ,Czechia,28/11/2016,04/12/2016,€154.48,100 KG,48,E
CZ,Czechia,28/11/2016,04/12/2016,€158.40,100 KG,48,S
CZ,Czechia,21/11/2016,27/11/2016,€160.53,100 KG,47,S
CZ,Czechia,21/11/2016,27/11/2016,€38.54,P,47,Piglet
CZ,Czechia,21/11/2016,27/11/2016,€155.90,100 KG,47,E
CZ,Czechia,14/11/2016,20/11/2016,€160.29,100 KG,46,S
CZ,Czechia,14/11/2016,20/11/2016,€40.68,P,46,Piglet
CZ,Czechia,14/11/2016,20/11/2016,€155.97,100 KG,46,E
CZ,Czechia,07/11/2016,13/11/2016,€160.48,100 KG,45,S
CZ,Czechia,07/11/2016,13/11/2016,€155.82,100 KG,45,E
CZ,Czechia,07/11/2016,13/11/2016,€40.69,P,45,Piglet
CZ,Czechia,31/10/2016,06/11/2016,€156.09,100 KG,44,E
CZ,Czechia,31/10/2016,06/11/2016,€160.05,100 KG,44,S
CZ,Czechia,31/10/2016,06/11/2016,€40.71,P,44,Piglet
CZ,Czechia,24/10/2016,30/10/2016,€157.50,100 KG,43,E
CZ,Czechia,24/10/2016,30/10/2016,€160.84,100 KG,43,S
CZ,Czechia,24/10/2016,30/10/2016,€40.71,P,43,Piglet
CZ,Czechia,17/10/2016,23/10/2016,€164.16,100 KG,42,S
CZ,Czechia,17/10/2016,23/10/2016,€160.57,100 KG,42,E
CZ,Czechia,17/10/2016,23/10/2016,€40.71,P,42,Piglet
CZ,Czechia,10/10/2016,16/10/2016,€42.18,P,41,Piglet
CZ,Czechia,10/10/2016,16/10/2016,€163.67,100 KG,41,E
CZ,Czechia,10/10/2016,16/10/2016,€168.26,100 KG,41,S
CZ,Czechia,03/10/2016,09/10/2016,€171.27,100 KG,40,S
CZ,Czechia,03/10/2016,09/10/2016,€166.86,100 KG,40,E
CZ,Czechia,03/10/2016,09/10/2016,€42.19,P,40,Piglet
CZ,Czechia,26/09/2016,02/10/2016,€166.72,100 KG,39,E
CZ,Czechia,26/09/2016,02/10/2016,€42.19,P,39,Piglet
CZ,Czechia,26/09/2016,02/10/2016,€171.23,100 KG,39,S
CZ,Czechia,19/09/2016,25/09/2016,€42.19,P,38,Piglet
CZ,Czechia,19/09/2016,25/09/2016,€170.82,100 KG,38,S
CZ,Czechia,19/09/2016,25/09/2016,€166.46,100 KG,38,E
CZ,Czechia,12/09/2016,18/09/2016,€161.16,100 KG,37,E
CZ,Czechia,12/09/2016,18/09/2016,€41.45,P,37,Piglet
CZ,Czechia,12/09/2016,18/09/2016,€165.45,100 KG,37,S
CZ,Czechia,05/09/2016,11/09/2016,€164.72,100 KG,36,S
CZ,Czechia,05/09/2016,11/09/2016,€43.19,P,36,Piglet
CZ,Czechia,05/09/2016,11/09/2016,€160.06,100 KG,36,E
CZ,Czechia,29/08/2016,04/09/2016,€41.41,P,35,Piglet
CZ,Czechia,29/08/2016,04/09/2016,€164.67,100 KG,35,S
CZ,Czechia,29/08/2016,04/09/2016,€160.86,100 KG,35,E
CZ,Czechia,22/08/2016,28/08/2016,€160.53,100 KG,34,E
CZ,Czechia,22/08/2016,28/08/2016,€40.67,P,34,Piglet
CZ,Czechia,22/08/2016,28/08/2016,€164.89,100 KG,34,S
CZ,Czechia,15/08/2016,21/08/2016,€165.53,100 KG,33,S
CZ,Czechia,15/08/2016,21/08/2016,€38.30,P,33,Piglet
CZ,Czechia,15/08/2016,21/08/2016,€161.28,100 KG,33,E
CZ,Czechia,08/08/2016,14/08/2016,€35.97,P,32,Piglet
CZ,Czechia,08/08/2016,14/08/2016,€162.75,100 KG,32,E
CZ,Czechia,08/08/2016,14/08/2016,€166.23,100 KG,32,S
CZ,Czechia,01/08/2016,07/08/2016,€162.28,100 KG,31,E
CZ,Czechia,01/08/2016,07/08/2016,€35.96,P,31,Piglet
CZ,Czechia,01/08/2016,07/08/2016,€166.64,100 KG,31,S
CZ,Czechia,25/07/2016,31/07/2016,€162.63,100 KG,30,E
CZ,Czechia,25/07/2016,31/07/2016,€40.70,P,30,Piglet
CZ,Czechia,25/07/2016,31/07/2016,€166.70,100 KG,30,S
CZ,Czechia,18/07/2016,24/07/2016,€162.22,100 KG,29,E
CZ,Czechia,18/07/2016,24/07/2016,€38.37,P,29,Piglet
CZ,Czechia,18/07/2016,24/07/2016,€166.26,100 KG,29,S
CZ,Czechia,11/07/2016,17/07/2016,€159.29,100 KG,28,E
CZ,Czechia,11/07/2016,17/07/2016,€163.62,100 KG,28,S
CZ,Czechia,11/07/2016,17/07/2016,€38.35,P,28,Piglet
CZ,Czechia,04/07/2016,10/07/2016,€38.32,P,27,Piglet
CZ,Czechia,04/07/2016,10/07/2016,€158.33,100 KG,27,E
CZ,Czechia,04/07/2016,10/07/2016,€162.32,100 KG,27,S
CZ,Czechia,27/06/2016,03/07/2016,€154.50,100 KG,26,E
CZ,Czechia,27/06/2016,03/07/2016,€158.37,100 KG,26,S
CZ,Czechia,27/06/2016,03/07/2016,€38.25,P,26,Piglet
CZ,Czechia,20/06/2016,26/06/2016,€35.46,P,25,Piglet
CZ,Czechia,20/06/2016,26/06/2016,€150.32,100 KG,25,E
CZ,Czechia,20/06/2016,26/06/2016,€154.16,100 KG,25,S
CZ,Czechia,13/06/2016,19/06/2016,€146.40,100 KG,24,E
CZ,Czechia,13/06/2016,19/06/2016,€39.29,P,24,Piglet
CZ,Czechia,13/06/2016,19/06/2016,€150.21,100 KG,24,S
CZ,Czechia,06/06/2016,12/06/2016,€36.15,P,23,Piglet
CZ,Czechia,06/06/2016,12/06/2016,€145.54,100 KG,23,E
CZ,Czechia,06/06/2016,12/06/2016,€148.98,100 KG,23,S
CZ,Czechia,30/05/2016,05/06/2016,€140.17,100 KG,22,E
CZ,Czechia,30/05/2016,05/06/2016,€143.68,100 KG,22,S
CZ,Czechia,30/05/2016,05/06/2016,€37.00,P,22,Piglet
CZ,Czechia,23/05/2016,29/05/2016,€133.90,100 KG,21,E
CZ,Czechia,23/05/2016,29/05/2016,€37.18,P,21,Piglet
CZ,Czechia,23/05/2016,29/05/2016,€137.27,100 KG,21,S
CZ,Czechia,16/05/2016,22/05/2016,€136.14,100 KG,20,S
CZ,Czechia,16/05/2016,22/05/2016,€131.85,100 KG,20,E
CZ,Czechia,16/05/2016,22/05/2016,€39.34,P,20,Piglet
CZ,Czechia,09/05/2016,15/05/2016,€39.67,P,19,Piglet
CZ,Czechia,09/05/2016,15/05/2016,€132.74,100 KG,19,S
CZ,Czechia,09/05/2016,15/05/2016,€128.90,100 KG,19,E
CZ,Czechia,02/05/2016,08/05/2016,€128.29,100 KG,18,S
CZ,Czechia,02/05/2016,08/05/2016,€124.82,100 KG,18,E
CZ,Czechia,02/05/2016,08/05/2016,€36.99,P,18,Piglet
CZ,Czechia,25/04/2016,01/05/2016,€124.63,100 KG,17,E
CZ,Czechia,25/04/2016,01/05/2016,€36.98,P,17,Piglet
CZ,Czechia,25/04/2016,01/05/2016,€128.55,100 KG,17,S
CZ,Czechia,18/04/2016,24/04/2016,€124.42,100 KG,16,E
CZ,Czechia,18/04/2016,24/04/2016,€128.45,100 KG,16,S
CZ,Czechia,18/04/2016,24/04/2016,€34.56,P,16,Piglet
CZ,Czechia,11/04/2016,17/04/2016,€37.00,P,15,Piglet
CZ,Czechia,11/04/2016,17/04/2016,€128.13,100 KG,15,S
CZ,Czechia,11/04/2016,17/04/2016,€124.61,100 KG,15,E
CZ,Czechia,04/04/2016,10/04/2016,€124.12,100 KG,14,E
CZ,Czechia,04/04/2016,10/04/2016,€128.26,100 KG,14,S
CZ,Czechia,04/04/2016,10/04/2016,€38.96,P,14,Piglet
CZ,Czechia,28/03/2016,03/04/2016,€131.29,100 KG,13,S
CZ,Czechia,28/03/2016,03/04/2016,€36.81,P,13,Piglet
CZ,Czechia,28/03/2016,03/04/2016,€126.59,100 KG,13,E
CZ,Czechia,21/03/2016,27/03/2016,€131.17,100 KG,12,S
CZ,Czechia,21/03/2016,27/03/2016,€33.75,P,12,Piglet
CZ,Czechia,21/03/2016,27/03/2016,€126.70,100 KG,12,E
CZ,Czechia,14/03/2016,20/03/2016,€128.60,100 KG,11,S
CZ,Czechia,14/03/2016,20/03/2016,€123.94,100 KG,11,E
CZ,Czechia,14/03/2016,20/03/2016,€40.97,P,11,Piglet
CZ,Czechia,07/03/2016,13/03/2016,€124.42,100 KG,10,E
CZ,Czechia,07/03/2016,13/03/2016,€128.82,100 KG,10,S
CZ,Czechia,07/03/2016,13/03/2016,€40.96,P,10,Piglet
CZ,Czechia,29/02/2016,06/03/2016,€40.95,P,9,Piglet
CZ,Czechia,29/02/2016,06/03/2016,€124.89,100 KG,9,E
CZ,Czechia,29/02/2016,06/03/2016,€128.88,100 KG,9,S
CZ,Czechia,22/02/2016,28/02/2016,€134.64,100 KG,8,S
CZ,Czechia,22/02/2016,28/02/2016,€45.45,P,8,Piglet
CZ,Czechia,22/02/2016,28/02/2016,€130.16,100 KG,8,E
CZ,Czechia,15/02/2016,21/02/2016,€45.46,P,7,Piglet
CZ,Czechia,15/02/2016,21/02/2016,€135.60,100 KG,7,S
CZ,Czechia,15/02/2016,21/02/2016,€130.75,100 KG,7,E
CZ,Czechia,08/02/2016,14/02/2016,€130.96,100 KG,6,E
CZ,Czechia,08/02/2016,14/02/2016,€135.61,100 KG,6,S
CZ,Czechia,08/02/2016,14/02/2016,€38.07,P,6,Piglet
CZ,Czechia,01/02/2016,07/02/2016,€136.27,100 KG,5,S
CZ,Czechia,01/02/2016,07/02/2016,€131.61,100 KG,5,E
CZ,Czechia,01/02/2016,07/02/2016,€38.11,P,5,Piglet
CZ,Czechia,25/01/2016,31/01/2016,€132.37,100 KG,4,E
CZ,Czechia,25/01/2016,31/01/2016,€38.11,P,4,Piglet
CZ,Czechia,25/01/2016,31/01/2016,€136.77,100 KG,4,S
CZ,Czechia,18/01/2016,24/01/2016,€36.55,P,3,Piglet
CZ,Czechia,18/01/2016,24/01/2016,€132.02,100 KG,3,E
CZ,Czechia,18/01/2016,24/01/2016,€136.20,100 KG,3,S
CZ,Czechia,11/01/2016,17/01/2016,€131.60,100 KG,2,E
CZ,Czechia,11/01/2016,17/01/2016,€40.67,P,2,Piglet
CZ,Czechia,11/01/2016,17/01/2016,€135.67,100 KG,2,S
CZ,Czechia,04/01/2016,10/01/2016,€131.85,100 KG,1,E
CZ,Czechia,04/01/2016,10/01/2016,€40.67,P,1,Piglet
CZ,Czechia,04/01/2016,10/01/2016,€135.99,100 KG,1,S
CZ,Czechia,28/12/2015,03/01/2016,€40.67,P,53,Piglet
CZ,Czechia,28/12/2015,03/01/2016,€136.28,100 KG,53,S
CZ,Czechia,28/12/2015,03/01/2016,€132.25,100 KG,0,E
CZ,Czechia,28/12/2015,03/01/2016,€136.28,100 KG,0,S
CZ,Czechia,28/12/2015,03/01/2016,€132.25,100 KG,53,E
CZ,Czechia,28/12/2015,03/01/2016,€40.67,P,0,Piglet
CZ,Czechia,21/12/2015,27/12/2015,€136.19,100 KG,52,S
CZ,Czechia,21/12/2015,27/12/2015,€132.27,100 KG,52,E
CZ,Czechia,21/12/2015,27/12/2015,€41.92,P,52,Piglet
CZ,Czechia,14/12/2015,20/12/2015,€131.72,100 KG,51,E
CZ,Czechia,14/12/2015,20/12/2015,€133.90,100 KG,51,S
CZ,Czechia,14/12/2015,20/12/2015,€41.92,P,51,Piglet
CZ,Czechia,07/12/2015,13/12/2015,€133.07,100 KG,50,E
CZ,Czechia,07/12/2015,13/12/2015,€136.88,100 KG,50,S
CZ,Czechia,07/12/2015,13/12/2015,€41.04,P,50,Piglet
CZ,Czechia,30/11/2015,06/12/2015,€133.63,100 KG,49,E
