memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,year,product
CZ,Czechia,21/05/2007,27/05/2007,€264.87,100KG,21,2007,SMP
CZ,Czechia,21/05/2007,27/05/2007,€331.34,100KG,21,2007,EDAM
CZ,Czechia,21/05/2007,27/05/2007,€366.60,100KG,21,2007,EMMENTAL
CZ,Czechia,14/05/2007,20/05/2007,€425.64,100KG,20,2007,EMMENTAL
CZ,Czechia,14/05/2007,20/05/2007,€274.34,100KG,20,2007,WMP
CZ,Czechia,14/05/2007,20/05/2007,€333.03,100KG,20,2007,EDAM
CZ,Czechia,14/05/2007,20/05/2007,€254.85,100KG,20,2007,SMP
CZ,Czechia,14/05/2007,20/05/2007,€259.74,100KG,20,2007,BUTTER
CZ,Czechia,07/05/2007,13/05/2007,€252.09,100KG,19,2007,SMP
CZ,Czechia,07/05/2007,13/05/2007,€333.74,100KG,19,2007,EDAM
CZ,Czechia,07/05/2007,13/05/2007,€448.31,100KG,19,2007,EMMENTAL
CZ,Czechia,07/05/2007,13/05/2007,€260.19,100KG,19,2007,WMP
CZ,Czechia,07/05/2007,13/05/2007,€262.17,100KG,19,2007,BUTTER
CZ,Czechia,30/04/2007,06/05/2007,€260.88,100KG,18,2007,WMP
CZ,Czechia,30/04/2007,06/05/2007,€267.35,100KG,18,2007,BUTTER
CZ,Czechia,30/04/2007,06/05/2007,€302.41,100KG,18,2007,EDAM
CZ,Czechia,30/04/2007,06/05/2007,€259.90,100KG,18,2007,SMP
CZ,Czechia,23/04/2007,29/04/2007,€315.11,100KG,17,2007,EDAM
CZ,Czechia,23/04/2007,29/04/2007,€241.17,100KG,17,2007,SMP
CZ,Czechia,23/04/2007,29/04/2007,€466.83,100KG,17,2007,EMMENTAL
CZ,Czechia,23/04/2007,29/04/2007,€260.57,100KG,17,2007,BUTTER
CZ,Czechia,23/04/2007,29/04/2007,€264.73,100KG,17,2007,WMP
CZ,Czechia,16/04/2007,22/04/2007,€239.93,100KG,16,2007,SMP
CZ,Czechia,16/04/2007,22/04/2007,€458.89,100KG,16,2007,EMMENTAL
CZ,Czechia,16/04/2007,22/04/2007,€299.88,100KG,16,2007,EDAM
CZ,Czechia,16/04/2007,22/04/2007,€263.50,100KG,16,2007,WMP
CZ,Czechia,16/04/2007,22/04/2007,€254.81,100KG,16,2007,BUTTER
CZ,Czechia,09/04/2007,15/04/2007,€260.71,100KG,15,2007,WMP
CZ,Czechia,09/04/2007,15/04/2007,€244.46,100KG,15,2007,BUTTER
CZ,Czechia,09/04/2007,15/04/2007,€450.82,100KG,15,2007,EMMENTAL
CZ,Czechia,09/04/2007,15/04/2007,€238.21,100KG,15,2007,SMP
CZ,Czechia,09/04/2007,15/04/2007,€330.49,100KG,15,2007,EDAM
CZ,Czechia,02/04/2007,08/04/2007,€450.75,100KG,14,2007,EMMENTAL
CZ,Czechia,02/04/2007,08/04/2007,€246.33,100KG,14,2007,SMP
CZ,Czechia,02/04/2007,08/04/2007,€259.46,100KG,14,2007,WMP
CZ,Czechia,02/04/2007,08/04/2007,€330.22,100KG,14,2007,EDAM
CZ,Czechia,02/04/2007,08/04/2007,€254.68,100KG,14,2007,BUTTER
CZ,Czechia,26/03/2007,01/04/2007,€256.15,100KG,13,2007,WMP
CZ,Czechia,26/03/2007,01/04/2007,€257.24,100KG,13,2007,BUTTER
CZ,Czechia,26/03/2007,01/04/2007,€234.51,100KG,13,2007,SMP
CZ,Czechia,26/03/2007,01/04/2007,€334.33,100KG,13,2007,EMMENTAL
CZ,Czechia,26/03/2007,01/04/2007,€305.70,100KG,13,2007,EDAM
CZ,Czechia,19/03/2007,25/03/2007,€256.58,100KG,12,2007,WMP
CZ,Czechia,19/03/2007,25/03/2007,€255.96,100KG,12,2007,BUTTER
CZ,Czechia,19/03/2007,25/03/2007,€472.00,100KG,12,2007,EMMENTAL
CZ,Czechia,19/03/2007,25/03/2007,€239.32,100KG,12,2007,SMP
CZ,Czechia,19/03/2007,25/03/2007,€306.83,100KG,12,2007,EDAM
CZ,Czechia,12/03/2007,18/03/2007,€321.90,100KG,11,2007,EDAM
CZ,Czechia,12/03/2007,18/03/2007,€239.15,100KG,11,2007,SMP
CZ,Czechia,12/03/2007,18/03/2007,€272.53,100KG,11,2007,BUTTER
CZ,Czechia,12/03/2007,18/03/2007,€464.52,100KG,11,2007,EMMENTAL
CZ,Czechia,12/03/2007,18/03/2007,€258.92,100KG,11,2007,WMP
CZ,Czechia,05/03/2007,11/03/2007,€314.60,100KG,10,2007,EDAM
CZ,Czechia,05/03/2007,11/03/2007,€255.52,100KG,10,2007,WMP
CZ,Czechia,05/03/2007,11/03/2007,€452.50,100KG,10,2007,EMMENTAL
CZ,Czechia,05/03/2007,11/03/2007,€243.23,100KG,10,2007,BUTTER
CZ,Czechia,05/03/2007,11/03/2007,€226.18,100KG,10,2007,SMP
CZ,Czechia,26/02/2007,04/03/2007,€257.08,100KG,9,2007,WMP
CZ,Czechia,26/02/2007,04/03/2007,€231.21,100KG,9,2007,SMP
CZ,Czechia,26/02/2007,04/03/2007,€240.64,100KG,9,2007,BUTTER
CZ,Czechia,26/02/2007,04/03/2007,€327.96,100KG,9,2007,EMMENTAL
CZ,Czechia,26/02/2007,04/03/2007,€317.23,100KG,9,2007,EDAM
CZ,Czechia,19/02/2007,25/02/2007,€301.77,100KG,8,2007,EDAM
CZ,Czechia,19/02/2007,25/02/2007,€253.94,100KG,8,2007,WMP
CZ,Czechia,19/02/2007,25/02/2007,€233.76,100KG,8,2007,SMP
CZ,Czechia,19/02/2007,25/02/2007,€355.26,100KG,8,2007,EMMENTAL
CZ,Czechia,19/02/2007,25/02/2007,€287.13,100KG,8,2007,BUTTER
CZ,Czechia,12/02/2007,18/02/2007,€243.93,100KG,7,2007,BUTTER
CZ,Czechia,12/02/2007,18/02/2007,€445.09,100KG,7,2007,EMMENTAL
CZ,Czechia,12/02/2007,18/02/2007,€255.47,100KG,7,2007,WMP
CZ,Czechia,12/02/2007,18/02/2007,€226.02,100KG,7,2007,SMP
CZ,Czechia,12/02/2007,18/02/2007,€321.09,100KG,7,2007,EDAM
CZ,Czechia,05/02/2007,11/02/2007,€253.41,100KG,6,2007,WMP
CZ,Czechia,05/02/2007,11/02/2007,€331.75,100KG,6,2007,EDAM
CZ,Czechia,05/02/2007,11/02/2007,€229.15,100KG,6,2007,SMP
CZ,Czechia,05/02/2007,11/02/2007,€282.32,100KG,6,2007,BUTTER
CZ,Czechia,05/02/2007,11/02/2007,€369.86,100KG,6,2007,EMMENTAL
CZ,Czechia,29/01/2007,04/02/2007,€257.33,100KG,5,2007,WMP
CZ,Czechia,29/01/2007,04/02/2007,€318.05,100KG,5,2007,EDAM
CZ,Czechia,29/01/2007,04/02/2007,€206.86,100KG,5,2007,SMP
CZ,Czechia,29/01/2007,04/02/2007,€241.61,100KG,5,2007,BUTTER
CZ,Czechia,29/01/2007,04/02/2007,€332.04,100KG,5,2007,EMMENTAL
CZ,Czechia,22/01/2007,28/01/2007,€345.32,100KG,4,2007,EMMENTAL
CZ,Czechia,22/01/2007,28/01/2007,€281.13,100KG,4,2007,BUTTER
CZ,Czechia,22/01/2007,28/01/2007,€215.83,100KG,4,2007,SMP
CZ,Czechia,22/01/2007,28/01/2007,€329.65,100KG,4,2007,EDAM
CZ,Czechia,22/01/2007,28/01/2007,€252.19,100KG,4,2007,WMP
CZ,Czechia,15/01/2007,21/01/2007,€461.49,100KG,3,2007,EMMENTAL
CZ,Czechia,15/01/2007,21/01/2007,€251.60,100KG,3,2007,BUTTER
CZ,Czechia,15/01/2007,21/01/2007,€211.99,100KG,3,2007,SMP
CZ,Czechia,15/01/2007,21/01/2007,€347.86,100KG,3,2007,EDAM
CZ,Czechia,15/01/2007,21/01/2007,€261.13,100KG,3,2007,WMP
CZ,Czechia,08/01/2007,14/01/2007,€222.90,100KG,2,2007,SMP
CZ,Czechia,08/01/2007,14/01/2007,€262.11,100KG,2,2007,WMP
CZ,Czechia,08/01/2007,14/01/2007,€361.02,100KG,2,2007,EMMENTAL
CZ,Czechia,08/01/2007,14/01/2007,€292.05,100KG,2,2007,BUTTER
CZ,Czechia,08/01/2007,14/01/2007,€312.82,100KG,2,2007,EDAM
CZ,Czechia,01/01/2007,07/01/2007,€349.84,100KG,1,2007,EMMENTAL
CZ,Czechia,01/01/2007,07/01/2007,€224.39,100KG,1,2007,SMP
CZ,Czechia,01/01/2007,07/01/2007,€265.98,100KG,1,2007,WMP
CZ,Czechia,01/01/2007,07/01/2007,€279.24,100KG,1,2007,BUTTER
CZ,Czechia,01/01/2007,07/01/2007,€329.22,100KG,1,2007,EDAM
CZ,Czechia,25/12/2006,31/12/2006,€449.87,100KG,52,2006,EMMENTAL
CZ,Czechia,25/12/2006,31/12/2006,€259.36,100KG,52,2006,WMP
CZ,Czechia,25/12/2006,31/12/2006,€258.32,100KG,52,2006,BUTTER
CZ,Czechia,25/12/2006,31/12/2006,€217.90,100KG,52,2006,SMP
CZ,Czechia,25/12/2006,31/12/2006,€309.08,100KG,52,2006,EDAM
CZ,Czechia,18/12/2006,24/12/2006,€317.62,100KG,51,2006,EDAM
CZ,Czechia,18/12/2006,24/12/2006,€478.15,100KG,51,2006,EMMENTAL
CZ,Czechia,18/12/2006,24/12/2006,€238.13,100KG,51,2006,WMP
CZ,Czechia,18/12/2006,24/12/2006,€287.38,100KG,51,2006,BUTTER
CZ,Czechia,18/12/2006,24/12/2006,€207.03,100KG,51,2006,SMP
CZ,Czechia,11/12/2006,17/12/2006,€220.73,100KG,50,2006,SMP
CZ,Czechia,11/12/2006,17/12/2006,€244.62,100KG,50,2006,BUTTER
CZ,Czechia,11/12/2006,17/12/2006,€332.86,100KG,50,2006,EMMENTAL
CZ,Czechia,11/12/2006,17/12/2006,€242.74,100KG,50,2006,WMP
CZ,Czechia,11/12/2006,17/12/2006,€325.60,100KG,50,2006,EDAM
CZ,Czechia,04/12/2006,10/12/2006,€235.77,100KG,49,2006,WMP
CZ,Czechia,04/12/2006,10/12/2006,€341.00,100KG,49,2006,EDAM
CZ,Czechia,04/12/2006,10/12/2006,€271.30,100KG,49,2006,BUTTER
CZ,Czechia,04/12/2006,10/12/2006,€457.23,100KG,49,2006,EMMENTAL
CZ,Czechia,04/12/2006,10/12/2006,€215.25,100KG,49,2006,SMP
CZ,Czechia,27/11/2006,03/12/2006,€242.24,100KG,48,2006,WMP
CZ,Czechia,27/11/2006,03/12/2006,€303.21,100KG,48,2006,EDAM
CZ,Czechia,27/11/2006,03/12/2006,€331.00,100KG,48,2006,EMMENTAL
CZ,Czechia,27/11/2006,03/12/2006,€258.11,100KG,48,2006,BUTTER
CZ,Czechia,27/11/2006,03/12/2006,€219.42,100KG,48,2006,SMP
CZ,Czechia,20/11/2006,26/11/2006,€459.11,100KG,47,2006,EMMENTAL
CZ,Czechia,20/11/2006,26/11/2006,€244.91,100KG,47,2006,WMP
CZ,Czechia,20/11/2006,26/11/2006,€309.24,100KG,47,2006,EDAM
CZ,Czechia,20/11/2006,26/11/2006,€219.06,100KG,47,2006,SMP
CZ,Czechia,20/11/2006,26/11/2006,€249.86,100KG,47,2006,BUTTER
CZ,Czechia,13/11/2006,19/11/2006,€271.46,100KG,46,2006,BUTTER
CZ,Czechia,13/11/2006,19/11/2006,€312.49,100KG,46,2006,EDAM
CZ,Czechia,13/11/2006,19/11/2006,€236.98,100KG,46,2006,WMP
CZ,Czechia,13/11/2006,19/11/2006,€209.03,100KG,46,2006,SMP
CZ,Czechia,13/11/2006,19/11/2006,€461.85,100KG,46,2006,EMMENTAL
CZ,Czechia,06/11/2006,12/11/2006,€281.38,100KG,45,2006,BUTTER
CZ,Czechia,06/11/2006,12/11/2006,€461.37,100KG,45,2006,EMMENTAL
CZ,Czechia,06/11/2006,12/11/2006,€336.19,100KG,45,2006,EDAM
CZ,Czechia,06/11/2006,12/11/2006,€232.21,100KG,45,2006,WMP
CZ,Czechia,06/11/2006,12/11/2006,€208.66,100KG,45,2006,SMP
CZ,Czechia,30/10/2006,05/11/2006,€313.33,100KG,44,2006,EDAM
CZ,Czechia,30/10/2006,05/11/2006,€243.39,100KG,44,2006,BUTTER
CZ,Czechia,30/10/2006,05/11/2006,€203.52,100KG,44,2006,SMP
CZ,Czechia,30/10/2006,05/11/2006,€233.79,100KG,44,2006,WMP
CZ,Czechia,30/10/2006,05/11/2006,€344.58,100KG,44,2006,EMMENTAL
CZ,Czechia,23/10/2006,29/10/2006,€229.67,100KG,43,2006,WMP
CZ,Czechia,23/10/2006,29/10/2006,€322.79,100KG,43,2006,EMMENTAL
CZ,Czechia,23/10/2006,29/10/2006,€275.17,100KG,43,2006,BUTTER
CZ,Czechia,23/10/2006,29/10/2006,€217.86,100KG,43,2006,SMP
CZ,Czechia,23/10/2006,29/10/2006,€326.21,100KG,43,2006,EDAM
CZ,Czechia,16/10/2006,22/10/2006,€247.22,100KG,42,2006,BUTTER
CZ,Czechia,16/10/2006,22/10/2006,€332.82,100KG,42,2006,EMMENTAL
CZ,Czechia,16/10/2006,22/10/2006,€222.77,100KG,42,2006,WMP
CZ,Czechia,16/10/2006,22/10/2006,€305.79,100KG,42,2006,EDAM
CZ,Czechia,16/10/2006,22/10/2006,€212.37,100KG,42,2006,SMP
CZ,Czechia,09/10/2006,15/10/2006,€325.75,100KG,41,2006,EDAM
CZ,Czechia,09/10/2006,15/10/2006,€230.53,100KG,41,2006,WMP
CZ,Czechia,09/10/2006,15/10/2006,€466.34,100KG,41,2006,EMMENTAL
CZ,Czechia,09/10/2006,15/10/2006,€211.81,100KG,41,2006,SMP
CZ,Czechia,09/10/2006,15/10/2006,€292.71,100KG,41,2006,BUTTER
CZ,Czechia,02/10/2006,08/10/2006,€341.82,100KG,40,2006,EMMENTAL
CZ,Czechia,02/10/2006,08/10/2006,€203.26,100KG,40,2006,SMP
CZ,Czechia,02/10/2006,08/10/2006,€329.41,100KG,40,2006,EDAM
CZ,Czechia,02/10/2006,08/10/2006,€238.03,100KG,40,2006,BUTTER
CZ,Czechia,02/10/2006,08/10/2006,€229.19,100KG,40,2006,WMP
CZ,Czechia,25/09/2006,01/10/2006,€229.68,100KG,39,2006,WMP
CZ,Czechia,25/09/2006,01/10/2006,€251.87,100KG,39,2006,BUTTER
CZ,Czechia,25/09/2006,01/10/2006,€304.61,100KG,39,2006,EDAM
CZ,Czechia,25/09/2006,01/10/2006,€318.93,100KG,39,2006,EMMENTAL
CZ,Czechia,25/09/2006,01/10/2006,€203.64,100KG,39,2006,SMP
CZ,Czechia,18/09/2006,24/09/2006,€227.98,100KG,38,2006,WMP
CZ,Czechia,18/09/2006,24/09/2006,€235.97,100KG,38,2006,BUTTER
CZ,Czechia,18/09/2006,24/09/2006,€450.52,100KG,38,2006,EMMENTAL
CZ,Czechia,18/09/2006,24/09/2006,€322.73,100KG,38,2006,EDAM
CZ,Czechia,18/09/2006,24/09/2006,€205.77,100KG,38,2006,SMP
CZ,Czechia,11/09/2006,17/09/2006,€199.00,100KG,37,2006,SMP
CZ,Czechia,11/09/2006,17/09/2006,€319.98,100KG,37,2006,EDAM
CZ,Czechia,11/09/2006,17/09/2006,€345.87,100KG,37,2006,EMMENTAL
