origin,model,L,L_is_origin_minus_1,audit_L,L_matches_audit,last_food,last_ppi,last_agri,months_published_after_L,n_window,audit_n,window_start,audit_window_start,gap_last_own,gap_last_audit,gap_diff,alpha_raw_own,alpha_raw_audit,alpha_raw_diff,alpha_own,alpha_audit,n_pairs_own,n_pairs_audit,max_corr_diff_h1_6,max_corr_h7_12,coef_ppi_own,coef_ppi_audit,trend_own,trend_audit
2025-07,FOOD_ECM_R27,2025-06,True,2025-06,True,2025-06,2025-06,2025-06,0,96,96,2017-07,2017-07,0.6795308999305127,0.6795308999305184,5.662137425588298e-15,-0.5411318314620807,-0.5411318314620801,5.551115123125783e-16,-0.25,-0.25,95,95,1.0824674490095276e-15,0.0,0.9792707051859212,0.9792707051859212,0.09190424179259743,0.09190424179259743
2025-07,FOOD_ECM_PPI_R27,2025-06,True,2025-06,True,2025-06,2025-06,2025-06,0,96,96,2017-07,2017-07,0.4086861557762418,0.4086861557762418,0.0,-0.5706702842453238,-0.5706702842453238,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7623392161455529,0.7623392161455529,0.12297917064199597,0.12297917064199597
2025-08,FOOD_ECM_R27,2025-07,True,2025-07,True,2025-07,2025-07,2025-07,0,96,96,2017-08,2017-08,0.4948777691646462,0.4948777691646409,5.329070518200751e-15,-0.5435063288167084,-0.5435063288167085,1.1102230246251565e-16,-0.25,-0.25,95,95,9.992007221626409e-16,0.0,0.9799231898813768,0.9799231898813768,0.09147352019847738,0.09147352019847738
2025-08,FOOD_ECM_PPI_R27,2025-07,True,2025-07,True,2025-07,2025-07,2025-07,0,96,96,2017-08,2017-08,0.16066487705771665,0.16066487705771665,0.0,-0.5716198134883461,-0.5716198134883461,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7629262788921144,0.7629262788921144,0.1225330499145386,0.1225330499145386
2025-09,FOOD_ECM_R27,2025-08,True,2025-08,True,2025-08,2025-08,2025-08,0,96,96,2017-09,2017-09,0.8614390225092375,0.8614390225092446,7.105427357601002e-15,-0.538648479062291,-0.53864847906229,9.992007221626409e-16,-0.25,-0.25,95,95,1.3322676295501878e-15,0.0,0.9958180000062217,0.9958180000062217,0.08610640076651281,0.08610640076651281
2025-09,FOOD_ECM_PPI_R27,2025-08,True,2025-08,True,2025-08,2025-08,2025-08,0,96,96,2017-09,2017-09,0.4678807704030943,0.4678807704030943,0.0,-0.5729903579602676,-0.5729903579602676,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7668788517049816,0.7668788517049816,0.11966996067512067,0.11966996067512067
2025-10,FOOD_ECM_R27,2025-09,True,2025-09,True,2025-09,2025-09,2025-09,0,96,96,2017-10,2017-10,0.4167049017580131,0.41670490175801334,2.220446049250313e-16,-0.5291469535361895,-0.5291469535361886,8.881784197001252e-16,-0.25,-0.25,95,95,4.163336342344337e-17,0.0,1.0140647641873395,1.0140647641873395,0.07870206992505868,0.07870206992505868
2025-10,FOOD_ECM_PPI_R27,2025-09,True,2025-09,True,2025-09,2025-09,2025-09,0,96,96,2017-10,2017-10,0.26501875931929675,0.26501875931929675,0.0,-0.5725014637003307,-0.5725014637003307,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7730704587257163,0.7730704587257163,0.11493328281601142,0.11493328281601142
2025-11,FOOD_ECM_R27,2025-10,True,2025-10,True,2025-10,2025-10,2025-10,0,96,96,2017-11,2017-11,0.8920285214098693,0.8920285214098744,5.10702591327572e-15,-0.521720889208249,-0.5217208892082487,3.3306690738754696e-16,-0.25,-0.25,95,95,9.71445146547012e-16,0.0,1.023342140493137,1.023342140493137,0.07583620970795571,0.07583620970795571
2025-11,FOOD_ECM_PPI_R27,2025-10,True,2025-10,True,2025-10,2025-10,2025-10,0,96,96,2017-11,2017-11,1.0718604908466087,1.0718604908466087,0.0,-0.5713398201786491,-0.5713398201786491,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7734538336713751,0.7734538336713751,0.11479620826397588,0.11479620826397588
2025-12,FOOD_ECM_R27,2025-11,True,2025-11,True,2025-11,2025-11,2025-11,0,96,96,2017-12,2017-12,0.48067828977524185,0.4806782897752476,5.773159728050814e-15,-0.5364920125780569,-0.5364920125780571,2.220446049250313e-16,-0.25,-0.25,95,95,1.0824674490095276e-15,0.0,1.02310115420866,1.02310115420866,0.07573383652146025,0.07573383652146025
2025-12,FOOD_ECM_PPI_R27,2025-11,True,2025-11,True,2025-11,2025-11,2025-11,0,96,96,2017-12,2017-12,0.6405791203640759,0.6405791203640759,0.0,-0.5861647523896758,-0.5861647523896758,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7722316340221704,0.7722316340221704,0.1157482047824741,0.1157482047824741
2026-01,FOOD_ECM_R27,2025-12,True,2025-12,True,2025-12,2025-12,2025-12,0,96,96,2018-01,2018-01,-0.5216050164125869,-0.5216050164125874,4.440892098500626e-16,-0.5344068190881418,-0.5344068190881419,1.1102230246251565e-16,-0.25,-0.25,95,95,8.326672684688674e-17,0.0,1.0132605841585198,1.0132605841585198,0.07624899916541837,0.07624899916541837
2026-01,FOOD_ECM_PPI_R27,2025-12,True,2025-12,True,2025-12,2025-12,2025-12,0,96,96,2018-01,2018-01,0.14453773924065683,0.14453773924065683,0.0,-0.583214357132349,-0.583214357132349,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7714695548296927,0.7714695548296927,0.1164582386035386,0.1164582386035386
2026-02,FOOD_ECM_R27,2026-01,True,2026-01,True,2026-01,2026-01,2026-01,0,96,96,2018-02,2018-02,0.6808771795114987,0.6808771795114976,1.1102230246251565e-15,-0.5324836035936834,-0.5324836035936829,5.551115123125783e-16,-0.25,-0.25,95,95,2.220446049250313e-16,0.0,1.0079614925067095,1.0079614925067095,0.08212724230596094,0.08212724230596094
2026-02,FOOD_ECM_PPI_R27,2026-01,True,2026-01,True,2026-01,2026-01,2026-01,0,96,96,2018-02,2018-02,1.5278213044869078,1.5278213044869078,0.0,-0.5860618218650429,-0.5860618218650429,0.0,-0.25,-0.25,95,95,0.0,0.0,0.760425299151552,0.760425299151552,0.1251251892029353,0.1251251892029353
2026-03,FOOD_ECM_R27,2026-02,True,2026-02,True,2026-02,2026-02,2026-02,0,96,96,2018-03,2018-03,0.09738127004452368,0.09738127004451769,5.995204332975845e-15,-0.5432898652444688,-0.5432898652444692,4.440892098500626e-16,-0.25,-0.25,95,95,1.124100812432971e-15,0.0,0.9986452061044456,0.9986452061044456,0.08671367126059812,0.08671367126059812
2026-03,FOOD_ECM_PPI_R27,2026-02,True,2026-02,True,2026-02,2026-02,2026-02,0,96,96,2018-03,2018-03,0.7000336193533148,0.7000336193533148,0.0,-0.5954421463094447,-0.5954421463094447,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7527545958252077,0.7527545958252077,0.13142867451733475,0.13142867451733475
2026-04,FOOD_ECM_R27,2026-03,True,2026-03,True,2026-03,2026-03,2026-03,0,96,96,2018-04,2018-04,-0.8684142580822614,-0.8684142580822669,5.551115123125783e-15,-0.5470718044524943,-0.5470718044524946,3.3306690738754696e-16,-0.25,-0.25,95,95,1.0269562977782698e-15,0.0,0.9886412105434681,0.9886412105434681,0.08901995536229729,0.08901995536229729
2026-04,FOOD_ECM_PPI_R27,2026-03,True,2026-03,True,2026-03,2026-03,2026-03,0,96,96,2018-04,2018-04,0.10047936102843724,0.10047936102843724,0.0,-0.5918584871650956,-0.5918584871650956,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7491482529684634,0.7491482529684634,0.13476274443394634,0.13476274443394634
2026-05,FOOD_ECM_R27,2026-04,True,2026-04,True,2026-04,2026-04,2026-04,0,96,96,2018-05,2018-05,-1.00176403579426,-1.0017640357942592,8.881784197001252e-16,-0.5445880945454511,-0.5445880945454514,3.3306690738754696e-16,-0.25,-0.25,95,95,1.6653345369377348e-16,0.0,0.9825712282966181,0.9825712282966181,0.08935888197672973,0.08935888197672973
2026-05,FOOD_ECM_PPI_R27,2026-04,True,2026-04,True,2026-04,2026-04,2026-04,0,96,96,2018-05,2018-05,-0.21920913129430986,-0.21920913129430986,0.0,-0.5955523646740671,-0.5955523646740671,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7484778101769307,0.7484778101769307,0.13583730365696373,0.13583730365696373
2026-06,FOOD_ECM_R27,2026-05,True,2026-05,True,2026-05,2026-05,2026-05,0,96,96,2018-06,2018-06,-1.0182117235338293,-1.018211723533822,7.327471962526033e-15,-0.5452540809549494,-0.5452540809549495,1.1102230246251565e-16,-0.25,-0.25,95,95,1.3877787807814457e-15,0.0,0.9711168838774704,0.9711168838774704,0.09205459906435454,0.09205459906435454
2026-06,FOOD_ECM_PPI_R27,2026-05,True,2026-05,True,2026-05,2026-05,2026-05,0,96,96,2018-06,2018-06,-0.17084359800034998,-0.17084359800034998,0.0,-0.6013848812211764,-0.6013848812211764,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7458277158012176,0.7458277158012176,0.13872649299258952,0.13872649299258952
2026-07,FOOD_ECM_R27,2026-06,True,2026-06,True,2026-06,2026-06,2026-06,0,96,96,2018-07,2018-07,-1.607888915814494,-1.6078889158144887,5.329070518200751e-15,-0.5332914905229408,-0.5332914905229394,1.3322676295501878e-15,-0.25,-0.25,95,95,9.992007221626409e-16,0.0,0.9533672105487794,0.9533672105487794,0.09500881993952454,0.09500881993952454
2026-07,FOOD_ECM_PPI_R27,2026-06,True,2026-06,True,2026-06,2026-06,2026-06,0,96,96,2018-07,2018-07,-0.8612761308451613,-0.8612761308451613,0.0,-0.5861781011150045,-0.5861781011150045,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7462396799449386,0.7462396799449386,0.1396654615998872,0.1396654615998872
