group,ticker,retrieved_at,name,source,adjustment,frequency,last_update,status,periodicity,observations,first_date,last_date,last_value,probe,error
cpi_czso_index,CZCP12 Index,2026-09-12T16:32:53.505333+00:00,Czech CPI Insurance And Financ,Czech Statistical Office,Index NSA,Monthly,2026-08-31,ok,MONTHLY,140.0,2015-01-31,2026-08-31,104.6,20260912_bloomberg_probe,
cpi_czso_index,CZCP13 Index,2026-09-12T16:32:54.013478+00:00,Czech CPI Personal Care Social,Czech Statistical Office,Index NSA,Monthly,2026-08-31,ok,MONTHLY,140.0,2015-01-31,2026-08-31,104.0,20260912_bloomberg_probe,
hicp_food_index,CPALCZ Index,2026-09-12T16:32:54.564452+00:00,Eurostat Czech Republic HICP A,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,367.0,1996-01-31,2026-07-31,101.95,20260912_bloomberg_probe,
hicp_food_index,CPF1CZ Index,2026-09-12T16:32:55.083402+00:00,Eurostat Czech Rep HICP Food &,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,367.0,1996-01-31,2026-07-31,96.96,20260912_bloomberg_probe,
hicp_food_index,CPFOCZ Index,2026-09-12T16:32:55.652548+00:00,EU CPI Food Czech Republic,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,96.66,20260912_bloomberg_probe,
hicp_food_index,CP11CZ Index,2026-09-12T16:32:56.268721+00:00,EU CPI Bread & Cereals Czech R,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,100.15,20260912_bloomberg_probe,
hicp_food_index,CP12CZ Index,2026-09-12T16:32:56.800155+00:00,EU CPI Meat Czech Republic,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,97.46,20260912_bloomberg_probe,
hicp_food_index,CP13CZ Index,2026-09-12T16:32:57.361779+00:00,EU CPI Fish & Seafood Czech Re,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,101.44,20260912_bloomberg_probe,
hicp_food_index,CP14CZ Index,2026-09-12T16:32:57.898852+00:00,EU CPI Milk Cheese & Eggs Czec,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,91.74,20260912_bloomberg_probe,
hicp_food_index,CP15CZ Index,2026-09-12T16:32:58.449138+00:00,EU CPI Oils & Fats Czech Repub,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,72.58,20260912_bloomberg_probe,
hicp_food_index,CP16CZ Index,2026-09-12T16:32:58.962347+00:00,EU CPI Fruit Czech Republic,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,96.4,20260912_bloomberg_probe,
hicp_food_index,CP17CZ Index,2026-09-12T16:32:59.501008+00:00,EU CPI Vegetables Czech Republ,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,102.57,20260912_bloomberg_probe,
hicp_food_index,CP18CZ Index,2026-09-12T16:33:00.068216+00:00,EU CPI Sugar Jam Honey Chocola,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,100.93,20260912_bloomberg_probe,
hicp_food_index,CP19CZ Index,2026-09-12T16:33:00.614440+00:00,EU CPI Food Products NEC Czech,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,100.65,20260912_bloomberg_probe,
hicp_food_index,CPNACZ Index,2026-09-12T16:33:01.169708+00:00,EU CPI Non Alcoholic Beverages,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,99.87,20260912_bloomberg_probe,
ppi_czso_mom,CZPPMOM Index,2026-09-12T16:33:01.721129+00:00,Czech Republic PPI Industrial,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,438.0,1990-02-28,2026-07-31,0.3,20260912_bloomberg_probe,
ppi_czso_mom,CZPPAMOM Index,2026-09-12T16:33:02.264973+00:00,Czech Republic PPI Agricultura,Czech Statistical Office,MoM% NSA,Monthly,2017-03-31,ok,MONTHLY,195.0,2001-01-31,2017-03-31,2.0,20260912_bloomberg_probe,
ppi_czso_mom,CZPPCAM Index,2026-09-12T16:33:02.804379+00:00,Czech Republic PPI Food Produc,Czech Statistical Office,MoM% NSA,Monthly,2022-12-31,ok,MONTHLY,274.0,2000-02-29,2022-12-31,0.4,20260912_bloomberg_probe,
ppi_czso_mom,CZPPA10M Index,2026-09-12T16:33:03.354419+00:00,Czech Republic PPI Food Produc,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,-0.4,20260912_bloomberg_probe,
ppi_czso_mom,CZPPA01M Index,2026-09-12T16:33:03.865440+00:00,Czech Republic PPI Processed &,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,-1.4,20260912_bloomberg_probe,
ppi_czso_mom,CZPPA03M Index,2026-09-12T16:33:04.384112+00:00,Czech Republic PPI Processed &,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,-0.3,20260912_bloomberg_probe,
ppi_czso_mom,CZPPA04M Index,2026-09-12T16:33:04.927166+00:00,Czech Republic PPI Vegetable &,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,1.4,20260912_bloomberg_probe,
ppi_czso_mom,CZPPA05M Index,2026-09-12T16:33:05.501867+00:00,Czech Republic PPI Dairy Produ,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,-0.4,20260912_bloomberg_probe,
ppi_czso_mom,CZPPA06M Index,2026-09-12T16:33:06.036160+00:00,Czech Republic PPI Mill & Star,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,-0.2,20260912_bloomberg_probe,
ppi_czso_mom,CZPPA07M Index,2026-09-12T16:33:06.547028+00:00,Czech Republic PPI Bread Cakes,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,-0.2,20260912_bloomberg_probe,
ppi_czso_mom,CZPPBM Index,2026-09-12T16:33:07.067101+00:00,Czech Republic PPI Mining & Qu,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,-0.4,20260912_bloomberg_probe,
ppi_czso_mom,CZPPCM Index,2026-09-12T16:33:07.589536+00:00,Czech Republic PPI Services &,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,0.4,20260912_bloomberg_probe,
ppi_eurostat,EUPPCZY Index,2026-09-12T16:33:08.070409+00:00,Eurostat PPI Czech Republic In,Eurostat,YoY% NSA,Monthly,2026-07-31,ok,MONTHLY,427.0,1991-01-31,2026-07-31,1.6,20260912_bloomberg_probe,
ppi_eurostat,PPENCZY Index,2026-09-12T16:33:08.616585+00:00,Eurostat PPI Czech Republic En,Eurostat,YoY% NSA,Monthly,2026-07-31,ok,MONTHLY,379.0,1995-01-31,2026-07-31,2.2,20260912_bloomberg_probe,
ppi_eurostat,EPT00BCZ Index,2026-09-12T16:33:09.182347+00:00,Eurostat PPI Mining & Quarryin,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,192.1,20260912_bloomberg_probe,
ppi_eurostat,EPT00CCZ Index,2026-09-12T16:33:09.760541+00:00,Eurostat PPI Manufacturing Cze,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,117.0,20260912_bloomberg_probe,
ppi_eurostat,EPT010CZ Index,2026-09-12T16:33:10.340860+00:00,Eurostat PPI Manufacture of Fo,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,125.0,20260912_bloomberg_probe,
ppi_eurostat,EPTC10CZ Index,2026-09-12T16:33:10.872115+00:00,Eurostat PPI Manufacture of Fo,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,124.3,20260912_bloomberg_probe,
ppi_eurostat,EPT0BCCZ Index,2026-09-12T16:33:11.393922+00:00,Eurostat PPI Manufacturing Min,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,118.6,20260912_bloomberg_probe,
trade_prices,CZEII Index,2026-09-12T16:33:11.985836+00:00,Czech Republic Import Prices,Czech Statistical Office,Index NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,116.1,20260912_bloomberg_probe,
trade_prices,CZEIE Index,2026-09-12T16:33:12.553315+00:00,Czech Republic Export Prices,Czech Statistical Office,Index NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,120.7,20260912_bloomberg_probe,
trade_prices,CZEIIF Index,2026-09-12T16:33:13.091966+00:00,Czech Republic Import Prices F,Czech Statistical Office,Index NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,122.0,20260912_bloomberg_probe,
trade_prices,CZEIIB Index,2026-09-12T16:33:13.606362+00:00,Czech Republic Import Prices B,Czech Statistical Office,Index NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,191.6,20260912_bloomberg_probe,
trade_prices,CZEIII Index,2026-09-12T16:33:14.163534+00:00,Czech Republic Import Prices I,Czech Statistical Office,Index NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,140.8,20260912_bloomberg_probe,
trade_prices,CZEIIL Index,2026-09-12T16:33:14.705166+00:00,Czech Republic Import Prices L,Czech Statistical Office,Index NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,196.5,20260912_bloomberg_probe,
trade_prices,CZEIIO Index,2026-09-12T16:33:15.247362+00:00,Czech Republic Import Prices O,Czech Statistical Office,Index NSA,Monthly,2017-12-31,ok,MONTHLY,130.0,2007-02-28,2017-12-31,94.2,20260912_bloomberg_probe,
trade_prices,CZEIIC Index,2026-09-12T16:33:15.768417+00:00,Czech Republic Import Prices C,Czech Statistical Office,Index NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,110.3,20260912_bloomberg_probe,
trade_prices,CZEIIG Index,2026-09-12T16:33:16.288512+00:00,Czech Republic Import Prices G,Czech Statistical Office,Index NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,123.9,20260912_bloomberg_probe,
trade_prices,CZEIIT Index,2026-09-12T16:33:16.809608+00:00,Czech Republic Import Prices T,Czech Statistical Office,Index NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,100.9,20260912_bloomberg_probe,
trade_prices,CZEIIM Index,2026-09-12T16:33:17.299299+00:00,Czech Republic Import Prices M,Czech Statistical Office,Index NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,105.9,20260912_bloomberg_probe,
surveys,EUA7CZ Index,2026-09-12T16:33:17.783374+00:00,EC Consumer Confidence Czech R,European Commission,% Balance/Diffusion Index SA,Monthly,2026-08-31,ok,MONTHLY,380.0,1995-01-31,2026-08-31,4.9,20260912_bloomberg_probe,
surveys,EUA8CZ Index,2026-09-12T16:33:18.332542+00:00,EC Consumer Confidence Czech R,European Commission,% Balance/Diffusion Index SA,Monthly,2026-08-31,ok,MONTHLY,380.0,1995-01-31,2026-08-31,29.5,20260912_bloomberg_probe,
surveys,EUESCZ Index,2026-09-12T16:33:18.893827+00:00,European Commission Economic S,European Commission,Index SA,Monthly,2026-08-31,ok,MONTHLY,403.0,1993-02-28,2026-08-31,101.1,20260912_bloomberg_probe,
surveys,CZCCCOM Index,2026-09-12T16:33:19.444240+00:00,Czech Republic Composite Confi,Czech Statistical Office,% Balance/Diffusion Index SA,Monthly,2026-08-31,ok,MONTHLY,260.0,2005-01-31,2026-08-31,7.8,20260912_bloomberg_probe,
surveys,EUR6CZ Index,2026-09-12T16:33:19.948147+00:00,EC Retail Prices Expected in t,European Commission,% Balance/Diffusion Index NSA,Monthly,2026-08-31,ok,MONTHLY,399.0,1993-06-30,2026-08-31,1.1,20260912_bloomberg_probe,
surveys,EUS6CZ Index,2026-09-12T16:33:20.487519+00:00,EC Services Prices Expected in,European Commission,% Balance/Diffusion Index SA,Monthly,2026-08-31,ok,MONTHLY,292.0,2002-05-31,2026-08-31,8.0,20260912_bloomberg_probe,
surveys,EUA3CZ Index,2026-09-12T16:33:21.028985+00:00,EC Consumer Confidence Czech R,European Commission,% Balance/Diffusion Index SA,Monthly,2026-08-31,ok,MONTHLY,380.0,1995-01-31,2026-08-31,-21.6,20260912_bloomberg_probe,
labour,CZUEUR Index,2026-09-12T16:33:21.620000+00:00,Czech Unemployment Rate Total,Czech Statistical Office,Percent NSA,Quarterly,2024-12-31,ok,MONTHLY,80.0,2005-03-31,2024-12-31,2.5,20260912_bloomberg_probe,
labour,CZJLUNR Index,2026-09-12T16:33:22.099350+00:00,Czech Republic Unemployment Ra,Czech Statistical Office,Percent NSA,Monthly,2026-08-31,ok,MONTHLY,260.0,2005-01-31,2026-08-31,5.1,20260912_bloomberg_probe,
labour,UMRTCZ Index,2026-09-12T16:33:22.655975+00:00,Eurostat Unemployment Czech Re,Eurostat,Percent SA,Monthly,2026-07-31,ok,MONTHLY,403.0,1993-01-31,2026-07-31,3.3,20260912_bloomberg_probe,
labour,CZUEL Index,2026-09-12T16:33:23.155464+00:00,Czech Republic Unemployment Pe,Czech Statistical Office,Units/Persons NSA,Monthly,2026-03-31,ok,MONTHLY,356.0,1990-12-31,2026-03-31,372338.0,20260912_bloomberg_probe,
loans,CZBLHPTV Index,2026-09-12T16:33:23.656604+00:00,Czech Republic Volume of House,Czech National Bank,Value NSA,Monthly,2026-05-31,ok,MONTHLY,293.0,2002-01-31,2026-05-31,2060993.14,20260912_bloomberg_probe,
loans,CZBLHHTV Index,2026-09-12T16:33:24.160558+00:00,Czech Republic Volume of House,Czech National Bank,Value NSA,Monthly,2026-05-31,ok,MONTHLY,293.0,2002-01-31,2026-05-31,2679223.73,20260912_bloomberg_probe,
loans,LDHHLHCZ Index,2026-09-12T16:33:24.692125+00:00,ECB MFIs Statistics for Househ,European Central Bank,Value NSA,Monthly,2026-07-31,ok,MONTHLY,295.0,2002-01-31,2026-07-31,86692.0,20260912_bloomberg_probe,
loans,LDHHCCCZ Index,2026-09-12T16:33:25.302186+00:00,ECB MFIs Statistics for Househ,European Central Bank,Value NSA,Monthly,2026-07-31,ok,MONTHLY,294.0,2002-01-31,2026-07-31,17879.0,20260912_bloomberg_probe,
loans,LDHHOLCZ Index,2026-09-12T16:33:25.863938+00:00,ECB MFIs Statistics for Househ,European Central Bank,Value NSA,Monthly,2026-07-31,ok,MONTHLY,295.0,2002-01-31,2026-07-31,8536.0,20260912_bloomberg_probe,
trade_balance,CZTBAL Index,2026-09-12T16:33:26.407562+00:00,Czech Republic Foreign Trade B,Czech Statistical Office,Value NSA,Monthly,2019-12-31,ok,MONTHLY,324.0,1993-01-31,2019-12-31,16.296,20260912_bloomberg_probe,
trade_balance,CZTBNAL Index,2026-09-12T16:33:26.940962+00:00,Czech Republic Foreign Trade B,Czech Statistical Office,Value NSA,Monthly,2026-07-31,ok,MONTHLY,259.0,2005-01-31,2026-07-31,-8.51,20260912_bloomberg_probe,
rates,GTCZK10Y Govt,2026-09-12T16:33:27.426125+00:00,CZECH REPUBLIC,,,,2026-09-11,ok,DAILY,5032.0,2007-03-02,2026-09-11,5.207,20260912_bloomberg_probe,
headline_published,CZCPMOM Index,2026-09-12T16:36:56.938331+00:00,Czech Republic CPI  Nominal Ch,Czech Statistical Office,MoM% NSA,Monthly,2026-08-31,ok,MONTHLY,140.0,2015-01-31,2026-08-31,0.3,20260912_bloomberg_probe2,
headline_published,CZCPYOY Index,2026-09-12T16:36:57.647383+00:00,Czech Republic CPI Nominal Chn,Czech Statistical Office,YoY% NSA,Monthly,2026-08-31,ok,MONTHLY,140.0,2015-01-31,2026-08-31,1.9,20260912_bloomberg_probe2,
regulated_prices,CZCIRM Index,2026-09-12T16:36:58.089755+00:00,Czech Inflation Regulated Pric,Czech National Bank,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,0.2,20260912_bloomberg_probe2,
regulated_prices,CZCIRY Index,2026-09-12T16:36:58.619758+00:00,Czech Inflation Regulated Pric,Czech National Bank,YoY% NSA,Monthly,2026-02-28,ok,MONTHLY,230.0,2007-01-31,2026-02-28,-1.4,20260912_bloomberg_probe2,
regulated_prices,CZCIRCM Index,2026-09-12T16:36:59.155464+00:00,Czech Inflation Regulated Pric,Czech National Bank,Percentage Points NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,0.03,20260912_bloomberg_probe2,
hicp_core_administered_fuel,CPEXCZ Index,2026-09-12T16:36:59.650415+00:00,Eurostat Czech Republic Core H,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,103.78,20260912_bloomberg_probe2,
hicp_core_administered_fuel,CPEXCZM Index,2026-09-12T16:37:00.282973+00:00,Eurostat Czech Republic Core H,Eurostat,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,1.0,20260912_bloomberg_probe2,
hicp_core_administered_fuel,CPAPCZ Index,2026-09-12T16:37:00.816819+00:00,EU CPI Administered Prices Cze,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,308.0,2000-12-31,2026-07-31,99.57,20260912_bloomberg_probe2,
hicp_core_administered_fuel,CPAPCZMM Index,2026-09-12T16:37:01.415264+00:00,EU CPI Administered Prices Cze,Eurostat,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,307.0,2001-01-31,2026-07-31,0.3,20260912_bloomberg_probe2,
hicp_core_administered_fuel,CP7FCZ Index,2026-09-12T16:37:02.052937+00:00,EU CPI Fuels & Lubricants for,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,116.63,20260912_bloomberg_probe2,
hicp_core_administered_fuel,CP7FCZMM Index,2026-09-12T16:37:02.597304+00:00,EU CPI Fuels & Lubricants for,Eurostat,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,3.5,20260912_bloomberg_probe2,
import_prices_published,CZEIIMOM Index,2026-09-12T16:37:03.160701+00:00,Czech Republic Import Prices M,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,233.0,2007-02-28,2026-07-31,0.5,20260912_bloomberg_probe2,
import_prices_published,CZEIIYOY Index,2026-09-12T16:37:03.633040+00:00,Czech Republic Import Prices Y,Czech Statistical Office,YoY% NSA,Monthly,2026-07-31,ok,MONTHLY,236.0,2006-12-31,2026-07-31,4.6,20260912_bloomberg_probe2,
pump_prices_ec_oil_bulletin,ECOBETCZ Index,2026-09-12T16:37:04.087323+00:00,Czech Republic Euro-super 95 G,European Commission,,Weekly on Friday,2026-09-11,ok,DAILY,1087.0,2005-01-07,2026-09-11,43708.0,20260912_bloomberg_probe2,
pump_prices_ec_oil_bulletin,ECOBOTCZ Index,2026-09-12T16:37:04.873674+00:00,Czech Republic Automotive Gas,European Commission,,Weekly on Friday,2026-09-11,ok,DAILY,1087.0,2005-01-07,2026-09-11,47389.0,20260912_bloomberg_probe2,
pump_prices_ec_oil_bulletin,ECOBEFCZ Index,2026-09-12T16:37:05.620096+00:00,Czech Republic Euro-super 95 G,European Commission,,Weekly on Friday,2026-09-11,ok,DAILY,1087.0,2005-01-07,2026-09-11,23282.31,20260912_bloomberg_probe2,
pump_prices_ec_oil_bulletin,ECOBOFCZ Index,2026-09-12T16:37:06.375518+00:00,Czech Republic Automotive Gas,European Commission,,Weekly on Friday,2026-09-11,ok,DAILY,1087.0,2005-01-07,2026-09-11,29214.46,20260912_bloomberg_probe2,
repo_rate,CZBRREPO Index,2026-09-12T16:37:07.099206+00:00,Czech Republic Ceska Narodni B,PRIBOR PANEL BANK DATA,Percent NSA,Intraday,2026-09-11,ok,DAILY,7912.0,1995-12-08,2026-09-11,3.75,20260912_bloomberg_probe2,
real_effective_exchange_rate,BISBCZR Index,2026-09-12T16:37:08.148434+00:00,Czech Republic Real Effective,Bank for International Settlem,Index NSA,Monthly,2026-07-31,ok,MONTHLY,391.0,1994-01-31,2026-07-31,126.71,20260912_bloomberg_probe2,
real_effective_exchange_rate,OECZFRAA Index,2026-09-12T16:37:08.648162+00:00,OECD Czech Rep Real Effective,Organisation for Economic Co-o,,Monthly,2026-08-31,ok,MONTHLY,405.0,1992-12-31,2026-08-31,140.02,20260912_bloomberg_probe2,
real_effective_exchange_rate,BRERCZ Index,2026-09-12T16:37:09.249741+00:00,Bloomberg Economics Czech Rep,Bloomberg Economics,,Daily,2026-09-11,ok,MONTHLY,392.0,1994-01-31,2026-08-31,127.06,20260912_bloomberg_probe2,
trade_balance_bop,CZCMTRBA Index,2026-09-12T16:37:09.856934+00:00,Czech Republic BoP Current Acc,Czech National Bank,Value NSA,Monthly,2026-06-30,ok,MONTHLY,270.0,2004-01-31,2026-06-30,34.83,20260912_bloomberg_probe2,
agricultural_ppi,CZPPAYOY Index,2026-09-12T16:37:10.414301+00:00,Czech Republic PPI Agricultura,Czech Statistical Office,YoY% NSA,Monthly,2017-03-31,ok,MONTHLY,303.0,1992-01-31,2017-03-31,3.4,20260912_bloomberg_probe2,
household_loans,LONSCZHH Index,2026-09-12T16:37:10.933185+00:00,Czech Republic Household & Non,European Central Bank,Value NSA,Monthly,2026-07-31,ok,MONTHLY,295.0,2002-01-31,2026-07-31,113106.0,20260912_bloomberg_probe2,
household_loans,CZHHHHTV Index,2026-09-12T16:37:11.544203+00:00,Czech Republic Volume of House,Czech National Bank,Value NSA,Monthly,2026-07-31,ok,MONTHLY,271.0,2004-01-31,2026-07-31,110979.16,20260912_bloomberg_probe2,
cnb_inflation_family,CZCIPM Index,2026-09-12T16:40:06.988433+00:00,Czech Inflation Overall Items,Czech National Bank,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,0.6,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIPY Index,2026-09-12T16:40:07.683855+00:00,Czech Inflation Overall Items,Czech National Bank,YoY% NSA,Monthly,2026-02-28,ok,MONTHLY,230.0,2007-01-31,2026-02-28,1.4,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIFM Index,2026-09-12T16:40:08.228062+00:00,Czech Inflation Fuel MoM,Czech National Bank,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,2.5,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIFY Index,2026-09-12T16:40:08.726264+00:00,Czech Inflation Fuel YoY,Czech National Bank,YoY% NSA,Monthly,2026-02-28,ok,MONTHLY,230.0,2007-01-31,2026-02-28,-8.6,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIBM Index,2026-09-12T16:40:09.267050+00:00,Czech Inflation Food Beverage,Czech National Bank,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,-0.4,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIBY Index,2026-09-12T16:40:09.864322+00:00,Czech Inflation Food Beverage,Czech National Bank,YoY% NSA,Monthly,2026-02-28,ok,MONTHLY,230.0,2007-01-31,2026-02-28,1.2,20260912_bloomberg_probe3,
cnb_inflation_family,CZCINM Index,2026-09-12T16:40:10.415040+00:00,Czech Inflation Net Inflation,Czech National Bank,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,0.7,20260912_bloomberg_probe3,
cnb_inflation_family,CZCINY Index,2026-09-12T16:40:10.987986+00:00,Czech Inflation Net Inflation,Czech National Bank,YoY% NSA,Monthly,2026-02-28,ok,MONTHLY,230.0,2007-01-31,2026-02-28,1.8,20260912_bloomberg_probe3,
