"Ukazatel","IndicatorType","Území","Uz0","Měsíce, jejich kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRZEM1","Klasifikace API","APIZ","Typ indexu","TYPUDAJEZEM3","Hodnota"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Drůbež","115000","Meziroční index","IR","92.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Kuřata","115100","Meziroční index","IR","93.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Kuřata jatečná v živém I.tř.j","1151105011","Meziroční index","IR","93.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ostatní drůbež","115900","Meziroční index","IR","87.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Krůty brojlerové v živém","1159105031","Meziroční index","IR","84.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Kachny jatečné v živém","1159105041","Meziroční index","IR","101.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Živočišné výrobky","120000","Meziroční index","IR","97.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Mléko","121000","Meziroční index","IR","97.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Mléko kravské Q. tř. j.","1211104911","Meziroční index","IR","97.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Vejce","122000","Meziroční index","IR","95.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Vejce slepičí konzumní tříděná","1221105512","Meziroční index","IR","95.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ryby","200000","Meziroční index","IR","103"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Kapr tř. I. v živém","2111115812","Meziroční index","IR","103"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Pstruh v živém","2111115823","Meziroční index","IR","101.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Zemědělská výroba včetně ryb","000000","Meziroční index","IR","95.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Zemědělská výroba","140000","Meziroční index","IR","95"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Zemědělská výroba (bez ovoce a zeleniny)","141000","Meziroční index","IR","95.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Rostlinná výroba","100000","Meziroční index","IR","93.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Rostlinná výroba (bez ovoce a zeleniny)","101000","Meziroční index","IR","93.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Ovoce a zelenina","102000","Meziroční index","IR","94.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Obiloviny","010000","Meziroční index","IR","86.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Pšenice","011000","Meziroční index","IR","85.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Pšenice potravinářská","0111101011","Meziroční index","IR","84.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Pšenice krmná","0111101012","Meziroční index","IR","86.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Žito","012000","Meziroční index","IR","94.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Žito potravinářské","0121101031","Meziroční index","IR","94.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Ječmen","013000","Meziroční index","IR","89"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Ječmen krmný","0131101023","Meziroční index","IR","84.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Ječmen sladovnický","0132101021","Meziroční index","IR","91.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Oves","014000","Meziroční index","IR","94.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Oves krmný","0141101042","Meziroční index","IR","94.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Kukuřice na zrno","015000","Meziroční index","IR","81.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Kukuřice krmná (na zrno)","0151101052","Meziroční index","IR","81.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Ostatní obiloviny","019000","Meziroční index","IR","91.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Tritikale","0191101032","Meziroční index","IR","91.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Průmyslové plodiny","020000","Meziroční index","IR","100.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Olejniny","021000","Meziroční index","IR","98.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Semeno řepky olejné","0211101210","Meziroční index","IR","102.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Semeno slunečnice","0212101230","Meziroční index","IR","97"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Semeno máku","0219101220","Meziroční index","IR","70.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Luskoviny","022000","Meziroční index","IR","103.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Hrách krmný","0221101102","Meziroční index","IR","103.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Cukrová řepa","024000","Meziroční index","IR","99.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Cukrovka technická","0241101510","Meziroční index","IR","99.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Ostatní průmyslové plodiny","029000","Meziroční index","IR","108"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Chmel sušený","0292101310","Meziroční index","IR","108"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Krmné plodiny","030000","Meziroční index","IR","93.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Zelenina a zahradnické produkty","040000","Meziroční index","IR","94.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Čerstvá zelenina","041000","Meziroční index","IR","68.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Květák","041100","Meziroční index","IR","101"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Květák","0411103090","Meziroční index","IR","101"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Rajčata","041200","Meziroční index","IR","75.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Rajčata","0412103161","Meziroční index","IR","75.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Ostatní čerstvá zelenina","041900","Meziroční index","IR","68.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Zelí bílé hlávkové","0419103100","Meziroční index","IR","51.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Zelí červené hlávkové","0419103101","Meziroční index","IR","71"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Okurky salátové","0419403134","Meziroční index","IR","84.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Mrkev bez natě","0419503032","Meziroční index","IR","85.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Cibule kuchyňská","0419603172","Meziroční index","IR","77.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Celer bez natě","0419993012","Meziroční index","IR","57.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Petržel bez natě","0419993042","Meziroční index","IR","37.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Kedlubny","0419993061","Meziroční index","IR","76.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Paprika zeleninová","0419993150","Meziroční index","IR","82.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Sazenice a květiny","042000","Meziroční index","IR","102.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Školkařské výpěstky","042100","Meziroční index","IR","102.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Brambory (včetně sadby)","050000","Meziroční index","IR","82.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Konzumní brambory","051000","Meziroční index","IR","70"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Brambory pozdní konzumní","0512101620","Meziroční index","IR","70"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Sadba brambor","052000","Meziroční index","IR","91.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Sadba brambor","0521101640","Meziroční index","IR","91.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Ostatní brambory","059000","Meziroční index","IR","107.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Brambory průmyslové","0591101630","Meziroční index","IR","107.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Ovoce","060000","Meziroční index","IR","95.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Jablka","061100","Meziroční index","IR","91.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Konzumní jablka","0611102011","Meziroční index","IR","104.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Průmyslová jablka","0611202012","Meziroční index","IR","75.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Stolní hrušky","061200","Meziroční index","IR","133"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Hrušky","0612102020","Meziroční index","IR","133"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Ostatní ovoce","061900","Meziroční index","IR","89.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Švestky","0619202050","Meziroční index","IR","89.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Víno","070000","Meziroční index","IR","105.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Čerstvé vinné hrozny","0721101710","Meziroční index","IR","105.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Živočišná výroba","130000","Meziroční index","IR","97.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Hospodářská zvířata","110000","Meziroční index","IR","103"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Skot","111000","Meziroční index","IR","98.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Skot bez telat","111100","Meziroční index","IR","98.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Býci jateční v živém","1111104110","Meziroční index","IR","100.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Jalovice jatečné v živém","1111204210","Meziroční index","IR","95.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Krávy jatečné v živém","1111304310","Meziroční index","IR","96.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Telata","111200","Meziroční index","IR","99.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","4. čtvrtletí 2016","2016-Q4","Telata jatečná v živém","1112104410","Meziroční index","IR","99.4"
