"Ukazatel","IndicatorType","Území","Uz0","Měsíce, jejich kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRZEM1","Klasifikace API","APIZ","Typ indexu","TYPUDAJEZEM3","Hodnota"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Rajčata","041200","Meziroční index","IR","75.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Rajčata","0412103161","Meziroční index","IR","75.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Ostatní čerstvá zelenina","041900","Meziroční index","IR","70.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Zelí bílé hlávkové","0419103100","Meziroční index","IR","52.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Zelí červené hlávkové","0419103101","Meziroční index","IR","78.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Okurky salátové","0419403134","Meziroční index","IR","84.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Mrkev bez natě","0419503032","Meziroční index","IR","89.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Cibule kuchyňská","0419603172","Meziroční index","IR","87"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Celer bez natě","0419993012","Meziroční index","IR","59.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Petržel bez natě","0419993042","Meziroční index","IR","35.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Kedlubny","0419993061","Meziroční index","IR","76.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Paprika zeleninová","0419993150","Meziroční index","IR","82.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Sazenice a květiny","042000","Meziroční index","IR","101.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Školkařské výpěstky","042100","Meziroční index","IR","101.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Brambory (včetně sadby)","050000","Meziroční index","IR","84.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Konzumní brambory","051000","Meziroční index","IR","71.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Brambory pozdní konzumní","0512101620","Meziroční index","IR","71.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Ostatní brambory","059000","Meziroční index","IR","108"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Brambory průmyslové","0591101630","Meziroční index","IR","108"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Ovoce","060000","Meziroční index","IR","93.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Jablka","061100","Meziroční index","IR","90.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Konzumní jablka","0611102011","Meziroční index","IR","104.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Průmyslová jablka","0611202012","Meziroční index","IR","73.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Stolní hrušky","061200","Meziroční index","IR","121"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Hrušky","0612102020","Meziroční index","IR","121"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Ostatní ovoce","061900","Meziroční index","IR","89.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Švestky","0619202050","Meziroční index","IR","89.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Víno","070000","Meziroční index","IR","105.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Čerstvé vinné hrozny","0721101710","Meziroční index","IR","105.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Živočišná výroba","130000","Meziroční index","IR","96"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Hospodářská zvířata","110000","Meziroční index","IR","102.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Skot","111000","Meziroční index","IR","98.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Skot bez telat","111100","Meziroční index","IR","98"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Býci jateční v živém","1111104110","Meziroční index","IR","100.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Jalovice jatečné v živém","1111204210","Meziroční index","IR","95.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Krávy jatečné v živém","1111304310","Meziroční index","IR","94.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Telata","111200","Meziroční index","IR","102.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Telata jatečná v živém","1112104410","Meziroční index","IR","102.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Prasata a selata","112000","Meziroční index","IR","111.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Prasata jatečná v živém","1121104610","Meziroční index","IR","111.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Odstavená selata v živém","1121205610","Meziroční index","IR","110.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Drůbež","115000","Meziroční index","IR","93.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Kuřata","115100","Meziroční index","IR","95.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Kuřata jatečná v živém I.tř.j","1151105011","Meziroční index","IR","95.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Ostatní drůbež","115900","Meziroční index","IR","85.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Krůty brojlerové v živém","1159105031","Meziroční index","IR","82.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Kachny jatečné v živém","1159105041","Meziroční index","IR","102.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Živočišné výrobky","120000","Meziroční index","IR","89.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Mléko","121000","Meziroční index","IR","90.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Mléko kravské Q. tř. j.","1211104911","Meziroční index","IR","90.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Vejce","122000","Meziroční index","IR","86"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Vejce slepičí konzumní tříděná","1221105512","Meziroční index","IR","86"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Ryby","200000","Meziroční index","IR","99.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Kapr tř. I. v živém","2111115812","Meziroční index","IR","99.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","říjen 2016","2016-10","Pstruh v živém","2111115823","Meziroční index","IR","96.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Zemědělská výroba včetně ryb","000000","Meziroční index","IR","94.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Zemědělská výroba","140000","Meziroční index","IR","94.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Zemědělská výroba (bez ovoce a zeleniny)","141000","Meziroční index","IR","94.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Rostlinná výroba","100000","Meziroční index","IR","92.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Rostlinná výroba (bez ovoce a zeleniny)","101000","Meziroční index","IR","92.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ovoce a zelenina","102000","Meziroční index","IR","92.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Obiloviny","010000","Meziroční index","IR","86.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Pšenice","011000","Meziroční index","IR","85.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Pšenice potravinářská","0111101011","Meziroční index","IR","84.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Pšenice krmná","0111101012","Meziroční index","IR","86.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Žito","012000","Meziroční index","IR","91.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Žito potravinářské","0121101031","Meziroční index","IR","91.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ječmen","013000","Meziroční index","IR","90.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ječmen krmný","0131101023","Meziroční index","IR","85.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ječmen sladovnický","0132101021","Meziroční index","IR","93.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Oves","014000","Meziroční index","IR","94.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Oves krmný","0141101042","Meziroční index","IR","94.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Kukuřice na zrno","015000","Meziroční index","IR","80.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Kukuřice krmná (na zrno)","0151101052","Meziroční index","IR","80.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ostatní obiloviny","019000","Meziroční index","IR","91.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Tritikale","0191101032","Meziroční index","IR","91.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Průmyslové plodiny","020000","Meziroční index","IR","99.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Olejniny","021000","Meziroční index","IR","98.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Semeno řepky olejné","0211101210","Meziroční index","IR","102.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Semeno slunečnice","0212101230","Meziroční index","IR","98.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Semeno máku","0219101220","Meziroční index","IR","68.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Luskoviny","022000","Meziroční index","IR","107.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Hrách krmný","0221101102","Meziroční index","IR","107.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Cukrová řepa","024000","Meziroční index","IR","98.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Cukrovka technická","0241101510","Meziroční index","IR","98.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ostatní průmyslové plodiny","029000","Meziroční index","IR","110.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Chmel sušený","0292101310","Meziroční index","IR","110.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Krmné plodiny","030000","Meziroční index","IR","89"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Zelenina a zahradnické produkty","040000","Meziroční index","IR","93"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Čerstvá zelenina","041000","Meziroční index","IR","68.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ostatní čerstvá zelenina","041900","Meziroční index","IR","68.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Zelí bílé hlávkové","0419103100","Meziroční index","IR","53.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Zelí červené hlávkové","0419103101","Meziroční index","IR","69.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Mrkev bez natě","0419503032","Meziroční index","IR","88.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Cibule kuchyňská","0419603172","Meziroční index","IR","75.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Celer bez natě","0419993012","Meziroční index","IR","55"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Petržel bez natě","0419993042","Meziroční index","IR","39"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Sazenice a květiny","042000","Meziroční index","IR","103"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Školkařské výpěstky","042100","Meziroční index","IR","103"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Brambory (včetně sadby)","050000","Meziroční index","IR","83.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Konzumní brambory","051000","Meziroční index","IR","69.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Brambory pozdní konzumní","0512101620","Meziroční index","IR","69.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Sadba brambor","052000","Meziroční index","IR","82.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Sadba brambor","0521101640","Meziroční index","IR","82.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ostatní brambory","059000","Meziroční index","IR","107"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Brambory průmyslové","0591101630","Meziroční index","IR","107"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ovoce","060000","Meziroční index","IR","92.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Jablka","061100","Meziroční index","IR","89.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Konzumní jablka","0611102011","Meziroční index","IR","104.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Průmyslová jablka","0611202012","Meziroční index","IR","73.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Stolní hrušky","061200","Meziroční index","IR","134.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Hrušky","0612102020","Meziroční index","IR","134.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Víno","070000","Meziroční index","IR","111.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Čerstvé vinné hrozny","0721101710","Meziroční index","IR","111.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Živočišná výroba","130000","Meziroční index","IR","97.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Hospodářská zvířata","110000","Meziroční index","IR","103.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Skot","111000","Meziroční index","IR","98.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Skot bez telat","111100","Meziroční index","IR","98.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Býci jateční v živém","1111104110","Meziroční index","IR","100.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Jalovice jatečné v živém","1111204210","Meziroční index","IR","95.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Krávy jatečné v živém","1111304310","Meziroční index","IR","96.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Telata","111200","Meziroční index","IR","99.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Telata jatečná v živém","1112104410","Meziroční index","IR","99.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Prasata a selata","112000","Meziroční index","IR","110.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Prasata jatečná v živém","1121104610","Meziroční index","IR","110.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Odstavená selata v živém","1121205610","Meziroční index","IR","107.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Drůbež","115000","Meziroční index","IR","96.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Kuřata","115100","Meziroční index","IR","100"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Kuřata jatečná v živém I.tř.j","1151105011","Meziroční index","IR","100"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ostatní drůbež","115900","Meziroční index","IR","84.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Krůty brojlerové v živém","1159105031","Meziroční index","IR","80.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Kachny jatečné v živém","1159105041","Meziroční index","IR","101.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Živočišné výrobky","120000","Meziroční index","IR","92.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Mléko","121000","Meziroční index","IR","93"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Mléko kravské Q. tř. j.","1211104911","Meziroční index","IR","93"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Vejce","122000","Meziroční index","IR","87.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Vejce slepičí konzumní tříděná","1221105512","Meziroční index","IR","87.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Ryby","200000","Meziroční index","IR","96.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Kapr tř. I. v živém","2111115812","Meziroční index","IR","97"
"Index cen zemědělských výrobců","6145","Česko","CZ","listopad 2016","2016-11","Pstruh v živém","2111115823","Meziroční index","IR","98.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Zemědělská výroba včetně ryb","000000","Meziroční index","IR","95.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Zemědělská výroba","140000","Meziroční index","IR","95"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Zemědělská výroba (bez ovoce a zeleniny)","141000","Meziroční index","IR","95.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Rostlinná výroba","100000","Meziroční index","IR","91.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Rostlinná výroba (bez ovoce a zeleniny)","101000","Meziroční index","IR","92.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ovoce a zelenina","102000","Meziroční index","IR","75.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Obiloviny","010000","Meziroční index","IR","86.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Pšenice","011000","Meziroční index","IR","85.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Pšenice potravinářská","0111101011","Meziroční index","IR","85.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Pšenice krmná","0111101012","Meziroční index","IR","86.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Žito","012000","Meziroční index","IR","97.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Žito potravinářské","0121101031","Meziroční index","IR","97.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ječmen","013000","Meziroční index","IR","89.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ječmen krmný","0131101023","Meziroční index","IR","85.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ječmen sladovnický","0132101021","Meziroční index","IR","92.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Oves","014000","Meziroční index","IR","97.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Oves krmný","0141101042","Meziroční index","IR","97.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Kukuřice na zrno","015000","Meziroční index","IR","79.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Kukuřice krmná (na zrno)","0151101052","Meziroční index","IR","79.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ostatní obiloviny","019000","Meziroční index","IR","92.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Tritikale","0191101032","Meziroční index","IR","92.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Průmyslové plodiny","020000","Meziroční index","IR","99.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Olejniny","021000","Meziroční index","IR","99.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Semeno řepky olejné","0211101210","Meziroční index","IR","103.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Semeno slunečnice","0212101230","Meziroční index","IR","92.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Semeno máku","0219101220","Meziroční index","IR","69.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Luskoviny","022000","Meziroční index","IR","103.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Hrách krmný","0221101102","Meziroční index","IR","103.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Cukrová řepa","024000","Meziroční index","IR","100"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Cukrovka technická","0241101510","Meziroční index","IR","100"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ostatní průmyslové plodiny","029000","Meziroční index","IR","85"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Chmel sušený","0292101310","Meziroční index","IR","85"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Krmné plodiny","030000","Meziroční index","IR","90.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Zelenina a zahradnické produkty","040000","Meziroční index","IR","63.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Čerstvá zelenina","041000","Meziroční index","IR","63.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ostatní čerstvá zelenina","041900","Meziroční index","IR","63.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Zelí bílé hlávkové","0419103100","Meziroční index","IR","48.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Zelí červené hlávkové","0419103101","Meziroční index","IR","59.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Mrkev bez natě","0419503032","Meziroční index","IR","78.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Cibule kuchyňská","0419603172","Meziroční index","IR","69.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Celer bez natě","0419993012","Meziroční index","IR","58.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Petržel bez natě","0419993042","Meziroční index","IR","37.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Brambory (včetně sadby)","050000","Meziroční index","IR","76"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Konzumní brambory","051000","Meziroční index","IR","67.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Brambory pozdní konzumní","0512101620","Meziroční index","IR","67.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Sadba brambor","052000","Meziroční index","IR","100.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Sadba brambor","0521101640","Meziroční index","IR","100.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ostatní brambory","059000","Meziroční index","IR","106.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Brambory průmyslové","0591101630","Meziroční index","IR","106.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Ovoce","060000","Meziroční index","IR","105.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Jablka","061100","Meziroční index","IR","98.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Konzumní jablka","0611102011","Meziroční index","IR","107.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Průmyslová jablka","0611202012","Meziroční index","IR","86.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Stolní hrušky","061200","Meziroční index","IR","157.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Hrušky","0612102020","Meziroční index","IR","157.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Živočišná výroba","130000","Meziroční index","IR","100"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Hospodářská zvířata","110000","Meziroční index","IR","103.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Skot","111000","Meziroční index","IR","99.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Skot bez telat","111100","Meziroční index","IR","99.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Býci jateční v živém","1111104110","Meziroční index","IR","100.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Jalovice jatečné v živém","1111204210","Meziroční index","IR","94.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Krávy jatečné v živém","1111304310","Meziroční index","IR","99.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Telata","111200","Meziroční index","IR","96.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Telata jatečná v živém","1112104410","Meziroční index","IR","96.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Prasata a selata","112000","Meziroční index","IR","113.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Prasata jatečná v živém","1121104610","Meziroční index","IR","113.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","prosinec 2016","2016-12","Odstavená selata v živém","1121205610","Meziroční index","IR","117.6"
