period,exp12,exp36,household_exp,esi,eurczk_mm,services_l1,import_l2,core_l1,core_l2,core_l12,state,eurczk_mm_x_state,exp12_x_state,import_l2_x_state,mon_2,mon_3,mon_4,mon_5,mon_6,mon_7,mon_8,mon_9,mon_10,mon_11,mon_12
2025-08,2.2373441621322825,2.15625,26.4,102.5,-0.43857868020305,0.1564420605654426,-0.4000000000000057,0.9,0.3,0.2,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-09,2.2023309952423915,2.1656250000000004,23.5,102.1,-0.6933964188114317,0.066941872141002,-0.7000000000000028,0.3,0.9,-0.7,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-10,2.206875,2.15,9.6,103.2,-0.1314330307635391,0.6578213847697745,-0.5999999999999943,-0.7,0.3,0.4,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-11,2.153125,2.184375,8.5,100.7,-0.3125642607443968,0.2326096588391557,-0.5,0.4,-0.7,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-12,2.1250000000000004,2.188888888888888,16.6,98.7,0.0866372375098123,-0.0773566139904868,-0.4000000000000057,-0.1,0.4,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-01,2.2437499999999995,2.125,7.3,101.6,0.078318219291007,0.1548330015483046,-0.0999999999999943,0.2,-0.1,0.5,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02,2.269532336696773,2.117647058823529,9.4,100.1,-0.0782569298570678,1.0048586572438456,-0.2000000000000028,0.4,0.2,0.5,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03,2.3750000000000004,2.1375,16.1,100.1,0.7295960428689074,0.5356947633103681,0.4000000000000057,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04,2.6926281077403216,2.1375,29.6,101.1,-0.2250685436019139,0.1522401043932086,-0.0999999999999943,0.2,0.5,0.2,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05,2.710867457412053,2.182352941176471,28.3,102.5,-0.282995652530571,0.2714440825190012,2.5,0.3,0.2,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06,2.599999999999999,2.152941176470588,25.4,101.4,-0.4236416731789538,0.1840822956145071,2.700000000000003,0.2,0.3,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,2.6302966735003075,2.1562500000000004,23.2,102.6,0.0,0.3026372676178113,0.7,0.3,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2026-08,,,29.5,,-0.1280462618752698,,,,,,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2026-09,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
