model,h,sample,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
POOL_COMPLETE_R21,2,full,86,12,2000,1509,75,86,0.0517028823551364,-0.021889131160847907,0.18998710464369992,0.158,ok
POOL_COMPLETE_R21,2,origins_2024plus,29,12,2000,1509,18,29,-0.000682862144184158,-0.004607642436032755,0.001459890168950899,0.873,ok
POOL_PARTIAL_R21,2,full,86,12,2000,1509,75,86,0.027438348560892764,-0.02350597584547305,0.11763820099554669,0.1915,ok
POOL_PARTIAL_R21,2,origins_2024plus,29,12,2000,1509,18,29,-0.001107337771159978,-0.0046574933379338055,0.0012038548856270813,0.8815,ok
POOL_PRIOR_R21,2,full,86,12,2000,1509,75,86,0.0035826931453181205,-0.02260765487982652,0.04479524687074082,0.3675,ok
POOL_PRIOR_R21,2,origins_2024plus,29,12,2000,1509,18,29,-0.00866411471345985,-0.01010693307999798,-0.0019067406578456734,1.0,ok
ANCHOR_HL12_R21,3,full,84,12,2000,1509,73,84,0.12254662248138717,-0.024019070899554386,0.3858753100571066,0.0795,ok
ANCHOR_HL12_R21,3,origins_2024plus,28,12,2000,1509,17,28,-0.00687250140751407,-0.009135583024677117,-0.0034801005894474703,1.0,ok
ANCHOR_HL24_R21,3,full,84,12,2000,1509,73,84,0.060701162156975554,-0.013423739180864005,0.19272016535230396,0.0855,ok
ANCHOR_HL24_R21,3,origins_2024plus,28,12,2000,1509,17,28,-0.0036770718848147,-0.004860587786414564,-0.0018859187438282081,1.0,ok
CORE_FEEDBACK_R21,3,full,84,12,2000,1509,73,84,-0.07391266251968694,-0.22983853097347037,0.0077959482959646074,0.931,ok
CORE_FEEDBACK_R21,3,origins_2024plus,28,12,2000,1509,17,28,0.01500153213075482,-0.011283581212799945,0.02499512106946654,0.402,ok
DUAL_FEEDBACK_R21,3,full,84,12,2000,1509,73,84,-0.07583825806147759,-0.26451588654434366,0.035739606731775134,0.8615,ok
DUAL_FEEDBACK_R21,3,origins_2024plus,28,12,2000,1509,17,28,0.012428828302661125,-0.020083144008981424,0.035537243375215306,0.4235,ok
FOOD_FEEDBACK_R21,3,full,84,12,2000,1509,73,84,-0.006983407252460166,-0.06875592782864884,0.04767199993329872,0.5795,ok
FOOD_FEEDBACK_R21,3,origins_2024plus,28,12,2000,1509,17,28,-0.005752065661838239,-0.012245481059429736,0.005647328722128646,0.7645,ok
POOL_COMPLETE_R21,3,full,84,12,2000,1509,73,84,0.1506238406176555,-0.05156114480458761,0.546588066296191,0.169,ok
POOL_COMPLETE_R21,3,origins_2024plus,28,12,2000,1509,17,28,-0.0019790536322537916,-0.010994428585154179,0.00207696632510858,0.933,ok
POOL_PARTIAL_R21,3,full,84,12,2000,1509,73,84,0.11105044859554869,-0.051010196776385644,0.4129809859262145,0.191,ok
POOL_PARTIAL_R21,3,origins_2024plus,28,12,2000,1509,17,28,-0.0027937968900044433,-0.011114053246235722,0.0018075777659029427,0.9395,ok
POOL_PRIOR_R21,3,full,84,12,2000,1509,73,84,0.02841980408235124,-0.036126982447925275,0.1376109174398466,0.2345,ok
POOL_PRIOR_R21,3,origins_2024plus,28,12,2000,1509,17,28,-0.014654105839445262,-0.016335311161606695,-0.005928437287523307,1.0,ok
ANCHOR_HL12_R21,4,full,83,12,2000,1509,72,83,0.2705514564891311,-0.03789125379315515,0.820107147396328,0.067,ok
ANCHOR_HL12_R21,4,origins_2024plus,27,12,2000,1509,16,27,-0.010167213139464733,-0.016174919062739528,-0.00654887262248017,1.0,ok
ANCHOR_HL24_R21,4,full,83,12,2000,1509,72,83,0.13479173317791412,-0.022445103718494043,0.4154263488166195,0.0745,ok
ANCHOR_HL24_R21,4,origins_2024plus,27,12,2000,1509,16,27,-0.0055257808914995505,-0.008697413300374483,-0.003616090305135396,1.0,ok
CORE_FEEDBACK_R21,4,full,83,12,2000,1509,72,83,-0.1377669894119384,-0.41327443713991596,0.0073792472580833934,0.951,ok
CORE_FEEDBACK_R21,4,origins_2024plus,27,12,2000,1509,16,27,0.011433421605297922,-0.018764669540590355,0.028250834523273545,0.5385,ok
DUAL_FEEDBACK_R21,4,full,83,12,2000,1509,72,83,-0.1282510067870734,-0.4420875236622294,0.05562871226926948,0.8755,ok
DUAL_FEEDBACK_R21,4,origins_2024plus,27,12,2000,1509,16,27,0.010700513803920123,-0.03311349127648279,0.04271838668977742,0.517,ok
FOOD_FEEDBACK_R21,4,full,83,12,2000,1509,72,83,0.0013092569723721068,-0.0852908073009774,0.08598836394009463,0.459,ok
FOOD_FEEDBACK_R21,4,origins_2024plus,27,12,2000,1509,16,27,-0.006124132784713333,-0.019250170701395914,0.0065625549579488365,0.808,ok
POOL_COMPLETE_R21,4,full,83,12,2000,1509,72,83,0.3288975168508053,-0.09661515202104912,1.1399778646386034,0.159,ok
POOL_COMPLETE_R21,4,origins_2024plus,27,12,2000,1509,16,27,-0.0055644661362697296,-0.020854268272879537,0.0016506812852547543,0.9575,ok
POOL_PARTIAL_R21,4,full,83,12,2000,1509,72,83,0.2769268504733021,-0.07934633095121474,0.954652371158852,0.171,ok
POOL_PARTIAL_R21,4,origins_2024plus,27,12,2000,1509,16,27,-0.006315115504468653,-0.021100209758205698,0.0013461680936816818,0.9575,ok
POOL_PRIOR_R21,4,full,83,12,2000,1509,72,83,0.0858824179111505,-0.04038027388782769,0.3120965675686684,0.1365,ok
POOL_PRIOR_R21,4,origins_2024plus,27,12,2000,1509,16,27,-0.016482977183967008,-0.01904826510910425,-0.01148215970750356,1.0,ok
ANCHOR_HL12_R21,5,full,82,12,2000,1509,71,82,0.49434130614827065,-0.05573831520462887,1.4620296432592408,0.0645,ok
ANCHOR_HL12_R21,5,origins_2024plus,26,12,2000,1509,15,26,-0.01790316568543423,-0.02977183800984738,-0.00980916847484254,1.0,ok
ANCHOR_HL24_R21,5,full,82,12,2000,1509,71,82,0.24741369099056676,-0.035941194766519614,0.748179915115101,0.0735,ok
ANCHOR_HL24_R21,5,origins_2024plus,26,12,2000,1509,15,26,-0.0098398983001361,-0.016141124996170285,-0.005522658655909566,1.0,ok
CORE_FEEDBACK_R21,5,full,82,12,2000,1509,71,82,-0.21483883904424997,-0.6305122707518946,0.0069964313627463035,0.9645,ok
CORE_FEEDBACK_R21,5,origins_2024plus,26,12,2000,1509,15,26,0.01004829317216164,-0.02812146806048957,0.030430761275056967,0.568,ok
DUAL_FEEDBACK_R21,5,full,82,12,2000,1509,71,82,-0.1868011436032182,-0.6423719585862322,0.08613877630256947,0.8675,ok
DUAL_FEEDBACK_R21,5,origins_2024plus,26,12,2000,1509,15,26,0.010831550602205062,-0.0491123147459936,0.047810979295948304,0.589,ok
FOOD_FEEDBACK_R21,5,full,82,12,2000,1509,71,82,0.016391944356699512,-0.09964896865407563,0.1414937304842266,0.3505,ok
FOOD_FEEDBACK_R21,5,origins_2024plus,26,12,2000,1509,15,26,-0.007173358982320339,-0.027426970308656942,0.0046613147536474,0.861,ok
POOL_COMPLETE_R21,5,full,82,12,2000,1509,71,82,0.6002919714114208,-0.1111020509915176,2.0163185536921606,0.138,ok
POOL_COMPLETE_R21,5,origins_2024plus,26,12,2000,1509,15,26,-0.011085878545209095,-0.035759561095088176,0.001983864251421245,0.955,ok
POOL_PARTIAL_R21,5,full,82,12,2000,1509,71,82,0.5258498609312867,-0.1072477569444711,1.769487035648948,0.153,ok
POOL_PARTIAL_R21,5,origins_2024plus,26,12,2000,1509,15,26,-0.011758676871034605,-0.036310121224105145,0.001654965790664368,0.96,ok
POOL_PRIOR_R21,5,full,82,12,2000,1509,71,82,0.17521618206232337,-0.04161975079140597,0.5633110160227355,0.084,ok
POOL_PRIOR_R21,5,origins_2024plus,26,12,2000,1509,15,26,-0.023902664226367935,-0.03380526469038463,-0.01437056918326218,1.0,ok
ANCHOR_HL12_R21,6,full,81,12,2000,1509,70,81,0.7936735466248017,-0.10205237456859516,2.3467269735644978,0.0665,ok
ANCHOR_HL12_R21,6,origins_2024plus,25,12,2000,1509,14,25,-0.026690224738650094,-0.0402655418757536,-0.018106377968332626,1.0,ok
ANCHOR_HL24_R21,6,full,81,12,2000,1509,70,81,0.3984998181911906,-0.0614148879657156,1.202403988768384,0.077,ok
ANCHOR_HL24_R21,6,origins_2024plus,25,12,2000,1509,14,25,-0.01489387541161455,-0.022044312009426408,-0.010292802489212287,1.0,ok
CORE_FEEDBACK_R21,6,full,81,12,2000,1509,70,81,-0.3020538931667044,-0.8690601778984154,0.004934608811884182,0.968,ok
CORE_FEEDBACK_R21,6,origins_2024plus,25,12,2000,1509,14,25,0.01420624770558687,-0.041942808074535466,0.041604272750844745,0.5935,ok
DUAL_FEEDBACK_R21,6,full,81,12,2000,1509,70,81,-0.2476476747519236,-0.8602004374689589,0.1356447217516653,0.8465,ok
DUAL_FEEDBACK_R21,6,origins_2024plus,25,12,2000,1509,14,25,0.010377618406750017,-0.07025549818478806,0.06327293997184859,0.605,ok
FOOD_FEEDBACK_R21,6,full,81,12,2000,1509,70,81,0.03920568304551998,-0.1097206725049898,0.23042770304850468,0.2785,ok
FOOD_FEEDBACK_R21,6,origins_2024plus,25,12,2000,1509,14,25,-0.014653333259626238,-0.0377252570863602,0.0060073481379919365,0.8425,ok
POOL_COMPLETE_R21,6,full,81,12,2000,1509,70,81,0.9557798293905863,-0.11514847073842739,3.087760538196306,0.116,ok
POOL_COMPLETE_R21,6,origins_2024plus,25,12,2000,1509,14,25,-0.01637197030920804,-0.05470919300841036,0.0032688548080246848,0.949,ok
POOL_PARTIAL_R21,6,full,81,12,2000,1509,70,81,0.8208850671127147,-0.14154438363840985,2.750697242156128,0.146,ok
POOL_PARTIAL_R21,6,origins_2024plus,25,12,2000,1509,14,25,-0.018176447388972197,-0.05507943796350231,0.0014264525427398638,0.9605,ok
POOL_PRIOR_R21,6,full,81,12,2000,1509,70,81,0.2920602031949789,-0.03823288242280551,0.8925982996443577,0.056,ok
POOL_PRIOR_R21,6,origins_2024plus,25,12,2000,1509,14,25,-0.03306580243209886,-0.0429058871693808,-0.024783438380067073,1.0,ok
ANCHOR_HL12_R21,7,full,80,12,2000,1509,69,80,1.1501997594685505,-0.17427283393536214,3.4896102128218374,0.072,ok
ANCHOR_HL12_R21,7,origins_2024plus,24,12,2000,1509,13,24,-0.04267265550896108,-0.05766351477571328,-0.03204508875692448,1.0,ok
ANCHOR_HL24_R21,7,full,80,12,2000,1509,69,80,0.5781090270132625,-0.10953613950655297,1.800538104399901,0.089,ok
ANCHOR_HL24_R21,7,origins_2024plus,24,12,2000,1509,13,24,-0.024025529816434132,-0.03193401270948187,-0.01839997941900318,1.0,ok
CORE_FEEDBACK_R21,7,full,80,12,2000,1509,69,80,-0.3846974506133283,-1.1044802519420556,0.00611751032486271,0.9705,ok
CORE_FEEDBACK_R21,7,origins_2024plus,24,12,2000,1509,13,24,0.013617899775024311,-0.057385952808129415,0.04393931298102729,0.686,ok
DUAL_FEEDBACK_R21,7,full,80,12,2000,1509,69,80,-0.2924107081507034,-1.0778123849239836,0.21107370661469554,0.815,ok
DUAL_FEEDBACK_R21,7,origins_2024plus,24,12,2000,1509,13,24,0.0036224715657640024,-0.0946807939256152,0.062423617870316944,0.6605,ok
FOOD_FEEDBACK_R21,7,full,80,12,2000,1509,69,80,0.0735351162004914,-0.12354436633507226,0.34341536265323586,0.216,ok
FOOD_FEEDBACK_R21,7,origins_2024plus,24,12,2000,1509,13,24,-0.023860423434335684,-0.05073350717820327,0.0034500735324762472,0.948,ok
POOL_COMPLETE_R21,7,full,80,12,2000,1509,69,80,1.3393461864634975,-0.13529719023554682,4.275188929248611,0.0905,ok
POOL_COMPLETE_R21,7,origins_2024plus,24,12,2000,1509,13,24,-0.026870467920123483,-0.08023080404383198,0.00019050748822401278,0.973,ok
POOL_PARTIAL_R21,7,full,80,12,2000,1509,69,80,1.1479602586195148,-0.1748524103883864,3.8077472083280814,0.138,ok
POOL_PARTIAL_R21,7,origins_2024plus,24,12,2000,1509,13,24,-0.02960976352171353,-0.0802933112603843,-0.0021639124441052483,0.985,ok
POOL_PRIOR_R21,7,full,80,12,2000,1509,69,80,0.41834978070417783,-0.03367137611118222,1.2412541674983582,0.0385,ok
POOL_PRIOR_R21,7,origins_2024plus,24,12,2000,1509,13,24,-0.04964434631052251,-0.06133772222903566,-0.04345374230523486,1.0,ok
ANCHOR_HL12_R21,8,full,79,12,2000,1509,68,79,1.5154225338468645,-0.3046406340205373,4.71631865084838,0.089,ok
ANCHOR_HL12_R21,8,origins_2024plus,23,12,2000,1509,12,23,-0.0717840955432588,-0.0878555139944875,-0.05363082412174992,1.0,ok
ANCHOR_HL24_R21,8,full,79,12,2000,1509,68,79,0.7593629706499555,-0.2037953202242622,2.4555950511985314,0.103,ok
ANCHOR_HL24_R21,8,origins_2024plus,23,12,2000,1509,12,23,-0.040659461788120396,-0.04911872713874309,-0.03051545208354271,1.0,ok
CORE_FEEDBACK_R21,8,full,79,12,2000,1509,68,79,-0.4488049778349993,-1.320373844954488,0.009655251360053513,0.9645,ok
CORE_FEEDBACK_R21,8,origins_2024plus,23,12,2000,1509,12,23,0.0035909670015675656,-0.07360461421079008,0.03984569585530758,0.7325,ok
DUAL_FEEDBACK_R21,8,full,79,12,2000,1509,68,79,-0.30811919456510245,-1.2684399419408103,0.34031232957976715,0.7775,ok
DUAL_FEEDBACK_R21,8,origins_2024plus,23,12,2000,1509,12,23,-0.021716224727327798,-0.12847869375425325,0.06042293021440402,0.7255,ok
FOOD_FEEDBACK_R21,8,full,79,12,2000,1509,68,79,0.11844095641892265,-0.11171698579195292,0.486645132298725,0.165,ok
FOOD_FEEDBACK_R21,8,origins_2024plus,23,12,2000,1509,12,23,-0.0422467863372361,-0.06976050677877468,-0.005279783171570824,1.0,ok
POOL_COMPLETE_R21,8,full,79,12,2000,1509,68,79,1.6453284032091484,-0.21402473791168805,5.350255583705258,0.088,ok
POOL_COMPLETE_R21,8,origins_2024plus,23,12,2000,1509,12,23,-0.04796504682124043,-0.11221016532756715,-0.008544496726960681,0.9785,ok
POOL_PARTIAL_R21,8,full,79,12,2000,1509,68,79,1.4183593169084978,-0.25516202953132516,4.8105290554410605,0.1355,ok
POOL_PARTIAL_R21,8,origins_2024plus,23,12,2000,1509,12,23,-0.051483427033181116,-0.1118749489117792,-0.011305719709109936,0.9925,ok
POOL_PRIOR_R21,8,full,79,12,2000,1509,68,79,0.5117004602205154,-0.06561785508068214,1.5282392487798713,0.0445,ok
POOL_PRIOR_R21,8,origins_2024plus,23,12,2000,1509,12,23,-0.07908643406934932,-0.0937534137543804,-0.0599646532414367,1.0,ok
ANCHOR_HL12_R21,9,full,78,12,2000,1509,67,78,1.9022795556114307,-0.501576490141275,6.08102499168165,0.0995,ok
ANCHOR_HL12_R21,9,origins_2024plus,22,12,2000,1509,11,22,-0.09698823444401997,-0.11621709566484188,-0.05579207000732155,1.0,ok
ANCHOR_HL24_R21,9,full,78,12,2000,1509,67,78,0.9483807856673702,-0.3323049994662012,3.163283899682004,0.1155,ok
ANCHOR_HL24_R21,9,origins_2024plus,22,12,2000,1509,11,22,-0.055608380008272555,-0.06572361812966764,-0.032788394394285776,1.0,ok
CORE_FEEDBACK_R21,9,full,78,12,2000,1509,67,78,-0.49443708740640674,-1.499038869763511,0.02624058071084083,0.949,ok
CORE_FEEDBACK_R21,9,origins_2024plus,22,12,2000,1509,11,22,-0.012255184952846037,-0.0947350613715745,0.026656700195822166,0.8715,ok
DUAL_FEEDBACK_R21,9,full,78,12,2000,1509,67,78,-0.282624761705813,-1.3889690410902198,0.517869162696951,0.714,ok
DUAL_FEEDBACK_R21,9,origins_2024plus,22,12,2000,1509,11,22,-0.0461835736123382,-0.1612530473375348,0.04750006026338201,0.813,ok
FOOD_FEEDBACK_R21,9,full,78,12,2000,1509,67,78,0.18605107313442606,-0.07849361819028276,0.6554470734116117,0.102,ok
FOOD_FEEDBACK_R21,9,origins_2024plus,22,12,2000,1509,11,22,-0.05425925310941413,-0.08440873168700493,-0.008461974460799973,1.0,ok
POOL_COMPLETE_R21,9,full,78,12,2000,1509,67,78,1.954833088734959,-0.31368641075231046,6.3111804772523,0.0945,ok
POOL_COMPLETE_R21,9,origins_2024plus,22,12,2000,1509,11,22,-0.0705062334158619,-0.1483254036377518,-0.00921933600122958,0.9865,ok
POOL_PARTIAL_R21,9,full,78,12,2000,1509,67,78,1.6856458879722165,-0.35617280872152707,5.714809858236598,0.1275,ok
POOL_PARTIAL_R21,9,origins_2024plus,22,12,2000,1509,11,22,-0.0747936599901703,-0.14766987100954745,-0.012637780380944631,0.991,ok
POOL_PRIOR_R21,9,full,78,12,2000,1509,67,78,0.6126207688056156,-0.09245878907713628,1.8503638879270268,0.043,ok
POOL_PRIOR_R21,9,origins_2024plus,22,12,2000,1509,11,22,-0.10548744990038728,-0.12864448597680603,-0.06919847431271456,1.0,ok
ANCHOR_HL12_R21,10,full,77,12,2000,1509,66,77,2.294081154866764,-0.7215295492085363,7.441397325498468,0.1065,ok
ANCHOR_HL12_R21,10,origins_2024plus,21,12,2000,1509,10,21,-0.1235247539488643,-0.1435803854977967,-0.06793579833985973,1.0,ok
ANCHOR_HL24_R21,10,full,77,12,2000,1509,66,77,1.1349786986826993,-0.5144112721710777,3.89466985502621,0.1275,ok
ANCHOR_HL24_R21,10,origins_2024plus,21,12,2000,1509,10,21,-0.07174402667288862,-0.08171408403715039,-0.04015205939827826,1.0,ok
CORE_FEEDBACK_R21,10,full,77,12,2000,1509,66,77,-0.527101567150967,-1.6402772610985255,0.05120452452883901,0.9345,ok
CORE_FEEDBACK_R21,10,origins_2024plus,21,12,2000,1509,10,21,-0.03347527032525634,-0.12768576694246567,0.028485739473756294,0.902,ok
DUAL_FEEDBACK_R21,10,full,77,12,2000,1509,66,77,-0.2392488484103821,-1.4966434757470857,0.7418117454521166,0.6525,ok
DUAL_FEEDBACK_R21,10,origins_2024plus,21,12,2000,1509,10,21,-0.07650327759095474,-0.21083517378333616,0.05307491546149179,0.8735,ok
FOOD_FEEDBACK_R21,10,full,77,12,2000,1509,66,77,0.25866164320850893,-0.048548872081607644,0.8401607089300424,0.061,ok
FOOD_FEEDBACK_R21,10,origins_2024plus,21,12,2000,1509,10,21,-0.06695523487620796,-0.10240078417815075,-0.014007098087069377,1.0,ok
POOL_COMPLETE_R21,10,full,77,12,2000,1509,66,77,2.2346506541447715,-0.41001836952486076,7.406954465543229,0.091,ok
POOL_COMPLETE_R21,10,origins_2024plus,21,12,2000,1509,10,21,-0.0994203977816916,-0.19643951641464458,-0.004086773798985855,0.989,ok
POOL_PARTIAL_R21,10,full,77,12,2000,1509,66,77,1.9202449070278207,-0.4488192726730816,6.500674661857276,0.117,ok
POOL_PARTIAL_R21,10,origins_2024plus,21,12,2000,1509,10,21,-0.10472097408867119,-0.19634166503210082,-0.009763715115693081,0.989,ok
POOL_PRIOR_R21,10,full,77,12,2000,1509,66,77,0.7055455469579955,-0.09509479630118087,2.1209389667711114,0.0445,ok
POOL_PRIOR_R21,10,origins_2024plus,21,12,2000,1509,10,21,-0.13088549738651314,-0.16560647978090443,-0.07487066539401362,1.0,ok
ANCHOR_HL12_R21,11,full,76,12,2000,1509,65,76,2.757154652795853,-1.0335821580268683,9.285677292039722,0.1155,ok
ANCHOR_HL12_R21,11,origins_2024plus,20,12,2000,1509,9,20,-0.1394300395928104,-0.15472088466455436,-0.08748395359401732,1.0,ok
ANCHOR_HL24_R21,11,full,76,12,2000,1509,65,76,1.3554735355530667,-0.7505744097687111,4.774099011383489,0.1455,ok
ANCHOR_HL24_R21,11,origins_2024plus,20,12,2000,1509,9,20,-0.08206800580408957,-0.09015694394258947,-0.05238052070163106,1.0,ok
CORE_FEEDBACK_R21,11,full,76,12,2000,1509,65,76,-0.5580613983309879,-1.757341408916855,0.08829713637802244,0.9195,ok
CORE_FEEDBACK_R21,11,origins_2024plus,20,12,2000,1509,9,20,-0.05468412032151175,-0.1728998107634975,0.02924153695606845,0.929,ok
DUAL_FEEDBACK_R21,11,full,76,12,2000,1509,65,76,-0.185976637402685,-1.5630870779069026,0.9890600098555086,0.595,ok
DUAL_FEEDBACK_R21,11,origins_2024plus,20,12,2000,1509,9,20,-0.09688275254730874,-0.2668601392051717,0.05935791465943898,0.824,ok
FOOD_FEEDBACK_R21,11,full,76,12,2000,1509,65,76,0.33949264413126307,-0.011045449351807405,1.032180488854797,0.035,ok
FOOD_FEEDBACK_R21,11,origins_2024plus,20,12,2000,1509,9,20,-0.06998078823843612,-0.11571624062846216,-0.009675416559014233,1.0,ok
POOL_COMPLETE_R21,11,full,76,12,2000,1509,65,76,2.641528819285187,-0.45042048557486236,8.651123007041761,0.082,ok
POOL_COMPLETE_R21,11,origins_2024plus,20,12,2000,1509,9,20,-0.12817048802361053,-0.2563739893421705,-0.008001123864581898,0.987,ok
POOL_PARTIAL_R21,11,full,76,12,2000,1509,65,76,2.272964278387292,-0.48653798895349626,7.61600256799859,0.094,ok
POOL_PARTIAL_R21,11,origins_2024plus,20,12,2000,1509,9,20,-0.13354759441908856,-0.2549994810145469,-0.01565343608737203,0.987,ok
POOL_PRIOR_R21,11,full,76,12,2000,1509,65,76,0.8552558373757007,-0.06893383327133018,2.471458207347064,0.0345,ok
POOL_PRIOR_R21,11,origins_2024plus,20,12,2000,1509,9,20,-0.14867819156717252,-0.19207827450613518,-0.09806927337832363,1.0,ok
ANCHOR_HL12_R21,12,full,75,12,2000,1509,64,75,3.178440027559453,-1.3151369921049265,10.696591995782091,0.125,ok
ANCHOR_HL12_R21,12,origins_2024plus,19,12,2000,1509,8,19,-0.17133293763531426,-0.20827222182340702,-0.12144275309646192,1.0,ok
ANCHOR_HL24_R21,12,full,75,12,2000,1509,64,75,1.5452863386818,-0.9847371371907174,5.656994814005273,0.1555,ok
ANCHOR_HL24_R21,12,origins_2024plus,19,12,2000,1509,8,19,-0.10204564854491567,-0.12373432301765337,-0.07233453173477354,1.0,ok
CORE_FEEDBACK_R21,12,full,75,12,2000,1509,64,75,-0.5710433855420476,-1.849602610031475,0.1318880158068511,0.9045,ok
CORE_FEEDBACK_R21,12,origins_2024plus,19,12,2000,1509,8,19,-0.09552200300382863,-0.1978823859921354,-0.0019839408183430335,0.9865,ok
DUAL_FEEDBACK_R21,12,full,75,12,2000,1509,64,75,-0.10063990223830954,-1.5549491913447147,1.2580784015704896,0.5405,ok
DUAL_FEEDBACK_R21,12,origins_2024plus,19,12,2000,1509,8,19,-0.14377156709548847,-0.2696057326989541,0.019789193089222477,0.948,ok
FOOD_FEEDBACK_R21,12,full,75,12,2000,1509,64,75,0.4345450142714621,0.028223814038878154,1.2479505390847228,0.0075,ok
FOOD_FEEDBACK_R21,12,origins_2024plus,19,12,2000,1509,8,19,-0.07990660448979306,-0.10588240322982664,-0.019282275345619854,1.0,ok
POOL_COMPLETE_R21,12,full,75,12,2000,1509,64,75,2.8629948136925196,-0.5744760644457794,9.628086083754061,0.094,ok
POOL_COMPLETE_R21,12,origins_2024plus,19,12,2000,1509,8,19,-0.18236974720757945,-0.2883621449029653,-0.044498304861123994,1.0,ok
POOL_PARTIAL_R21,12,full,75,12,2000,1509,64,75,2.55845383725549,-0.6119860310955715,8.582055649713835,0.0965,ok
POOL_PARTIAL_R21,12,origins_2024plus,19,12,2000,1509,8,19,-0.1852292736959075,-0.2836554040872166,-0.05206738200786643,1.0,ok
POOL_PRIOR_R21,12,full,75,12,2000,1509,64,75,0.9502194949625061,-0.07689780095647748,2.6229551675623757,0.0355,ok
POOL_PRIOR_R21,12,origins_2024plus,19,12,2000,1509,8,19,-0.18813105124217194,-0.23142480077737812,-0.14376241905554807,1.0,ok
